,NCTId,DesignAllocation,DesignMasking,DesignPrimaryPurpose,DesignTimePerspective,EnrollmentCount,HealthyVolunteers,IsFDARegulatedDevice,IsFDARegulatedDrug,LeadSponsorClass,PatientRegistry,SamplingMethod ,StudyType,Active Comparator,Experimental,No Intervention,Other_x,Placebo Comparator,Sham Comparator,Full Range,Inter-Quartile Range,Standard Deviation,Count of Participants,Count of Units,Geometric Mean,Least Squares Mean,Mean,Median,Number,AMBIG,FED_x,INDUSTRY_x,NETWORK_x,NIH_x,OTHER_x,OTHER_GOV_x,UNKNOWN,Behavioral,Biological,Combination Product,Device,Diagnostic Test,Dietary Supplement,Drug,Genetic,Other_y,Procedure,Radiation,FED_y,INDIV,INDUSTRY_y,NETWORK_y,NIH_y,OTHER_y,OTHER_GOV_y,Adult,Child,Older Adult
2876,NCT01353352,Non-Randomized,None (Open Label),Treatment,0,3633,Accepts Healthy Volunteers,0,0,OTHER,0,0,Interventional,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,1
2877,NCT01353677,0,0,0,Prospective,390,No,0,0,NETWORK,0,Probability Sample,Observational,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1
2878,NCT01354613,Randomized,Triple,Treatment,0,14,No,No,No,OTHER,0,0,Interventional,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1
2879,NCT01355679,N/A,None (Open Label),Diagnostic,0,16,No,0,0,OTHER,0,0,Interventional,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1
2880,NCT01357551,Randomized,Single,Treatment,0,222,Accepts Healthy Volunteers,0,0,FED,0,0,Interventional,0,1,1,0,0,0,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1
2881,NCT01358552,0,0,0,Prospective,53,Accepts Healthy Volunteers,0,0,INDUSTRY,0,Probability Sample,Observational,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0
2882,NCT01358682,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2883,NCT01359319,Non-Randomized,None (Open Label),Treatment,0,26,No,0,0,INDUSTRY,0,0,Interventional,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1
2884,NCT01360736,Randomized,Single,Treatment,0,102,No,0,0,OTHER,0,0,Interventional,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1
2885,NCT01363037,Randomized,Double,Prevention,0,48,Accepts Healthy Volunteers,0,0,INDUSTRY,0,0,Interventional,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0
2886,NCT01363245,Randomized,Single,Health Services Research,0,1618,No,0,0,OTHER,0,0,Interventional,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1
2887,NCT01364428,Randomized,None (Open Label),Treatment,0,373,No,0,0,INDUSTRY,0,0,Interventional,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1
2888,NCT01364805,N/A,None (Open Label),Treatment,0,14,No,0,0,OTHER,0,0,Interventional,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1
2889,NCT01365689,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2890,NCT01365819,Randomized,Triple,Treatment,0,52,No,0,0,OTHER,0,0,Interventional,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1
2891,NCT01365975,0,0,0,Retrospective,1382,No,0,0,NIH,0,Non-Probability Sample,Observational,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0
2892,NCT01366027,0,0,0,0,5290,No,0,0,INDUSTRY,0,Probability Sample,Observational,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1
2893,NCT01366924,Randomized,Double,Basic Science,0,23,Accepts Healthy Volunteers,0,0,FED,0,0,Interventional,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0
2894,NCT01367171,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2895,NCT01367977,0,0,0,Retrospective,21,No,0,0,OTHER,0,Non-Probability Sample,Observational,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1
2896,NCT01368549,0,0,0,Prospective,800,Accepts Healthy Volunteers,0,0,INDUSTRY,0,Probability Sample,Observational,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1
2897,NCT01369030,0,0,0,Prospective,554,Accepts Healthy Volunteers,0,0,INDUSTRY,0,Probability Sample,Observational,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1
2898,NCT01369043,Randomized,Triple,Basic Science,0,1,Accepts Healthy Volunteers,0,0,FED,0,0,Interventional,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
2899,NCT01369173,Randomized,None (Open Label),0,0,50,Accepts Healthy Volunteers,0,0,OTHER,0,0,Interventional,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0
2900,NCT01369797,Randomized,None (Open Label),Prevention,0,440,No,0,0,OTHER,0,0,Interventional,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1
2901,NCT01370785,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2902,NCT01370954,0,0,0,Prospective,204,Accepts Healthy Volunteers,0,0,INDUSTRY,0,Probability Sample,Observational,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1
2903,NCT01371266,Non-Randomized,None (Open Label),Basic Science,0,55,Accepts Healthy Volunteers,0,0,FED,0,0,Interventional,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1
2904,NCT01371864,0,0,0,Prospective,23,Accepts Healthy Volunteers,0,0,OTHER,0,Non-Probability Sample,Observational,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1
2905,NCT01372345,Randomized,None (Open Label),Treatment,0,43,Accepts Healthy Volunteers,0,0,INDUSTRY,0,0,Interventional,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0
2906,NCT01372358,Randomized,None (Open Label),Treatment,0,32,Accepts Healthy Volunteers,0,0,INDUSTRY,0,0,Interventional,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0
2907,NCT01372644,N/A,None (Open Label),Prevention,0,15,Accepts Healthy Volunteers,0,0,OTHER,0,0,Interventional,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1
2908,NCT01373489,Randomized,Quadruple,Treatment,0,113,No,No,No,OTHER,0,0,Interventional,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1
2909,NCT01373840,0,0,0,Prospective,40,Accepts Healthy Volunteers,0,0,OTHER,0,Non-Probability Sample,Observational,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1
2910,NCT01374243,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2911,NCT01374724,Randomized,None (Open Label),Prevention,0,23000,Accepts Healthy Volunteers,0,0,OTHER,0,0,Interventional,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1
2912,NCT01374906,Randomized,Triple,Treatment,0,150,No,No,Yes,INDUSTRY,0,0,Interventional,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1
2913,NCT01375036,0,0,0,Prospective,510,No,0,0,INDUSTRY,0,Non-Probability Sample,Observational,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1
2914,NCT01375686,0,0,0,Prospective,486,Accepts Healthy Volunteers,0,0,INDUSTRY,0,Non-Probability Sample,Observational,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1
2915,NCT01376349,Randomized,Double,Supportive Care,0,464,No,0,0,OTHER,0,0,Interventional,0,1,0,0,1,0,0,0,1,1,0,0,0,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,1
2916,NCT01376778,Randomized,Double,Prevention,0,399,Accepts Healthy Volunteers,0,0,OTHER,0,0,Interventional,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,1,1
2917,NCT01377805,0,0,0,Retrospective,0,No,0,0,OTHER,0,Non-Probability Sample,Observational,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1
2918,NCT01377857,Randomized,None (Open Label),Screening,0,8572,Accepts Healthy Volunteers,0,0,OTHER,0,0,Interventional,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0
2919,NCT01378065,0,0,0,Prospective,31,No,0,0,INDUSTRY,No,Non-Probability Sample,Observational,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1
2920,NCT01378195,Randomized,None (Open Label),Supportive Care,0,150,Accepts Healthy Volunteers,0,0,INDUSTRY,0,0,Interventional,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1
2921,NCT01378546,0,0,0,0,0,No,0,0,OTHER,0,0,Expanded Access,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1
2922,NCT01378780,Randomized,None (Open Label),Prevention,0,760,Accepts Healthy Volunteers,0,0,OTHER,0,0,Interventional,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1
2923,NCT01379287,N/A,None (Open Label),Treatment,0,29,No,0,0,OTHER,0,0,Interventional,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1
2924,NCT01379794,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2925,NCT01380795,N/A,None (Open Label),Screening,0,30,No,0,0,OTHER,0,0,Interventional,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1
2926,NCT01381016,Non-Randomized,None (Open Label),Basic Science,0,30,Accepts Healthy Volunteers,0,0,OTHER,0,0,Interventional,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0
2927,NCT01381406,0,0,0,Retrospective,3333,0,0,0,INDUSTRY,0,Non-Probability Sample,Observational,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1
2928,NCT01382095,Randomized,None (Open Label),Prevention,0,40,Accepts Healthy Volunteers,0,0,FED,0,0,Interventional,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
2929,NCT01382524,0,0,0,Prospective,682,No,0,0,INDUSTRY,0,Probability Sample,Observational,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1
2930,NCT01385046,Non-Randomized,None (Open Label),Prevention,0,403,Accepts Healthy Volunteers,0,0,OTHER,0,0,Interventional,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
2931,NCT01385137,Randomized,Triple,Supportive Care,0,262,No,0,0,NETWORK,0,0,Interventional,0,1,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1
2932,NCT01386294,Randomized,Quadruple,Prevention,0,2059,Accepts Healthy Volunteers,0,0,OTHER,0,0,Interventional,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0
2933,NCT01386424,0,0,0,Other,5000,Accepts Healthy Volunteers,0,0,NIH,0,Non-Probability Sample,Observational,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1
2934,NCT01386528,Non-Randomized,None (Open Label),Treatment,0,13,No,0,0,INDUSTRY,0,0,Interventional,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1,1
2935,NCT01387100,Randomized,Single,Supportive Care,0,300,No,0,0,OTHER,0,0,Interventional,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
2936,NCT01387178,0,0,0,Retrospective,22223,No,0,0,INDUSTRY,0,Non-Probability Sample,Observational,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1
2937,NCT01387269,Randomized,Quadruple,Treatment,0,484,No,0,0,INDUSTRY,0,0,Interventional,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1
2938,NCT01387282,Randomized,Quadruple,Treatment,0,495,No,0,0,INDUSTRY,0,0,Interventional,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1
2939,NCT01387490,Randomized,Single,Treatment,0,366,No,0,0,OTHER,0,0,Interventional,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1
2940,NCT01387529,0,0,0,Prospective,62,Accepts Healthy Volunteers,0,0,FED,0,Probability Sample,Observational,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1
2941,NCT01388439,0,0,0,Prospective,19,No,0,0,OTHER,0,Non-Probability Sample,Observational,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0
2942,NCT01389219,Randomized,None (Open Label),0,0,1200,Accepts Healthy Volunteers,0,0,OTHER,0,0,Interventional,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0
2943,NCT01389544,N/A,None (Open Label),0,0,18,Accepts Healthy Volunteers,0,0,INDUSTRY,0,0,Interventional,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1
2944,NCT01389726,Randomized,Double,Supportive Care,0,343,Accepts Healthy Volunteers,No,No,OTHER,0,0,Interventional,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1
2945,NCT01390064,Non-Randomized,None (Open Label),Treatment,0,6,No,0,0,OTHER,0,0,Interventional,1,1,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1
2946,NCT01390220,Randomized,Triple,Treatment,0,292,No,0,0,INDUSTRY,0,0,Interventional,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1,1
2947,NCT01390233,Randomized,None (Open Label),Treatment,0,102,No,0,0,OTHER,0,0,Interventional,1,1,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,1
2948,NCT01390649,N/A,None (Open Label),Treatment,0,57,No,0,0,INDUSTRY,0,0,Interventional,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1
2949,NCT01390870,0,0,0,Cross-Sectional,400,No,0,0,INDUSTRY,0,Non-Probability Sample,Observational,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1
2950,NCT01390909,0,0,0,Retrospective,12386,No,0,0,INDUSTRY,0,Non-Probability Sample,Observational,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1
2951,NCT01391832,Randomized,Double,Treatment,0,103,Accepts Healthy Volunteers,0,0,OTHER,0,0,Interventional,1,0,0,0,0,1,0,0,1,1,0,0,0,1,0,1,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
2952,NCT01391858,Randomized,Quadruple,Prevention,0,80,No,0,0,OTHER,0,0,Interventional,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1
2953,NCT01392261,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2954,NCT01392573,Randomized,Double,Treatment,0,413,No,0,0,INDUSTRY,0,0,Interventional,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1
2955,NCT01393626,Randomized,Triple,Treatment,0,280,No,0,0,INDUSTRY,0,0,Interventional,0,1,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1
2956,NCT01394003,0,None (Open Label),Treatment,0,34,No,0,0,INDUSTRY,0,0,Interventional,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1
2957,NCT01394874,Randomized,Single,Treatment,0,100,No,0,0,OTHER,0,0,Interventional,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1
2958,NCT01395368,0,0,0,Prospective,108,No,0,0,OTHER,0,Non-Probability Sample,Observational,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1
2959,NCT01395784,Non-Randomized,Single,Treatment,0,32,Accepts Healthy Volunteers,0,0,OTHER,0,0,Interventional,0,1,0,0,1,0,0,0,1,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0
2960,NCT01395914,Randomized,Quadruple,Treatment,0,513,No,0,0,INDUSTRY,0,0,Interventional,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1
2961,NCT01396044,Non-Randomized,Single,Health Services Research,0,451,No,0,0,OTHER,0,0,Interventional,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,1
2962,NCT01396187,Randomized,Triple,Treatment,0,50,No,0,0,INDUSTRY,0,0,Interventional,0,1,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,1
2963,NCT01398319,N/A,None (Open Label),Prevention,0,35000,Accepts Healthy Volunteers,0,0,OTHER,0,0,Interventional,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1
2964,NCT01399099,N/A,None (Open Label),Treatment,0,67,No,0,0,INDUSTRY,0,0,Interventional,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1
2965,NCT01399138,Randomized,Quadruple,Prevention,0,50,Accepts Healthy Volunteers,0,0,OTHER,0,0,Interventional,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1
2966,NCT01401023,N/A,None (Open Label),Treatment,0,10,No,0,0,OTHER,0,0,Interventional,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1
2967,NCT01401244,Randomized,None (Open Label),Treatment,0,30,No,0,0,INDUSTRY,0,0,Interventional,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0
2968,NCT01401816,Randomized,Single,Health Services Research,0,60,No,0,0,OTHER,0,0,Interventional,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0
2969,NCT01401842,Randomized,Single,Prevention,0,582,Accepts Healthy Volunteers,0,0,OTHER,0,0,Interventional,1,1,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0
