NCTId,ConditionAncestorId,ConditionAncestorTerm,ConditionBrowseBranchAbbrev,ConditionBrowseBranchName,ConditionBrowseLeafAsFound,ConditionBrowseLeafId,ConditionBrowseLeafName,ConditionBrowseLeafRelevance,ConditionMeshId,ConditionMeshTerm
NCT02069925,D000019967,Schizophrenia Spectrum and Other Psychotic Disorders,"['BXM', 'All']","['Behaviors and Mental Disorders', 'All Conditions']","['Psychosis', 'Psychosis', 'Schizophrenia']","['M3396', 'M13056', 'M13959', 'M20422']","['Mental Disorders', 'Psychotic Disorders', 'Schizophrenia', 'Schizophrenia Spectrum and Other Psychotic Disorders']","['high', 'high', 'high', 'low']","['D000012559', 'D000011618', 'D000001523']","['Schizophrenia', 'Psychotic Disorders', 'Mental Disorders']"
NCT03433131,"['D000006970', 'D000020919', 'D000020920', 'D000012893', 'D000009422', 'D000001523']","['Disorders of Excessive Somnolence', 'Sleep Disorders, Intrinsic', 'Dyssomnias', 'Sleep Wake Disorders', 'Nervous System Diseases', 'Mental Disorders']","['BC10', 'BXM', 'All', 'BC23', 'Rare']","['Nervous System Diseases', 'Behaviors and Mental Disorders', 'All Conditions', 'Symptoms and General Pathology', 'Rare Diseases']","['Narcolepsy', 'Sleepiness', 'Cataplexy', 'Narcolepsy']","['M10824', 'M1717', 'M4220', 'M8604', 'M20826', 'M21238', 'M21239', 'M14279', 'M3396', 'M13056', 'T4055']","['Narcolepsy', 'Sleepiness', 'Cataplexy', 'Disorders of Excessive Somnolence', 'Parasomnias', 'Sleep Disorders, Intrinsic', 'Dyssomnias', 'Sleep Wake Disorders', 'Mental Disorders', 'Psychotic Disorders', 'Narcolepsy']","['high', 'high', 'high', 'low', 'low', 'low', 'low', 'low', 'low', 'low', 'high']","['D000009290', 'D000002385', 'D000077260']","['Narcolepsy', 'Cataplexy', 'Sleepiness']"
NCT02746809,"['D000006349', 'D000006331', 'D000002318', 'D000014694']","['Heart Valve Diseases', 'Heart Diseases', 'Cardiovascular Diseases', 'Ventricular Outflow Obstruction']","['BC14', 'All', 'BC23', 'Rare']","['Heart and Blood Diseases', 'All Conditions', 'Symptoms and General Pathology', 'Rare Diseases']","['Aortic Valve Stenosis', 'Aortic Valve Stenosis']","['M2921', 'M5058', 'M8020', 'M8002', 'M16023', 'T449']","['Aortic Valve Stenosis', 'Constriction, Pathologic', 'Heart Valve Diseases', 'Heart Diseases', 'Ventricular Outflow Obstruction', 'Aortic Valve Stenosis']","['high', 'low', 'low', 'low', 'low', 'high']",D000001024,Aortic Valve Stenosis
NCT00328380,D000012817,"Signs and Symptoms, Digestive","['BC23', 'All']","['Symptoms and General Pathology', 'All Conditions']",Diarrhea,"['M5742', 'M14205']","['Diarrhea', 'Signs and Symptoms, Digestive']","['high', 'low']",D000003967,Diarrhea
NCT04552535,"['D000002277', 'D000009375', 'D000009370', 'D000009369', 'D000012142', 'D000013899', 'D000009371', 'D000008171', 'D000012140', 'D000018307']","['Carcinoma', 'Neoplasms, Glandular and Epithelial', 'Neoplasms by Histologic Type', 'Neoplasms', 'Respiratory Tract Neoplasms', 'Thoracic Neoplasms', 'Neoplasms by Site', 'Lung Diseases', 'Respiratory Tract Diseases', 'Neoplasms, Squamous Cell']","['BC04', 'BC08', 'All']","['Cancers and Other Neoplasms', 'Respiratory Tract (Lung and Bronchial) Diseases', 'All Conditions']","['Carcinoma of the Lung', 'Squamous Cell Carcinoma']","['M9755', 'M4116', 'M4128', 'M4132', 'M10903', 'M10898', 'M13562', 'M15241', 'M9751', 'M13560', 'M19035']","['Lung Neoplasms', 'Carcinoma', 'Carcinoma, Non-Small-Cell Lung', 'Carcinoma, Squamous Cell', 'Neoplasms, Glandular and Epithelial', 'Neoplasms by Histologic Type', 'Respiratory Tract Neoplasms', 'Thoracic Neoplasms', 'Lung Diseases', 'Respiratory Tract Diseases', 'Neoplasms, Squamous Cell']","['high', 'low', 'low', 'high', 'low', 'low', 'low', 'low', 'low', 'low', 'low']","['D000002294', 'D000008175']","['Carcinoma, Squamous Cell', 'Lung Neoplasms']"
NCT03293875,0,0,0,0,0,0,0,0,0,0
NCT01235260,"['D000044882', 'D000008659', 'D000004700', 'D000003925', 'D000014652', 'D000002318', 'D000007871', 'D000012883', 'D000012871', 'D000048909', 'D000005534', 'D000010523', 'D000009468', 'D000009422']","['Glucose Metabolism Disorders', 'Metabolic Diseases', 'Endocrine System Diseases', 'Diabetic Angiopathies', 'Vascular Diseases', 'Cardiovascular Diseases', 'Leg Ulcer', 'Skin Ulcer', 'Skin Diseases', 'Diabetes Complications', 'Foot Diseases', 'Peripheral Nervous System Diseases', 'Neuromuscular Diseases', 'Nervous System Diseases']","['BC10', 'BC19', 'All', 'BC18', 'BC23', 'BC14', 'BC17', 'BC05']","['Nervous System Diseases', 'Gland and Hormone Related Diseases', 'All Conditions', 'Nutritional and Metabolic Diseases', 'Symptoms and General Pathology', 'Heart and Blood Diseases', 'Skin and Connective Tissue Diseases', 'Muscle, Bone, and Cartilage Diseases']","['Diabetic Neuropathy', 'Diabetes', 'Diabetic Foot', 'Foot Ulcers']","['M5707', 'M5698', 'M15789', 'M18516', 'M17502', 'M10222', 'M23990', 'M6445', 'M5703', 'M15983', 'M9466', 'M14269', 'M14257', 'M24591', 'M7241', 'M12015', 'M10994']","['Diabetic Neuropathies', 'Diabetes Mellitus', 'Ulcer', 'Diabetic Foot', 'Foot Ulcer', 'Metabolic Diseases', 'Glucose Metabolism Disorders', 'Endocrine System Diseases', 'Diabetic Angiopathies', 'Vascular Diseases', 'Leg Ulcer', 'Skin Ulcer', 'Skin Diseases', 'Diabetes Complications', 'Foot Diseases', 'Peripheral Nervous System Diseases', 'Neuromuscular Diseases']","['high', 'high', 'low', 'high', 'high', 'low', 'low', 'low', 'low', 'low', 'low', 'low', 'low', 'low', 'low', 'low', 'low']","['D000003929', 'D000017719', 'D000016523', 'D000003920']","['Diabetic Neuropathies', 'Diabetic Foot', 'Foot Ulcer', 'Diabetes Mellitus']"
NCT03390660,0,0,0,0,0,0,0,0,0,0
NCT00837499,"['D000009371', 'D000009369', 'D000001941', 'D000012871']","['Neoplasms by Site', 'Neoplasms', 'Breast Diseases', 'Skin Diseases']","['BC04', 'BC17', 'All']","['Cancers and Other Neoplasms', 'Skin and Connective Tissue Diseases', 'All Conditions']",Breast Cancer,"['M3802', 'M3800', 'M14257']","['Breast Neoplasms', 'Breast Diseases', 'Skin Diseases']","['high', 'low', 'low']",D000001943,Breast Neoplasms
NCT01629537,"['D000010335', 'D000068099', 'D000001523']","['Pathologic Processes', 'Trauma and Stressor Related Disorders', 'Mental Disorders']","['BXM', 'All', 'BC04', 'BC17', 'BC26']","['Behaviors and Mental Disorders', 'All Conditions', 'Cancers and Other Neoplasms', 'Skin and Connective Tissue Diseases', 'Wounds and Injuries']","['Post Traumatic Stress Disorder', 'Traumatic Stress Disorder']","['M14686', 'M23503', 'M24190', 'M14941', 'M16268', 'M222', 'M3396', 'M13056']","['Stress Disorders, Post-Traumatic', 'Stress Disorders, Traumatic', 'Ganglion Cysts', 'Synovial Cyst', 'Wounds and Injuries', 'Trauma and Stressor Related Disorders', 'Mental Disorders', 'Psychotic Disorders']","['high', 'high', 'low', 'low', 'low', 'low', 'low', 'low']","['D000004194', 'D000040921', 'D000013313']","['Disease', 'Stress Disorders, Traumatic', 'Stress Disorders, Post-Traumatic']"
NCT00351741,D000014947,Wounds and Injuries,"['BC26', 'All']","['Wounds and Injuries', 'All Conditions']",Burn,"['M3908', 'M16268']","['Burns', 'Wounds and Injuries']","['high', 'low']",D000002056,Burns
NCT01965561,D000010335,Pathologic Processes,"['BC23', 'All']","['Symptoms and General Pathology', 'All Conditions']",Hemorrhage,M8139,Hemorrhage,high,D000006470,Hemorrhage
NCT01927835,"['D000016180', 'D000012192', 'D000012327', 'D000014777', 'D000015229', 'D000012749', 'D000007153', 'D000007154']","['Lentivirus Infections', 'Retroviridae Infections', 'RNA Virus Infections', 'Virus Diseases', 'Sexually Transmitted Diseases, Viral', 'Sexually Transmitted Diseases', 'Immunologic Deficiency Syndromes', 'Immune System Diseases']","['BC01', 'All', 'BC02', 'BC20', 'BXS', 'BC23']","['Bacterial and Fungal Diseases', 'All Conditions', 'Viral Diseases', 'Immune System Diseases', 'Urinary Tract, Sexual Organs, and Pregnancy Conditions', 'Symptoms and General Pathology']",HIV Infections,"['M8866', 'M4951', 'M16833', 'M2103', 'M17223', 'M13609', 'M16105', 'M13732', 'M14141', 'M16516', 'M14938', 'M8782', 'M8783']","['Infection', 'Communicable Diseases', 'HIV Infections', 'Acquired Immunodeficiency Syndrome', 'Lentivirus Infections', 'Retroviridae Infections', 'Virus Diseases', 'RNA Virus Infections', 'Sexually Transmitted Diseases', 'Sexually Transmitted Diseases, Viral', 'Syndrome', 'Immunologic Deficiency Syndromes', 'Immune System Diseases']","['low', 'low', 'high', 'low', 'low', 'low', 'low', 'low', 'low', 'low', 'low', 'low', 'low']",D000015658,HIV Infections
NCT01704235,"['D000014594', 'D000005833', 'D000014565', 'D000009371', 'D000009369', 'D000002577', 'D000014591']","['Uterine Neoplasms', 'Genital Neoplasms, Female', 'Urogenital Neoplasms', 'Neoplasms by Site', 'Neoplasms', 'Uterine Cervical Diseases', 'Uterine Diseases']","['BC04', 'BXS', 'All']","['Cancers and Other Neoplasms', 'Urinary Tract, Sexual Organs, and Pregnancy Conditions', 'All Conditions']",Cervical Cancer,"['M4413', 'M15925', 'M7528', 'M15898', 'M4408', 'M15922']","['Uterine Cervical Neoplasms', 'Uterine Neoplasms', 'Genital Neoplasms, Female', 'Urogenital Neoplasms', 'Uterine Cervical Diseases', 'Uterine Diseases']","['high', 'low', 'low', 'low', 'low', 'low']",D000002583,Uterine Cervical Neoplasms
NCT01306266,"['D000010146', 'D000009461', 'D000051271', 'D000020773', 'D000001927', 'D000002493', 'D000009422']","['Pain', 'Neurologic Manifestations', 'Headache Disorders, Secondary', 'Headache Disorders', 'Brain Diseases', 'Central Nervous System Diseases', 'Nervous System Diseases']","['BC23', 'All', 'BC10', 'BC04']","['Symptoms and General Pathology', 'All Conditions', 'Nervous System Diseases', 'Cancers and Other Neoplasms']","['Headache', 'Post-Traumatic Headache']","['M7934', 'M25256', 'M11649', 'M10987', 'M10890', 'M25245', 'M21113', 'M3786', 'M4325']","['Headache', 'Post-Traumatic Headache', 'Pain', 'Neurologic Manifestations', 'Neoplasm Metastasis', 'Headache Disorders, Secondary', 'Headache Disorders', 'Brain Diseases', 'Central Nervous System Diseases']","['high', 'high', 'low', 'low', 'low', 'low', 'low', 'low', 'low']","['D000051298', 'D000006261']","['Post-Traumatic Headache', 'Headache']"
NCT00796315,"['D000009668', 'D000012140', 'D000010038', 'D000012130', 'D000006969', 'D000006967', 'D000007154', 'D000007239']","['Nose Diseases', 'Respiratory Tract Diseases', 'Otorhinolaryngologic Diseases', 'Respiratory Hypersensitivity', 'Hypersensitivity, Immediate', 'Hypersensitivity', 'Immune System Diseases', 'Infection']","['BC01', 'All', 'BC08', 'BC09', 'BC20']","['Bacterial and Fungal Diseases', 'All Conditions', 'Respiratory Tract (Lung and Bronchial) Diseases', 'Ear, Nose, and Throat Diseases', 'Immune System Diseases']","['Upper Respiratory Infection', 'Rhinitis', 'Allergic Rhinitis']","['M8866', 'M4951', 'M13561', 'M13632', 'M29132', 'M11187', 'M13560', 'M11544', 'M8601', 'M13550', 'M8603', 'M8783']","['Infection', 'Communicable Diseases', 'Respiratory Tract Infections', 'Rhinitis', 'Rhinitis, Allergic', 'Nose Diseases', 'Respiratory Tract Diseases', 'Otorhinolaryngologic Diseases', 'Hypersensitivity', 'Respiratory Hypersensitivity', 'Hypersensitivity, Immediate', 'Immune System Diseases']","['low', 'low', 'high', 'high', 'high', 'low', 'low', 'low', 'low', 'low', 'low', 'low']","['D000012141', 'D000012220', 'D000065631']","['Respiratory Tract Infections', 'Rhinitis', 'Rhinitis, Allergic']"
NCT00005463,"['D000006949', 'D000050171', 'D000052439', 'D000008659', 'D000014652', 'D000001161', 'D000001157']","['Hyperlipidemias', 'Dyslipidemias', 'Lipid Metabolism Disorders', 'Metabolic Diseases', 'Vascular Diseases', 'Arteriosclerosis', 'Arterial Occlusive Diseases']","['BC14', 'All', 'BC18', 'BC23']","['Heart and Blood Diseases', 'All Conditions', 'Nutritional and Metabolic Diseases', 'Symptoms and General Pathology']","['Coronary Heart Disease', 'Coronary Heart Disease', 'Coronary Disease', 'Heart Disease', 'Hypercholesterolemia']","['M5129', 'M18089', 'M5132', 'M8002', 'M8571', 'M9126', 'M8583', 'M8585', 'M24768', 'M25616', 'M10222', 'M15983', 'M3050', 'M3046']","['Coronary Artery Disease', 'Myocardial Ischemia', 'Coronary Disease', 'Heart Diseases', 'Hypercholesterolemia', 'Ischemia', 'Hyperlipidemias', 'Hyperlipoproteinemias', 'Dyslipidemias', 'Lipid Metabolism Disorders', 'Metabolic Diseases', 'Vascular Diseases', 'Arteriosclerosis', 'Arterial Occlusive Diseases']","['high', 'high', 'high', 'high', 'high', 'low', 'low', 'low', 'low', 'low', 'low', 'low', 'low', 'low']","['D000002318', 'D000006331', 'D000003327', 'D000003324', 'D000017202', 'D000006937']","['Cardiovascular Diseases', 'Heart Diseases', 'Coronary Disease', 'Coronary Artery Disease', 'Myocardial Ischemia', 'Hypercholesterolemia']"
NCT03382418,"['D000016180', 'D000012192', 'D000012327', 'D000014777', 'D000015229', 'D000012749', 'D000007153', 'D000007154']","['Lentivirus Infections', 'Retroviridae Infections', 'RNA Virus Infections', 'Virus Diseases', 'Sexually Transmitted Diseases, Viral', 'Sexually Transmitted Diseases', 'Immunologic Deficiency Syndromes', 'Immune System Diseases']","['BC01', 'All', 'BC02', 'BC20', 'BXS', 'BC23']","['Bacterial and Fungal Diseases', 'All Conditions', 'Viral Diseases', 'Immune System Diseases', 'Urinary Tract, Sexual Organs, and Pregnancy Conditions', 'Symptoms and General Pathology']",HIV Infections,"['M8866', 'M4951', 'M16833', 'M2103', 'M17223', 'M13609', 'M16105', 'M13732', 'M14141', 'M16516', 'M14938', 'M8782', 'M8783']","['Infection', 'Communicable Diseases', 'HIV Infections', 'Acquired Immunodeficiency Syndrome', 'Lentivirus Infections', 'Retroviridae Infections', 'Virus Diseases', 'RNA Virus Infections', 'Sexually Transmitted Diseases', 'Sexually Transmitted Diseases, Viral', 'Syndrome', 'Immunologic Deficiency Syndromes', 'Immune System Diseases']","['low', 'low', 'high', 'low', 'low', 'low', 'low', 'low', 'low', 'low', 'low', 'low', 'low']",D000015658,HIV Infections
NCT00054743,"['D000016180', 'D000012192', 'D000012327', 'D000014777', 'D000015229', 'D000012749', 'D000007153', 'D000007154']","['Lentivirus Infections', 'Retroviridae Infections', 'RNA Virus Infections', 'Virus Diseases', 'Sexually Transmitted Diseases, Viral', 'Sexually Transmitted Diseases', 'Immunologic Deficiency Syndromes', 'Immune System Diseases']","['BC01', 'All', 'BC02', 'BC20', 'BXS', 'BC23']","['Bacterial and Fungal Diseases', 'All Conditions', 'Viral Diseases', 'Immune System Diseases', 'Urinary Tract, Sexual Organs, and Pregnancy Conditions', 'Symptoms and General Pathology']",HIV Infections,"['M8866', 'M4951', 'M16833', 'M2103', 'M17223', 'M13609', 'M16105', 'M13732', 'M14141', 'M16516', 'M14938', 'M8782', 'M8783']","['Infection', 'Communicable Diseases', 'HIV Infections', 'Acquired Immunodeficiency Syndrome', 'Lentivirus Infections', 'Retroviridae Infections', 'Virus Diseases', 'RNA Virus Infections', 'Sexually Transmitted Diseases', 'Sexually Transmitted Diseases, Viral', 'Syndrome', 'Immunologic Deficiency Syndromes', 'Immune System Diseases']","['low', 'low', 'high', 'low', 'low', 'low', 'low', 'low', 'low', 'low', 'low', 'low', 'low']",D000015658,HIV Infections
NCT00730964,0,0,0,0,0,0,0,0,0,0
NCT02886689,"['D000007592', 'D000009140', 'D000001850', 'D000007239', 'D000001847', 'D000013122', 'D000012216', 'D000003240', 'D000001327', 'D000007154', 'D000025242', 'D000025241', 'D000011565', 'D000017444', 'D000012871', 'D000000844']","['Joint Diseases', 'Musculoskeletal Diseases', 'Bone Diseases, Infectious', 'Infection', 'Bone Diseases', 'Spinal Diseases', 'Rheumatic Diseases', 'Connective Tissue Diseases', 'Autoimmune Diseases', 'Immune System Diseases', 'Spondylarthropathies', 'Spondylarthritis', 'Psoriasis', 'Skin Diseases, Papulosquamous', 'Skin Diseases', 'Ankylosis']","['BC05', 'All', 'BC17', 'BC20', 'BC01', 'Rare']","['Muscle, Bone, and Cartilage Diseases', 'All Conditions', 'Skin and Connective Tissue Diseases', 'Immune System Diseases', 'Bacterial and Fungal Diseases', 'Rare Diseases']","['Arthritis', 'Arthritis, Psoriatic', 'Arthritis, Rheumatoid', 'Spondylitis', 'Spondylitis, Ankylosing']","['M3057', 'M16761', 'M3061', 'M3060', 'M14544', 'M14545', 'M21620', 'M9204', 'M10680', 'M8866', 'M4951', 'M3708', 'M3711', 'M14502', 'M13628', 'M4906', 'M5047', 'M3210', 'M8783', 'M21619', 'M13005', 'M14257', 'M18296', 'M2751', 'T5424']","['Arthritis', 'Arthritis, Psoriatic', 'Arthritis, Rheumatoid', 'Arthritis, Juvenile', 'Spondylitis', 'Spondylitis, Ankylosing', 'Spondylarthropathies', 'Joint Diseases', 'Musculoskeletal Diseases', 'Infection', 'Communicable Diseases', 'Bone Diseases', 'Bone Diseases, Infectious', 'Spinal Diseases', 'Rheumatic Diseases', 'Collagen Diseases', 'Connective Tissue Diseases', 'Autoimmune Diseases', 'Immune System Diseases', 'Spondylarthritis', 'Psoriasis', 'Skin Diseases', 'Skin Diseases, Papulosquamous', 'Ankylosis', 'Spondylarthropathy']","['high', 'high', 'high', 'low', 'high', 'high', 'low', 'low', 'low', 'low', 'low', 'low', 'low', 'low', 'low', 'low', 'low', 'low', 'low', 'low', 'low', 'low', 'low', 'low', 'low']","['D000013166', 'D000001168', 'D000001172', 'D000015535', 'D000013167']","['Spondylitis', 'Arthritis', 'Arthritis, Rheumatoid', 'Arthritis, Psoriatic', 'Spondylitis, Ankylosing']"
NCT00005455,"['D000002318', 'D000014352', 'D000056986', 'D000011528', 'D000010272']","['Cardiovascular Diseases', 'Trypanosomiasis', 'Euglenozoa Infections', 'Protozoan Infections', 'Parasitic Diseases']","['BC14', 'All', 'BC03', 'BC01']","['Heart and Blood Diseases', 'All Conditions', 'Parasitic Diseases', 'Bacterial and Fungal Diseases']","['Heart Disease', 'Myocardial Diseases', 'Chagas Disease']","['M8002', 'M10737', 'M15690', 'M15687', 'M8866', 'M4951', 'M27260', 'M12971', 'M11768']","['Heart Diseases', 'Cardiomyopathies', 'Chagas Disease', 'Trypanosomiasis', 'Infection', 'Communicable Diseases', 'Euglenozoa Infections', 'Protozoan Infections', 'Parasitic Diseases']","['high', 'high', 'high', 'low', 'low', 'low', 'low', 'low', 'low']","['D000014355', 'D000006331', 'D000009202']","['Chagas Disease', 'Heart Diseases', 'Cardiomyopathies']"
NCT01150695,"['D000016905', 'D000001424']","['Gram-Negative Bacterial Infections', 'Bacterial Infections']","['BC23', 'All', 'BC01', 'Rare']","['Symptoms and General Pathology', 'All Conditions', 'Bacterial and Fungal Diseases', 'Rare Diseases']","['Tularemia', 'Tularemia']","['M7047', 'M8866', 'M4951', 'M15739', 'M3303', 'M17832', 'T5769']","['Fever', 'Infection', 'Communicable Diseases', 'Tularemia', 'Bacterial Infections', 'Gram-Negative Bacterial Infections', 'Tularemia']","['low', 'low', 'low', 'high', 'low', 'low', 'high']",D000014406,Tularemia
NCT00245076,0,0,0,0,0,0,0,0,0,0
NCT00935623,"['D000011528', 'D000010272']","['Protozoan Infections', 'Parasitic Diseases']","['BC03', 'All', 'BC01', 'Rare']","['Parasitic Diseases', 'All Conditions', 'Bacterial and Fungal Diseases', 'Rare Diseases']","['Malaria', 'Plasmodium Vivax Malaria', 'Malaria']","['M9863', 'M17718', 'M8866', 'M4951', 'M12971', 'M11768', 'T3576']","['Malaria', 'Malaria, Vivax', 'Infection', 'Communicable Diseases', 'Protozoan Infections', 'Parasitic Diseases', 'Malaria']","['high', 'high', 'low', 'low', 'low', 'low', 'high']","['D000008288', 'D000016780']","['Malaria', 'Malaria, Vivax']"
NCT03688126,"['D000003704', 'D000001927', 'D000002493', 'D000009422', 'D000024801', 'D000019636', 'D000019965', 'D000001523']","['Dementia', 'Brain Diseases', 'Central Nervous System Diseases', 'Nervous System Diseases', 'Tauopathies', 'Neurodegenerative Diseases', 'Neurocognitive Disorders', 'Mental Disorders']","['BXM', 'All', 'BC10', 'Rare']","['Behaviors and Mental Disorders', 'All Conditions', 'Nervous System Diseases', 'Rare Diseases']",Alzheimer's Disease,"['M28292', 'M2466', 'M5487', 'M3786', 'M4325', 'M21586', 'M20142', 'M20420', 'M3396', 'M13056', 'T2198']","['Cognitive Dysfunction', 'Alzheimer Disease', 'Dementia', 'Brain Diseases', 'Central Nervous System Diseases', 'Tauopathies', 'Neurodegenerative Diseases', 'Neurocognitive Disorders', 'Mental Disorders', 'Psychotic Disorders', 'Familial Alzheimer Disease']","['low', 'high', 'low', 'low', 'low', 'low', 'low', 'low', 'low', 'low', 'low']",D000000544,Alzheimer Disease
NCT02053506,0,0,0,0,0,0,0,0,0,0
NCT03933215,"['D000010335', 'D000020278', 'D000020274', 'D000009422', 'D000003711', 'D000001327', 'D000007154']","['Pathologic Processes', 'Demyelinating Autoimmune Diseases, CNS', 'Autoimmune Diseases of the Nervous System', 'Nervous System Diseases', 'Demyelinating Diseases', 'Autoimmune Diseases', 'Immune System Diseases']","['BC10', 'BC20', 'All', 'BC23']","['Nervous System Diseases', 'Immune System Diseases', 'All Conditions', 'Symptoms and General Pathology']","['Multiple Sclerosis', 'Sclerosis']","['M10643', 'M13998', 'M3210', 'M20682', 'M20678', 'M5492', 'M8783']","['Multiple Sclerosis', 'Sclerosis', 'Autoimmune Diseases', 'Demyelinating Autoimmune Diseases, CNS', 'Autoimmune Diseases of the Nervous System', 'Demyelinating Diseases', 'Immune System Diseases']","['high', 'high', 'low', 'low', 'low', 'low', 'low']","['D000009103', 'D000012598']","['Multiple Sclerosis', 'Sclerosis']"
NCT03933202,"['D000010335', 'D000020278', 'D000020274', 'D000009422', 'D000003711', 'D000001327', 'D000007154']","['Pathologic Processes', 'Demyelinating Autoimmune Diseases, CNS', 'Autoimmune Diseases of the Nervous System', 'Nervous System Diseases', 'Demyelinating Diseases', 'Autoimmune Diseases', 'Immune System Diseases']","['BC10', 'BC20', 'All', 'BC23']","['Nervous System Diseases', 'Immune System Diseases', 'All Conditions', 'Symptoms and General Pathology']","['Multiple Sclerosis', 'Sclerosis']","['M10643', 'M13998', 'M3210', 'M20682', 'M20678', 'M5492', 'M8783']","['Multiple Sclerosis', 'Sclerosis', 'Autoimmune Diseases', 'Demyelinating Autoimmune Diseases, CNS', 'Autoimmune Diseases of the Nervous System', 'Demyelinating Diseases', 'Immune System Diseases']","['high', 'high', 'low', 'low', 'low', 'low', 'low']","['D000009103', 'D000012598']","['Multiple Sclerosis', 'Sclerosis']"
NCT00005171,0,0,"['BC14', 'All']","['Heart and Blood Diseases', 'All Conditions']",Heart Disease,M8002,Heart Diseases,high,"['D000002318', 'D000006331']","['Cardiovascular Diseases', 'Heart Diseases']"
NCT01256164,"['D000010335', 'D000011183']","['Pathologic Processes', 'Postoperative Complications']","['BC23', 'All']","['Symptoms and General Pathology', 'All Conditions']","['Hemorrhage', 'Postoperative Hemorrhage']","['M8139', 'M19705', 'M12648']","['Hemorrhage', 'Postoperative Hemorrhage', 'Postoperative Complications']","['high', 'high', 'low']","['D000006470', 'D000019106']","['Hemorrhage', 'Postoperative Hemorrhage']"
NCT03631472,"['D000001982', 'D000012140', 'D000008173', 'D000008171', 'D000012141', 'D000020969', 'D000010335', 'D000029424']","['Bronchial Diseases', 'Respiratory Tract Diseases', 'Lung Diseases, Obstructive', 'Lung Diseases', 'Respiratory Tract Infections', 'Disease Attributes', 'Pathologic Processes', 'Pulmonary Disease, Chronic Obstructive']","['BC08', 'All', 'BC23', 'BC01']","['Respiratory Tract (Lung and Bronchial) Diseases', 'All Conditions', 'Symptoms and General Pathology', 'Bacterial and Fungal Diseases']","['Bronchitis', 'Chronic Bronchitis', 'Bronchitis']","['M3849', 'M22036', 'M2145', 'M3840', 'M13560', 'M9751', 'M9753', 'M8866', 'M4951', 'M13561', 'M21284', 'M22033']","['Bronchitis', 'Bronchitis, Chronic', 'Acute Disease', 'Bronchial Diseases', 'Respiratory Tract Diseases', 'Lung Diseases', 'Lung Diseases, Obstructive', 'Infection', 'Communicable Diseases', 'Respiratory Tract Infections', 'Disease Attributes', 'Pulmonary Disease, Chronic Obstructive']","['high', 'high', 'high', 'low', 'low', 'low', 'low', 'low', 'low', 'low', 'low', 'low']","['D000001991', 'D000029481', 'D000000208']","['Bronchitis', 'Bronchitis, Chronic', 'Acute Disease']"
NCT03699709,"['D000003920', 'D000044882', 'D000008659', 'D000004700']","['Diabetes Mellitus', 'Glucose Metabolism Disorders', 'Metabolic Diseases', 'Endocrine System Diseases']","['BC18', 'BC19', 'All']","['Nutritional and Metabolic Diseases', 'Gland and Hormone Related Diseases', 'All Conditions']","Diabetes Mellitus, Type 2","['M5698', 'M5702', 'M10222', 'M23990', 'M6445']","['Diabetes Mellitus', 'Diabetes Mellitus, Type 2', 'Metabolic Diseases', 'Glucose Metabolism Disorders', 'Endocrine System Diseases']","['low', 'high', 'low', 'low', 'low']",D000003924,"Diabetes Mellitus, Type 2"
NCT00237263,"['D000020734', 'D000001480', 'D000001927', 'D000002493', 'D000009422', 'D000009069', 'D000019636']","['Parkinsonian Disorders', 'Basal Ganglia Diseases', 'Brain Diseases', 'Central Nervous System Diseases', 'Nervous System Diseases', 'Movement Disorders', 'Neurodegenerative Diseases']","['BC10', 'All', 'BC04', 'BC17']","['Nervous System Diseases', 'All Conditions', 'Cancers and Other Neoplasms', 'Skin and Connective Tissue Diseases']",Parkinson's Disease,"['M11796', 'M21078', 'M24190', 'M14941', 'M3355', 'M3786', 'M4325', 'M10612', 'M20142']","['Parkinson Disease', 'Parkinsonian Disorders', 'Ganglion Cysts', 'Synovial Cyst', 'Basal Ganglia Diseases', 'Brain Diseases', 'Central Nervous System Diseases', 'Movement Disorders', 'Neurodegenerative Diseases']","['high', 'low', 'low', 'low', 'low', 'low', 'low', 'low', 'low']",D000010300,Parkinson Disease
NCT02939131,"['D000001526', 'D000019964', 'D000001523']","['Behavioral Symptoms', 'Mood Disorders', 'Mental Disorders']","['BXM', 'All', 'BC02', 'BC20']","['Behaviors and Mental Disorders', 'All Conditions', 'Viral Diseases', 'Immune System Diseases']","['Depression', 'Depression']","['M5641', 'M5644', 'M16833', 'M2103', 'M3399', 'M20419', 'M3396', 'M13056']","['Depression', 'Depressive Disorder', 'HIV Infections', 'Acquired Immunodeficiency Syndrome', 'Behavioral Symptoms', 'Mood Disorders', 'Mental Disorders', 'Psychotic Disorders']","['high', 'high', 'low', 'low', 'low', 'low', 'low', 'low']","['D000003863', 'D000003866']","['Depression', 'Depressive Disorder']"
