,NCTId,AgreementOtherDetails,AgreementPISponsorEmployee,AgreementRestrictionType,AgreementRestrictiveAgreement,ArmGroupDescription,ArmGroupInterventionName,ArmGroupLabel,ArmGroupType,AvailIPDComment,AvailIPDId,AvailIPDType,AvailIPDURL,BaselineCategoryTitle,BaselineClassDenomCountGroupId,BaselineClassDenomCountValue,BaselineClassDenomUnits,BaselineClassTitle,BaselineDenomCountGroupId,BaselineDenomCountValue
103,NCT01235260,0,0,0,0,"['Becaplermin users A cohort of becaplermin users (ie patients with diabetes treated with becaplermin)', 'Becaplermin nonusers A cohort of becaplermin nonusers (ie patients who are not treated with becaplermin but are similar in characteristics to patients in the becaplermin user cohort)']","['Drug: Becaplermin users', 'Other: Becaplermin nonusers']","['001', '002']",0,0,0,0,0,0,0,0,0,0,0,0
104,NCT03390660,0,0,0,0,"born in 1994-1997, 1998-2001, 2002-2005, 2006-2009, 2010-2014",Other: WIC program participation,birth cohorts,0,0,0,0,0,0,0,0,0,0,0,0
105,NCT00837499,0,0,0,0,0,"['Behavioral: Questionnaire', 'Behavioral: Questionnaire', 'Behavioral: Questionnaire']","['Mexican Women from Mexico', 'Mexican-American Women in U.S.', 'African-American Women in U.S.']",0,0,0,0,0,0,0,0,0,0,0,0
106,NCT01629537,0,0,0,0,"['Subjects 1 month post in the placebo group who demonstrate either the same level of PTSD severity at enrollment or worsening of the condition (i.e., CAPS score greater than or equal to 40) will be offered SGB treatment and crossed over to active treatment. Patients who cross over from placebo to active SGB treatment will be followed one week, one month and three months after cross over.', 'Subjects assigned to SGB arm will undergo SGB procedure and be followed one week, one month and three months after procedure or until CAPS score is below 40.']","['Procedure: Placebo Procedure', 'Procedure: Stellate Ganglion Block injection with ropivicane']","['Placebo', 'Stellate Ganglion Block (SGB)']","['Other', 'Experimental']",0,0,0,0,0,0,0,0,0,0,0
107,NCT00351741,0,Yes,0,No,"['Provide standard ventilatory support for burn patients utilizing high frequency percussive ventilation', 'Standard ventilator support for non burned patients utilizing lung protective low tidal volume ventilation']","['Device: Ventilation - High Frequency Percussive Ventilation', 'Device: Ventilation - ARDSnet']","['High Frequency', 'Conventional']","['Experimental', 'Active Comparator']",0,0,0,0,"['<=18 years', 'Between 18 and 65 years', '>=65 years', 'Female', 'Male']",0,0,0,United States,"['BG000', 'BG001', 'BG002']","['31', '31', '62']"
108,NCT01965561,0,Yes,0,0,"['Use of Combat Ready Clamp (CRoC)', 'Use of Abdominal Aortic and Junctional Tourniquet', 'Junctional Emergency Treatment Tool', 'SAM Junctional Tourniquet']","['Device: CRoC', 'Device: AAJT', 'Device: JETT', 'Device: SJT']","['CRoC', 'AAJT', 'JETT', 'SJT']","['Experimental', 'Experimental', 'Experimental', 'Experimental']",0,0,0,0,"['Female', 'Male']",0,0,0,0,BG000,10
109,NCT01927835,0,0,0,0,"['Participants will receive the DNA-HIV-PT123 vaccine administered as 1 mL intramuscularly (IM) and placebo (sodium chloride for injection, 0.9%) administered as 1 mL each in the left deltoid at Months 0 and 1. They will then receive the NYVAC-HIV-PT1 vaccine and the NYVAC-HIV-PT4 vaccine; each will be administered as 1 mL IM in the left deltoid and the AIDSVAX B/E vaccine administered as 1 mL IM in the right deltoid at Months 3 and 6.', 'Participants will receive the DNA-HIV-PT123 vaccine administered as 1 mL intramuscularly (IM) and placebo (sodium chloride for injection, 0.9%) administered as 1 mL each in the left deltoid at Months 0 and 1. They will then receive the NYVAC-HIV-PT1 vaccine and the NYVAC-HIV-PT4 vaccine; each will be administered as 1 mL IM in the left deltoid and the AIDSVAX B/E vaccine administered as 1 mL IM in the right deltoid at Months 3 and 6.', 'Participants will receive the NYVAC-HIV-PT1 vaccine and the NYVAC-HIV-PT4 vaccine, each administered as 1 mL IM in the left deltoid at Months 0 and 1. They will then receive the NYVAC-HIV-PT1 vaccine and the NYVAC-HIV-PT4 vaccine; each will be administered as 1 mL IM in the left deltoid, and the AIDSVAX B/E vaccine administered as 1 mL IM in the right deltoid at Months 3 and 6.', 'Participants will receive the NYVAC-HIV-PT1 vaccine and the NYVAC-HIV-PT4 vaccine, each administered as 1 mL IM in the left deltoid at Months 0 and 1. They will then receive the NYVAC-HIV-PT1 vaccine and the NYVAC-HIV-PT4 vaccine; each will be administered as 1 mL IM in the left deltoid, and the AIDSVAX B/E vaccine administered as 1 mL IM in the right deltoid at Months 3 and 6.', 'Participants will receive two injections of placebo (sodium chloride for injection, 0.9%) each administered as 1 mL IM in the left deltoid at Months 0 and 1. They will then receive two injections of placebo (sodium chloride for injection, 0.9%) each administered as 1 mL IM in the left deltoid, and 1 injection of placebo (sodium chloride for injection, 0.9%) administered as 1 mL IM in the right deltoid at Months 3 and 6.', 'Participants will receive two injections of placebo (sodium chloride for injection, 0.9%) each administered as 1 mL IM in the left deltoid at Months 0 and 1. They will then receive two injections of placebo (sodium chloride for injection, 0.9%) each administered as 1 mL IM in the left deltoid, and 1 injection of placebo (sodium chloride for injection, 0.9%) administered as 1 mL IM in the right deltoid at Months 3 and 6.']","['Biological: DNA-HIV-PT123 vaccine', 'Biological: NYVAC-HIV-PT1 vaccine', 'Biological: NYVAC-HIV-PT4 vaccine', 'Biological: AIDSVAX B/E vaccine', 'Biological: Placebo for DNA/NYVAC/AIDSVAX', 'Biological: DNA-HIV-PT123 vaccine', 'Biological: NYVAC-HIV-PT1 vaccine', 'Biological: NYVAC-HIV-PT4 vaccine', 'Biological: AIDSVAX B/E vaccine', 'Biological: Placebo for DNA/NYVAC/AIDSVAX', 'Biological: NYVAC-HIV-PT1 vaccine', 'Biological: NYVAC-HIV-PT4 vaccine', 'Biological: AIDSVAX B/E vaccine', 'Biological: NYVAC-HIV-PT1 vaccine', 'Biological: NYVAC-HIV-PT4 vaccine', 'Biological: AIDSVAX B/E vaccine', 'Biological: Placebo for DNA/NYVAC/AIDSVAX', 'Biological: Placebo for DNA/NYVAC/AIDSVAX']","['Group 1A: Treatment', 'Group 1B: Treatment', 'Group 2A: Treatment', 'Group 2B: Treatment', 'Group 3A: Placebo', 'Group 3B: Placebo']","['Experimental', 'Experimental', 'Experimental', 'Experimental', 'Placebo Comparator', 'Placebo Comparator']",0,0,0,0,0,0,0,0,0,0,0
110,NCT01704235,0,0,0,0,medical physicians and nurse practitioners,Other: Demographic Form and Semi-Structured Interview Guide,Primary health care providers,0,0,0,0,0,0,0,0,0,0,0,0
111,NCT01306266,0,0,0,0,"['initial treatment with Maxalt-MLT 10 mg followed by treatment with placebo', 'Initial treatment with placebo followed by treatment with Maxalt-MLT 10 mg']","['Drug: Rizatriptan', 'Drug: Placebo']","['rizatriptan', 'Placebo']","['Active Comparator', 'Placebo Comparator']",0,0,0,0,0,0,0,0,0,0,0
112,NCT00796315,"The Investigator and Sub-Investigators agree that all data, calculations, interpretations, opinions, and recommendations regarding the study will be the property of the Sponsor. The Investigator agrees to consider the results as information subject to confidentiality and use restrictions.",No,OTHER,Yes,Doxylamine Succinate United States Pharmacopeia (USP),Drug: Doxylamine Succinate USP,Doxylamine Succinate (USP),Experimental,0,0,0,0,"['<=18 years', 'Between 18 and 65 years', '>=65 years']",0,0,0,"['Subjects Aged 2-5 years', 'Subjects Aged 6-11 years', 'Subjects Aged 12-17 years', 'Male, Ages 2-5', 'Female, Ages 2-5', 'Male, Ages 6-11', 'Female, Ages 6-11', 'Male, Ages 12-17', 'Female, Ages 12-17', 'United States']",BG000,41
113,NCT00005463,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
114,NCT03382418,0,0,0,0,"['Participants will receive 300 mcg of the gp145 C.6980 vaccine admixed with aluminum hydroxide adjuvant at Day 0 and Months 2 and 6.', 'Participants will receive 100 mcg of the gp145 C.6980 vaccine admixed with aluminum hydroxide adjuvant at Day 0 and Months 2 and 6.', 'Participants will receive placebo at Day 0 and Months 2 and 6.']","['Biological: gp145 C.6980 Vaccine', 'Biological: Aluminum Hydroxide Adjuvant', 'Biological: gp145 C.6980 Vaccine', 'Biological: Aluminum Hydroxide Adjuvant', 'Biological: Placebo']","['Group 1: gp145 C.6980 (high dose)', 'Group 2: gp145 C.6980 (low dose)', 'Group 3: Placebo']","['Experimental', 'Experimental', 'Placebo Comparator']",0,0,0,0,0,0,0,0,0,0,0
115,NCT00054743,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
116,NCT00730964,0,No,0,No,Open Label,"Drug: Perflutren Protein-Type A Microspheres Injectable Suspension, United States Pharmacopeia (USP)",Phase 4,Other,0,0,0,0,"['Female', 'Male']",0,0,0,"['<=65 years', 'Between 65 and 75 years', '>=75 years', 'United States']",BG000,1039
117,NCT02886689,0,0,0,0,"['patients will be those receiving any biotherapy', 'patients will be those not receiving biotherapy : non indication, refusal, contraindication.']",Drug: TNF-alpha antagonist and other biotherapy,"['1', '2']",0,0,0,0,0,0,0,0,0,0,0,0
118,NCT00005455,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
119,NCT01150695,0,0,0,0,"['Single dose of the Dynport Vaccine Company Live Vaccine Strain (DVC-LVS) product in one arm and normal saline (NS) control in the other arm on Day 0.', 'Single dose of the United States Army Medical Research Institute of Infectious Diseases Live Vaccine Strain (USAMRIID-LVS) product in one arm and normal saline (NS) control in the other arm on Day 0.']","['Other: Placebo', 'Biological: Undiluted Francisella tularensis live attenuated vaccine', 'Other: Placebo', 'Biological: Undiluted Francisella tularensis live attenuated vaccine']","['Group A (DVC-LVS)', 'Group B (USAMRIID-LVS)']","['Experimental', 'Experimental']",0,0,0,0,0,0,0,0,0,0,0
120,NCT00245076,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
121,NCT00935623,0,0,0,0,"['The first cohort will be challenged with 5 bites from P. vivax-infected mosquitoes each carrying at least a grade 2 sporozoite infection (>10 sporozoites in salivary gland).', 'If the first cohort has less than 100% infectivity rate, the second cohort will be challenged with up to 10 grade 2 infective bites to ensure 100% infectivity rate.']","['Biological: Malaria Challenge', 'Biological: Malaria Challenge']","['Cohort 1', 'Cohort 2']","['Experimental', 'Experimental']",0,0,0,0,0,0,0,0,0,0,0
122,NCT03688126,0,0,0,0,"['Lifestyle modification program that is developed by the participant to meet his/her specific needs.', 'Lifestyle modification program that involves participants completing structured activities that target diet, physical exercise, and intellectual and social stimulation.']","['Behavioral: Self-Guided Lifestyle Intervention', 'Behavioral: Structured Lifestyle Intervention']","['Self-Guided Lifestyle Intervention', 'Structured Lifestyle Intervention']","['Experimental', 'Experimental']",0,0,0,0,0,0,0,0,0,0,0
123,NCT02053506,0,0,0,0,"['This group will consume an immune-enhancing beverage and additional protein (1.2-1.5 grams•kg-1 body weight•day-1 versus the RDA of 0.8 grams•kg-1 body weight•day-1) during and after the period of sleep restriction to determine if this nutritional approach attenuate the loss of immune responsiveness.', 'This group will consume probiotics (BBB12) during and after the period of sleep restriction to determine if nutritional approaches attenuate the loss of immune responsiveness. Consistent with the control group, this group will consume the RDA for protein (0.8 grams•kg-1 body weight•day-1) and placebo beverage (no immune-enhancing vitamins/minerals).']","['Dietary Supplement: Immune-enhancing nutritional beverage', 'Dietary Supplement: Placebo (for nutritional beverage and probiotic)', 'Dietary Supplement: Probiotics (BB-12)', 'Dietary Supplement: Placebo (for nutritional beverage and probiotic)']","['Immune-enhancing nutritional beverage', 'Probiotics (BB-12)']","['Experimental', 'Experimental']",0,0,0,0,0,0,0,0,0,0,0
124,NCT03933215,0,0,0,0,"No intervention will be administered as a part of this study. Participants who had decided prior to enrollment to transition from any injectable DMD to treatment with cladribine tablets under routine clinical care and who meet all eligibility criteria will receive an initial treatment course with cladribine tablets in Year 1 and are planned to receive a second course in Year 2, as per the approved United States Prescribing Information (USPI). Data sources for this study will include data extracts from participants' medical records performed by site personnel as well as questionnaires directly filled out by participants.",Drug: Cladribine Tablets,Cladribine Tablets,0,0,0,0,0,0,0,0,0,0,0,0
125,NCT03933202,0,0,0,0,"No intervention will be administered as a part of this study. Participants who had decided prior to enrollment to transition from any oral or infusion DMD to treatment with cladribine tablets under routine clinical care and who meet all eligibility criteria will receive an initial treatment course with cladribine tablets in Year 1 and are planned to receive a second course in Year 2, as per the approved United States Prescribing Information (USPI). Data sources for this study will include data extracts from participants' medical records performed by site personnel as well as questionnaires directly filled out by participants.",Drug: Cladribine Tablets,Cladribine Tablets,0,0,0,0,0,0,0,0,0,0,0,0
126,NCT00005171,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
127,NCT01256164,Investigators were part of the primary publication. Each investigator may publish on the data from subjects enrolled at their site after the initial publication has been submitted.,No,OTHER,Yes,"['After identification of a Target Bleeding Site (TBS), topical Fibrocaps should be applied using the Fibrospray device for general surgeries; and either the Fibrospray device or direct application for spinal and vascular surgeries, followed by application of Gelfoam and manual pressure with sterile gauze.', 'Treatment is Gelfoam followed by manual pressure with sterile gauze. If hemostasis is not achieved within 10 minutes of the Start Time,the subject should be considered a treatment failure and the surgeon should implement additional hemostatic measures.']","['Device: Fibrocaps (fibrin sealant)', 'Device: Gelfoam']","['Fibrocaps + Gelfoam', 'Gelfoam']","['Experimental', 'Active Comparator']",0,0,0,0,"['<=18 years', 'Between 18 and 65 years', '>=65 years', 'Female', 'Male']",0,0,0,United States,"['BG000', 'BG001', 'BG002']","['47', '23', '70']"
128,NCT03631472,0,0,0,0,"RheOx Treatment (i.e., Bronchial Rheoplasty)",Device: RheOx,RheOx Treatment,Experimental,0,0,0,0,0,0,0,0,0,0,0
129,NCT03699709,0,0,0,0,0,"Behavioral: Budgeting, purchasing and cooking educational intervention","['Intervention Arm', 'Control Arm']","['Experimental', 'No Intervention']",0,0,0,0,0,0,0,0,0,0,0
130,NCT00237263,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
131,NCT02939131,0,No,0,No,"['Health and Wellness Cognitive Behavioral Therapy and Medication Management (COMB-R) intervention', 'Enhanced Standard of Care (ESC)']","['Behavioral: Health and Wellness Combined Cognitive Behavioral Therapy and a Medication Management Algorithm', 'Behavioral: Enhanced Standard of Care']","['COMB-R', 'Enhanced Standard of Care']","['Experimental', 'Active Comparator']",0,0,0,0,"['12-18 yrs', '19-24 yrs', 'Female', 'Male', 'White, non-Hispanic', 'Black, Non- Hispanic', 'Hispanic, regardless of race', 'Asian, Pacific Islander', 'More than one race', 'Missing/Unknown', 'Perinatal', 'Behavioral', 'not taking medications', 'taking psychiatric medications']",0,0,0,"['Age, categorized', 'Race/Ethnicity', 'United States']","['BG000', 'BG001', 'BG002', 'BG000', 'BG001', 'BG002']","['81', '75', '156', '6', '7', '13']"
132,NCT03488264,0,0,0,0,"['50 participants will be recruited from the United States.', '50 participants will be recruited from Jamaica.']",0,"['United States', 'Jamaica']",0,0,0,0,0,0,0,0,0,0,0,0
133,NCT01873482,0,0,0,0,Subjects will move for 1 hour in time to the Congolese rhythm called Zebola.,Behavioral: Movement to rhythm,Movement with rhythm,Experimental,0,0,0,0,0,0,0,0,0,0,0
134,NCT02829073,0,0,0,0,"['Treatment using the Neuromonics Tinnitus Treatment Program and the Neuromonics Oasis™ treatment device.', 'Treatment using the Neuromonics Tinnitus Treatment Program and an identical-appearing placebo device.']","['Device: Neuromonics Tinnitus Treatment Program', 'Device: Placebo Device']","['Oasis™ device', 'Placebo device']","['Experimental', 'Placebo Comparator']",0,0,0,0,0,0,0,0,0,0,0
135,NCT01369030,0,No,0,No,Subjects with depression who have been prescribed Deplin® daily.,Other: Deplin®,Deplin®,0,0,0,0,0,"['<=18 years', 'Between 18 and 65 years', '>=65 years']",0,0,0,"['Female', 'Male', 'United States']",BG000,554
136,NCT01568424,0,No,OTHER,Yes,Patients with acute right ventricular failure from any cause requiring use of the CentriMag RVAS to sustain life.,Device: CentriMag RVAS placement,Treatment Group,Other,0,0,0,0,"['Female', 'Male']",0,0,0,0,BG000,25
137,NCT02406599,0,0,0,0,"['The surgeon will perform routine standard of care lumpectomy with adjunctive MarginProbe device use on the main ex-vivo lumpectomy specimen.', 'The surgeon will perform routine standard of care lumpectomy with additional inspection on the main ex-vivo lumpectomy specimen.']","['Device: Margin Probe', 'Other: Control: Additional inspection']","['SOC + Device', 'SOC + Additional Inspection']","['Other', 'Other']",0,0,0,0,0,0,0,0,0,0,0
138,NCT03965195,0,0,0,0,"['Nursing homes randomized to receive quadrivalent recombinant influenza vaccine (Flublok) for the residents and staff', 'Nursing homes randomized to receive standard dose quadrivalent influenza vaccine for the residents and staff']","['Biological: Recombinant Influenza Vaccine', 'Biological: Standard Dose Quadrivalent Influenza Vaccine']","['RIV4', 'IV4']","['Experimental', 'Active Comparator']",0,0,0,0,0,0,0,0,0,0,0
139,NCT01368549,0,0,0,0,Subjects with Diabetic Peripheral Neuropathy who have been prescribed Metanx® daily.,Other: Metanx® (a medical food),Metanx®,0,0,0,0,0,0,0,0,0,0,0,0
140,NCT01370954,0,0,0,0,Subjects diagnosed with Early Memory Loss who have been prescribed CerefolinNAC® daily.,Other: CerefolinNAC®,CerefolinNAC®,0,0,0,0,0,0,0,0,0,0,0,0
141,NCT01339546,0,0,0,0,"All ambulatory visits for otitis media, myringotomy tube insertion, skin rash or trauma among children age 5 or under during the periods of study",Other: no intervention,Study population,0,0,0,0,0,0,0,0,0,0,0,0
142,NCT02252159,0,0,0,0,"['Patients with clinically overt PV (and not exhibiting any of the characteristics listed for Cohort B), managed with:\n\nWatchful waiting (with or without aspirin)*, or\nPhlebotomy (PHL) alone (with or without aspirin)* - or\nHU alone (without concomitant PHL, with or without aspirin).\n\n(*Unless patient has a history of intolerance or clinical resistance/ refractoriness to hydroxyurea [HU] (as assessed by the treating physician) - in which case, s/he belongs to Cohort B)', ""Patients with clinically overt PV, with one or more of the following disease characteristics:\n\nTreatment with HU and PHL in combination or\nTreatment with any agent other than HU or aspirin (e.g., recombinant interferon (IFN) or pegylated IFN preparations, busulfan, anagrelide) or\nA history of thrombosis (venous or arterial) or\nA history of intolerance or clinical resistance/ refractoriness to HU (as assessed by the treating physician) or\nPresence of documented splenomegaly (clinically assessed by palpation) or\n\nPresence of one or more of the following uncontrolled symptoms related to PV despite therapy (Symptoms deemed uncontrolled as per physician's judgment)\n\nTiredness\nDifficulty sleeping\nItching\nMuscle aches and/or bone pain\nNight sweats\nSweats while awake\nOther""]",0,"['Cohort A', 'Cohort B']",0,0,0,0,0,0,0,0,0,0,0,0
143,NCT04072289,0,0,0,0,"['0.25D and 0.50D cylinder treatments will be measured and treated by the laser.', '0.25D and 0.50D cylinder treatments will be measured but not treated by the laser. No spherical equivalent will be used.']",Device: Visumax spherocylindrical treatment,"['Low cylinder (treatment)', 'Low cylinder (no treatment)']","['Experimental', 'No Intervention']",0,0,0,0,0,0,0,0,0,0,0
144,NCT04423770,0,0,0,0,Dentists in the United States,Other: No intervention,U.S. dentists,0,0,0,0,0,0,0,0,0,0,0,0
145,NCT01358552,0,0,0,0,Subjects who have been prescribed Néevo/NéevoDHA® daily.,Other: Néevo®/ NéevoDHA®,Néevo®/NéevoDHA®,0,0,0,0,0,0,0,0,0,0,0,0
146,NCT02856646,0,0,0,0,Community Sample,0,Population with Condition,0,0,0,0,0,0,0,0,0,0,0,0
147,NCT01940679,0,0,0,0,"['Fresh meat stick w/ encapsulated 600 mg EPA/DHA; product frozen immediately after production.', 'Stored meat stick with encapsulated 600 mg EPA/DHA; stored at 100F for 3 months after production', 'Fresh pound cake w/ encapsulated 600 mg EPA/DHA; product frozen immediately after production.', 'Stored pound cake with encapsulated 600 mg EPA/DHA; stored at 100F for 3 months after production.']","['Dietary Supplement: encapsulated 600 mg EPA/DHA', 'Dietary Supplement: encapsulated 600 mg EPA/DHA', 'Dietary Supplement: encapsulated 600 mg EPA/DHA', 'Dietary Supplement: encapsulated 600 mg EPA/DHA']","['Fresh meat stick', 'Stored meat stick', 'Fresh pound cake', 'Stored pound cake']","['Experimental', 'Experimental', 'Experimental', 'Experimental']",0,0,0,0,0,0,0,0,0,0,0
148,NCT02951598,0,0,0,0,"['Participants with mild cognitive impairment (MCI) due to AD who tested amyloid positive were observed for up to 36 months. No therapeutic investigational drug intended to treat AD was administered.', 'Participants with mild AD dementia who tested amyloid positive were observed for up to 36 months. No therapeutic investigational drug intended to treat AD was administered.', 'Participants with MCI who tested amyloid negative. These participants were not eligible to participate in the 36 month prospective portion of the study.', 'Participants with mild dementia who tested amyloid negative. These participants were not eligible to participate in the 36 month prospective portion of the study.']","['Drug: Florbetapir F 18 PET Scan', 'Drug: Florbetapir F 18 PET Scan', 'Drug: Florbetapir F 18 PET Scan', 'Drug: Florbetapir F 18 PET Scan']","['MCI (Amyloid Positive)', 'Mild AD Dementia (Amyloid Positive)', 'MCI (Amyloid Negative)', 'Mild Dementia (Amyloid Negative)']","['Other', 'Other', 'Other', 'Other']",0,0,0,0,0,0,0,0,0,0,0
149,NCT02988934,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
150,NCT01028300,"Clinical Investigators may freely present or publish results of the Clinical Investigation in a manner which fairly sets forth the conclusions reached by the Clinical Investigators, but only after the Sponsor has been given the opportunity of reviewing the proposed presentation or publication prior to the intended submission, presentation, or publication date",No,OTHER,Yes,0,Device: ProDisc™-L Total Disc Replacement (TDR),ProDisc L,Other,0,0,0,0,"['<=18 years', 'Between 18 and 65 years', '>=65 years', 'Female', 'Male']",0,0,0,United States,BG000,4
151,NCT01034865,0,0,0,0,"['Patients with HCC with either: (i) a hepatic mass larger or equal to 5cm, or; (ii) a hepatic mass lesion confirmed by fine needle aspirate (FNA) or by pathology in the cases of surgical resection, or; (iii) a hepatic mass lesion with characteristic CT or MRI or angiographic appearance.', 'Patients with chronic liver disease without evidence of HCC']",0,"['HCC PTS', 'LD']",0,0,0,0,0,0,0,0,0,0,0,0
152,NCT02352532,0,0,0,0,0,"['Other: Dry Needling', 'Other: Sham Needling', 'Other: Dry Needling']","['Low Back Pain - Dry Needling', 'Low Back Pain - Sham', 'Asymmptomatic - Dry Needling']","['Experimental', 'Sham Comparator', 'Active Comparator']",0,0,0,0,0,0,0,0,0,0,0
153,NCT03198793,0,0,0,0,Capsules of QGC001 250 mg,Drug: QGC001,QGC001,Experimental,0,0,0,0,0,0,0,0,0,0,0
154,NCT01112917,0,No,GT60,Yes,Implantation of the VenaTech Convertible Filter. The filter is pre-loaded in a cartridge (syringe) and provided as a system with introducer accessories and instructions to accommodate delivery and implantation either using the femoral or jugular approach.,"['Device: VenaTech Convertible Vena Cava Filter', 'Procedure: Vena Cava Filter Conversion']",VenaTech Convertible Vena Cava Filter,Experimental,0,0,0,0,"['Female', 'Male', 'Hispanic or Latino', 'Not Hispanic or Latino', 'Unknown or Not Reported', 'American Indian or Alaska Native', 'Asian', 'Native Hawaiian or Other Pacific Islander', 'Black or African American', 'White', 'More than one race', 'Unknown or Not Reported']",0,0,0,United States,BG000,149
155,NCT01764269,0,0,0,0,"['Patients whose provider chooses to administer to them inactivated influenza vaccine (IIV)', 'Patients whose provider chooses to administer to them Live attenuated influenza vaccine (LAIV)']","['Other: text message surveillance for fever', 'Other: text message surveillance for fever']","['inactivated influenza vaccine (IIV)', 'Live attenuated influenza vaccine (LAIV)']","['Other', 'Other']",0,0,0,0,0,0,0,0,0,0,0
156,NCT03346603,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
157,NCT04281290,0,0,0,0,0,Procedure: Electrochemotherapy - electroporation with Cliniporator Vitae® and chemotherapy drug Bleomycin PHC 15 e. (United States Pharmacopeia - USP),Experimental group,Experimental,0,0,0,0,0,0,0,0,0,0,0
158,NCT04601103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
159,NCT04600856,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
160,NCT04599907,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
161,NCT04593875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
162,NCT04589507,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
163,NCT04586205,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
164,NCT04585646,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
165,NCT04584788,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
166,NCT04584099,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
167,NCT04577898,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
168,NCT04577456,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
169,NCT04569253,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
170,NCT04567186,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
171,NCT04562532,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
172,NCT04558970,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
173,NCT04558632,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
174,NCT04558047,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
175,NCT04557917,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
176,NCT04557891,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
177,NCT04556968,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
178,NCT04556474,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
179,NCT04547920,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
180,NCT04547712,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
181,NCT04544670,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
182,NCT04542525,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
183,NCT04540913,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
184,NCT04537013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
185,NCT04536168,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
186,NCT04534764,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
187,NCT04532099,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
188,NCT04529616,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
189,NCT04529109,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
190,NCT04524247,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
191,NCT04523545,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
192,NCT04513574,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
193,NCT04510857,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
194,NCT04508335,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
195,NCT04502758,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
196,NCT04501146,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
197,NCT04500821,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
198,NCT04499521,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
199,NCT04496752,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
200,NCT04493021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
201,NCT04488666,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
202,NCT04483791,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
