,Rank,NCTId,FlowReasonComment,FlowReasonGroupId,FlowReasonNumSubjects,FlowReasonNumUnits,FlowRecruitmentDetails,FlowTypeUnitsAnalyzed,Gender,GenderBased,GenderDescription,HasExpandedAccess,HealthyVolunteers,IPDSharing,IPDSharingAccessCriteria,IPDSharingDescription,IPDSharingInfoType,IPDSharingTimeFrame,IPDSharingURL,InterventionAncestorId,InterventionAncestorTerm
0,112,['NCT01306266'],[],[],[],[],[],[],['Male'],[],[],['No'],['No'],[],[],[],[],[],[],"['D000017366', 'D000018490', 'D000018377', 'D000045504', 'D000045505']","['Serotonin Receptor Agonists', 'Serotonin Agents', 'Neurotransmitter Agents', 'Molecular Mechanisms of Pharmacological Action', 'Physiological Effects of Drugs']"
0,113,['NCT00796315'],[],"['FG000', 'FG001', 'FG002']","['0', '1', '0']",[],[],[],['All'],[],[],['No'],['Accepts Healthy Volunteers'],[],[],[],[],[],[],"['D000000932', 'D000001337', 'D000018373', 'D000045505', 'D000005765', 'D000006634', 'D000006633', 'D000018494', 'D000018377', 'D000045504']","['Antiemetics', 'Autonomic Agents', 'Peripheral Nervous System Agents', 'Physiological Effects of Drugs', 'Gastrointestinal Agents', 'Histamine H1 Antagonists', 'Histamine Antagonists', 'Histamine Agents', 'Neurotransmitter Agents', 'Molecular Mechanisms of Pharmacological Action']"
0,114,['NCT00005463'],[],[],[],[],[],[],['Male'],[],[],['No'],['No'],[],[],[],[],[],[],[],[]
0,115,['NCT03382418'],[],[],[],[],[],[],['All'],[],[],['No'],['Accepts Healthy Volunteers'],[],[],[],[],[],[],"['D000000276', 'D000007155', 'D000045505', 'D000000863', 'D000045504', 'D000005765']","['Adjuvants, Immunologic', 'Immunologic Factors', 'Physiological Effects of Drugs', 'Antacids', 'Molecular Mechanisms of Pharmacological Action', 'Gastrointestinal Agents']"
0,116,['NCT00054743'],[],[],[],[],[],[],['All'],[],[],['No'],['No'],[],[],[],[],[],[],[],[]
0,117,['NCT00730964'],[],[],[],[],[],[],['All'],[],[],['No'],['No'],[],[],[],[],[],[],[],[]
0,118,['NCT02886689'],[],[],[],[],[],[],['All'],[],[],['No'],['No'],['Yes'],[],['open to partnership'],[],[],[],[],[]
0,119,['NCT00005455'],[],[],[],[],[],[],['Male'],[],[],['No'],['No'],[],[],[],[],[],[],[],[]
0,120,['NCT01150695'],[],[],[],[],[],[],['All'],[],[],['No'],['Accepts Healthy Volunteers'],[],[],[],[],[],[],"['D000007155', 'D000045505']","['Immunologic Factors', 'Physiological Effects of Drugs']"
0,121,['NCT00245076'],[],[],[],[],[],[],['All'],[],[],['No'],['No'],[],[],[],[],[],[],[],[]
0,122,['NCT00935623'],[],[],[],[],[],[],['All'],[],[],['No'],['Accepts Healthy Volunteers'],[],[],[],[],[],[],[],[]
0,123,['NCT03688126'],[],[],[],[],[],[],['All'],[],[],['No'],['No'],['Undecided'],[],['The data will be released to national databases upon completion of the study. Links to these databases will be provided at a later time.'],[],[],[],[],[]
0,124,['NCT02053506'],[],[],[],[],[],[],['All'],[],[],['No'],['Accepts Healthy Volunteers'],['Undecided'],[],[],[],[],[],[],[]
0,125,['NCT03933215'],[],[],[],[],[],[],['All'],[],[],['No'],['No'],['Yes'],[],"['Per company policy, following approval of a new product or a new indication for an approved product in both the EU and the US, EMD Serono will share study protocols, anonymized patient level and study level data and redacted clinical study reports from clinical trials in patients with qualified scientific and medical researchers, upon request, as necessary for conducting legitimate research. Further information on how to request data can be found on our website https://www.emdgroup.com/en/research/our-approach-to-research-and-development/healthcare/clinical-trials/commitment-responsible-data-sharing.html']",[],[],[],"['D000000970', 'D000007166', 'D000007155', 'D000045505']","['Antineoplastic Agents', 'Immunosuppressive Agents', 'Immunologic Factors', 'Physiological Effects of Drugs']"
0,126,['NCT03933202'],[],[],[],[],[],[],['All'],[],[],['No'],['No'],['Yes'],[],"['Per company policy, following approval of a new product or a new indication for an approved product in both the EU and the US, EMD Serono will share study protocols, anonymized patient level and study level data and redacted clinical study reports from clinical trials in patients with qualified scientific and medical researchers, upon request, as necessary for conducting legitimate research. Further information on how to request data can be found on our website https://www.emdgroup.com/en/research/our-approach-to-research-and-development/healthcare/clinical-trials/commitment-responsible-data-sharing.html']",[],[],[],"['D000000970', 'D000007166', 'D000007155', 'D000045505']","['Antineoplastic Agents', 'Immunosuppressive Agents', 'Immunologic Factors', 'Physiological Effects of Drugs']"
0,127,['NCT00005171'],[],[],[],[],[],[],['Male'],[],[],['No'],['No'],[],[],[],[],[],[],[],[]
0,128,['NCT01256164'],[],[],[],[],['Enrollment commenced in February 2011 and completed in October 2011 at 8 investigative study sites in the United States.'],[],['All'],[],[],['No'],['No'],[],[],[],[],[],[],"['D000006490', 'D000003029']","['Hemostatics', 'Coagulants']"
0,129,['NCT03631472'],[],[],[],[],[],[],['All'],[],[],['No'],['No'],['Undecided'],[],[],[],[],[],[],[]
0,130,['NCT03699709'],[],[],[],[],[],[],['All'],[],[],['No'],['No'],['No'],[],[],[],[],[],[],[]
0,131,['NCT00237263'],[],[],[],[],[],[],['All'],[],[],['No'],['No'],[],[],[],[],[],[],"['D000000978', 'D000018726', 'D000065098', 'D000004791', 'D000045504']","['Antiparkinson Agents', 'Anti-Dyskinesia Agents', 'Catechol O-Methyltransferase Inhibitors', 'Enzyme Inhibitors', 'Molecular Mechanisms of Pharmacological Action']"
0,132,['NCT02939131'],[],"['FG000', 'FG001', 'FG000', 'FG001', 'FG000', 'FG001', 'FG000', 'FG001', 'FG000', 'FG001']","['6', '4', '2', '4', '1', '0', '0', '1', '2', '0']",[],"['Once enrollment opened (Dec 20, 2016), sites prepared lists of potential participants. The approach order was randomized in blocks of six. Sites were instructed to approach participants in order by block. A protocol letter of amendment in April 27, 2018 removed this requirement. First enrolled March 6, 2017, and the last enrolled on March 5, 2019']",['sites'],['All'],[],[],['No'],['No'],['Yes'],"['With whom? Researchers who provide a methodologically sound proposal for use of the data that is approved by the IMPAACT network,\nFor what types of analyses? To achieve aims in the proposal approved by the IMPAACT network.\nBy what mechanism will data be made available? Researchers may submit a request for access to data using the IMPAACT ""Data Request"" form at: https://www.impaactnetwork.org/resources/study-proposals.htm. Researchers of approved proposals will need to sign an IMPAACT Data Use Agreement before receiving the data.']",['Individual participant data and related data dictionaries that underlie results in the publication will be shared after deidentification.'],"['Study Protocol', 'Statistical Analysis Plan (SAP)']",['Beginning 3 months following publication and available throughout period of funding of the International Maternal Pediatric Adolescent AIDS Clinical Trial (IMPAACT) Network by NIH.'],['https://www.impaactnetwork.org/resources/study-proposals.htm'],[],[]
0,133,['NCT03488264'],[],[],[],[],[],[],['All'],[],[],['No'],['No'],['No'],[],[],[],[],[],[],[]
0,134,['NCT01873482'],[],[],[],[],[],[],['All'],[],[],['No'],['No'],[],[],[],[],[],[],[],[]
0,135,['NCT02829073'],[],[],[],[],[],[],['All'],[],[],['No'],['Accepts Healthy Volunteers'],['No'],[],[],[],[],[],[],[]
0,136,['NCT01369030'],[],[],[],[],"['Between November 2010 and January 2012, patients of at least 18 years of age who had been prescribed Deplin® by their physician for the treatment of major depression were offered to participate in the study by their prescibing physician, consisting of about 550 participating physicians located at various clinical sites country-wide.']",[],['All'],[],[],['No'],['Accepts Healthy Volunteers'],[],[],[],[],[],[],[],[]
0,137,['NCT01568424'],[],[],[],[],['This study included data from 25 consecutive patients with acute right ventricular failure from any cause requiring use of the CentriMag RVAS to sustain life. All patients implanted with a CentriMag RVAS were approached for enrollment.'],[],['All'],[],[],['No'],['No'],[],[],[],[],[],[],[],[]
0,138,['NCT02406599'],[],[],[],[],[],[],['Female'],[],[],['No'],['No'],[],[],[],[],[],[],[],[]
0,139,['NCT03965195'],[],[],[],[],[],[],['All'],[],[],['No'],['Accepts Healthy Volunteers'],['No'],[],[],[],[],[],"['D000007155', 'D000045505']","['Immunologic Factors', 'Physiological Effects of Drugs']"
0,140,['NCT01368549'],[],[],[],[],[],[],['All'],[],[],['No'],['Accepts Healthy Volunteers'],[],[],[],[],[],[],[],[]
0,141,['NCT01370954'],[],[],[],[],[],[],['All'],[],[],['No'],['Accepts Healthy Volunteers'],[],[],[],[],[],[],[],[]
0,142,['NCT01339546'],[],[],[],[],[],[],[],[],[],['No'],['No'],[],[],[],[],[],[],[],[]
0,143,['NCT02252159'],[],[],[],[],[],[],['All'],[],[],['No'],['No'],[],[],[],[],[],[],[],[]
0,144,['NCT04072289'],[],[],[],[],[],[],['All'],[],[],['No'],['Accepts Healthy Volunteers'],['No'],[],['Data will be shared with Zeiss Meditech by Data Sharing Agreement and with the FDA'],[],[],[],[],[]
0,145,['NCT04423770'],[],[],[],[],[],[],['All'],[],[],['No'],['Accepts Healthy Volunteers'],['Undecided'],[],[],[],[],[],[],[]
0,146,['NCT01358552'],[],[],[],[],[],[],['Female'],[],[],['No'],['Accepts Healthy Volunteers'],[],[],[],[],[],[],[],[]
0,147,['NCT02856646'],[],[],[],[],[],[],['All'],[],[],['No'],['No'],[],[],[],[],[],[],[],[]
0,148,['NCT01940679'],[],[],[],[],[],[],['All'],[],[],['No'],['Accepts Healthy Volunteers'],[],[],[],[],[],[],[],[]
0,149,['NCT02951598'],[],[],[],[],[],[],['All'],[],[],['No'],['No'],['Yes'],[],['Lilly provides access to the individual patient data from studies on approved medicines and indications as defined by the sponsor specific information on ClinicalStudyDataRequest.com.\n\nThis access is provided in a timely fashion after the primary publication is accepted. Researchers need to have an approved research proposal submitted through ClinicalStudyDataRequest.com. Access to the data will be provided in a secure data sharing environment after signing a data sharing agreement.'],[],[],[],[],[]
0,150,['NCT02988934'],[],[],[],[],[],[],['All'],[],[],['No'],['No'],[],[],[],[],[],[],[],[]
0,151,['NCT01028300'],[],['FG000'],['4'],[],[],[],['All'],[],[],['No'],['No'],[],[],[],[],[],[],[],[]
0,152,['NCT01034865'],[],[],[],[],[],[],['All'],[],[],['No'],['No'],[],[],[],[],[],[],[],[]
0,153,['NCT02352532'],[],[],[],[],[],[],['All'],[],[],['No'],['Accepts Healthy Volunteers'],['Undecided'],[],[],[],[],[],[],[]
0,154,['NCT03198793'],[],[],[],[],[],[],['All'],[],[],['No'],['No'],['No'],[],[],[],[],[],[],[]
0,155,['NCT01112917'],[],"['FG000', 'FG001', 'FG000', 'FG001', 'FG000', 'FG001', 'FG000', 'FG001']","['2', '11', '1', '1', '1', '3', '3', '0']",[],[],[],['All'],[],[],['No'],['No'],['No'],[],[],[],[],[],[],[]
0,156,['NCT01764269'],[],[],[],[],[],[],['All'],[],[],['No'],['No'],[],[],[],[],[],[],[],[]
0,157,['NCT03346603'],[],[],[],[],[],[],['All'],[],[],['No'],['No'],['Yes'],['Data sharing agreement'],"['Final research data will be shared with interested parties affiliated with research organizations, local and U.S. state health departments, and universities, who are interested in using the data for research purposes. Interested parties must submit a short description of how they plan to use the data to the Principal Investigator for approval. A data-sharing agreement will be required containing conditions for data use, including (1): a commitment to using the data only for research purposes; (2) a commitment to securing the data using appropriate computer technology; and (3) a commitment to destroy or return the data after analyses are completed. Upon approval, the database will be shared with the requestor. All shared final research databases will not contain direct or indirect personal identifiers, and subjects will only be discernible by unique study identification numbers. A file containing a data dictionary with descriptions of all database fields will be included.']","['Study Protocol', 'Informed Consent Form (ICF)']",['Approximately one year after main manuscript publication. Data will be available for 15 years.'],[],[],[]
0,158,['NCT04281290'],[],[],[],[],[],[],['All'],[],[],['No'],['No'],['Undecided'],[],[],[],[],[],"['D000000903', 'D000000970']","['Antibiotics, Antineoplastic', 'Antineoplastic Agents']"
0,159,['NCT04601103'],[],[],[],[],[],[],[],[],[],['No'],[],[],[],[],[],[],[],[],[]
0,160,['NCT04600856'],[],[],[],[],[],[],[],[],[],['No'],[],[],[],[],[],[],[],[],[]
0,161,['NCT04599907'],[],[],[],[],[],[],[],[],[],['No'],[],[],[],[],[],[],[],[],[]
0,162,['NCT04593875'],[],[],[],[],[],[],[],[],[],['No'],[],[],[],[],[],[],[],[],[]
0,163,['NCT04589507'],[],[],[],[],[],[],[],[],[],['No'],[],[],[],[],[],[],[],[],[]
0,164,['NCT04586205'],[],[],[],[],[],[],[],[],[],['No'],[],[],[],[],[],[],[],[],[]
0,165,['NCT04585646'],[],[],[],[],[],[],[],[],[],['No'],[],[],[],[],[],[],[],[],[]
0,166,['NCT04584788'],[],[],[],[],[],[],[],[],[],['No'],[],[],[],[],[],[],[],[],[]
0,167,['NCT04584099'],[],[],[],[],[],[],[],[],[],['No'],[],[],[],[],[],[],[],[],[]
0,168,['NCT04577898'],[],[],[],[],[],[],[],[],[],['No'],[],[],[],[],[],[],[],[],[]
0,169,['NCT04577456'],[],[],[],[],[],[],[],[],[],['No'],[],[],[],[],[],[],[],[],[]
0,170,['NCT04569253'],[],[],[],[],[],[],[],[],[],['No'],[],[],[],[],[],[],[],[],[]
0,171,['NCT04567186'],[],[],[],[],[],[],[],[],[],['No'],[],[],[],[],[],[],[],[],[]
0,172,['NCT04562532'],[],[],[],[],[],[],[],[],[],['No'],[],[],[],[],[],[],[],[],[]
0,173,['NCT04558970'],[],[],[],[],[],[],[],[],[],['No'],[],[],[],[],[],[],[],[],[]
0,174,['NCT04558632'],[],[],[],[],[],[],[],[],[],['No'],[],[],[],[],[],[],[],[],[]
0,175,['NCT04558047'],[],[],[],[],[],[],[],[],[],['No'],[],[],[],[],[],[],[],[],[]
0,176,['NCT04557917'],[],[],[],[],[],[],[],[],[],['No'],[],[],[],[],[],[],[],[],[]
0,177,['NCT04557891'],[],[],[],[],[],[],[],[],[],['No'],[],[],[],[],[],[],[],[],[]
0,178,['NCT04556968'],[],[],[],[],[],[],[],[],[],['No'],[],[],[],[],[],[],[],[],[]
0,179,['NCT04556474'],[],[],[],[],[],[],[],[],[],['No'],[],[],[],[],[],[],[],[],[]
0,180,['NCT04547920'],[],[],[],[],[],[],[],[],[],['No'],[],[],[],[],[],[],[],[],[]
0,181,['NCT04547712'],[],[],[],[],[],[],[],[],[],['No'],[],[],[],[],[],[],[],[],[]
0,182,['NCT04544670'],[],[],[],[],[],[],[],[],[],['No'],[],[],[],[],[],[],[],[],[]
0,183,['NCT04542525'],[],[],[],[],[],[],[],[],[],['No'],[],[],[],[],[],[],[],[],[]
0,184,['NCT04540913'],[],[],[],[],[],[],[],[],[],['No'],[],[],[],[],[],[],[],[],[]
0,185,['NCT04537013'],[],[],[],[],[],[],[],[],[],['No'],[],[],[],[],[],[],[],[],[]
0,186,['NCT04536168'],[],[],[],[],[],[],[],[],[],['No'],[],[],[],[],[],[],[],[],[]
0,187,['NCT04534764'],[],[],[],[],[],[],[],[],[],['No'],[],[],[],[],[],[],[],[],[]
0,188,['NCT04532099'],[],[],[],[],[],[],[],[],[],['No'],[],[],[],[],[],[],[],[],[]
0,189,['NCT04529616'],[],[],[],[],[],[],[],[],[],['No'],[],[],[],[],[],[],[],[],[]
0,190,['NCT04529109'],[],[],[],[],[],[],[],[],[],['No'],[],[],[],[],[],[],[],[],[]
0,191,['NCT04524247'],[],[],[],[],[],[],[],[],[],['No'],[],[],[],[],[],[],[],[],[]
0,192,['NCT04523545'],[],[],[],[],[],[],[],[],[],['No'],[],[],[],[],[],[],[],[],[]
0,193,['NCT04513574'],[],[],[],[],[],[],[],[],[],['No'],[],[],[],[],[],[],[],[],[]
0,194,['NCT04510857'],[],[],[],[],[],[],[],[],[],['No'],[],[],[],[],[],[],[],[],[]
0,195,['NCT04508335'],[],[],[],[],[],[],[],[],[],['No'],[],[],[],[],[],[],[],[],[]
0,196,['NCT04502758'],[],[],[],[],[],[],[],[],[],['No'],[],[],[],[],[],[],[],[],[]
0,197,['NCT04501146'],[],[],[],[],[],[],[],[],[],['No'],[],[],[],[],[],[],[],[],[]
0,198,['NCT04500821'],[],[],[],[],[],[],[],[],[],['No'],[],[],[],[],[],[],[],[],[]
0,199,['NCT04499521'],[],[],[],[],[],[],[],[],[],['No'],[],[],[],[],[],[],[],[],[]
0,200,['NCT04496752'],[],[],[],[],[],[],[],[],[],['No'],[],[],[],[],[],[],[],[],[]
0,201,['NCT04493021'],[],[],[],[],[],[],[],[],[],['No'],[],[],[],[],[],[],[],[],[]
0,202,['NCT04488666'],[],[],[],[],[],[],[],[],[],['No'],[],[],[],[],[],[],[],[],[]
0,203,['NCT04483791'],[],[],[],[],[],[],[],[],[],['No'],[],[],[],[],[],[],[],[],[]
0,204,['NCT04476784'],[],[],[],[],[],[],[],[],[],['No'],[],[],[],[],[],[],[],[],[]
0,205,['NCT04474054'],[],[],[],[],[],[],[],[],[],['No'],[],[],[],[],[],[],[],[],[]
0,206,['NCT04469218'],[],[],[],[],[],[],[],[],[],['No'],[],[],[],[],[],[],[],[],[]
0,207,['NCT04466930'],[],[],[],[],[],[],[],[],[],['No'],[],[],[],[],[],[],[],[],[]
0,208,['NCT04455997'],[],[],[],[],[],[],[],[],[],['No'],[],[],[],[],[],[],[],[],[]
0,209,['NCT04455854'],[],[],[],[],[],[],[],[],[],['No'],[],[],[],[],[],[],[],[],[]
0,210,['NCT04450108'],[],[],[],[],[],[],[],[],[],['No'],[],[],[],[],[],[],[],[],[]
0,211,['NCT04437615'],[],[],[],[],[],[],[],[],[],['No'],[],[],[],[],[],[],[],[],[]
0,212,['NCT04422990'],[],[],[],[],[],[],[],[],[],['No'],[],[],[],[],[],[],[],[],[]
0,213,['NCT04419714'],[],[],[],[],[],[],[],[],[],['No'],[],[],[],[],[],[],[],[],[]
0,214,['NCT04409158'],[],[],[],[],[],[],[],[],[],['No'],[],[],[],[],[],[],[],[],[]
0,215,['NCT04403542'],[],[],[],[],[],[],[],[],[],['No'],[],[],[],[],[],[],[],[],[]
0,216,['NCT04400643'],[],[],[],[],[],[],[],[],[],['No'],[],[],[],[],[],[],[],[],[]
0,217,['NCT04394546'],[],[],[],[],[],[],[],[],[],['No'],[],[],[],[],[],[],[],[],[]
0,218,['NCT04388787'],[],[],[],[],[],[],[],[],[],['No'],[],[],[],[],[],[],[],[],[]
0,219,['NCT04388722'],[],[],[],[],[],[],[],[],[],['No'],[],[],[],[],[],[],[],[],[]
0,220,['NCT04386785'],[],[],[],[],[],[],[],[],[],['No'],[],[],[],[],[],[],[],[],[]
0,221,['NCT04378764'],[],[],[],[],[],[],[],[],[],['No'],[],[],[],[],[],[],[],[],[]
0,222,['NCT04377438'],[],[],[],[],[],[],[],[],[],['No'],[],[],[],[],[],[],[],[],[]
0,223,['NCT04338971'],[],[],[],[],[],[],[],[],[],['No'],[],[],[],[],[],[],[],[],[]
0,224,['NCT04335981'],[],[],[],[],[],[],[],[],[],['No'],[],[],[],[],[],[],[],[],[]
0,225,['NCT04332640'],[],[],[],[],[],[],[],[],[],['No'],[],[],[],[],[],[],[],[],[]
0,226,['NCT04330001'],[],[],[],[],[],[],[],[],[],['No'],[],[],[],[],[],[],[],[],[]
0,227,['NCT04324593'],[],[],[],[],[],[],[],[],[],['No'],[],[],[],[],[],[],[],[],[]
0,228,['NCT04320823'],[],[],[],[],[],[],[],[],[],['No'],[],[],[],[],[],[],[],[],[]
0,229,['NCT04319887'],[],[],[],[],[],[],[],[],[],['No'],[],[],[],[],[],[],[],[],[]
0,230,['NCT04318132'],[],[],[],[],[],[],[],[],[],['No'],[],[],[],[],[],[],[],[],[]
0,231,['NCT04314947'],[],[],[],[],[],[],[],[],[],['No'],[],[],[],[],[],[],[],[],[]
0,232,['NCT04314700'],[],[],[],[],[],[],[],[],[],['No'],[],[],[],[],[],[],[],[],[]
0,233,['NCT04313725'],[],[],[],[],[],[],[],[],[],['No'],[],[],[],[],[],[],[],[],[]
0,234,['NCT04310566'],[],[],[],[],[],[],[],[],[],['No'],[],[],[],[],[],[],[],[],[]
0,235,['NCT04307446'],[],[],[],[],[],[],[],[],[],['No'],[],[],[],[],[],[],[],[],[]
0,236,['NCT04306744'],[],[],[],[],[],[],[],[],[],['No'],[],[],[],[],[],[],[],[],[]
0,237,['NCT04305119'],[],[],[],[],[],[],[],[],[],['No'],[],[],[],[],[],[],[],[],[]
0,238,['NCT04303273'],[],[],[],[],[],[],[],[],[],['No'],[],[],[],[],[],[],[],[],[]
0,239,['NCT04299386'],[],[],[],[],[],[],[],[],[],['No'],[],[],[],[],[],[],[],[],[]
0,240,['NCT04299009'],[],[],[],[],[],[],[],[],[],['No'],[],[],[],[],[],[],[],[],[]
0,241,['NCT04298359'],[],[],[],[],[],[],[],[],[],['No'],[],[],[],[],[],[],[],[],[]
0,242,['NCT04296773'],[],[],[],[],[],[],[],[],[],['No'],[],[],[],[],[],[],[],[],[]
0,243,['NCT04295499'],[],[],[],[],[],[],[],[],[],['No'],[],[],[],[],[],[],[],[],[]
0,244,['NCT04287036'],[],[],[],[],[],[],[],[],[],['No'],[],[],[],[],[],[],[],[],[]
0,245,['NCT04285541'],[],[],[],[],[],[],[],[],[],['No'],[],[],[],[],[],[],[],[],[]
0,246,['NCT04281940'],[],[],[],[],[],[],[],[],[],['No'],[],[],[],[],[],[],[],[],[]
0,247,['NCT04279522'],[],[],[],[],[],[],[],[],[],['No'],[],[],[],[],[],[],[],[],[]
0,248,['NCT04277455'],[],[],[],[],[],[],[],[],[],['No'],[],[],[],[],[],[],[],[],[]
0,249,['NCT04263532'],[],[],[],[],[],[],[],[],[],['No'],[],[],[],[],[],[],[],[],[]
0,250,['NCT04252183'],[],[],[],[],[],[],[],[],[],['No'],[],[],[],[],[],[],[],[],[]
0,251,['NCT04247581'],[],[],[],[],[],[],[],[],[],['No'],[],[],[],[],[],[],[],[],[]
0,252,['NCT04244357'],[],[],[],[],[],[],[],[],[],['No'],[],[],[],[],[],[],[],[],[]
0,253,['NCT04243369'],[],[],[],[],[],[],[],[],[],['No'],[],[],[],[],[],[],[],[],[]
0,254,['NCT04243239'],[],[],[],[],[],[],[],[],[],['No'],[],[],[],[],[],[],[],[],[]
0,255,['NCT04239885'],[],[],[],[],[],[],[],[],[],['No'],[],[],[],[],[],[],[],[],[]
0,256,['NCT04237207'],[],[],[],[],[],[],[],[],[],['No'],[],[],[],[],[],[],[],[],[]
0,257,['NCT04236869'],[],[],[],[],[],[],[],[],[],['No'],[],[],[],[],[],[],[],[],[]
0,258,['NCT04230486'],[],[],[],[],[],[],[],[],[],['No'],[],[],[],[],[],[],[],[],[]
0,259,['NCT04224155'],[],[],[],[],[],[],[],[],[],['No'],[],[],[],[],[],[],[],[],[]
0,260,['NCT04223609'],[],[],[],[],[],[],[],[],[],['No'],[],[],[],[],[],[],[],[],[]
0,261,['NCT04220060'],[],[],[],[],[],[],[],[],[],['No'],[],[],[],[],[],[],[],[],[]
0,262,['NCT04219891'],[],[],[],[],[],[],[],[],[],['No'],[],[],[],[],[],[],[],[],[]
0,263,['NCT04211441'],[],[],[],[],[],[],[],[],[],['No'],[],[],[],[],[],[],[],[],[]
0,264,['NCT04210622'],[],[],[],[],[],[],[],[],[],['No'],[],[],[],[],[],[],[],[],[]
0,265,['NCT04207749'],[],[],[],[],[],[],[],[],[],['No'],[],[],[],[],[],[],[],[],[]
0,266,['NCT04206839'],[],[],[],[],[],[],[],[],[],['No'],[],[],[],[],[],[],[],[],[]
0,267,['NCT04206384'],[],[],[],[],[],[],[],[],[],['No'],[],[],[],[],[],[],[],[],[]
0,268,['NCT04203745'],[],[],[],[],[],[],[],[],[],['No'],[],[],[],[],[],[],[],[],[]
0,269,['NCT04202419'],[],[],[],[],[],[],[],[],[],['No'],[],[],[],[],[],[],[],[],[]
0,270,['NCT04201340'],[],[],[],[],[],[],[],[],[],['No'],[],[],[],[],[],[],[],[],[]
0,271,['NCT04200898'],[],[],[],[],[],[],[],[],[],['No'],[],[],[],[],[],[],[],[],[]
0,272,['NCT04196907'],[],[],[],[],[],[],[],[],[],['No'],[],[],[],[],[],[],[],[],[]
0,273,['NCT04195581'],[],[],[],[],[],[],[],[],[],['No'],[],[],[],[],[],[],[],[],[]
0,274,['NCT04194307'],[],[],[],[],[],[],[],[],[],['No'],[],[],[],[],[],[],[],[],[]
0,275,['NCT04192630'],[],[],[],[],[],[],[],[],[],['No'],[],[],[],[],[],[],[],[],[]
0,276,['NCT04189913'],[],[],[],[],[],[],[],[],[],['No'],[],[],[],[],[],[],[],[],[]
0,277,['NCT04189081'],[],[],[],[],[],[],[],[],[],['No'],[],[],[],[],[],[],[],[],[]
0,278,['NCT04186806'],[],[],[],[],[],[],[],[],[],['No'],[],[],[],[],[],[],[],[],[]
0,279,['NCT04184973'],[],[],[],[],[],[],[],[],[],['No'],[],[],[],[],[],[],[],[],[]
0,280,['NCT04178720'],[],[],[],[],[],[],[],[],[],['No'],[],[],[],[],[],[],[],[],[]
0,281,['NCT04177771'],[],[],[],[],[],[],[],[],[],['No'],[],[],[],[],[],[],[],[],[]
0,282,['NCT04177212'],[],[],[],[],[],[],[],[],[],['No'],[],[],[],[],[],[],[],[],[]
0,283,['NCT04176965'],[],[],[],[],[],[],[],[],[],['No'],[],[],[],[],[],[],[],[],[]
0,284,['NCT04175340'],[],[],[],[],[],[],[],[],[],['No'],[],[],[],[],[],[],[],[],[]
0,285,['NCT04166032'],[],[],[],[],[],[],[],[],[],['No'],[],[],[],[],[],[],[],[],[]
0,286,['NCT04162652'],[],[],[],[],[],[],[],[],[],['No'],[],[],[],[],[],[],[],[],[]
0,287,['NCT04158466'],[],[],[],[],[],[],[],[],[],['No'],[],[],[],[],[],[],[],[],[]
0,288,['NCT04153292'],[],[],[],[],[],[],[],[],[],['No'],[],[],[],[],[],[],[],[],[]
0,289,['NCT04152642'],[],[],[],[],[],[],[],[],[],['No'],[],[],[],[],[],[],[],[],[]
0,290,['NCT04151992'],[],[],[],[],[],[],[],[],[],['No'],[],[],[],[],[],[],[],[],[]
0,291,['NCT04151290'],[],[],[],[],[],[],[],[],[],['No'],[],[],[],[],[],[],[],[],[]
0,292,['NCT04141007'],[],[],[],[],[],[],[],[],[],['No'],[],[],[],[],[],[],[],[],[]
0,293,['NCT04136158'],[],[],[],[],[],[],[],[],[],['No'],[],[],[],[],[],[],[],[],[]
0,294,['NCT04134286'],[],[],[],[],[],[],[],[],[],['No'],[],[],[],[],[],[],[],[],[]
0,295,['NCT04130490'],[],[],[],[],[],[],[],[],[],['No'],[],[],[],[],[],[],[],[],[]
0,296,['NCT04127188'],[],[],[],[],[],[],[],[],[],['No'],[],[],[],[],[],[],[],[],[]
0,297,['NCT04121754'],[],[],[],[],[],[],[],[],[],['No'],[],[],[],[],[],[],[],[],[]
0,298,['NCT04119609'],[],[],[],[],[],[],[],[],[],['No'],[],[],[],[],[],[],[],[],[]
0,299,['NCT04116879'],[],[],[],[],[],[],[],[],[],['No'],[],[],[],[],[],[],[],[],[]
0,300,['NCT04116866'],[],[],[],[],[],[],[],[],[],['No'],[],[],[],[],[],[],[],[],[]
0,301,['NCT04112784'],[],[],[],[],[],[],[],[],[],['No'],[],[],[],[],[],[],[],[],[]
0,302,['NCT04112628'],[],[],[],[],[],[],[],[],[],['No'],[],[],[],[],[],[],[],[],[]
0,303,['NCT04112134'],[],[],[],[],[],[],[],[],[],['No'],[],[],[],[],[],[],[],[],[]
0,304,['NCT04106934'],[],[],[],[],[],[],[],[],[],['No'],[],[],[],[],[],[],[],[],[]
0,305,['NCT04096495'],[],[],[],[],[],[],[],[],[],['No'],[],[],[],[],[],[],[],[],[]
0,306,['NCT04087395'],[],[],[],[],[],[],[],[],[],['No'],[],[],[],[],[],[],[],[],[]
0,307,['NCT04085328'],[],[],[],[],[],[],[],[],[],['No'],[],[],[],[],[],[],[],[],[]
0,308,['NCT04083742'],[],[],[],[],[],[],[],[],[],['No'],[],[],[],[],[],[],[],[],[]
0,309,['NCT04082078'],[],[],[],[],[],[],[],[],[],['No'],[],[],[],[],[],[],[],[],[]
