,Rank,NCTId,OutcomeDenomUnits,OutcomeGroupDescription,OutcomeMeasurementUpperLimit,OutcomeGroupTitle,OutcomeMeasureAnticipatedPostingDate,OutcomeMeasureCalculatePct,OutcomeMeasureDenomUnitsSelected,OutcomeMeasureDescription,OutcomeMeasureDispersionType,OutcomeMeasureParamType,OutcomeMeasurePopulationDescription,OutcomeMeasureReportingStatus,OutcomeMeasureTimeFrame,OutcomeMeasureTitle,OutcomeMeasureType,OutcomeMeasureTypeUnitsAnalyzed,OutcomeMeasureUnitOfMeasure,OutcomeMeasurementComment,OutcomeMeasurementGroupId
0,97,['NCT02569632'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
0,98,['NCT02069925'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
0,99,['NCT03433131'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
0,100,['NCT02746809'],"['Participants', 'Participants', 'Participants', 'Participants', 'Participants', 'Participants', 'Participants', 'Participants', 'Participants', 'Participants', 'Participants', 'Participants', 'Participants', 'Participants', 'Participants']","['Treatment of Aortic Stenosis with Medtronic CoreValve Evolut R 34R TAVR System.', 'Treatment of Aortic Stenosis with Medtronic CoreValve Evolut R 34R TAVR System.\n\nCoreValve Evolut 34R TAVR system: The CoreValve Evolut 34R System is a transcatheter aortic valve implantation system comprised of the following three components:\n\nEvolut 34R Transcatheter Aortic Valve (TAV)\nEnVeo R Delivery Catheter System (DCS) with EnVeo R InLine Sheath\nEnVeo R Loading System (LS)', 'Treatment of Aortic Stenosis with Medtronic CoreValve Evolut R 34R TAVR System.\n\n>\n\n>\n\nCoreValve Evolut 34R TAVR system: The CoreValve Evolut 34R System is a transcatheter aortic valve implantation system comprised of the following three components:\n\nEvolut 34R Transcatheter Aortic Valve (TAV)\n\n>\n\nEnVeo R Delivery Catheter System (DCS) with EnVeo R InLine Sheath\n\n>\n\nEnVeo R Loading System (LS)', 'Treatment of Aortic Stenosis with Medtronic CoreValve Evolut R 34R TAVR System.\n\n>\n\n>\n\nCoreValve Evolut 34R TAVR system: The CoreValve Evolut 34R System is a transcatheter aortic valve implantation system comprised of the following three components:\n\nEvolut 34R Transcatheter Aortic Valve (TAV)\n\n>\n\nEnVeo R Delivery Catheter System (DCS) with EnVeo R InLine Sheath\n\n>\n\nEnVeo R Loading System (LS)', 'Treatment of Aortic Stenosis with Medtronic CoreValve Evolut R 34R TAVR System.\n\n>\n\n>\n\nCoreValve Evolut 34R TAVR system: The CoreValve Evolut 34R System is a transcatheter aortic valve implantation system comprised of the following three components:\n\nEvolut 34R Transcatheter Aortic Valve (TAV)\n\n>\n\nEnVeo R Delivery Catheter System (DCS) with EnVeo R InLine Sheath\n\n>\n\nEnVeo R Loading System (LS)', 'Treatment of Aortic Stenosis with Medtronic CoreValve Evolut R 34R TAVR System.\n\n>\n\n>\n\nCoreValve Evolut 34R TAVR system: The CoreValve Evolut 34R System is a transcatheter aortic valve implantation system comprised of the following three components:\n\nEvolut 34R Transcatheter Aortic Valve (TAV)\n\n>\n\nEnVeo R Delivery Catheter System (DCS) with EnVeo R InLine Sheath\n\n>\n\nEnVeo R Loading System (LS)', 'Treatment of Aortic Stenosis with Medtronic CoreValve Evolut R 34R TAVR System.\n\n>\n\n>\n\nCoreValve Evolut 34R TAVR system: The CoreValve Evolut 34R System is a transcatheter aortic valve implantation system comprised of the following three components:\n\nEvolut 34R Transcatheter Aortic Valve (TAV)\n\n>\n\nEnVeo R Delivery Catheter System (DCS) with EnVeo R InLine Sheath\n\n>\n\nEnVeo R Loading System (LS)', 'Treatment of Aortic Stenosis with Medtronic CoreValve Evolut R 34R TAVR System.\n\n>\n\n>\n\nCoreValve Evolut 34R TAVR system: The CoreValve Evolut 34R System is a transcatheter aortic valve implantation system comprised of the following three components:\n\nEvolut 34R Transcatheter Aortic Valve (TAV)\n\n>\n\nEnVeo R Delivery Catheter System (DCS) with EnVeo R InLine Sheath\n\n>\n\nEnVeo R Loading System (LS)', 'Treatment of Aortic Stenosis with Medtronic CoreValve Evolut R 34R TAVR System.\n\n>\n\n>\n\nCoreValve Evolut 34R TAVR system: The CoreValve Evolut 34R System is a transcatheter aortic valve implantation system comprised of the following three components:\n\nEvolut 34R Transcatheter Aortic Valve (TAV)\n\n>\n\nEnVeo R Delivery Catheter System (DCS) with EnVeo R InLine Sheath\n\n>\n\nEnVeo R Loading System (LS)', 'Treatment of Aortic Stenosis with Medtronic CoreValve Evolut R 34R TAVR System.\n\n>\n\n>\n\nCoreValve Evolut 34R TAVR system: The CoreValve Evolut 34R System is a transcatheter aortic valve implantation system comprised of the following three components:\n\nEvolut 34R Transcatheter Aortic Valve (TAV)\n\n>\n\nEnVeo R Delivery Catheter System (DCS) with EnVeo R InLine Sheath\n\n>\n\nEnVeo R Loading System (LS)', 'Treatment of Aortic Stenosis with Medtronic CoreValve Evolut R 34R TAVR System.\n\n>\n\n>\n\nCoreValve Evolut 34R TAVR system: The CoreValve Evolut 34R System is a transcatheter aortic valve implantation system comprised of the following three components:\n\nEvolut 34R Transcatheter Aortic Valve (TAV)\n\n>\n\nEnVeo R Delivery Catheter System (DCS) with EnVeo R InLine Sheath\n\n>\n\nEnVeo R Loading System (LS)', 'Treatment of Aortic Stenosis with Medtronic CoreValve Evolut R 34R TAVR System.\n\n>\n\n>\n\nCoreValve Evolut 34R TAVR system: The CoreValve Evolut 34R System is a transcatheter aortic valve implantation system comprised of the following three components:\n\nEvolut 34R Transcatheter Aortic Valve (TAV)\n\n>\n\nEnVeo R Delivery Catheter System (DCS) with EnVeo R InLine Sheath\n\n>\n\nEnVeo R Loading System (LS)', 'Treatment of Aortic Stenosis with Medtronic CoreValve Evolut R 34R TAVR System.\n\n>\n\n>\n\nCoreValve Evolut 34R TAVR system: The CoreValve Evolut 34R System is a transcatheter aortic valve implantation system comprised of the following three components:\n\nEvolut 34R Transcatheter Aortic Valve (TAV)\n\n>\n\nEnVeo R Delivery Catheter System (DCS) with EnVeo R InLine Sheath\n\n>\n\nEnVeo R Loading System (LS)', 'Treatment of Aortic Stenosis with Medtronic CoreValve Evolut R 34R TAVR System.\n\n>\n\n>\n\nCoreValve Evolut 34R TAVR system: The CoreValve Evolut 34R System is a transcatheter aortic valve implantation system comprised of the following three components:\n\nEvolut 34R Transcatheter Aortic Valve (TAV)\n\n>\n\nEnVeo R Delivery Catheter System (DCS) with EnVeo R InLine Sheath\n\n>\n\nEnVeo R Loading System (LS)', 'Treatment of Aortic Stenosis with Medtronic CoreValve Evolut R 34R TAVR System.\n\n>\n\n>\n\nCoreValve Evolut 34R TAVR system: The CoreValve Evolut 34R System is a transcatheter aortic valve implantation system comprised of the following three components:\n\nEvolut 34R Transcatheter Aortic Valve (TAV)\n\n>\n\nEnVeo R Delivery Catheter System (DCS) with EnVeo R InLine Sheath\n\n>\n\nEnVeo R Loading System (LS)']","['11.2', '6.1', '89.2', '100.0', '14.7', '11.4', '11.4', '6.1', '6.1', '6.1', '34.3']","['CoreValve Evolut 34R TAVR System', 'CoreValve Evolut 34R TAVR System', 'CoreValve Evolut 34R TAVR System', 'CoreValve Evolut 34R TAVR System', 'CoreValve Evolut 34R TAVR System', 'CoreValve Evolut 34R TAVR System', 'CoreValve Evolut 34R TAVR System', 'CoreValve Evolut 34R TAVR System', 'CoreValve Evolut 34R TAVR System', 'CoreValve Evolut 34R TAVR System', 'CoreValve Evolut 34R TAVR System', 'CoreValve Evolut 34R TAVR System', 'CoreValve Evolut 34R TAVR System', 'CoreValve Evolut 34R TAVR System', 'CoreValve Evolut 34R TAVR System']",[],[],[],"['Percentage of participants with all-cause mortality at 30 days', 'Percentage of participants with disabling stroke (VARC-II definitions) at 30 days', 'Device Success defined as:\n\nAbsence of procedural mortality, AND\nCorrect positioning of a single prosthetic heart valve into the proper anatomical location, AND\nIntended performance of the prosthetic heart valve, defined as the absence of patient prosthesis-mismatch and mean gradient < 20 mmHg (or peak velocity < 3 m/sec), AND\nAbsence of moderate or severe prosthetic valve regurgitation', 'The percentage of subjects with no more than mild prosthetic regurgitation at early post procedure echocardiogram as assessed by echo core laboratory', 'VARC II composite safety endpoint includes the following components:\n\nAll-cause mortality\nAll stroke (disabling and non-disabling)\nLife-threatening bleeding\nAcute kidney injury: stage 2 or 3 (including renal replacement therapy).\nCoronary artery obstruction requiring intervention.\nMajor vascular complication.\nValve-related dysfunction requiring repeat procedure (BAV, TAVR, or SAVR)', 'Percentage of participants with life threatening or disabling bleeding - see VARC-2 definitions for classification details', 'Percentage of participants with Major vascular complication - see VARC-2 definitions for additional details', 'Percentage of participants with Acute Kidney Injury: Stage 2 or 3 - see VARC-2 definitions for additional details', 'Percentage of participants with coronary artery obstruction - see VARC-2 definitions for additional details', 'Percentage of subjects with valve-related dysfunction requiring repeat procedure - see VARC-2 definitions for additional details', 'Percentage of subjects with new permanent pacemaker implant at 30 days.', 'Successful resheathing is defined as Evolut R TAV (including frame) was resheathed into the capsule of the delivery cathether to the desired amount intended, as verified by fluoroscopy.\n\nSuccessful recapture is defined as the entire Evolut R TAV (including frame) is resheathed into the capsule of the delivery catheter until there is no gap between the capsule and the tip, as verified by fluoroscopy.', 'Mean gradient (mmHg) as measured by transthoracic echocardiogram and assessed by echo core laboratory', 'Aortic valve area as measured by transthoracic echocardiogram and assessed by echo core laboratory', 'Total prosthetic regurgitation (none/trace) as measured by transthoracic echocardiogram and assessed by echo core laboratory']","['95% Confidence Interval', '95% Confidence Interval', '95% Confidence Interval', '95% Confidence Interval', '95% Confidence Interval', '95% Confidence Interval', '95% Confidence Interval', '95% Confidence Interval', '95% Confidence Interval', '95% Confidence Interval', '95% Confidence Interval', 'Standard Deviation', 'Standard Deviation']","['Number', 'Number', 'Number', 'Number', 'Number', 'Number', 'Number', 'Number', 'Number', 'Number', 'Number', 'Number', 'Mean', 'Mean', 'Number']","['Subjects with pre-existing pacemaker or internal cardiac defibrillator were excluded from analysis.', 'Success could only be analyzed in subjects where the resheath/recapture feature was used.', 'Only participants with echo could be analyzed.', 'Only participants with echo could be analyzed.', 'Only participants with echo could be analyzed.']","['Posted', 'Posted', 'Posted', 'Posted', 'Posted', 'Posted', 'Posted', 'Posted', 'Posted', 'Posted', 'Posted', 'Posted', 'Posted', 'Posted', 'Posted']","['30 Days', '30 Days', '24 hours to 7 days post implantation', '24 hours to 7 days post implantation', '30 days post-implantation', '30 days post-implantation', '30 days', '30 days', '30 days', '30 days', '30 days', 'Implant procedure', 'Baseline, 30 days, and 6 months', 'Baseline, 30 Days, and 6 Months', '30 days and 6 months']","['Percentage of Participants With All-cause Mortality', 'Percentage of Participants With Stroke (Disabling)', 'Device Success Rate', 'The Percentage of Subjects With no More Than Mild Prosthetic Regurgitation at Early Post Procedure Echocardiogram', 'Percentage of Participants With VARC II Combined Safety Endpoint Event at 30 Days', 'Percentage of Participants With Life Threatening or Disabling Bleeding', 'Percentage of Participants With Major Vascular Complication', 'Percentage of Participants With Acute Kidney Injury: Stage 2 or 3', 'Percentage of Participants With Coronary Artery Obstruction', 'Percentage of Subjects With Valve-related Dysfunction Requiring Repeat Procedure', 'Percentage of Subjects With Permanent Pacemaker Implant at 30 Days', 'Percentage of Resheath and Recapture Success', 'Hemodynamic Performance Metrics - Mean Gradient', 'Hemodynamic Performance Metrics- Aortic Valve Area', 'Hemodynamic Performance Metrics - Total Prosthetic Regurgitation Graded as None/Trace']","['Primary', 'Primary', 'Primary', 'Primary', 'Secondary', 'Secondary', 'Secondary', 'Secondary', 'Secondary', 'Secondary', 'Secondary', 'Secondary', 'Secondary', 'Secondary', 'Secondary']",[],"['percentage of participants', 'percentage of participants', 'percentage of participants', 'percentage of participants', 'percentage of participants', 'percentage of participants', 'percentage of participants', 'percentage of participants', 'percentage of participants', 'percentage of participants', 'percentage of participants', 'percentage of participants', 'mmHg', 'cm2', 'percentage of participants']",[],"['OG000', 'OG000', 'OG000', 'OG000', 'OG000', 'OG000', 'OG000', 'OG000', 'OG000', 'OG000', 'OG000', 'OG000', 'OG000', 'OG000', 'OG000', 'OG000', 'OG000', 'OG000', 'OG000', 'OG000']"
0,101,['NCT00328380'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
0,102,['NCT04552535'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
0,103,['NCT03293875'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
0,104,['NCT01235260'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
0,105,['NCT03390660'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
0,106,['NCT00837499'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
0,107,['NCT01629537'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
0,108,['NCT00351741'],"['Participants', 'Participants', 'Participants', 'Participants', 'Participants', 'Participants', 'Participants']","['Intervention with high frequency percussive ventilation', 'Low-tidal volume ventilation', 'Intervention with high frequency percussive ventilation', 'Low-tidal volume ventilation', 'Intervention with high frequency percussive ventilation', 'Low-tidal volume ventilation', 'Intervention with high frequency percussive ventilation', 'Low-tidal volume ventilation', 'Intervention with high frequency percussive ventilation', 'Low-tidal volume ventilation', 'Intervention with high frequency percussive ventilation', 'Low-tidal volume ventilation', 'Intervention with high frequency percussive ventilation', 'Low-tidal volume ventilation']",[],"['High Frequency', 'Conventional', 'High Frequency', 'Conventional', 'High Frequency', 'Conventional', 'High Frequency', 'Conventional', 'High Frequency', 'Conventional', 'High Frequency', 'Conventional', 'High Frequency', 'Conventional']",[],[],[],"['The primary end point was ventilator-free days in the first 28 days, defined as the number of days after randomization from day 0 to day 28 alive without ventilator assistance for at least 48 consecutive hrs.', 'days free from nonpulmonary organ failure as adapted from the ARDSnet study in the first 28 days.', 'In-hospital death.', 'Those who develop both clinical and microscopic evidence of pulmonary infection while on the ventilator.', 'Subjects who did not meet predetermined oxygenation and ventilation goals on the study mode despite ventilator- specific optimization were switched to a rescue mode of ventilation.', 'Defined as a new pneumothorax, pneumomediastinum, subcutaneous emphysema, interstitial emphysema, or pneumatocele >2 cm in diameter not associated with a vascular procedure, lung biopsy, or thoracentesis.', 'Defined as carinal or mainstem airway friability and sloughing with associated bleeding. Only diagnosed after the patient had spent at least 7 days on the assigned ventilator mode and had not been diagnosed with inhalation injury on admission']","['Standard Deviation', 'Standard Deviation']","['Mean', 'Mean', 'Number', 'Number', 'Number', 'Number', 'Number']",[],"['Posted', 'Posted', 'Posted', 'Posted', 'Posted', 'Posted', 'Posted']","['28 days', '28', 'during hospitalization', '28 days', '28 days', '28 days', 'checked daily']","['Ventilator-free Days During the First 28 Days', 'Days Free From Nonpulmonary Organ Failure', 'Death', 'Ventilator Associated Pneumonia', 'Need for Rescue Ventilator', 'Barotrauma', 'Ventilator Associated Tracheobronchitis (VATB)']","['Primary', 'Secondary', 'Secondary', 'Secondary', 'Secondary', 'Secondary', 'Secondary']",[],"['Days', 'Days', 'Participants', 'Participants', 'Participants', 'Participants', 'Participants']",[],"['OG000', 'OG001', 'OG000', 'OG001', 'OG000', 'OG001', 'OG000', 'OG001', 'OG000', 'OG001', 'OG000', 'OG001', 'OG000', 'OG001']"
0,109,['NCT01965561'],"['Participants', 'Participants']","['Use of Combat Ready Clamp (CRoC)', 'Use of Abdominal Aortic and Junctional Tourniquet (AAJT)', 'Use of Junctional Emergency Treatment Tool (JETT)', 'SAM Junctional Tourniquet (SJT)', 'Use of Combat Ready Clamp (CRoC)', 'Use of Abdominal Aortic and Junctional Tourniquet (AAJT)', 'Use of Junctional Emergency Treatment Tool (JETT)', 'SAM Junctional Tourniquet (SJT)']",[],"['CRoC', 'AAJT', 'JETT', 'SJT Tourniquet', 'CRoC', 'AAJT', 'JETT', 'SJT Tourniquet']",[],[],[],"['Percentage of participants whose distal pulse ceased within 1 minute of junctional tourniquet application.', 'Pain during tourniquet application as measured on a visual analog scale (VAS). The pain scale was a 100-mm-long line on a piece of paper. The subject made a cross mark on the line, which went from the left limit (0 mm) at no pain to the right limit (100 mm) at very severe pain.']",['Standard Deviation'],"['Number', 'Mean']",[],"['Posted', 'Posted']","['1 min', '1 minute']","['Effectiveness at Stopping Distal Pulse', 'Pain During Tourniquet Application']","['Primary', 'Secondary']",[],"['percentage of participants', 'mm on VAS']",[],"['OG000', 'OG001', 'OG002', 'OG003', 'OG000', 'OG001', 'OG002', 'OG003']"
0,110,['NCT01927835'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
0,111,['NCT01704235'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
0,112,['NCT01306266'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
0,113,['NCT00796315'],"['Participants', 'Participants']","['Ages 2-5 years. Subjects received a dose of either 3.125 or 4.17 mg Doxylamine Succinate USP (exact dose dependent upon body weight)', 'Ages 6-11 years. Subjects received a dose of 4.17 or 6.25 or 8.33 or 10.42 mg Doxylamine Succinate USP (exact dose dependent upon body weight). Note: One subject (age group 6-11) was unable to meet protocol criteria (spit out a portion of his dosage) and was discontinued.', 'Ages 12-17 years. All subjects received a dose of 12.5 mg Doxylamine Succinate USP', 'Ages 2-5 years. Doxylamine Succinate USP', 'Ages 6-11 years. Doxylamine Succinate USP', 'Ages 12-17 years. Doxylamine Succinate USP']",[],"['Subjects Aged 2-5 Years', 'Subjects Aged 6-11 Years', 'Subjects Aged 12-17 Years', 'Subjects Aged 2-5 Years', 'Subjects Aged 6-11 Years', 'Subjects Aged 12-17 Years']",[],[],[],"['Area under the time-concentration curve for Doxylamine from 0 to 72 hours post-dose plus an extrapolated area from 72 hours to infinity.', 'Maximum concentration of Doxylamine from 0 to 72 hours post-dose']","['Geometric Coefficient of Variation', 'Geometric Coefficient of Variation']","['Geometric Mean', 'Geometric Mean']",[],"['Posted', 'Posted']","['72 Hours', '72 Hours']","['AUC of Doxylamine', 'Cmax of Doxylamine']","['Primary', 'Primary']",[],"['ng*h/mL', 'ng/mL']",[],"['OG000', 'OG001', 'OG002', 'OG000', 'OG001', 'OG002']"
0,114,['NCT00005463'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
0,115,['NCT03382418'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
0,116,['NCT00054743'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
0,117,['NCT00730964'],"['Participants', 'Participants']","['Open Label with 1039 subjects that received Optison to evaluate the safety of the product.', 'Open Label with 1039 subjects that received Optison to evaluate the safety of the product']",[],"['Arm 1 - Optison', 'Arm 1 - Optison']",[],[],[],"['A Serious Adverse Reaction or (SAR) is considered causally related to the Optison product administered by the investigator. This reaction, should it occur, will be counted as a serious adverse reaction.', 'The frequency of any serious adverse event (SAE) whether it is related to the Optison product or not, after the administration of the Optison product during contrast enhanced echocardiography.']",[],"['Number', 'Number']",[],"['Posted', 'Posted']","['Within 24 hours post contrast administration', 'Within 24 hours post contrast administration']","[""The Frequency of Serious Adverse Reactions (SAR)'s Among Subjects Who Receive Optison (Causally Related to the Product)During Contrast Enhanced Echocardiography in Routine Clinical Practice."", ""The Frequency of Overall Serious Adverse Events (SAE's) Among Subjects Who Receive Optison (Whether Related to the Product or Not) During Contrast Enhanced Echocardiography in Routine Clinical Practice.""]","['Primary', 'Secondary']",[],"['Serious Adverse Reactions', 'Serious adverse events']",[],"['OG000', 'OG000']"
0,118,['NCT02886689'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
0,119,['NCT00005455'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
0,120,['NCT01150695'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
0,121,['NCT00245076'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
0,122,['NCT00935623'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
0,123,['NCT03688126'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
0,124,['NCT02053506'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
0,125,['NCT03933215'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
0,126,['NCT03933202'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
0,127,['NCT00005171'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
0,128,['NCT01256164'],"['Participants', 'Participants', 'Participants', 'Participants', 'Participants']","['After identification of a Target Bleeding Site (TBS), topical Fibrocaps powder will be applied using the Fibrospray device for general surgeries; and either the Fibrospray device or direct application for spinal and vascular surgeries, followed by application of Gelfoam and manual pressure with sterile gauze.', 'Treatment will be Gelfoam followed by manual pressure with sterile gauze. If hemostasis has not been achieved within 10 minutes of the Start Time,the subject will be considered a treatment failure and the surgeon will implement additional hemostatic measures.', 'After identification of a Target Bleeding Site (TBS), topical Fibrocaps powder will be applied using the Fibrospray device for general surgeries; and either the Fibrospray device or direct application for spinal and vascular surgeries, followed by application of Gelfoam and manual pressure with sterile gauze.', 'Treatment will be Gelfoam followed by manual pressure with sterile gauze. If hemostasis has not been achieved within 10 minutes of the Start Time,the subject will be considered a treatment failure and the surgeon will implement additional hemostatic measures.', 'After identification of a Target Bleeding Site (TBS), topical Fibrocaps powder will be applied using the Fibrospray device for general surgeries; and either the Fibrospray device or direct application for spinal and vascular surgeries, followed by application of Gelfoam and manual pressure with sterile gauze.', 'Treatment will be Gelfoam followed by manual pressure with sterile gauze. If hemostasis has not been achieved within 10 minutes of the Start Time,the subject will be considered a treatment failure and the surgeon will implement additional hemostatic measures.', 'After identification of a Target Bleeding Site (TBS), topical Fibrocaps powder will be applied using the Fibrospray device for general surgeries; and either the Fibrospray device or direct application for spinal and vascular surgeries, followed by application of Gelfoam and manual pressure with sterile gauze.', 'Treatment will be Gelfoam followed by manual pressure with sterile gauze. If hemostasis has not been achieved within 10 minutes of the Start Time,the subject will be considered a treatment failure and the surgeon will implement additional hemostatic measures.', 'After identification of a Target Bleeding Site (TBS), topical Fibrocaps powder will be applied using the Fibrospray device for general surgeries; and either the Fibrospray device or direct application for spinal and vascular surgeries, followed by application of Gelfoam and manual pressure with sterile gauze.', 'Treatment will be Gelfoam followed by manual pressure with sterile gauze. If hemostasis has not been achieved within 10 minutes of the Start Time,the subject will be considered a treatment failure and the surgeon will implement additional hemostatic measures.']",[],"['Fibrocaps + Gelfoam', 'Gelfoam', 'Fibrocaps + Gelfoam', 'Gelfoam', 'Fibrocaps + Gelfoam', 'Gelfoam', 'Fibrocaps + Gelfoam', 'Gelfoam', 'Fibrocaps + Gelfoam', 'Gelfoam']",[],[],[],"['Time to hemostasis recorded from the first application of study treatment until cessation of bleeding', 'Number of participants with Adverse events and clinically-significant changes/findings on labs and physical examination as well as incidence of re-operation for bleeding at the TBS']",['Standard Deviation'],"['Mean', 'Number', 'Number', 'Number', 'Number']","['All subjects treated with a time to hemostasis were included in the analysis', 'All subjects treated were analyzed for safety.']","['Posted', 'Posted', 'Posted', 'Posted', 'Posted']","['0-10 minutes', '28 Days', '3 minutes', '5 minutes', '10 minutes']","['Mean Time to Hemostasis (TTH)', 'Safety', 'Number of Subjects Achieving Hemostasis at 3 Minutes', 'Number of Participants Achieving Hemostasis at 5 Minutes', 'Number of Patients Achieving Hemostasis at 10 Minutes']","['Primary', 'Secondary', 'Secondary', 'Secondary', 'Secondary']",[],"['minutes', 'participants', 'participants', 'participants', 'participants']",[],"['OG000', 'OG001', 'OG000', 'OG001', 'OG000', 'OG001', 'OG000', 'OG001', 'OG000', 'OG001']"
0,129,['NCT03631472'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
0,130,['NCT03699709'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
0,131,['NCT00237263'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
