,Rank,NCTId,SecondaryId,StdAge,SecondaryIdLink,SecondaryIdType,SecondaryOutcomeDescription,SecondaryOutcomeMeasure,SecondaryOutcomeTimeFrame,SeeAlsoLinkLabel,SeeAlsoLinkURL,SeriousEventAssessmentType,SeriousEventNotes,SeriousEventOrganSystem,SeriousEventSourceVocabulary,SeriousEventStatsGroupId,SeriousEventStatsNumAffected,SeriousEventStatsNumAtRisk,SeriousEventStatsNumEvents,SeriousEventTerm,StartDate
0,97,['NCT02569632'],[],"['Adult', 'Older Adult']",[],[],"['Determine the percentage of recombinant anti-FHbp Fabs isolated from B cells of each subject that react with 3 FHbp amino acid sequence variants representative of FHbp variant groups 1, 2 and 3']",['Antibody repertoire to FHbp'],['1 year'],[],[],[],[],[],[],[],[],[],[],[],['January 2015']
0,98,['NCT02069925'],['1R01MH103831-01'],"['Child', 'Adult']",['https://projectreporter.nih.gov/reporterapi.cfm?PROJECTNUM=1R01MH103831-01&Fy=all'],['U.S. NIH Grant/Contract'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],"['February 1, 2014']"
0,99,['NCT03433131'],[],"['Adult', 'Older Adult']",[],[],[],[],[],['Program website to provide information to both prosective patients and physicians'],['http://thepeacenarcolepsyprogram.com'],[],[],[],[],[],[],[],[],[],[]
0,100,['NCT02746809'],[],"['Child', 'Adult', 'Older Adult']",[],[],"['VARC II composite safety endpoint includes the following components:\n\nAll-cause mortality\nAll stroke (disabling and non-disabling)\nLife-threatening bleeding\nAcute kidney injury: stage 2 or 3 (including renal replacement therapy).\nCoronary artery obstruction requiring intervention.\nMajor vascular complication.\nValve-related dysfunction requiring repeat procedure (BAV, TAVR, or SAVR)', 'Percentage of participants with life threatening or disabling bleeding - see VARC-2 definitions for classification details', 'Percentage of participants with Major vascular complication - see VARC-2 definitions for additional details', 'Percentage of participants with Acute Kidney Injury: Stage 2 or 3 - see VARC-2 definitions for additional details', 'Percentage of participants with coronary artery obstruction - see VARC-2 definitions for additional details', 'Percentage of subjects with valve-related dysfunction requiring repeat procedure - see VARC-2 definitions for additional details', 'Percentage of subjects with new permanent pacemaker implant at 30 days.', 'Successful resheathing is defined as Evolut R TAV (including frame) was resheathed into the capsule of the delivery cathether to the desired amount intended, as verified by fluoroscopy.\n\nSuccessful recapture is defined as the entire Evolut R TAV (including frame) is resheathed into the capsule of the delivery catheter until there is no gap between the capsule and the tip, as verified by fluoroscopy.', 'Mean gradient (mmHg) as measured by transthoracic echocardiogram and assessed by echo core laboratory', 'Aortic valve area as measured by transthoracic echocardiogram and assessed by echo core laboratory', 'Total prosthetic regurgitation (none/trace) as measured by transthoracic echocardiogram and assessed by echo core laboratory']","['Percentage of Participants With VARC II Combined Safety Endpoint Event at 30 Days', 'Percentage of Participants With Life Threatening or Disabling Bleeding', 'Percentage of Participants With Major Vascular Complication', 'Percentage of Participants With Acute Kidney Injury: Stage 2 or 3', 'Percentage of Participants With Coronary Artery Obstruction', 'Percentage of Subjects With Valve-related Dysfunction Requiring Repeat Procedure', 'Percentage of Subjects With Permanent Pacemaker Implant at 30 Days', 'Percentage of Resheath and Recapture Success', 'Hemodynamic Performance Metrics - Mean Gradient', 'Hemodynamic Performance Metrics- Aortic Valve Area', 'Hemodynamic Performance Metrics - Total Prosthetic Regurgitation Graded as None/Trace']","['30 days post-implantation', '30 days post-implantation', '30 days', '30 days', '30 days', '30 days', '30 days', 'Implant procedure', 'Baseline, 30 days, and 6 months', 'Baseline, 30 Days, and 6 Months', '30 days and 6 months']",[],[],"['Systematic Assessment', 'Systematic Assessment', 'Systematic Assessment', 'Systematic Assessment', 'Systematic Assessment', 'Systematic Assessment', 'Systematic Assessment', 'Systematic Assessment', 'Systematic Assessment', 'Systematic Assessment', 'Systematic Assessment', 'Systematic Assessment', 'Systematic Assessment', 'Systematic Assessment', 'Systematic Assessment', 'Systematic Assessment', 'Systematic Assessment', 'Systematic Assessment', 'Systematic Assessment', 'Systematic Assessment', 'Systematic Assessment', 'Systematic Assessment', 'Systematic Assessment', 'Systematic Assessment', 'Systematic Assessment', 'Systematic Assessment', 'Systematic Assessment', 'Systematic Assessment', 'Systematic Assessment', 'Systematic Assessment', 'Systematic Assessment', 'Systematic Assessment', 'Systematic Assessment', 'Systematic Assessment', 'Systematic Assessment', 'Systematic Assessment', 'Systematic Assessment', 'Systematic Assessment', 'Systematic Assessment', 'Systematic Assessment', 'Systematic Assessment', 'Systematic Assessment', 'Systematic Assessment', 'Systematic Assessment', 'Systematic Assessment', 'Systematic Assessment', 'Systematic Assessment', 'Systematic Assessment', 'Systematic Assessment', 'Systematic Assessment', 'Systematic Assessment', 'Systematic Assessment', 'Systematic Assessment', 'Systematic Assessment', 'Systematic Assessment', 'Systematic Assessment']",[],"['Blood and lymphatic system disorders', 'Blood and lymphatic system disorders', 'Cardiac disorders', 'Cardiac disorders', 'Cardiac disorders', 'Cardiac disorders', 'Cardiac disorders', 'Cardiac disorders', 'Cardiac disorders', 'Cardiac disorders', 'Cardiac disorders', 'Cardiac disorders', 'Cardiac disorders', 'Cardiac disorders', 'Cardiac disorders', 'Cardiac disorders', 'Cardiac disorders', 'Eye disorders', 'Gastrointestinal disorders', 'General disorders', 'General disorders', 'General disorders', 'General disorders', 'Infections and infestations', 'Infections and infestations', 'Infections and infestations', 'Infections and infestations', 'Injury, poisoning and procedural complications', 'Injury, poisoning and procedural complications', 'Injury, poisoning and procedural complications', 'Injury, poisoning and procedural complications', 'Metabolism and nutrition disorders', 'Metabolism and nutrition disorders', 'Metabolism and nutrition disorders', 'Musculoskeletal and connective tissue disorders', 'Neoplasms benign, malignant and unspecified (incl cysts and polyps)', 'Nervous system disorders', 'Nervous system disorders', 'Nervous system disorders', 'Nervous system disorders', 'Nervous system disorders', 'Psychiatric disorders', 'Renal and urinary disorders', 'Renal and urinary disorders', 'Renal and urinary disorders', 'Respiratory, thoracic and mediastinal disorders', 'Respiratory, thoracic and mediastinal disorders', 'Respiratory, thoracic and mediastinal disorders', 'Respiratory, thoracic and mediastinal disorders', 'Respiratory, thoracic and mediastinal disorders', 'Respiratory, thoracic and mediastinal disorders', 'Vascular disorders', 'Vascular disorders', 'Vascular disorders', 'Vascular disorders', 'Vascular disorders']","['MedDRA 10.0', 'MedDRA 10.0', 'MedDRA 10.0', 'MedDRA 10.0', 'MedDRA 10.0', 'MedDRA 10.0', 'MedDRA 10.0', 'MedDRA 10.0', 'MedDRA 10.0', 'MedDRA 10.0', 'MedDRA 10.0', 'MedDRA 10.0', 'MedDRA 10.0', 'MedDRA 10.0', 'MedDRA 10.0', 'MedDRA 10.0', 'MedDRA 10.0', 'MedDRA 10.0', 'MedDRA 10.0', 'MedDRA 10.0', 'MedDRA 10.0', 'MedDRA 10.0', 'MedDRA 10.0', 'MedDRA 10.0', 'MedDRA 10.0', 'MedDRA 10.0', 'MedDRA 10.0', 'MedDRA 10.0', 'MedDRA 10.0', 'MedDRA 10.0', 'MedDRA 10.0', 'MedDRA 10.0', 'MedDRA 10.0', 'MedDRA 10.0', 'MedDRA 10.0', 'MedDRA 10.0', 'MedDRA 10.0', 'MedDRA 10.0', 'MedDRA 10.0', 'MedDRA 10.0', 'MedDRA 10.0', 'MedDRA 10.0', 'MedDRA 10.0', 'MedDRA 10.0', 'MedDRA 10.0', 'MedDRA 10.0', 'MedDRA 10.0', 'MedDRA 10.0', 'MedDRA 10.0', 'MedDRA 10.0', 'MedDRA 10.0', 'MedDRA 10.0', 'MedDRA 10.0', 'MedDRA 10.0', 'MedDRA 10.0', 'MedDRA 10.0']","['EG000', 'EG000', 'EG000', 'EG000', 'EG000', 'EG000', 'EG000', 'EG000', 'EG000', 'EG000', 'EG000', 'EG000', 'EG000', 'EG000', 'EG000', 'EG000', 'EG000', 'EG000', 'EG000', 'EG000', 'EG000', 'EG000', 'EG000', 'EG000', 'EG000', 'EG000', 'EG000', 'EG000', 'EG000', 'EG000', 'EG000', 'EG000', 'EG000', 'EG000', 'EG000', 'EG000', 'EG000', 'EG000', 'EG000', 'EG000', 'EG000', 'EG000', 'EG000', 'EG000', 'EG000', 'EG000', 'EG000', 'EG000', 'EG000', 'EG000', 'EG000', 'EG000', 'EG000', 'EG000', 'EG000', 'EG000']","['2', '1', '1', '1', '8', '1', '1', '2', '1', '2', '1', '1', '1', '1', '1', '1', '2', '1', '1', '2', '1', '1', '1', '2', '4', '1', '1', '1', '1', '1', '1', '1', '1', '1', '2', '1', '1', '1', '1', '2', '1', '1', '1', '1', '4', '1', '1', '2', '1', '2', '1', '3', '1', '2', '2', '1']","['60', '60', '60', '60', '60', '60', '60', '60', '60', '60', '60', '60', '60', '60', '60', '60', '60', '60', '60', '60', '60', '60', '60', '60', '60', '60', '60', '60', '60', '60', '60', '60', '60', '60', '60', '60', '60', '60', '60', '60', '60', '60', '60', '60', '60', '60', '60', '60', '60', '60', '60', '60', '60', '60', '60', '60']","['2', '1', '1', '1', '8', '1', '1', '2', '1', '3', '1', '1', '1', '1', '1', '1', '2', '1', '1', '2', '1', '1', '1', '2', '4', '1', '1', '1', '1', '1', '1', '1', '1', '1', '2', '1', '1', '1', '1', '2', '1', '1', '1', '1', '4', '1', '1', '2', '1', '2', '1', '3', '1', '2', '2', '1']","['Anaemia', 'Coagulopathy', 'Acute Myocardial Infarction', 'Atrioventricular Block', 'Atrioventricular Block Complete', 'Atrioventricular Block First Degree', 'Bundle Branch Block Left', 'Cardiac Arrest', 'Cardiac Failure Acute', 'Cardiac Failure Congestive', 'Cardio-Respiratory Arrest', 'Cardiogenic Shock', 'Conduction Disorder', 'Nodal Rhythm', 'Pulseless Electrical Activity', 'Supraventricular Tachycardia', 'Ventricular Tachycardia', 'Vision Blurred', 'Rectal Haemorrhage', 'Chest Pain', 'Device Embolisation', 'Generalised Oedema', 'Pyrexia', 'Bronchitis', 'Pneumonia', 'Sepsis', 'Viral Infection', 'Arterial Injury', 'Compression Fracture', 'Concussion', 'Hip Fracture', 'Hyperglycaemia', 'Hypomagnesaemia', 'Malnutrition', 'Rhabdomyolysis', 'Lung Neoplasm Malignant', 'Cerebrovascular Accident', 'Dizziness', 'Hypoxic-Ischaemic Encephalopathy', 'Syncope', 'Transient Ischaemic Attack', 'Confusional State', 'Glomerulonephritis Membranous', 'Haematuria', 'Urinary Retention', 'Acute Respiratory Failure', 'Bronchiectasis', 'Pleural Effusion', 'Pulmonary Embolism', 'Pulmonary Oedema', 'Respiratory Failure', 'Deep Vein Thrombosis', 'Femoral Artery Dissection', 'Hypertension', 'Hypotension', 'Peripheral Ischaemia']",['June 2016']
0,101,['NCT00328380'],[],"['Adult', 'Older Adult']",[],[],[],['A secondary endpoints of this study include assessment of the differences between the 2 treatment groups based upon the proportion of subjects with TD during the 14-day Treatment Period.'],[],[],[],[],[],[],[],[],[],[],[],[],['December 2005']
0,102,['NCT04552535'],[],"['Adult', 'Older Adult']",[],[],[],[],[],['Related Info'],['http://www.mystudywindow.com'],[],[],[],[],[],[],[],[],[],"['May 8, 2020']"
0,103,['NCT03293875'],[],"['Adult', 'Older Adult']",[],[],"['strength of intentions to reduce HIV risk behaviors', 'perception of risk of contracting HIV', 'frequency with which participants engaged in HIV preventative behaviors', 'the extent to which participant has engaged in conversations with members of the social network about engaging in behaviors to prevent HIV']","['HIV risk reduction behavioral intentions (questionnaire)', 'HIV-related vulnerability beliefs (questionnaire)', 'HIV risk reduction skills (questionnaire)', 'HIV risk network (questionnaire)']","['six and twelve months after the roll-out of the intervention components', 'six and twelve months after the roll-out of the intervention components', 'six and twelve months after the roll-out of the intervention components', 'six and twelve months after the roll-out of the intervention components']",[],[],[],[],[],[],[],[],[],[],[],['August 2016']
0,104,['NCT01235260'],['REGRANEX-EPI-02'],"['Child', 'Adult', 'Older Adult']",[],['Other Identifier'],[],['The number of becaplermin doses associated with risk of incident cancer and/or cancer death.'],"['From the date of the first becaplermin dispensing beginning October 1, 1999 until the earliest of September 30, 2007, outcome identification, or death.']",[],[],[],[],[],[],[],[],[],[],[],['March 2010']
0,105,['NCT03390660'],[],['Child'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],"['January 1, 1999']"
0,106,['NCT00837499'],['3P50CA116199-02S1'],"['Adult', 'Older Adult']",['https://projectreporter.nih.gov/reporterapi.cfm?PROJECTNUM=3P50CA116199-02S1&Fy=all'],['U.S. NIH Grant/Contract'],[],['Expression of a breast tumor phenotype marker (expressed versus not expressed)'],['5 Years'],['University of Texas MD Anderson Cancer Center Website'],['http://www.mdanderson.org'],[],[],[],[],[],[],[],[],[],"['January 1, 2007']"
0,107,['NCT01629537'],[],"['Adult', 'Older Adult']",[],[],"['The PCL is a 17-item self-report measure of the 17 DSM-IV symptoms of PTSD. It is used to screen and diagnose individuals for PTSD, as well as monitoring symptom change during and after treatment. To be compared to the 1 week pre baseline measures at enrollment', 'The PHQ-9 is the nine item depression scale of the Patient Health Questionnaire. The PHQ-9 is a powerful tool for assisting primary care clinicians in diagnosing depression as well as selecting and monitoring treatment. To be compared to the 1 week pre baseline measures at enrollment', ""A 21-question multiple-choice self-report inventory that is used for measuring the severity of an individual's anxiety. To be compared to the 1 week pre baseline measures at enrollment"", 'Assesses disability in work/school activities, family relationships, and social functioning, and it evaluates the functional impact of psychiatric disorders. To be compared to the 1 week pre baseline measures at enrollment', 'To be compared to the 1 week pre baseline measures at enrollment', ""Computer-based assessments of cognitive domains including attention, concentration, reaction time, memory, processing speed, and decision-making. Evaluate changes in an individual's cognitive status over time. To be compared to the 1 week pre baseline measures at enrollment.""]","['PTSD Checklist Military Version (PCL-M)', 'The Patient Health Questionnaire 9 (PHQ-9)', 'Beck Anxiety Inventory (BAI)', 'Sheehan Disability Scale (SDS)', 'Behavioral Reactivity Test (BRT)', 'Automated Neuropsychological Assessment Metric (ANAM)']","['1 week', '1 week', '1 week', '1 week', '1 week', '1 week']",[],[],[],[],[],[],[],[],[],[],[],['June 2011']
0,108,['NCT00351741'],[],"['Adult', 'Older Adult']",[],[],"['days free from nonpulmonary organ failure as adapted from the ARDSnet study in the first 28 days.', 'In-hospital death.', 'Those who develop both clinical and microscopic evidence of pulmonary infection while on the ventilator.', 'Subjects who did not meet predetermined oxygenation and ventilation goals on the study mode despite ventilator- specific optimization were switched to a rescue mode of ventilation.', 'Defined as a new pneumothorax, pneumomediastinum, subcutaneous emphysema, interstitial emphysema, or pneumatocele >2 cm in diameter not associated with a vascular procedure, lung biopsy, or thoracentesis.', 'Defined as carinal or mainstem airway friability and sloughing with associated bleeding. Only diagnosed after the patient had spent at least 7 days on the assigned ventilator mode and had not been diagnosed with inhalation injury on admission']","['Days Free From Nonpulmonary Organ Failure', 'Death', 'Ventilator Associated Pneumonia', 'Need for Rescue Ventilator', 'Barotrauma', 'Ventilator Associated Tracheobronchitis (VATB)']","['28', 'during hospitalization', '28 days', '28 days', '28 days', 'checked daily']",[],[],"['Non-systematic Assessment', 'Non-systematic Assessment']","['defined as a new pneumothorax, pneumomediastinum,subcutaneous emphysema, interstitial emphysema, or pneumatocele >2 cm in diameter not associated with a vascular procedure, lung biopsy, or thoracentesis.', 'VAP as defined by the American Thoracic Society and the Infectious Disease Society of America']","['Respiratory, thoracic and mediastinal disorders', 'Respiratory, thoracic and mediastinal disorders']",[],"['EG000', 'EG001', 'EG000', 'EG001']","['0', '4', '10', '16']","['31', '31', '31', '31']","['0', '4', '10', '16']","['Barotrauma', 'Ventilator Associtated Pneumonia']",['July 2006']
0,109,['NCT01965561'],[],['Adult'],[],[],"['Pain during tourniquet application as measured on a visual analog scale (VAS). The pain scale was a 100-mm-long line on a piece of paper. The subject made a cross mark on the line, which went from the left limit (0 mm) at no pain to the right limit (100 mm) at very severe pain.']",['Pain During Tourniquet Application'],['1 minute'],[],[],[],[],[],[],[],[],[],[],[],['October 2013']
0,110,['NCT01927835'],['11933'],['Adult'],[],['Registry Identifier'],[],"['Magnitude and breadth of HIV-specific binding antibody responses as assessed by multiplex assay', 'HIV-specific CD4+ and CD8+ T-cell response rates', 'Magnitude of HIV-specific CD4+ and CD8+ T-cell responses', 'Humoral and cellular vaccine responses to DNA prime with NYVAC+AIDSVAX B/E boosts and NYVAC prime with NYVAC+AIDSVAX B/E boosts regimens in South African women compared to South African men', 'Humoral and cellular responses to DNA prime with NYVAC+AIDSVAX B/E boosts and NYVAC prime with NYVAC+AIDSVAX B/E boosts regimens in South African women', 'Humoral and cellular responses to DNA prime with NYVAC+AIDSVAX B/E boosts and NYVAC prime with NYVAC+AIDSVAX B/E boosts in South African men', 'Humoral and cellular vaccine responses to DNA prime with NYVAC+AIDSVAX B/E boosts and NYVAC prime with NYVAC+AIDSVAX B/E boosts regimens in South African adults with low and with high BMI', 'Humoral and cellular responses to DNA prime with NYVAC+AIDSVAX B/E boosts and NYVAC prime with NYVAC+AIDSVAX B/E boosts in high BMI South African adults', 'Humoral and cellular responses to DNA prime with NYVAC+AIDSVAX B/E boosts and NYVAC prime with NYVAC+AIDSVAX B/E boosts regimens in low BMI South African adults']","['Measured 2 weeks after the second NYVAC+AIDSVAX B/E boost or final placebo injection', 'Measured 2 weeks after the second NYVAC+AIDSVAX B/E boost or final placebo injection', 'Measured 2 weeks after the second NYVAC+AIDSVAX B/E boost or final placebo injection', ""Measured through participants' last study visit at Month 12"", ""Measured through participants' last study visit at Month 12"", ""Measured through participants' last study visit at Month 12"", ""Measured through participants' last study visit at Month 12"", ""Measured through participants' last study visit at Month 12"", ""Measured through participants' last study visit at Month 12""]",[],[],[],[],[],[],[],[],[],[],[],[]
0,111,['NCT01704235'],['CPC-12122-L'],"['Adult', 'Older Adult']",[],['Other Identifier'],"[""To understand the extent of preventive care-seeking among Vietnamese American women (foreign and United States-born) and their impact on cervical cancer screening from the perspective and experiences of key informants including primary health care providers. A semi-structured interview guide will be used to assess the extent of preventive care-seeking. The interview guide includes the following topics: thoughts and experiences regarding Vietnamese American women's knowledge and beliefs about how cervical cancer develops, thoughts and experiences regarding Vietnamese American women and use of cancer screening tests such as cervical cancer screening for early detection/preventive health care, thoughts and experiences about Vietnamese American women's lack of familiarity with the term Pap smear or a Pap test, and thoughts and experiences regarding Vietnamese American women's decision and timing to seek medical care and preventive health care.""]",['The extent of preventive care-seeking'],['Duration of the study; Up to 1 year'],[],[],[],[],[],[],[],[],[],[],[],"['November 30, 2012']"
0,112,['NCT01306266'],[],['Adult'],[],[],"['proportions of subjects achieving complete headache relief at 2 hours, sustained headache relief at 24 hours, 24-hour Migraine Quality of Life score, disability 2 hours after dosing, occurrence of associated symptoms, and side effects.']",['24 hour Migraine Quality of Life score'],['24 hours'],[],[],[],[],[],[],[],[],[],[],[],['February 2011']
0,113,['NCT00796315'],[],"['Child', 'Adult']",[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],['December 2008']
0,114,['NCT00005463'],['R01HL046315'],"['Child', 'Adult', 'Older Adult']",['https://projectreporter.nih.gov/reporterapi.cfm?PROJECTNUM=R01HL046315&Fy=all'],['U.S. NIH Grant/Contract'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],['August 1991']
0,115,['NCT03382418'],['12030'],['Adult'],[],['Registry Identifier'],"['Signs/symptoms may include pain, tenderness, maximum severity of pain and/or tenderness, erythema, induration, fever, malaise/fatigue, myalgia, headache, nausea, vomiting, chills, arthralgia, maximum severity of systemic symptoms (graded using the Division of AIDS Table for Grading the Severity of Adult and Pediatric Adverse Events. Corrected Version 2.1, dated July 2017)', 'Signs/symptoms may include pain, tenderness, maximum severity of pain and/or tenderness, erythema, induration, fever, malaise/fatigue, myalgia, headache, nausea, vomiting, chills, arthralgia, maximum severity of systemic symptoms (graded using the Division of AIDS Table for Grading the Severity of Adult and Pediatric Adverse Events. Corrected Version 2.1, dated July 2017)', 'Categorized by Medical Dictionary for Regulatory Activities (MedDRA) preferred term, severity, and assessed relationship to study products (graded using the Division of AIDS Table for Grading the Severity of Adult and Pediatric Adverse Events. Corrected Version 2.1, dated July 2017)', 'Categorized by MedDRA preferred term, severity, and assessed relationship to study products (graded using the Division of AIDS Table for Grading the Severity of Adult and Pediatric Adverse Events. Corrected Version 2.1, dated July 2017)', 'Measured by the binding antibody multiplex assay (BAMA)', 'Measured by the binding antibody multiplex assay (BAMA)', 'Measured by the BAMA', 'Measured by the BAMA', 'Measured by intracellular cytokine staining (ICS)', 'Measured by intracellular cytokine staining (ICS)', 'Measured through laboratory testing', 'Measured through laboratory testing']","['Frequency of severe local reactogenicity signs/symptoms', 'Frequency of severe systemic reactogenicity signs/symptoms', 'Frequency of adverse events (AEs)', 'Frequency of serious adverse events (SAEs) throughout the active surveillance period', 'Response rates of vaccine-induced binding antibodies to HIV proteins', 'Levels of vaccine-induced binding antibodies to HIV proteins', 'Response rates of vaccine-induced binding antibodies to HIV proteins', 'Levels of vaccine-induced binding antibodies to HIV proteins', 'Response rates of CD4+ and CD8+ T cells', 'Levels of CD4+ and CD8+ T cells', 'Response rates of neutralizing antibody responses against HIV-1 isolates', 'Levels of neutralizing antibody responses against HIV-1 isolates']","['Measured through Month 12', 'Measured through Month 12', 'Measured through Month 12', 'Measured through Month 12', 'Measured at Week 2', 'Measured at Week 2', 'Measured at Month 6.5', 'Measured at Month 6.5', 'Measured at Month 6.5', 'Measured at Month 6.5', 'Measured at Month 6.5', 'Measured at Month 6.5']",[],[],[],[],[],[],[],[],[],[],[],"['December 27, 2017']"
0,116,['NCT00054743'],['03-CC-0091'],"['Adult', 'Older Adult']",[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],"['February 6, 2003']"
0,117,['NCT00730964'],[],"['Adult', 'Older Adult']",[],[],"['The frequency of any serious adverse event (SAE) whether it is related to the Optison product or not, after the administration of the Optison product during contrast enhanced echocardiography.']","[""The Frequency of Overall Serious Adverse Events (SAE's) Among Subjects Who Receive Optison (Whether Related to the Product or Not) During Contrast Enhanced Echocardiography in Routine Clinical Practice.""]",['Within 24 hours post contrast administration'],[],[],"['Non-systematic Assessment', 'Non-systematic Assessment', 'Non-systematic Assessment', 'Non-systematic Assessment', 'Non-systematic Assessment', 'Non-systematic Assessment']",[],"['Cardiac disorders', 'Cardiac disorders', 'Vascular disorders', 'Cardiac disorders', 'Cardiac disorders', 'Cardiac disorders']",[],"['EG000', 'EG000', 'EG000', 'EG000', 'EG000', 'EG000']","['1', '1', '1', '1', '1', '1']","['1039', '1039', '1039', '1039', '1039', '1039']","['1', '1', '1', '1', '1', '1']","['Non-sustained ventricular tachycardia', 'Left Ventricular thrombus', 'Fluid Overload', 'Coronary Artery Disease', 'Left Ventricular Mass Requiring Surgery', 'Episodes of Sustained Ventricular Tachycardia']",['May 2008']
0,118,['NCT02886689'],[],"['Child', 'Adult', 'Older Adult']",[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],['January 2007']
0,119,['NCT00005455'],['Z01HL005264'],"['Child', 'Adult', 'Older Adult']",['https://projectreporter.nih.gov/reporterapi.cfm?PROJECTNUM=Z01HL005264&Fy=all'],['U.S. NIH Grant/Contract'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],['January 1993']
0,120,['NCT01150695'],[],['Adult'],[],[],[],"['Take: proportion of subjects that develop a positive ""take"" response, as assessed by an independent blinded ""take committee,"" following review of photographs taken of the vaccination and placebo sites.', 'Safety: occurrence of solicited systemic AEs.', 'Take: difference in the proportion of subjects that develop a positive ""take"" response between the two vaccine groups as assessed by an independent blinded ""take committee"".', 'Safety: occurrence of solicited local adverse events (AE)s.', 'Immunogenicity: geometric mean titers (GMT) of peak microagglutination titer for each arm of the study. For each subject, the peak titer is defined by the maximum titer among all the available measures.', 'Take: difference in the proportion of subjects that develop a positive ""take"" response between the two vaccine groups as assessed by the clinical site.']","['Study Visit 5 (7-9 days post vaccination).', 'Within 28 days post vaccination.', 'Study Visit 5 (7-9 days post vaccination).', 'Within 28 days post vaccination.', 'Visits 6, 7 and 8 post vaccination (Day 14, Day 28 and Day 56)..', 'Study Visit 5 (7-9 days post vaccination).']",[],[],[],[],[],[],[],[],[],[],[],['September 2010']
0,121,['NCT00245076'],['TCRB-OHSR-2765'],"['Adult', 'Older Adult']",[],[],[],"['Visits to the website after registration at 1, 3, and 6 months', 'Satisfaction with the website at 1, 3, and 6 months']",[],[],[],[],[],[],[],[],[],[],[],[],['April 2005']
0,122,['NCT00935623'],['HSRRB A-15209'],['Adult'],[],['Other Identifier'],[],"['Parasitologic and clinical infections in challenge volunteers will be characterized by descriptive analysis of prepatent and patent periods, incubation period and time to resolution of signs and symptoms, and timing and number of relapses.']",['Cross-sectional'],[],[],[],[],[],[],[],[],[],[],[],"['April 21, 2009']"
0,123,['NCT03688126'],[],"['Adult', 'Older Adult']",[],[],"['This will be a composite score from PmNTB subtests Free and Cued Selective Reminding Test, Story Recall, Visual Paired Associates; and experimental measures: Cogstate One-Card Learning, Face Name Associative Memory Exam, and Behavioral Pattern Separation of Objects, calculated in a manner parallel to how the primary composite outcome is calculated. This secondary outcome is the slope of these composite scores over time (standard deviation units per year) with less negative (or positive) slopes reflecting better performance.', 'This will be a composite score from PmNTB subtests Number Span, Word Fluency, Trail-Making Test Part B, Digit Symbol Substitution Test; and experimental measures: Cogstate One Back, and Digital Clock Drawing Test, calculated in a manner parallel to the primary composite outcome is calculated. This secondary outcome is the slope of these composite scores over time (standard deviation units per year) with less negative (or positive) slopes reflecting better performance.', 'This will be a composite score from PmNTB subtests Trail-Making Test Part A and Digit Symbol Substitution Test; and experimental measures: Cogstate Detection and Identification, and Digital Clock Drawing Test calculated in a manner parallel to the primary composite outcome is calculated. This secondary outcome is the slope of these composite scores over time (standard deviation units per year) with less negative (or positive) slopes reflecting better performance.', 'The Clinical Dementia Rating (CDR) is a clinical scale that rates the severity of dementia as absent, questionable, mild, moderate, or severe (CDR score of 0, 0.5, 1, 2, or 3, respectively) across six domains. Scores from these domains are summed ranging from 0 to 18, with higher scores reflecting worse performance. The secondary outcome will be the change in the mean scores from baseline to 2 years.', ""The Lawton-Brody IADL is a commonly used scale in clinical practice and research that assess a person's functional ability to complete tasks such as shopping, food preparation, transportation, and managing finances. Scores range from 0 to 8 for women and from 0 to 5 for men, with higher scores reflecting better performance. The secondary outcome will be the change in the mean scores from baseline to 2 years."", 'The ECog is a validated scale developed to assess everyday functional status. The short form of the instrument will be used in U.S. POINTER. Scores range from 0 to 4 with higher scores reflecting greater poorer function. The secondary outcome will be the change in the mean scores from baseline to 2 years.', 'DCTClock assesses cognition via novel software that processes information from a commercially available digital pen. This software is able to capture nuances in cognitive performance. Many metrics can be generated with this device. The secondary outcome for U.S. POINTER will be time (in seconds) to completion of the clock drawing test, with longer times reflecting poorer processing speed. The secondary outcome will be the change in the mean scores from baseline to 2 years.', 'This composite score is based on self-reported Physical Activity Questionnaire, Rush Food Frequency Questionnaire, and the Cognitive Activity Questionnaire. Participants will be ordered with respect to each index, with higher scores reflecting 1) greater daily physical activity, 2) greater conformance with the MIND Diet, and 3) greater cognitive activity. Based on these orderings, participants will be assigned percentiles with respect to each measure relative to the overall group. These percentiles will range from 0 to 100. The secondary outcome will be the average of the three percentiles. The secondary outcome will be the change in the mean scores from baseline to 2 years.']","['Episodic Memory', 'Executive Function', 'Processing Speed', 'Clinical Dementia Rating-Sum of Boxes', 'Instrumental Activities of Daily Living (IADL)', 'Everyday Cognition (ECog)', 'Digital Clock Drawing Test (DCTClock)', 'Lifestyle Composite']","['up to 2 years', 'up to 2 years', 'up to 2 years', 'up to 2 years', 'up to 2 years', 'up to 2 years', 'up to 2 years', 'up to 2 years']",[],[],[],[],[],[],[],[],[],[],[],"['January 8, 2019']"
