,Rank,NCTId,LocationContactRole,LocationCountry,LocationFacility,LocationState,LocationStatus,LocationZip,MaximumAge,MinimumAge,NCTIdAlias,OfficialTitle,OrgClass,OrgFullName,OrgStudyId,OrgStudyIdDomain,OrgStudyIdLink,OrgStudyIdType,OtherEventAssessmentType,OtherEventNotes,OtherEventOrganSystem
0,74,['NCT00601835'],[],"['United States', 'United States']",[],"['California', 'Pennsylvania']",[],"['94611', '15241']",['60 Years'],['11 Years'],[],['Immunogenicity and Safety of Canadian Manufactured Tetanus and Diphtheria Toxoids Adsorbed (Td) for Adult Use Vaccine Compared With U.S. Manufactured Tetanus and Diphtheria Toxoids Adsorbed for Adult Use Vaccine In Persons 60 Years of Age and Older and Immunogenicity and Safety of Canadian Td Vaccine in Persons 11 Through 59 Years of Age'],['INDUSTRY'],['Sanofi'],['TDC01'],[],[],[],"['Systematic Assessment', 'Systematic Assessment', 'Systematic Assessment', 'Systematic Assessment', 'Systematic Assessment', 'Systematic Assessment', 'Systematic Assessment', 'Systematic Assessment', 'Systematic Assessment', 'Systematic Assessment', 'Systematic Assessment']",[],"['General disorders', 'General disorders', 'General disorders', 'General disorders', 'Gastrointestinal disorders', 'General disorders', 'Nervous system disorders', 'General disorders', 'Musculoskeletal and connective tissue disorders', 'Gastrointestinal disorders', 'Musculoskeletal and connective tissue disorders']"
0,75,['NCT01087905'],[],"['United States', 'United States']","['Wisconsin Tobacco Quit Line (service provided by Free & Clear, Inc.)', 'University of Wisconsin Center for Tobacco Research and Intervention']","['Washington', 'Wisconsin']",[],"['98104', '53711']",[],['18 Years'],[],['Improving the Population-Wide Effectiveness of U.S. Tobacco Cessation Quitlines'],['OTHER'],"['University of Wisconsin, Madison']",['H2009-0074'],[],[],[],[],[],[]
0,76,['NCT02616198'],[],[],[],[],[],[],['55 Years'],['17 Years'],[],['A Prospective 6-year Clinical Study Evaluating Reinforced Glass Ionomer Cements With Resin Coating on Posterior Teeth'],['OTHER'],['Ege University'],['08-10.1/6'],[],[],[],[],[],[]
0,77,['NCT00007540'],[],['United States'],"['Vamc - Chicago-Lakeside, Il']",['Illinois'],[],['60611'],[],['18 Years'],[],['Study of Prostate Cancer in Black and White U.S. Veterans'],['FED'],['VA Office of Research and Development'],['709D'],[],[],[],[],[],[]
0,78,['NCT02163525'],[],"['United States', 'United States', 'United States', 'United States', 'United States', 'United States', 'United States', 'United States', 'United States']","['University of California, Los Angeles', 'Aspen Surgery Center/John Muir Hospital', 'Augusta University', 'University of Chicago Medicine and Biological Sciences', ""Brigham and Women's Hospital"", 'Henry Ford Hospital', 'University of Rochester Medical Center', 'Texas Fertility Center', 'INOVA']","['California', 'California', 'Georgia', 'Illinois', 'Massachusetts', 'Michigan', 'New York', 'Texas', 'Virginia']",[],"['90401', '94598', '30912-3360', '60637', '02130', '48322', '14642', '78731', '60637']",[],['18 Years'],[],['The TRUST (Treatment Results of Uterine Sparing Technologies) U.S.A. Study'],['INDUSTRY'],"['Acessa Health, Inc.']",['CP-00-0025'],[],[],[],[],[],[]
0,79,['NCT03310112'],[],['United States'],['University of Miami'],['Florida'],[],['33146'],['65 Years'],['18 Years'],[],['Mindfulness Training in U.S. Army Cohorts'],['OTHER'],['University of Miami'],['20170243'],[],[],[],[],[],[]
0,80,['NCT02766634'],[],"['United States', 'United States']","['SeaView Research, Inc.', 'SeaView Research, Inc.']","['Florida', 'Florida']",[],"['33126', '33134']",['65 Years'],['18 Years'],[],"['A Randomized Open-label, Multiple-dose, Crossover Study Evaluatig The Pharmacodynamics And Pharmacokinetics Of Filgrastim Hospira Compared To Us-approved Neupogen (Registered) Following Subcutaneous Administration To Healthy Volunteers']",['INDUSTRY'],['Pfizer'],['ZIN-FIL-1501'],[],[],[],[],[],[]
0,81,['NCT02971709'],[],"['United States', 'Australia']","['Klein Buendel, Inc.', 'Cancer Council Victoria']","['Colorado', 'Victoria']",[],"['80403', '3004']",[],['18 Years'],[],['Norms and Built Environment: Use of Shade in U.S. and Australian City Parks'],['INDUSTRY'],"['Klein Buendel, Inc.']",['CA140367'],[],[],[],[],[],[]
0,82,['NCT03801928'],[],"['United States', 'United States', 'United States', 'United States', 'United States', 'United States', 'United States', 'United States', 'United States', 'United States', 'United States', 'Canada', 'Canada', 'Canada', 'Canada']","['San Diego Clinical Trials', 'Medical Research Center Of Connecticut, LLC', 'Suncoast Research Group, LLC', 'Illinois Gastroenterology Group', 'Indiana University Health Division of Gastroenterology/Hepatology', 'Gastro Center of Maryland', 'Infusion Associates N.E.', 'Trinity Health Center Medical Arts', 'Dayton Gastroenterology, Inc.', 'Paramount Medical Research & consulting, LLC', 'The Vancouver Clinic Research', 'Aspen Woods Clinic', 'Brennan Walters Professional Corporation', 'Fraser Clinical Trials', 'Montreal IBD Center (CMIIM)']","['California', 'Connecticut', 'Florida', 'Illinois', 'Indiana', 'Maryland', 'Michigan', 'North Dakota', 'Ohio', 'Ohio', 'Washington', 'Alberta', 'Alberta', 'British Columbia', 'Quebec']",[],"['92120', '06518', '33135', '60031', '46202', '21045', '49525', '58701', '45440', '44130', '98664', 'T3H 0V5', 'T5R 1W2', 'V3L 3W5', 'H2V 2X1']",[],['18 Years'],[],"['OBSERVATIONAL, REAL WORLD STUDY OF INFLECTRA IN PATIENTS WITH INFLAMMATORY BOWEL DISEASE (IBD) IN THE UNITED STATES AND CANADA']",['INDUSTRY'],['Pfizer'],['C1231006'],[],[],[],[],[],[]
0,83,['NCT01641029'],[],['United States'],['Olive View-UCLA Medical Center'],['California'],[],['91342'],[],['18 Years'],[],['Surveillance and Risk Factor Analysis of Community-Associated Uropathogen Antimicrobial Resistance Among Emergency Department Patients With Acute Pyelonephritis in the United States'],['OTHER'],['Olive View-UCLA Education & Research Institute'],['11H-770351'],[],[],[],[],[],[]
0,84,['NCT02128542'],[],"['United States', 'United States', 'United States', 'United States', 'United States', 'United States', 'United States', 'United States', 'United States', 'United States', 'United States', 'United States', 'United States', 'United States', 'United States', 'United States', 'United States']",[],"['California', 'California', 'California', 'California', 'California', 'Connecticut', 'Florida', 'Georgia', 'Maryland', 'Missouri', 'North Carolina', 'Oregon', 'Pennsylvania', 'Pennsylvania', 'Texas', 'Texas', 'Virginia']",[],"['90822', '90073', '94394', '92102', '94121', '06520', '33125', '30033', '21201', '64128', '27705', '97239', '19104', '15240', '75216', '77030', '23249']",[],['18 Years'],[],"['A Phase 4, Multicenter, Open Label Study to Investigate the Efficacy and Safety of an All Oral Combination of Sofosbuvir+Ribavirin in Genotype 2 HCV-infected U.S. Veterans With Cirrhosis VALOR-HCV: Veterans Affairs alL Oral Regimen of SOF+RBV in GT2 HCV']",['INDUSTRY'],['Gilead Sciences'],['GS-US-334-1379'],[],[],[],"['Systematic Assessment', 'Systematic Assessment', 'Systematic Assessment', 'Systematic Assessment', 'Systematic Assessment', 'Systematic Assessment', 'Systematic Assessment', 'Systematic Assessment', 'Systematic Assessment', 'Systematic Assessment', 'Systematic Assessment', 'Systematic Assessment', 'Systematic Assessment']",[],"['Blood and lymphatic system disorders', 'Gastrointestinal disorders', 'Gastrointestinal disorders', 'Gastrointestinal disorders', 'Gastrointestinal disorders', 'General disorders', 'Musculoskeletal and connective tissue disorders', 'Nervous system disorders', 'Nervous system disorders', 'Psychiatric disorders', 'Psychiatric disorders', 'Respiratory, thoracic and mediastinal disorders', 'Skin and subcutaneous tissue disorders']"
0,85,['NCT00573976'],[],[],[],[],[],[],[],['18 Years'],[],['United States Multi-Center Study to Assess the Validity and Reliability of the Spinal Cord Independence Measure (SCIM III)'],['OTHER'],"['University of California, Irvine']",['OCRT07019'],[],[],[],[],[],[]
0,86,['NCT00306007'],[],['United States'],['San Francisco General Hospital'],['California'],[],['94110'],['45 Years'],['15 Years'],[],"['Evaluation of the Reliability, Validity, and Acceptability of the London Measure of Unplanned Pregnancy in a U.S. Population of Women']",['OTHER'],"['University of California, San Francisco']",['H1179-27236-01A'],[],[],[],[],[],[]
0,87,['NCT02766647'],[],['United States'],"['SeaView Research, Inc']",['Florida'],[],['33126'],['65 Years'],['18 Years'],[],"['A Randomized Open-Label, Single-Dose, Crossover Study Evaluating The Pharmacokinetics And Pharmacodynamics Of Filgrastim Hospira Compared To U.S.-Approved Neupogen® (Amgen) Following Subcutaneous Administration To Healthy Volunteers']",['INDUSTRY'],['Pfizer'],['ZIN-FIL-1502'],[],[],[],[],[],[]
0,88,['NCT04460898'],[],['United States'],['Pfizer United States'],['New York'],[],['10017'],[],['18 Years'],[],"['Real-World Treatment Patterns and Outcomes in Postmenopausal, Hormone-Receptor Positive, Human Epidermal Growth Factor Receptor 2 Negative, Metastatic Breast Cancer Patients Treated With Palbociclib Plus an Letrozole as Initial Endocrine Therapy at Community Oncology Practices in the U.S.']",['INDUSTRY'],['Pfizer'],['A5481123'],[],[],[],[],[],[]
0,89,['NCT00413517'],[],['United States'],"['Walter Reed Army Medical Center, Center for Refractive Surgery']",['District of Columbia'],[],['20307'],[],['21 Years'],[],['Evaluation of Epi-lasik in U.S. Army Personnel'],['FED'],['Walter Reed Army Medical Center'],['WRAMC WU # 06-23020'],[],[],[],[],[],[]
0,90,['NCT02882100'],[],['United States'],"['Insight Therapeutics, LLC']",['Virginia'],[],['23510'],[],['65 Years'],[],['Adjuvanted Influenza Vaccination and Morbidity and Mortality in U.S. Nursing Homes'],['OTHER'],"['Insight Therapeutics, LLC']",['INSI-201603'],[],[],[],[],[],[]
0,91,['NCT00533975'],['Principal Investigator'],['United States'],['Veteran Affairs Medical Center San Diego'],['California'],[],['92161'],[],['18 Years'],[],['A Prospective Study of a New Immunochemical Fecal Occult Blood Test in U.S. Veteran Patients Undergoing Colonoscopy'],['OTHER'],"['University of California, San Diego']",['071015'],[],[],[],[],[],[]
0,92,['NCT02109757'],"['Contact', 'Principal Investigator', 'Sub-Investigator', 'Contact', 'Principal Investigator', 'Sub-Investigator', 'Sub-Investigator', 'Sub-Investigator', 'Sub-Investigator', 'Sub-Investigator', 'Sub-Investigator', 'Sub-Investigator']","['United States', 'United States']","['Elmendorf Air Force Base', 'Wright-Patterson Air Force Base']","['Alaska', 'Ohio']","['Recruiting', 'Recruiting']",['45433'],[],[],[],['Evaluation of Hearing Protection Fit Testing Program'],['FED'],['United States Air Force'],['FWR20130114H'],[],[],[],[],[],[]
0,93,['NCT00959933'],[],[],[],[],[],[],['65 Years'],['18 Years'],[],"['A Relative Bioavailability Study of Ribavirin (Geneva Pharmaceutical Technology Corporation, N.J., U.S.A.) 200 Capsules and Rebetol (Schering Corporation, N.J., U.S.A.) 200 mg Capsules in Females Under Non-Fasting Conditions.']",['INDUSTRY'],['Sandoz'],['P1BH01001'],[],[],[],[],[],[]
0,94,['NCT00960479'],[],[],[],[],[],[],['65 Years'],['18 Years'],[],"['A Relative Bioavailability Study of Ribavirin (Geneva Pharmaceutical Technology Corporation, N.J., U.S.A.) 200 Capsules and Rebetol (Schering Corporation, N.J., U.S.A.) 200 mg Capsules in Females Under Fasting Conditions.']",['INDUSTRY'],['Sandoz'],['P1BH00001'],[],[],[],[],[],[]
0,95,['NCT03266497'],[],[],[],[],[],[],['79 Years'],['22 Years'],[],['Diet Quality Among U.S.-Born and Foreign-born Non-Hispanic Blacks: NHANES 2003-2012 Data'],['OTHER'],['Tufts University'],['R01HL115189'],[],['https://projectreporter.nih.gov/reporterapi.cfm?PROJECTNUM=R01HL115189&Fy=all'],['U.S. NIH Grant/Contract'],[],[],[]
0,96,['NCT02207569'],[],"['United States', 'United States', 'United States', 'United States', 'United States', 'United States', 'United States', 'United States', 'United States', 'United States', 'United States', 'United States', 'United States', 'United States', 'United States', 'United States', 'United States', 'United States', 'United States', 'United States', 'United States', 'United States', 'United States']","['Banner Good Samaritan Medical Center', 'University of Southern California', 'Yale New Haven Hospital', 'Washington Hospital Center/Medstar', 'St. Vincent Heart Center of Indiana/The Care Group, LLC', 'University of Kansas', 'The Johns Hopkins University', 'Beth Israel Deaconcess Medical Center', 'University of Michigan Health Systems', 'Detroit Medical Center Cardiovascular Institute', 'Spectrum Health', 'Morristown Memorial Hospital', 'New York Langone Medical Center', 'The Mount Sinai Medical Center', 'Columbia University Medical Center', 'St. Francis Hospital', 'Duke University Medical Center', 'Riverside Methodist Hospital/Ohio Health Research Institute', 'University of Pittsburg Medical Center', 'Pinnacle Health', 'Baylor Heart and Vascular Hospital', 'The Methodist DeBakey Heart & Vasc Ctr/The Methodist Hosp', ""Aurora Health Care/St Luke's Medical Center""]","['Arizona', 'California', 'Connecticut', 'District of Columbia', 'Indiana', 'Kansas', 'Maryland', 'Massachusetts', 'Michigan', 'Michigan', 'Michigan', 'New Jersey', 'New York', 'New York', 'New York', 'New York', 'North Carolina', 'Ohio', 'Pennsylvania', 'Pennsylvania', 'Texas', 'Texas', 'Wisconsin']",[],"['85006', '90033', '06520', '20010', '46290', '66160', '21287', '02215', '48109', '48201', '49503', '07962', '10016', '10029', '10032', '11576', '27710', '43214', '15213', '17043', '75225', '77030', '53215']",[],[],[],['Medtronic CoreValve Evolut R United States IDE Clinical Study'],['INDUSTRY'],['Medtronic Cardiovascular'],['10126779DOC'],[],[],[],"['Systematic Assessment', 'Systematic Assessment', 'Systematic Assessment', 'Systematic Assessment', 'Systematic Assessment', 'Systematic Assessment', 'Systematic Assessment', 'Systematic Assessment', 'Systematic Assessment', 'Systematic Assessment', 'Systematic Assessment', 'Systematic Assessment', 'Systematic Assessment', 'Systematic Assessment', 'Systematic Assessment', 'Systematic Assessment', 'Systematic Assessment', 'Systematic Assessment', 'Systematic Assessment', 'Systematic Assessment', 'Systematic Assessment']",[],"['Blood and lymphatic system disorders', 'Blood and lymphatic system disorders', 'Blood and lymphatic system disorders', 'Cardiac disorders', 'Cardiac disorders', 'Cardiac disorders', 'Cardiac disorders', 'Cardiac disorders', 'Cardiac disorders', 'General disorders', 'Infections and infestations', 'Injury, poisoning and procedural complications', 'Injury, poisoning and procedural complications', 'Metabolism and nutrition disorders', 'Metabolism and nutrition disorders', 'Renal and urinary disorders', 'Renal and urinary disorders', 'Respiratory, thoracic and mediastinal disorders', 'Respiratory, thoracic and mediastinal disorders', 'Vascular disorders', 'Vascular disorders']"
0,97,['NCT02569632'],[],"['United States', 'United States']","[""UCSF Benioff Children's Hospital Oakland"", 'University of Massachusetts Medical School']","['California', 'Massachusetts']",[],"['94609', '01655']",['65 Years'],['18 Years'],[],['Immunogenicity of a U.S.-Licensed Meningococcal Serogroup B Vaccine (Trumenba) in Adults at Increased Risk of Meningococcal Disease Because of Occupational Exposure'],['OTHER'],"[""UCSF Benioff Children's Hospital Oakland""]",['ChildrensHRCOakland'],[],[],[],[],[],[]
0,98,['NCT02069925'],[],"['United States', 'United States']","['Yale University', 'Massachusetts Mental Health Center']","['Connecticut', 'Massachusetts']",[],"['06520-8234', '02115']",['35 Years'],['16 Years'],[],['STEP-ED: Reducing Duration of Untreated Psychosis and Its Impact in the U.S.'],['OTHER'],['Yale University'],['1310012846'],[],[],[],[],[],[]
0,99,['NCT03433131'],[],"['United States', 'United States', 'United States', 'United States', 'United States', 'United States', 'United States', 'United States', 'United States', 'United States', 'United States', 'United States', 'United States', 'United States', 'United States', 'United States', 'United States', 'United States', 'United States', 'United States', 'United States', 'United States', 'United States', 'United States', 'United States', 'United States', 'United States', 'United States', 'United States', 'United States', 'United States', 'United States', 'United States', 'United States', 'United States', 'United States', 'United States', 'United States', 'United States', 'United States', 'United States', 'United States', 'United States', 'United States', 'United States', 'United States', 'United States', 'United States', 'United States', 'United States', 'United States', 'United States', 'United States', 'United States', 'United States', 'United States', 'United States', 'United States', 'United States', 'United States', 'United States', 'United States', 'United States', 'United States', 'United States', 'United States', 'United States', 'United States', 'United States', 'United States', 'United States']","['Sleep Disorders Center of Alabama', 'CPC', 'Xenoscience', 'Xenoscience', 'Foothills Neurology', 'Mayo Clinic', 'Sleep Medicine Specialists of California', 'Santa Monica Sleep Disorders Center', ""Children's Hospital Colorado"", 'Colorado Sleep Institute', 'Norwalk Hospital Sleep Disorders Center', 'Clinical Neurosciences fo Tampa Bay', 'Mayo Clinic', 'Sleep Medicine Specialists of South Florida, PA', 'Child Lung, Asthma Sleep Specialists', 'Emory University', 'NeuroTrials Research Center', 'The Neurological Center of North Georgia', 'Critical Healthcare Decisions', 'Northwestern Medical Group', 'Rush University Medical Center', 'NorthShore Uni HealthSys-Glenbrook Hospital', 'Northshore Sleep Medicine', 'Indiana Internal Medicine Consultants', 'The University of Kansas Health System', 'Norton Pulmonary Specialists', 'Maine Medical Partners - Neurology', 'The Center for Sleep and Wake Disorders', ""Boston Children's Hospital"", 'The University of Michigan', 'Henry Ford Health System', 'Bronson Sleep Health', 'Alliance Health Shelby Family Medicine', 'Fairview Health Services', 'Mayo Clinic', 'St. Lukes Hospital, Sleep Medicine', 'University of Missouri', ""Saint Luke's Hospital of Kansas City"", 'Montefiore Medical Center', 'Norwell Health', 'NYU-FGP Comphrenhensive Epilepsy Center-Sleep Center', 'Columbia University', 'Unity Sleep Disorders Center', 'University of Rochester Sleep Center', 'Duke University Medical Center', 'Excel Psychiatric Associates, PA', 'Raleigh Neurology Assoc., PA', 'Neurology & Neuroscience Associates, Inc.', 'Intrepid Research, LLC', 'Cleveland Clinic', 'Ohio Sleep Medicine Institute', 'Oklahoma Heart Institute', 'Oklahoma Heart Institute', 'Legacy Medical Group Sleep Medicine', 'Collegeville Family Practice', 'Paoli Sleep Center', 'Thomas Jefferson University', 'Maria J. Sunseri, MD, LLC', 'Abington Neurological Associates', 'Respitory Specialists', 'Brown Medicine/Rhode Island Hospital', 'Bogan Sleep Consultants', 'Sleep Medicine Associates of Texas', 'Houston Neurology & Sleep Center', 'Sleep Therapy & Research Center', 'Comprehensive Sleep Medicine Associates', 'Chalottesville Neurology and Sleep Medicine', ""Children's Hospital of The King's Daughters"", 'Eastern Virginia Medical School', 'Stultz Sleep and Behavioral Health', 'Medical College of Wisonsin']","['Alabama', 'Alabama', 'Arizona', 'Arizona', 'Arizona', 'Arizona', 'California', 'California', 'Colorado', 'Colorado', 'Connecticut', 'Florida', 'Florida', 'Florida', 'Florida', 'Georgia', 'Georgia', 'Georgia', 'Georgia', 'Illinois', 'Illinois', 'Illinois', 'Illinois', 'Indiana', 'Kansas', 'Kentucky', 'Maine', 'Maryland', 'Massachusetts', 'Michigan', 'Michigan', 'Michigan', 'Michigan', 'Minnesota', 'Minnesota', 'Missouri', 'Missouri', 'Missouri', 'New York', 'New York', 'New York', 'New York', 'New York', 'New York', 'North Carolina', 'North Carolina', 'North Carolina', 'Ohio', 'Ohio', 'Ohio', 'Ohio', 'Oklahoma', 'Oklahoma', 'Oregon', 'Pennsylvania', 'Pennsylvania', 'Pennsylvania', 'Pennsylvania', 'Pennsylvania', 'Pennsylvania', 'Rhode Island', 'South Carolina', 'Texas', 'Texas', 'Texas', 'Texas', 'Virginia', 'Virginia', 'Virginia', 'West Virginia', 'Wisconsin']",[],"['35213', '35058', '85004-1150', '85004', '85048', '85259', '94583', '90404', '80045', '80301', '06850', '33756', '32224', '33126', '32789', '30329', '30342', '30501', '31419', '60611', '60637', '60026', '60062', '46143', '66205', '40218', '04074', '20815', '02115', '48109', '48377', '49024', '48317', '55443', '55905', '63017', '65212', '64111', '10467', '11042', '10016', '10032', '14618', '35058', '27710', '28078', '27607', '44320', '45245', '44195', '43017', '74104', '74133', '97210', '19426', '19301', '19107', '15224', '19090', '19610', '02893', '29201', '75231', '77063', '78229', '77478', '22911', '23507', '23507', '25504', '53226']",[],['18 Years'],[],['An Open Label Expanded Access Program Intended to Provide Treatment With HBS-101 (Pitolisant) to Adult Patients in the U.S. With Excessive Daytime Sleepiness Associated With Narcolepsy With or Without Cataplexy'],['INDUSTRY'],"['Harmony Biosciences, LLC']",['HBS-101-CL-001'],[],[],[],[],[],[]
0,100,['NCT02746809'],[],"['United States', 'United States', 'United States', 'United States', 'United States', 'United States', 'United States', 'United States', 'United States', 'United States']","['Yale New Haven Hospital', 'Beth Israel Deaconess Medical Center', 'University of Michigan Health Systems', 'Spectrum Health Hospitals', 'New York Langone Medical Center', 'St. Francis Hospital', 'Riverside Methodist Hospital', 'Pinnacle Health/Moffitt Heart and Vascular Institute', 'Baylor Heart and Vascular Hospital', ""Aurora Health Care/St Luke's Medical Center""]","['Connecticut', 'Massachusetts', 'Michigan', 'Michigan', 'New York', 'New York', 'Ohio', 'Pennsylvania', 'Texas', 'Wisconsin']",[],"['06520', '02215', '48109', '49503', '10016', '11576', '43214', '17104', '75225', '53215']",[],[],[],['Medtronic CoreValve Evolut R United States Clinical Study (Evolut 34R Addendum)'],['INDUSTRY'],['Medtronic Cardiovascular'],['10211838DOC'],[],[],[],"['Systematic Assessment', 'Systematic Assessment', 'Systematic Assessment', 'Systematic Assessment', 'Systematic Assessment', 'Systematic Assessment', 'Systematic Assessment', 'Systematic Assessment', 'Systematic Assessment', 'Systematic Assessment', 'Systematic Assessment', 'Systematic Assessment', 'Systematic Assessment', 'Systematic Assessment', 'Systematic Assessment', 'Systematic Assessment', 'Systematic Assessment']",[],"['Blood and lymphatic system disorders', 'Blood and lymphatic system disorders', 'Blood and lymphatic system disorders', 'Cardiac disorders', 'Cardiac disorders', 'Cardiac disorders', 'Cardiac disorders', 'Cardiac disorders', 'Infections and infestations', 'Investigations', 'Metabolism and nutrition disorders', 'Metabolism and nutrition disorders', 'Renal and urinary disorders', 'Renal and urinary disorders', 'Renal and urinary disorders', 'Vascular disorders', 'Vascular disorders']"
0,101,['NCT00328380'],[],"['United States', 'United States', 'United States']","['Sunshine Medical Center', 'Southwest Doctors, PA', 'La Porte Family Clinic']","['Florida', 'Texas', 'Texas']",[],"['33143', '77004', '77571']",[],['18 Years'],[],"[""A Randomized, Double-Blind, Placebo-Controlled Study Evaluating the Safety of Rifaximin for the Prevention of Travelers' Diarrhea in Subjects Traveling Outside the United States""]",['INDUSTRY'],"['Bausch Health Americas, Inc.']",['RFID3004'],[],[],[],[],[],[]
0,102,['NCT04552535'],[],['United States'],['Cardinal Health Specialty Solutions'],['Ohio'],[],['43017'],[],['18 Years'],[],"['Real-World Effectiveness of Afatinib (Gilotrif) Following Immunotherapy in the Treatment of Metastatic, Squamous Cell Carcinoma of the Lung: A Multi-Site Retrospective Chart Review Study in the U.S.']",['INDUSTRY'],['Boehringer Ingelheim'],['1200-0325'],[],[],[],[],[],[]
0,103,['NCT03293875'],"['Contact', 'Contact', 'Contact', 'Contact']","['United States', 'Mexico']","['Alliance of Border Collaboratives', 'Programa Compañeros']","['Texas', 'Chihuahua']","['Recruiting', 'Recruiting']","['79912', '32330']",['75 Years'],['18 Years'],[],['Adaptation and Implementation of Project Encuentro in the U.S.-Mexico Border'],['OTHER'],['Lehigh University'],['1U01MD010657-01'],[],['https://projectreporter.nih.gov/reporterapi.cfm?PROJECTNUM=1U01MD010657-01&Fy=all'],['U.S. NIH Grant/Contract'],[],[],[]
0,104,['NCT01235260'],[],[],[],[],[],[],['99 Years'],[],[],['A Study of Cancer Risk Associated With Becaplermin Use in Veteran Diabetes Patients Served by the U.S. Veterans Health Administration'],['INDUSTRY'],"['Johnson & Johnson Pharmaceutical Research & Development, L.L.C.']",['CR017497'],[],[],[],[],[],[]
0,105,['NCT03390660'],[],[],[],[],[],[],['72 Months'],['1 Month'],[],['Trends in Breastfeeding Disparity in U.S. Infants by WIC Eligibility and Participation: Evidence From NHANES 1999-2014'],['OTHER'],['Old Dominion University'],['2017-001'],[],[],[],[],[],[]
0,106,['NCT00837499'],[],"['United States', 'United States', 'United States', 'United States', 'Mexico', 'Mexico', 'Mexico']","['Arizona Cancer Center', 'LBJ Hospital', 'University of Texas MD Anderson Cancer Center', 'The Rose Diagnostic Center', 'University of Sonora', 'Instituto Tecnologico', 'University of Guadalajara']","['Arizona', 'Texas', 'Texas', 'Texas', 'Sonora']",[],"['85724-5024', '77030', '77030', '77034']",[],['18 Years'],[],"['Comparative Study of Breast Cancers and Their Risk Factors Among Mexican Women in Mexico, Mexican-American and African-American Women in the U.S.']",['OTHER'],['M.D. Anderson Cancer Center'],['2006-0551'],[],[],[],[],[],[]
0,107,['NCT01629537'],[],['United States'],['United States Naval Medical Center San Diego'],['California'],[],['92134-1005'],[],['18 Years'],[],"['A Randomized, Placebo-Controlled Trial of Stellate Ganglion Block in the Treatment of Post Traumatic Stress Disorder']",['FED'],"['United States Naval Medical Center, San Diego']",['NMCSD.2010.0157'],[],[],[],[],[],[]
0,108,['NCT00351741'],[],['United States'],['United States Army Institute of Surgical Research'],['Texas'],[],['78234'],[],['18 Years'],[],['BEST (Burn Center Evaluation of Standard Therapies) Ventilator Mode Study: A Prospective Randomized Controlled Trial'],['FED'],['United States Army Institute of Surgical Research'],['H-06-005'],[],[],[],['Non-systematic Assessment'],['Defined as carinal or mainstem airway friability and sloughing with associated bleeding.'],"['Respiratory, thoracic and mediastinal disorders']"
0,109,['NCT01965561'],[],['United States'],['United States Army Institute of Surgical Research'],['Texas'],[],['78234-7767'],['60 Years'],['18 Years'],[],['Performance of Junctional Tourniquets in Normal Human Volunteers'],['FED'],['United States Army Institute of Surgical Research'],['H-13-016'],[],[],[],[],[],[]
0,110,['NCT01927835'],[],[],[],[],[],[],['50 Years'],['18 Years'],[],"['A Phase 1 Clinical Trial to Evaluate the Safety and Immunogenicity of Homologous and Heterologous Prime-Boost Regimens Comprising DNA-HIV-PT123, NYVAC-HIV-PT1 and NYVAC-HIV-PT4, and AIDSVAX B/E in Healthy, HIV-Uninfected US and South African Adults']",['NIH'],['National Institute of Allergy and Infectious Diseases (NIAID)'],['HVTN 101'],[],[],[],[],[],[]
0,111,['NCT01704235'],[],['United States'],['OHSU Knight Cancer Institute'],['Oregon'],[],['97239'],['65 Years'],['21 Years'],[],"['Community Based Participatory Research to Understanding Symptom Perception, Preventive Care-Seeking, and Their Impact on Cervical Cancer Screening Among Vietnamese American Women']",['OTHER'],['OHSU Knight Cancer Institute'],['IRB00008709'],[],[],[],[],[],[]
0,112,['NCT01306266'],[],['United States'],['Madigan Army Medical Center - Neurology Clinic'],['Washington'],[],['98431'],['49 Years'],['18 Years'],[],"['A Randomized, Double-blind, Placebo-controlled, Crossover Trial of Rizatriptan 10 mg Oral Disintegrating Tablet for Treatment of Acute Attacks of Chronic, Blast-induced, Post-traumatic Headache in U.S. Military Troops']",['OTHER'],['Henry M. Jackson Foundation for the Advancement of Military Medicine'],['MAMC 211004'],[],[],[],[],[],[]
0,113,['NCT00796315'],[],"['United States', 'United States', 'United States', 'United States', 'United States', 'United States']","['Dana Best, MD', 'Janice E. Sullivan, MD', 'Margaret Ann Springer, MD', 'Bridgette Jones, MD', 'Alex Kemper, Pharm D', 'Jeffrey L Blumer, MD, PhD']","['District of Columbia', 'Kentucky', 'Louisiana', 'Missouri', 'North Carolina', 'Ohio']",[],"['20010', '40202', '71103', '64108', '27705', '44106']",['18 Years'],['2 Years'],[],"['A Single-dose, Open-label, Multi-center Study Evaluating the Pharmacokinetics of Doxylamine Succinate in Children Ages 2 to < 18 Years']",['INDUSTRY'],['Procter and Gamble'],['2008014'],[],[],[],"['Non-systematic Assessment', 'Non-systematic Assessment', 'Non-systematic Assessment', 'Non-systematic Assessment', 'Non-systematic Assessment']",[],"['Infections and infestations', 'Nervous system disorders', 'Nervous system disorders', 'Nervous system disorders', 'Nervous system disorders']"
0,114,['NCT00005463'],[],[],[],[],[],[],['100 Years'],[],[],[],['NIH'],"['National Heart, Lung, and Blood Institute (NHLBI)']",['4907'],[],[],[],[],[],[]
