,Rank,NCTId,PrimaryOutcomeMeasure,SecondaryIdDomain,ReferenceCitation,ReferencePMID,ReferenceType,RemovedCountry,ResponsiblePartyInvestigatorAffiliation,ResponsiblePartyInvestigatorFullName,ResponsiblePartyInvestigatorTitle,ResponsiblePartyOldNameTitle,ResponsiblePartyOldOrganization,ResponsiblePartyType,ResultsFirstPostDate,ResultsFirstPostDateType,ResultsFirstSubmitDate,ResultsFirstSubmitQCDate,RetractionPMID,RetractionSource,SamplingMethod
0,65,['NCT02848781'],"['Freedom from recurrent VT, cardiovascular rehospitalization, and all-cause mortality']",[],"['Kheiri B, Barbarawi M, Zayed Y, Hicks M, Osman M, Rashdan L, Kyi HH, Bachuwa G, Hassan M, Stecker EC, Nazer B, Bhatt DL. Antiarrhythmic Drugs or Catheter Ablation in the Management of Ventricular Tachyarrhythmias in Patients With Implantable Cardioverter-Defibrillators: A Systematic Review and Meta-Analysis of Randomized Controlled Trials. Circ Arrhythm Electrophysiol. 2019 Nov;12(11):e007600. doi: 10.1161/CIRCEP.119.007600. Epub 2019 Nov 8.']",['31698933'],['derived'],[],[],[],[],[],[],['Sponsor'],[],[],[],[],[],[],[]
0,66,['NCT00385047'],['Number of adverse events'],"['WRAIR Protocol ID', 'E-Track', 'GSK', 'Internal']","['Dutta S, Lalitha PV, Ware LA, Barbosa A, Moch JK, Vassell MA, Fileta BB, Kitov S, Kolodny N, Heppner DG, Haynes JD, Lanar DE. Purification, characterization, and immunogenicity of the refolded ectodomain of the Plasmodium falciparum apical membrane antigen 1 expressed in Escherichia coli. Infect Immun. 2002 Jun;70(6):3101-10.', 'Spring MD, Cummings JF, Ockenhouse CF, Dutta S, Reidler R, Angov E, Bergmann-Leitner E, Stewart VA, Bittner S, Juompan L, Kortepeter MG, Nielsen R, Krzych U, Tierney E, Ware LA, Dowler M, Hermsen CC, Sauerwein RW, de Vlas SJ, Ofori-Anyinam O, Lanar DE, Williams JL, Kester KE, Tucker K, Shi M, Malkin E, Long C, Diggs CL, Soisson L, Dubois MC, Ballou WR, Cohen J, Heppner DG Jr. Phase 1/2a study of the malaria vaccine candidate apical membrane antigen-1 (AMA-1) administered in adjuvant system AS01B or AS02A. PLoS One. 2009;4(4):e5254. doi: 10.1371/journal.pone.0005254. Epub 2009 Apr 23.']","['12011004', '19390585']","['background', 'derived']",[],[],[],[],[],[],['Sponsor'],[],[],[],[],[],[],[]
0,67,['NCT02993120'],['Low-density lipoprotein (LDL) treatment patterns'],[],"['Arnold SV, de Lemos JA, Rosenson RS, Ballantyne CM, Liu Y, Mues KE, Alam S, Elliott-Davey M, Bhatt DL, Cannon CP, Kosiborod M; GOULD Investigators. Use of Guideline-Recommended Risk Reduction Strategies Among Patients With Diabetes and Atherosclerotic Cardiovascular Disease. Circulation. 2019 Aug 13;140(7):618-620. doi: 10.1161/CIRCULATIONAHA.119.041730. Epub 2019 Jun 7.', 'Cannon CP, de Lemos JA, Rosenson RS, Ballantyne CM, Liu Y, Yazdi D, Elliott-Davey M, Mues KE, Bhatt DL, Kosiborod MN; GOULD Investigators. Getting to an ImprOved Understanding of Low-Density Lipoprotein-Cholesterol and Dyslipidemia Management (GOULD): Methods and baseline data of a registry of high cardiovascular risk patients in the United States. Am Heart J. 2020 Jan;219:70-77. doi: 10.1016/j.ahj.2019.10.014. Epub 2019 Oct 31.']","['31174429', '31726422']","['background', 'derived']",[],[],[],[],[],[],['Sponsor'],[],[],[],[],[],[],['Probability Sample']
0,68,['NCT03045120'],"['changes in cardiovascular risk from baseline using the Framingham Coronary Heart Disease Score', 'changes in metabolic risk from baseline using metabolic lab values']",[],[],[],[],[],[],[],[],[],[],['Sponsor'],[],[],[],[],[],[],['Probability Sample']
0,69,['NCT01154296'],['STI Incidence'],[],"['Metsch LR, Feaster DJ, Gooden L, Schackman BR, Matheson T, Das M, Golden MR, Huffaker S, Haynes LF, Tross S, Malotte CK, Douaihy A, Korthuis PT, Duffus WA, Henn S, Bolan R, Philip SS, Castro JG, Castellon PC, McLaughlin G, Mandler RN, Branson B, Colfax GN. Effect of risk-reduction counseling with rapid HIV testing on risk of acquiring sexually transmitted infections: the AWARE randomized clinical trial. JAMA. 2013 Oct 23;310(16):1701-10. doi: 10.1001/jama.2013.280034.', 'Alcaide ML, Feaster DJ, Duan R, Cohen S, Diaz C, Castro JG, Golden MR, Henn S, Colfax GN, Metsch LR. The incidence of Trichomonas vaginalis infection in women attending nine sexually transmitted diseases clinics in the USA. Sex Transm Infect. 2016 Feb;92(1):58-62. doi: 10.1136/sextrans-2015-052010. Epub 2015 Jun 12.']","['24150466', '26071390']","['result', 'derived']",[],['Columbia University'],['Lisa Metsch'],"['Stephen Smith Professor of Sociomedical Sciences and Chair, Department of Sociomedical Sciences']",[],[],['Principal Investigator'],"['September 29, 2014']",['Estimate'],"['July 29, 2014']","['September 23, 2014']",[],[],[]
0,70,['NCT02857764'],"['Incidence of Below-knee Lower Extremity Amputation in Type 2 Diabetes Mellitus (T2DM) Patients Newly Exposed to Sodium-glucose Co-transporter 2 Inhibitors (SGLT2i) Overall and in the Subgroup With High Cardiovascular (CV) Risk', 'Incidence of Below-Knee Lower Extremity Amputation in T2DM Patients Newly Exposed To non-SGLT2i Aha Overall And In The Subgroup With High CV Risk', 'Incidence of Below-Knee Lower Extremity Amputation in Canagliflozin New Users Versus non-SGLT2i Aha New Users']","['Janssen Research & Development, LLC.']",[],[],[],[],[],[],[],[],[],['Sponsor'],[],[],[],[],[],[],['Non-Probability Sample']
0,71,['NCT00412568'],"['safety, efficacy, and refractive stability']",[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
0,72,['NCT03353480'],"['AUC0-72', 'Cmax']",[],[],[],[],[],[],[],[],[],[],['Sponsor'],[],[],[],[],[],[],[]
0,73,['NCT00800267'],"['The differences from baseline in diurnal IOP reduction after six months of treatment will be tested between the fixed combination and the monotherapy groups.', 'Primary objective: to demonstrate that the fixed combination of latanoprost and timolol has a better IOP-reducing effect than the individual monotherapies.']",[],[],[],[],[],[],[],[],"['Director, Clinical Trial Disclosure Group']","['Pfizer, Inc.']",[],[],[],[],[],[],[],[]
0,74,['NCT00601835'],['Percentage of Participants ≥ 60 Years of Age With Antibody Levels ≥ 0.10 IU/mL to Tetanus and Diphtheria.'],[],[],[],[],[],[],[],[],[],[],['Sponsor'],"['February 18, 2011']",['Estimate'],"['November 16, 2009']","['January 21, 2011']",[],[],[]
0,75,['NCT01087905'],"['7-Day Point Prevalence Abstinence From Smoking by Intervention', '7-Day Point Prevalence Abstinence From Smoking by Nicotine Replacement Therapy (NRT) Group']",[],"['Smith SS, Keller PA, Kobinsky KH, Baker TB, Fraser DL, Bush T, Magnusson B, Zbikowski SM, McAfee TA, Fiore MC. Enhancing tobacco quitline effectiveness: identifying a superior pharmacotherapy adjuvant. Nicotine Tob Res. 2013 Mar;15(3):718-28. doi: 10.1093/ntr/nts186. Epub 2012 Sep 19.']",['22992296'],['result'],[],[],[],[],[],[],['Sponsor'],"['April 24, 2013']",['Estimate'],"['January 30, 2013']","['April 22, 2013']",[],[],[]
0,76,['NCT02616198'],"['Evaluating differently coated glass ionomer cements on posterior teeth with United State Public Health Service criteria regarding marginal adaptation by 2 independent evaluators', 'Evaluating differently coated glass ionomer cements on posterior teeth with United State Public Health Service criteria regarding marginal discolouration by 2 independent evaluators', 'Evaluating differently coated glass ionomer cements on posterior teeth with United State Public Health Service criteria regarding retention rate by 2 independent evaluators', 'Evaluating differently coated glass ionomer cements on posterior teeth with United State Public Health Service criteria regarding anatomic form by 2 independent evaluators', 'Evaluating differently coated glass ionomer cements on posterior teeth with United State Public Health Service criteria regarding colour changes by 2 independent evaluators']",[],"['Sidhu SK. Glass-ionomer cement restorative materials: a sticky subject? Aust Dent J. 2011 Jun;56 Suppl 1:23-30. doi: 10.1111/j.1834-7819.2010.01293.x. Review.', 'Lohbauer U (2010) Dental glass ionomer cements as permanent filling materials? Properties, limitations and future trends. Materials 3(1) 76-96.', 'Diem VT, Tyas MJ, Ngo HC, Phuong LH, Khanh ND. The effect of a nano-filled resin coating on the 3-year clinical performance of a conventional high-viscosity glass-ionomer cement. Clin Oral Investig. 2014 Apr;18(3):753-9. doi: 10.1007/s00784-013-1026-z. Epub 2013 Jul 7.', 'Tyas MJ. Clinical evaluation of glass-ionomer cement restorations. J Appl Oral Sci. 2006;14 Suppl:10-3.', 'Frankenberger R, Garcia-Godoy F, Krämer N. Clinical Performance of Viscous Glass Ionomer Cement in Posterior Cavities over Two Years. Int J Dent. 2009;2009:781462. doi: 10.1155/2009/781462. Epub 2010 Feb 22.', 'Ersin NK, Candan U, Aykut A, Onçağ O, Eronat C, Kose T. A clinical evaluation of resin-based composite and glass ionomer cement restorations placed in primary teeth using the ART approach: results at 24 months. J Am Dent Assoc. 2006 Nov;137(11):1529-36.', 'Burke FJ, Siddons C, Cripps S, Bardha J, Crisp RJ, Dopheide B. Clinical performance of reinforced glass ionomer restorations placed in UK dental practices. Br Dent J. 2007 Jul 14;203(1):E2; discussion 40-1. Epub 2007 Jun 1. Erratum in: Br Dent J. 2007 Sep 22;203(6):369. Phipps, S [corrected to Cripps, S].', 'Bonifácio CC, Werner A, Kleverlaan CJ. Coating glass-ionomer cements with a nanofilled resin. Acta Odontol Scand. 2012 Dec;70(6):471-7. doi: 10.3109/00016357.2011.639307. Epub 2011 Dec 12.', 'Friedl K, Hiller KA, Friedl KH. Clinical performance of a new glass ionomer based restoration system: a retrospective cohort study. Dent Mater. 2011 Oct;27(10):1031-7. doi: 10.1016/j.dental.2011.07.004. Epub 2011 Aug 15.', 'Basso M, Brambilla E, Benites MG, Giovannardi M & Ionescu AC (2015) Glass ionomer cement for permanent dental restorations: a 48-months, multi-center, prospective clinical trial Stomatology Education Journal 2(1) 25-35.', 'Miletic I, Baraba A, Juic IB & Anic I (2013) Evaluation of a glass-ionomer based restoration system- a one year pilot study Journal of Minimum Intervention in Dentistry 6 87-95.', 'Gurgan S, Kutuk ZB, Ergin E, Oztas SS, Cakir FY. Four-year randomized clinical trial to evaluate the clinical performance of a glass ionomer restorative system. Oper Dent. 2015 Mar-Apr;40(2):134-43. doi: 10.2341/13-239-C. Epub 2014 Oct 9.']","['21564113', '23832616', '19089080', '20339470', '17082278', '17546060', '22149968', '21840585', '25299703']","['background', 'background', 'background', 'background', 'background', 'background', 'background', 'background', 'background', 'background', 'background', 'background']",[],['Ege University'],['Sebnem Turkun'],['Prof. Dr.'],[],[],['Principal Investigator'],[],[],[],[],[],[],[]
0,77,['NCT00007540'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
0,78,['NCT02163525'],"['Compare direct cost of GFA compared to those of myomectomy and UAE', 'Compare rates of acute and near-term serious complications to the acute and near-term treatment-related serious adverse events of pivotal study.']",[],"['Spies JB, Coyne K, Guaou Guaou N, Boyle D, Skyrnarz-Murphy K, Gonzalves SM. The UFS-QOL, a new disease-specific symptom and health-related quality of life questionnaire for leiomyomata. Obstet Gynecol. 2002 Feb;99(2):290-300.', 'Viswanathan M, Hartmann K, McKoy N, Stuart G, Rankins N, Thieda P, Lux LJ, Lohr KN. Management of uterine fibroids: an update of the evidence. Evid Rep Technol Assess (Full Rep). 2007 Jul;(154):1-122. Review.', 'Twijnstra AR, Kolkman W, Trimbos-Kemper GC, Jansen FW. Implementation of advanced laparoscopic surgery in gynecology: national overview of trends. J Minim Invasive Gynecol. 2010 Jul-Aug;17(4):487-92. doi: 10.1016/j.jmig.2010.03.010. Epub 2010 May 14.', 'Holzer A, Jirecek ST, Illievich UM, Huber J, Wenzl RJ. Laparoscopic versus open myomectomy: a double-blind study to evaluate postoperative pain. Anesth Analg. 2006 May;102(5):1480-4.', 'Parker WH, Iacampo K, Long T. Uterine rupture after laparoscopic removal of a pedunculated myoma. J Minim Invasive Gynecol. 2007 May-Jun;14(3):362-4.', ""Banas T, Klimek M, Fugiel A, Skotniczny K. Spontaneous uterine rupture at 35 weeks' gestation, 3 years after laparoscopic myomectomy, without signs of fetal distress. J Obstet Gynaecol Res. 2005 Dec;31(6):527-30."", 'Moss JG, Cooper KG, Khaund A, Murray LS, Murray GD, Wu O, Craig LE, Lumsden MA. Randomised comparison of uterine artery embolisation (UAE) with surgical treatment in patients with symptomatic uterine fibroids (REST trial): 5-year results. BJOG. 2011 Jul;118(8):936-44. doi: 10.1111/j.1471-0528.2011.02952.x. Epub 2011 Apr 12.', 'Mara M, Maskova J, Fucikova Z, Kuzel D, Belsan T, Sosna O. Midterm clinical and first reproductive results of a randomized controlled trial comparing uterine fibroid embolization and myomectomy. Cardiovasc Intervent Radiol. 2008 Jan-Feb;31(1):73-85. Epub 2007 Oct 18.', 'Manyonda IT, Bratby M, Horst JS, Banu N, Gorti M, Belli AM. Uterine artery embolization versus myomectomy: impact on quality of life--results of the FUME (Fibroids of the Uterus: Myomectomy versus Embolization) Trial. Cardiovasc Intervent Radiol. 2012 Jun;35(3):530-6. doi: 10.1007/s00270-011-0228-5. Epub 2011 Jul 20.', 'Carls GS, Lee DW, Ozminkowski RJ, Wang S, Gibson TB, Stewart E. What are the total costs of surgical treatment for uterine fibroids? J Womens Health (Larchmt). 2008 Sep;17(7):1119-32. doi: 10.1089/jwh.2008.0456.', 'Nash K, Feinglass J, Zei C, Lu G, Mengesha B, Lewicky-Gaupp C, Lin A. Robotic-assisted laparoscopic myomectomy versus abdominal myomectomy: a comparative analysis of surgical outcomes and costs. Arch Gynecol Obstet. 2012 Feb;285(2):435-40. doi: 10.1007/s00404-011-1999-2. Epub 2011 Jul 22.', 'Al-Fozan H, Dufort J, Kaplow M, Valenti D, Tulandi T. Cost analysis of myomectomy, hysterectomy, and uterine artery embolization. Am J Obstet Gynecol. 2002 Nov;187(5):1401-4.', 'Bushnell DM, Martin ML, Moore KA, Richter HE, Rubin A, Patrick DL. Menorrhagia Impact Questionnaire: assessing the influence of heavy menstrual bleeding on quality of life. Curr Med Res Opin. 2010 Dec;26(12):2745-55. doi: 10.1185/03007995.2010.532200. Epub 2010 Nov 3.', 'Hartung J, Knapp G. On tests of the overall treatment effect in meta-analysis with normally distributed responses. Stat Med. 2001 Jun 30;20(12):1771-82.', 'Robles R, Aguirre VA, Argueta AI, Guerrero MR. Laparoscopic radiofrequency volumetric thermal ablation of uterine myomas with 12 months of follow-up. Int J Gynaecol Obstet. 2013 Jan;120(1):65-9. doi: 10.1016/j.ijgo.2012.07.023. Epub 2012 Oct 14.', 'Garza Leal JG, Hernandez Leon I, Castillo Saenz L, Lee BB. Laparoscopic ultrasound-guided radiofrequency volumetric thermal ablation of symptomatic uterine leiomyomas: feasibility study using the Halt 2000 Ablation System. J Minim Invasive Gynecol. 2011 May-Jun;18(3):364-71. doi: 10.1016/j.jmig.2011.02.006.', 'Macer JA. For uterine-sparing fibroid treatment, consider laparoscopic ultrasound-guided radiofrequency ablation. obmanagement.com Vol 25 No. 11 November 2013', 'Chudnoff SG, Berman JM, Levine DJ, Harris M, Guido RS, Banks E. Outpatient procedure for the treatment and relief of symptomatic uterine myomas. Obstet Gynecol. 2013 May;121(5):1075-82. doi: 10.1097/AOG.0b013e31828b7962.', ""Guido RS, Macer JA, Abbott K, Falls JL, Tilley IB, Chudnoff SG. Radiofrequency volumetric thermal ablation of fibroids: a prospective, clinical analysis of two years' outcome from the Halt trial. Health Qual Life Outcomes. 2013 Aug 13;11:139. doi: 10.1186/1477-7525-11-139."", 'Berman JM, Guido RS, Garza Leal JG, Pemueller RR, Whaley FS, Chudnoff SG; Halt Study Group. Three-year outcome of the Halt trial: a prospective analysis of radiofrequency volumetric thermal ablation of myomas. J Minim Invasive Gynecol. 2014 Sep-Oct;21(5):767-74. doi: 10.1016/j.jmig.2014.02.015. Epub 2014 Mar 5.']","['11814511', '18288885', '20471917', '16632830', '17478371', '16343253', '21481151', '17943348', '21773858', '18687032', '21779774', '12439538', '21043553', '11406840', '23073229', '21545960', '23635746', '23941588', '24613404']","['background', 'background', 'background', 'background', 'background', 'background', 'background', 'background', 'background', 'background', 'background', 'background', 'background', 'background', 'background', 'background', 'background', 'result', 'result', 'result']",[],[],[],[],[],[],['Sponsor'],[],[],[],[],[],[],[]
0,79,['NCT03310112'],"['Change in Sustained Attention to Response Task (SART)', 'Change in Working Memory Task with Affective Distraction (WMDA)']",[],"['Jha AP, Morrison AB, Dainer-Best J, Parker S, Rostrup N, Stanley EA. Minds ""at attention"": mindfulness training curbs attentional lapses in military cohorts. PLoS One. 2015 Feb 11;10(2):e0116889. doi: 10.1371/journal.pone.0116889. eCollection 2015.', 'Jha, AP, Morrison, AB, Parker, SC, & Stanley, EA. Practice is protective: Mindfulness training promotes cognitive resilience in high-stress cohorts. Mindfulness. 2016; 7(1), 1-13. doi: 10.1007/s12671-015-0465-9.', 'Jha AP, Krompinger J, Baime MJ. Mindfulness training modifies subsystems of attention. Cogn Affect Behav Neurosci. 2007 Jun;7(2):109-19.', 'Jha AP, Stanley EA, Kiyonaga A, Wong L, Gelfand L. Examining the protective effects of mindfulness training on working memory capacity and affective experience. Emotion. 2010 Feb;10(1):54-64. doi: 10.1037/a0018438.', 'van Vugt MK, Jha AP. Investigating the impact of mindfulness meditation training on working memory: a mathematical modeling approach. Cogn Affect Behav Neurosci. 2011 Sep;11(3):344-53. doi: 10.3758/s13415-011-0048-8.', 'Zanesco AP, Denkova E, Rogers SL, MacNulty WK, Jha AP. Mindfulness training as cognitive training in high-demand cohorts: An initial study in elite military servicemembers. Prog Brain Res. 2019;244:323-354. doi: 10.1016/bs.pbr.2018.10.001. Epub 2018 Nov 27.']","['25671579', '17672382', '20141302', '21732031', '30732844']","['background', 'background', 'background', 'background', 'background', 'derived']",[],['University of Miami'],['Amishi Jha'],['Associate Professor'],[],[],['Principal Investigator'],[],[],[],[],[],[],[]
0,80,['NCT02766634'],"['The Area under the effect curve for CD34+ (AUECCD34+)', 'Maximum observed value for CD34+ (CD34+max)', 'Area under the serum filgrastim concentration versus time curve from time zero to 24 hours (AUC0-24)', 'Maximum serum filgrastim concentration (Cmax) following study drug administration on Day 5']",['Alias Study Number'],"['Yao HM, Ottery FD, Borema T, Harris S, Levy J, May TB, Moosavi S, Zhang J, Summers M. PF-06881893 (Nivestym™), a Filgrastim Biosimilar, Versus US-Licensed Filgrastim Reference Product (US-Neupogen(®)): Pharmacokinetics, Pharmacodynamics, Immunogenicity, and Safety of Single or Multiple Subcutaneous Doses in Healthy Volunteers. BioDrugs. 2019 Apr;33(2):207-220. doi: 10.1007/s40259-019-00343-8.']",['30900158'],['derived'],[],[],[],[],[],[],['Sponsor'],[],[],[],[],[],[],[]
0,81,['NCT02971709'],['Observed Use of Passive Recreation Area by Adults'],"['Klein Buendel, Inc.']","['Buller DB, English DR, Buller MK, Simmons J, Chamberlain JA, Wakefield M, Dobbinson S. Shade Sails and Passive Recreation in Public Parks of Melbourne and Denver: A Randomized Intervention. Am J Public Health. 2017 Dec;107(12):1869-1875. doi: 10.2105/AJPH.2017.304071. Epub 2017 Oct 19.']",['29048958'],['derived'],[],[],[],[],[],[],['Sponsor'],[],[],[],[],[],[],[]
0,82,['NCT03801928'],"['Duration of Remicade and/or Inflectra therapy and time between lines of therapy', 'Proportion of patients who change dosing and/or dosing schedule', 'Proportion of patients who discontinue treatment and the rationale', 'Proportion of patients adhering to treatment regimen', 'Number of health care related visits for all indications']",['Alias Study Number'],[],[],[],[],[],[],[],[],[],['Sponsor'],[],[],[],[],[],[],['Non-Probability Sample']
0,83,['NCT01641029'],['Prevalence of antimicrobial resistant E. coli in the U.S.'],[],[],[],[],[],[],[],[],[],[],['Sponsor'],[],[],[],[],[],[],['Non-Probability Sample']
0,84,['NCT02128542'],"['Percentage of Participants With Sustained Virologic Response (SVR) 12 Weeks After Discontinuation of Therapy', 'Percentage of Participants Who Permanently Discontinued Any Study Drug Due to an Adverse Event']",[],"['Ho SB, Monto A, Peyton A, Kaplan DE, Byrne S, Moon S, Copans A, Rossaro L, Roy A, Le H, Dvory-Sobol H, Zhu Y, Brainard DM, Guyer W, Shaikh O, Fuchs M, Morgan TR; VALOR study team. Efficacy of Sofosbuvir Plus Ribavirin in Veterans With Hepatitis C Virus Genotype 2 Infection, Compensated Cirrhosis, and Multiple Comorbidities. Clin Gastroenterol Hepatol. 2017 Feb;15(2):282-288. doi: 10.1016/j.cgh.2016.05.024. Epub 2016 May 27.']",['27237429'],['result'],[],[],[],[],[],[],['Sponsor'],"['August 3, 2016']",['Estimate'],"['June 21, 2016']","['June 21, 2016']",[],[],[]
0,85,['NCT00573976'],[],[],[],[],[],[],[],[],[],"['Kimberly D. Anderson, Ph.D']","['University of California, Irvine']",[],[],[],[],[],[],[],['Non-Probability Sample']
0,86,['NCT00306007'],[],[],[],[],[],[],[],[],[],[],[],['Sponsor'],[],[],[],[],[],[],['Non-Probability Sample']
0,87,['NCT02766647'],"['Area under the serum filgrastim concentration versus time curve from zero to infinity (AUC0-∞)', 'Maximum serum filgrastim concentration (Cmax)', 'Area under the effect curve for Absolute Neutrophil Count (ANC) (AUEC ANC)', 'Maximum observed ANC ( ANC max)']",['Alias Study Number'],"['Yao HM, Ottery FD, Borema T, Harris S, Levy J, May TB, Moosavi S, Zhang J, Summers M. PF-06881893 (Nivestym™), a Filgrastim Biosimilar, Versus US-Licensed Filgrastim Reference Product (US-Neupogen(®)): Pharmacokinetics, Pharmacodynamics, Immunogenicity, and Safety of Single or Multiple Subcutaneous Doses in Healthy Volunteers. BioDrugs. 2019 Apr;33(2):207-220. doi: 10.1007/s40259-019-00343-8.']",['30900158'],['derived'],[],[],[],[],[],[],['Sponsor'],[],[],[],[],[],[],[]
0,88,['NCT04460898'],"['Progression Free Survival (PFS)', 'Tumor response', 'Proportion of patients receiving various cancer treatment regimens', 'Proportion of patients receiving each therapy sequence across lines', 'Proportion of patients receiving each starting dose and end dose for those on palbociclib combination therapy', 'Proportion of patients that experienced dose adjustment', 'Proportion of patients that discontinued therapy']",[],[],[],[],[],[],[],[],[],[],['Sponsor'],[],[],[],[],[],[],['Non-Probability Sample']
0,89,['NCT00413517'],['Safety and efficacy of Epi-LASIK'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
0,90,['NCT02882100'],"['Hospitalization for a respiratory-related Illness', 'Hospitalization for all causes']",[],"['Thompson WW, Shay DK, Weintraub E, Brammer L, Cox N, Anderson LJ, Fukuda K. Mortality associated with influenza and respiratory syncytial virus in the United States. JAMA. 2003 Jan 8;289(2):179-86.', 'Thompson WW, Shay DK, Weintraub E, Brammer L, Bridges CB, Cox NJ, Fukuda K. Influenza-associated hospitalizations in the United States. JAMA. 2004 Sep 15;292(11):1333-40.', 'Hayward AC, Harling R, Wetten S, Johnson AM, Munro S, Smedley J, Murad S, Watson JM. Effectiveness of an influenza vaccine programme for care home staff to prevent death, morbidity, and health service use among residents: cluster randomised controlled trial. BMJ. 2006 Dec 16;333(7581):1241. Epub 2006 Dec 1.', 'McConeghy KW, Davidson HE, Canaday DH, Han L, Saade E, Mor V, Gravenstein S. Cluster-randomized trial of adjuvanted vs. non-adjuvanted trivalent influenza vaccine in 823 U.S. nursing homes. Clin Infect Dis. 2020 Sep 4. pii: ciaa1233. doi: 10.1093/cid/ciaa1233. [Epub ahead of print]']","['12517228', '15367555', '17142257', '32882710']","['background', 'background', 'background', 'derived']",[],[],[],[],[],[],['Sponsor'],[],[],[],[],[],[],[]
0,91,['NCT00533975'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
0,92,['NCT02109757'],['Degree of earplug fit for participants in the Air Force Hearing Conservation Program as a measure of education and personnal attenuation rating.'],[],[],[],[],[],['United States Air Force'],['Quintin Hecht'],"['Hearing Conservation Program Manager, Doctor of Audiology']",[],[],['Principal Investigator'],[],[],[],[],[],[],[]
0,93,['NCT00959933'],['Bioequivalence based on AUC and Cmax'],[],[],[],[],[],[],[],[],"['Eric Mittleberg, Ph.D, VP of Product Development']",['Sandoz Inc.'],[],[],[],[],[],[],[],[]
0,94,['NCT00960479'],['Bioequivalence based on AUC and Cmax'],[],[],[],[],[],[],[],[],"['Eric Mittleberg, Ph.D, VP of Product Development']",['Sandoz Inc.'],[],[],[],[],[],[],[],[]
0,95,['NCT03266497'],['Adapted AHEI-2010'],[],[],[],[],[],['Tufts University'],['Sara C. Folta'],['Associate Professor'],[],[],['Sponsor-Investigator'],[],[],[],[],[],[],['Probability Sample']
0,96,['NCT02207569'],"['All-cause Mortality at 30 Days by Percent', 'Percentage of Patients With Disabling Stroke at 30 Days', 'Percent Device Success Rate Between 24 and 7 Day', 'Percentage of Patients With Less Than Moderate Prosthetic Regurgitation at Early Post Procedure Echocardiogram (24 Hours to 7 Days)']",[],"['Popma JJ, Reardon MJ, Khabbaz K, Harrison JK, Hughes GC, Kodali S, George I, Deeb GM, Chetcuti S, Kipperman R, Brown J, Qiao H, Slater J, Williams MR. Early Clinical Outcomes After Transcatheter Aortic Valve Replacement Using a Novel Self-Expanding Bioprosthesis in Patients With Severe Aortic Stenosis Who Are Suboptimal for Surgery: Results of the Evolut R U.S. Study. JACC Cardiovasc Interv. 2017 Feb 13;10(3):268-275. doi: 10.1016/j.jcin.2016.08.050.']",['28183466'],['derived'],[],[],[],[],[],[],['Sponsor'],"['December 12, 2017']",['Actual'],"['September 30, 2016']","['November 13, 2017']",[],[],[]
0,97,['NCT02569632'],['Breadth of protective activity of serum anti-FHbp antibody responses of adults immunized with Trumenba vaccine as assessed by serum bactericidal titers'],[],"['Lujan E, Partridge E, Giuntini S, Ram S, Granoff DM. Breadth and Duration of Meningococcal Serum Bactericidal Activity in Health Care Workers and Microbiologists Immunized with the MenB-FHbp Vaccine. Clin Vaccine Immunol. 2017 Aug 4;24(8). pii: e00121-17. doi: 10.1128/CVI.00121-17. Print 2017 Aug.']",['28566335'],['derived'],[],[],[],[],[],[],['Sponsor'],[],[],[],[],[],[],[]
