,Rank,NCTId,LargeDocDate,LargeDocFilename,LargeDocHasICF,LargeDocHasProtocol,LargeDocHasSAP,LargeDocLabel,LargeDocTypeAbbrev,LargeDocUploadDate,LastKnownStatus,LastUpdatePostDate,LastUpdatePostDateType,LastUpdateSubmitDate,LeadSponsorClass,LeadSponsorName,LocationCity,LocationContactEMail,LocationContactName,LocationContactPhone,LocationContactPhoneExt
0,68,['NCT03045120'],[],[],[],[],[],[],[],[],[],"['April 30, 2020']",['Actual'],"['April 28, 2020']",['INDUSTRY'],['Bristol-Myers Squibb'],"['Tucson', 'Chicago', 'Elk Grove Village', 'Normal', 'Rolling Meadows', 'Tinley Park', 'Avon', 'Wichita', 'Hazard', 'Shreveport', 'Baltimore', 'Billings', 'Omaha', 'Hackensack', 'Bronx', 'Buffalo', 'New York', 'New York', 'New York', 'Stony Brook', 'Greenville', 'Cincinnati', 'Portland', 'Salt Lake City', 'Everett', 'Seattle']","['nirajpatel@prismsgrp.com', 'Karen.Frizelis@amitahealth.org', 'nirajpatel@prismsgrp.com', 'bspringer@healthcareresearchnetwork.com', 'rbeyer@healthcareresearchnetwork.com', 'Kisha_Horan@ahni.com', 'Susan.Davis@cancercenterofkansas.com', 'tmcdaniel@arh.org', 'bbarrow@wkhs.com', 'echandle@ascension.org', 'heather.duyck@sclhs.net', 'mwitthof@unmc.edu', 'krista.brown@unmc.edu', 'kirsten.marfino@hackensackmeridian.org', 'Diana.Baumgardt@hackensackmeridian.org', 'abaez@montefiore.org', 'Gretchen.Watkins@RoswellPark.org', 'rs3323@cumc.columbia.edu', 'greenea@mskcc.org', 'gag2663@med.cornell.edu', 'Sebastian.Munoz@stonybrookmedicine.edu', 'EUBANKSS@ecu.edu', 'lisa.douglas@usoncology.com', 'gasperin@ohsu.edu', 'Spencer.Thomas@hci.utah.edu', 'Heather.Sights@providence.org', 'korlowsk@fredhutch.org']","['Niraj Patel, 0008', 'Karen Frezilis, 0001', 'Niraj Patel, 0036', 'Brian Springer, 0006', 'Rosemary Beyer', 'Kisha Horan, 0034', 'Susan Davis, 0015', 'Tracie McDaniel, 0024', 'Briana Barrow, 0023', 'Elizabeth Chandler, 0007', 'Heather Duyck, 0026', 'Marie Witthoft, 0035', 'Krista Brown', 'Kristen Marfino, 0016', 'Diana Baumgardt', 'Ambar Baez, 0027', 'Gretchen Watkins, 0005', 'Ryan Shelton, 0030', 'Jordan Chervin, 0019', 'Gabrielle Gosciniak, 0011', 'Sebastian Munoz, 0012', 'Jennifer Hofecker', 'Susan Eubanks, 0029', 'Lisa Douglas, 0014', 'Diane Gasperin, 0002', 'Spencer Thomas, 0033', 'Heather Sights, 0009', 'Kaysey Orlowski, 0003']","['872-222-7830', '630-269-2788', '872-222-7830', '314-972-9600', '314-972-9600', '317-462-1826', '316-613-4318', '606-487-7902', '318-212-8671', '667-234-2966', '406-238-6288', '402-559-4828', '402 559 4828', '551-996-3416', '718-920-2006', '716-845-1516', '212-304-5485', '646-888-1001', '646-962-9359', '631-638-2148', '631-638-2148', '252-744-1015', '513-751-2273', '503-418-9117', '801-213-4327', '425-297-5531', '206-667-1997']",['27111']
0,69,['NCT01154296'],[],[],[],[],[],[],[],[],[],"['September 29, 2014']",['Estimate'],"['September 23, 2014']",['OTHER'],['Columbia University'],"['Los Angeles', 'San Francisco', 'Washington', 'Jacksonville', 'Miami', 'Portland', 'Pittsburgh', 'Colombia', 'Seattle']",[],[],[],[]
0,70,['NCT02857764'],[],[],[],[],[],[],[],[],[],"['August 30, 2017']",['Actual'],"['August 29, 2017']",['INDUSTRY'],"['Janssen Research & Development, LLC']",[],[],[],[],[]
0,71,['NCT00412568'],[],[],[],[],[],[],[],[],[],"['April 1, 2008']",['Estimate'],"['March 31, 2008']",['FED'],['Walter Reed Army Medical Center'],['Washington'],[],[],[],[]
0,72,['NCT03353480'],[],[],[],[],[],[],[],[],[],"['February 21, 2019']",['Actual'],"['February 19, 2019']",['INDUSTRY'],['Pfizer'],['Changchun'],[],[],[],[]
0,73,['NCT00800267'],[],[],[],[],[],[],[],[],[],"['March 6, 2009']",['Estimate'],"['March 5, 2009']",['INDUSTRY'],['Pfizer'],"['Anaheim', 'Anaheim', 'Sacramento', 'Sacramento', 'San Francisco', 'Boulder', 'Denver', 'Largo', 'Tampa', 'Atlanta', 'Atlanta', 'Atlanta', 'East Point', 'Griffin', 'Morrow', 'Chicago', 'Wheaton', 'Elkhart', 'Mishawaka', 'South Bend', 'South Bend', 'Iowa City', 'Louisville', 'Baltimore', 'Owings Mills', 'Boston', 'Golden Valley', 'Minneapolis', 'Kansas City', 'Kansas City', 'Warrenburg', 'Concord', 'South Plainfield', 'Charlotte', 'Charlotte', 'Charlotte', 'Matthews', 'Monroe', 'Portland', 'Portland', 'Wyomissing', 'Charleston', 'Mount Pleasant', 'Memphis', 'Austin', 'Galveston', 'Houston', 'Charlottesville', 'Richmond', 'Richmond', 'Tacoma', 'Madison', 'Madison']",[],[],[],[]
0,74,['NCT00601835'],[],[],[],[],[],[],[],[],[],"['April 14, 2016']",['Estimate'],"['April 12, 2016']",['INDUSTRY'],"['Sanofi Pasteur, a Sanofi Company']","['Oakland', 'Pittsburgh']",[],[],[],[]
0,75,['NCT01087905'],[],[],[],[],[],[],[],[],[],"['December 8, 2016']",['Estimate'],"['October 26, 2016']",['OTHER'],"['University of Wisconsin, Madison']","['Seattle', 'Madison']",[],[],[],[]
0,76,['NCT02616198'],[],[],[],[],[],[],[],[],[],"['November 26, 2015']",['Estimate'],"['November 24, 2015']",['OTHER'],['Ege University'],[],[],[],[],[]
0,77,['NCT00007540'],[],[],[],[],[],[],[],[],[],"['January 21, 2009']",['Estimate'],"['January 20, 2009']",['FED'],['US Department of Veterans Affairs'],['Chicago'],[],[],[],[]
0,78,['NCT02163525'],[],[],[],[],[],[],[],[],[],"['January 9, 2020']",['Actual'],"['January 6, 2020']",['INDUSTRY'],"['Acessa Health, Inc.']","['Santa Monica', 'Walnut Creek', 'Augusta', 'Chicago', 'Jamaica Plain', 'West Bloomfield', 'Rochester', 'Austin', 'Falls Church']",[],[],[],[]
0,79,['NCT03310112'],[],[],[],[],[],[],[],[],[],"['September 18, 2018']",['Actual'],"['September 14, 2018']",['OTHER'],['University of Miami'],['Coral Gables'],[],[],[],[]
0,80,['NCT02766634'],[],[],[],[],[],[],[],[],[],"['July 21, 2016']",['Estimate'],"['July 20, 2016']",['INDUSTRY'],['Pfizer'],"['Miami', 'Miami']",[],[],[],[]
0,81,['NCT02971709'],[],[],[],[],[],[],[],[],[],"['July 25, 2017']",['Actual'],"['July 24, 2017']",['INDUSTRY'],"['Klein Buendel, Inc.']","['Golden', 'Melbourne']",[],[],[],[]
0,82,['NCT03801928'],[],[],[],[],[],[],[],[],[],"['June 16, 2020']",['Actual'],"['June 11, 2020']",['INDUSTRY'],['Pfizer'],"['San Diego', 'Hamden', 'Miami', 'Gurnee', 'Indianapolis', 'Columbia', 'Grand Rapids', 'Minot', 'Beavercreek', 'Middleburg Heights', 'Vancouver', 'Calgary', 'Edmonton', 'New Westminster', 'Montreal']",[],[],[],[]
0,83,['NCT01641029'],[],[],[],[],[],[],[],[],[],"['April 24, 2015']",['Estimate'],"['April 23, 2015']",['OTHER'],['Olive View-UCLA Education & Research Institute'],['Sylmar'],[],[],[],[]
0,84,['NCT02128542'],[],[],[],[],[],[],[],[],[],"['August 3, 2016']",['Estimate'],"['June 21, 2016']",['INDUSTRY'],['Gilead Sciences'],"['Long Beach', 'Los Angeles', 'Palo Alto', 'San Diego', 'San Francisco', 'New Haven', 'Miami', 'Decatur', 'Baltimore', 'Kansas City', 'Durham', 'Portland', 'Philadelphia', 'Pittsburgh', 'Dallas', 'Houston', 'Richmond']",[],[],[],[]
0,85,['NCT00573976'],[],[],[],[],[],[],[],[],[],"['November 4, 2010']",['Estimate'],"['November 2, 2010']",['OTHER'],"['University of California, Irvine']",[],[],[],[],[]
0,86,['NCT00306007'],[],[],[],[],[],[],[],[],[],"['June 25, 2013']",['Estimate'],"['June 23, 2013']",['OTHER'],"['University of California, San Francisco']",['San Francisco'],[],[],[],[]
0,87,['NCT02766647'],[],[],[],[],[],[],[],[],[],"['May 10, 2016']",['Estimate'],"['May 6, 2016']",['INDUSTRY'],['Pfizer'],['Miami'],[],[],[],[]
0,88,['NCT04460898'],[],[],[],[],[],[],[],[],[],"['July 8, 2020']",['Actual'],"['July 6, 2020']",['INDUSTRY'],['Pfizer'],['New York'],[],[],[],[]
0,89,['NCT00413517'],[],[],[],[],[],[],[],[],[],"['July 16, 2010']",['Estimate'],"['July 15, 2010']",['FED'],['Walter Reed Army Medical Center'],['Washington'],[],[],[],[]
0,90,['NCT02882100'],[],[],[],[],[],[],[],[],[],"['June 12, 2020']",['Actual'],"['June 11, 2020']",['OTHER'],"['Insight Therapeutics, LLC']",['Norfolk'],[],[],[],[]
0,91,['NCT00533975'],[],[],[],[],[],[],[],[],['Not yet recruiting'],"['September 24, 2007']",['Estimate'],"['September 20, 2007']",['OTHER'],"['University of California, San Diego']",['San Diego'],[],"['Samuel B Ho, M.D.']",[],[]
0,92,['NCT02109757'],[],[],[],[],[],[],[],[],['Recruiting'],"['April 10, 2014']",['Estimate'],"['April 7, 2014']",['FED'],['United States Air Force'],"['Elemendorf Air Force Base', 'Dayton']","['shannon.hunt.3@us.af.mil', 'quintin.hecht.1@us.af.mil']","['Shannon Hunt, Au.D.', 'Shannon Hunt, Au.D.', 'Daniel Williams, Au.D.', 'Quintin A Hecht, Au.D.', 'Quintin A Hecht, Au.D.', 'Elizabeth A McKenna, Au.D.', 'April Taylor, Au.D.', 'Malisha Martukovich, Au.D.', 'Matthew Williams, Au.D.', 'Katie Tastad, MPH', 'Christina Waldrop, Associates', 'Michelle LeMond, Associates']","['907-580-5804', '937-938-3201']",[]
0,93,['NCT00959933'],[],[],[],[],[],[],[],[],[],"['March 28, 2017']",['Actual'],"['March 27, 2017']",['INDUSTRY'],['Sandoz'],[],[],[],[],[]
0,94,['NCT00960479'],[],[],[],[],[],[],[],[],[],"['March 28, 2017']",['Actual'],"['March 27, 2017']",['INDUSTRY'],['Sandoz'],[],[],[],[],[]
0,95,['NCT03266497'],[],[],[],[],[],[],[],[],[],"['August 30, 2017']",['Actual'],"['August 28, 2017']",['OTHER'],['Sara C. Folta'],[],[],[],[],[]
0,96,['NCT02207569'],[],[],[],[],[],[],[],[],[],"['October 22, 2020']",['Actual'],"['October 20, 2020']",['INDUSTRY'],['Medtronic Cardiovascular'],"['Phoenix', 'Los Angeles', 'New Haven', 'Washington', 'Indianapolis', 'Kansas City', 'Baltimore', 'Boston', 'Ann Arbor', 'Detroit', 'Grand Rapids', 'Morristown', 'New York', 'New York', 'New York', 'Roslyn', 'Durham', 'Columbus', 'Pittsburgh', 'Wormleysburg', 'Dallas', 'Houston', 'Milwaukee']",[],[],[],[]
0,97,['NCT02569632'],[],[],[],[],[],[],[],[],"['Active, not recruiting']","['September 30, 2016']",['Estimate'],"['September 28, 2016']",['OTHER'],"[""UCSF Benioff Children's Hospital Oakland""]","['Oakland', 'Worcester']",[],[],[],[]
0,98,['NCT02069925'],[],[],[],[],[],[],[],[],[],"['May 11, 2020']",['Actual'],"['May 7, 2020']",['OTHER'],['Yale University'],"['New Haven', 'Boston']",[],[],[],[]
0,99,['NCT03433131'],[],[],[],[],[],[],[],[],[],"['August 28, 2019']",['Actual'],"['August 22, 2019']",['INDUSTRY'],"['Harmony Biosciences, LLC']","['Birmingham', 'Cullman', 'Phoenix', 'Phoenix', 'Phoenix', 'Scottsdale', 'San Ramon', 'Santa Monica', 'Aurora', 'Boulder', 'Norwalk', 'Clearwater', 'Jacksonville', 'Miami', 'Winter Park', 'Atlanta', 'Atlanta', 'Gainesville', 'Savannah', 'Chicago', 'Chicago', 'Glenview', 'Northbrook', 'Greenwood', 'Fairway', 'Louisville', 'Scarborough', 'Chevy Chase', 'Boston', 'Ann Arbor', 'Novi', 'Portage', 'Shelby', 'Brooklyn Park', 'Rochester', 'Chesterfield', 'Columbia', 'Kansas City', 'Bronx', 'New Hyde Park', 'New York', 'New York', 'Rochester', 'Rochester', 'Durham', 'Huntersville', 'Raleigh', 'Akron', 'Cincinnati', 'Cleveland', 'Dublin', 'Tulsa', 'Tulsa', 'Portland', 'Berwyn', 'Paoli', 'Philadelphia', 'Pittsburgh', 'Willow Grove', 'Wyomissing', 'West Warwick', 'Columbia', 'Dallas', 'Houston', 'San Antonio', 'Sugar Land', 'Charlottesville', 'Norfolk', 'Norfolk', 'Barboursville', 'Milwaukee']",[],[],[],[]
0,100,['NCT02746809'],[],[],[],[],[],[],[],[],[],"['October 22, 2020']",['Actual'],"['October 20, 2020']",['INDUSTRY'],['Medtronic Cardiovascular'],"['New Haven', 'Boston', 'Ann Arbor', 'Grand Rapids', 'New York', 'Roslyn', 'Columbus', 'Harrisburg', 'Dallas', 'Milwaukee']",[],[],[],[]
0,101,['NCT00328380'],[],[],[],[],[],[],[],[],[],"['November 25, 2019']",['Actual'],"['November 21, 2019']",['INDUSTRY'],"['Bausch Health Americas, Inc.']","['South Miami', 'Houston', 'La Porte']",[],[],[],[]
0,102,['NCT04552535'],[],[],[],[],[],[],[],[],[],"['September 17, 2020']",['Actual'],"['September 13, 2020']",['INDUSTRY'],['Boehringer Ingelheim'],['Dublin'],[],[],[],[]
0,103,['NCT03293875'],[],[],[],[],[],[],[],[],[],"['September 26, 2017']",['Actual'],"['September 25, 2017']",['OTHER'],['Lehigh University'],"['El Paso', 'Ciudad Juarez']","['rebeca@utep.edu', 'arody_3@msn.com', 'pcompa@prodigy.net.mx', 'julianrojaspadilla@gmail.com']","['Rebeca Ramos, MPH', 'Jose Alvarez, MSW', 'Maria E Ramos', 'Julian Rojas']","['915-584-2875', '9155842875', '526566113792', '526566113792']",[]
0,104,['NCT01235260'],[],[],[],[],[],[],[],[],[],"['July 19, 2016']",['Estimate'],"['July 15, 2016']",['INDUSTRY'],"['Johnson & Johnson Pharmaceutical Research & Development, L.L.C.']",[],[],[],[],[]
0,105,['NCT03390660'],[],[],[],[],[],[],[],[],[],"['January 4, 2018']",['Actual'],"['December 28, 2017']",['OTHER'],['Old Dominion University'],[],[],[],[],[]
0,106,['NCT00837499'],[],[],[],[],[],[],[],[],[],"['January 14, 2020']",['Actual'],"['January 13, 2020']",['OTHER'],['M.D. Anderson Cancer Center'],"['Tucson', 'Houston', 'Houston', 'Houston', 'Hermosillo', 'Ciudad Obregon', 'Guadalajara']",[],[],[],[]
0,107,['NCT01629537'],[],[],[],[],[],[],[],[],[],"['March 30, 2017']",['Actual'],"['March 28, 2017']",['FED'],"['United States Naval Medical Center, San Diego']",['San Diego'],[],[],[],[]
0,108,['NCT00351741'],[],[],[],[],[],[],[],[],[],"['September 21, 2015']",['Estimate'],"['September 8, 2015']",['FED'],['United States Army Institute of Surgical Research'],['Fort Sam Houston'],[],[],[],[]
0,109,['NCT01965561'],[],[],[],[],[],[],[],[],[],"['December 13, 2017']",['Actual'],"['November 14, 2017']",['FED'],['United States Army Institute of Surgical Research'],['Forts Sam Houston'],[],[],[],[]
0,110,['NCT01927835'],[],[],[],[],[],[],[],[],[],"['September 23, 2016']",['Estimate'],"['September 22, 2016']",['NIH'],['National Institute of Allergy and Infectious Diseases (NIAID)'],[],[],[],[],[]
0,111,['NCT01704235'],[],[],[],[],[],[],[],[],[],"['September 30, 2020']",['Actual'],"['September 28, 2020']",['OTHER'],['OHSU Knight Cancer Institute'],['Portland'],[],[],[],[]
0,112,['NCT01306266'],[],[],[],[],[],[],[],[],[],"['August 18, 2015']",['Estimate'],"['August 17, 2015']",['OTHER'],['Henry M. Jackson Foundation for the Advancement of Military Medicine'],['Tacoma'],[],[],[],[]
0,113,['NCT00796315'],[],[],[],[],[],[],[],[],[],"['February 4, 2013']",['Estimate'],"['January 29, 2013']",['INDUSTRY'],['Procter and Gamble'],"['Washington', 'Louisville', 'Shreveport', 'Kansas City', 'Durham', 'Cleveland']",[],[],[],[]
0,114,['NCT00005463'],[],[],[],[],[],[],[],[],[],"['February 18, 2016']",['Estimate'],"['February 17, 2016']",['NIH'],"['National Heart, Lung, and Blood Institute (NHLBI)']",[],[],[],[],[]
0,115,['NCT03382418'],"['September 27, 2017']",['ICF_000.pdf'],['Yes'],['No'],['No'],['Informed Consent Form'],['ICF'],['10/29/2019 09:56'],[],"['October 31, 2019']",['Actual'],"['October 29, 2019']",['NIH'],['National Institute of Allergy and Infectious Diseases (NIAID)'],"['New York', 'New York', 'Philadelphia']",[],[],[],[]
0,116,['NCT00054743'],[],[],[],[],[],[],[],[],[],"['July 2, 2017']",['Actual'],"['June 30, 2017']",['NIH'],['National Institutes of Health Clinical Center (CC)'],"['Bethesda', 'Kampala']",[],[],[],[]
0,117,['NCT00730964'],[],[],[],[],[],[],[],[],[],"['June 12, 2012']",['Estimate'],"['May 9, 2012']",['INDUSTRY'],['GE Healthcare'],['Princeton'],[],[],[],[]
0,118,['NCT02886689'],[],[],[],[],[],[],[],[],[],"['September 1, 2016']",['Estimate'],"['August 29, 2016']",['OTHER'],"['Central Hospital, Nancy, France']",['Nancy'],[],[],[],[]
0,119,['NCT00005455'],[],[],[],[],[],[],[],[],[],"['July 15, 2016']",['Estimate'],"['July 14, 2016']",['NIH'],"['National Heart, Lung, and Blood Institute (NHLBI)']",[],[],[],[],[]
0,120,['NCT01150695'],[],[],[],[],[],[],[],[],[],"['January 13, 2016']",['Estimate'],"['December 10, 2015']",['NIH'],['National Institute of Allergy and Infectious Diseases (NIAID)'],"['Decatur', 'Iowa City', 'Baltimore', 'Saint Louis', 'Houston']",[],[],[],[]
0,121,['NCT00245076'],[],[],[],[],[],[],[],[],[],"['May 1, 2015']",['Estimate'],"['April 30, 2015']",['NIH'],['National Cancer Institute (NCI)'],['Rockville'],[],[],[],[]
0,122,['NCT00935623'],[],[],[],[],[],[],[],[],[],"['August 16, 2018']",['Actual'],"['August 15, 2018']",['FED'],['U.S. Army Medical Research and Development Command'],['Silver Spring'],[],[],[],[]
0,123,['NCT03688126'],[],[],[],[],[],[],[],[],[],"['September 30, 2020']",['Actual'],"['September 29, 2020']",['OTHER'],['Wake Forest University Health Sciences'],"['Sacramento', 'Chicago', 'Winston-Salem', 'Providence', 'Houston']","['robramos@ucdavis.edu', 'Meera_Sotor@rush.edu', 'echmelo@wakehealth.edu', 'SSlezak@Butler.org', 'adprevention@bcm.edu']","['Roberto A. Ramos', 'Rachel A. Whitmer, PhD', 'Sarah Farias, PhD', 'Meera Sotor, MPH', 'Christy C. Tangney, PhD', 'Darren R. Gitelman, MD', 'Elizabeth Chmelo, MS', 'Jo Cleveland, MD', 'Jeff Williamson, MD', 'Samuel Slezak, MS', 'Stephen Salloway, MD', 'Stephen Correia, PhD', 'Rena R. Wing, PhD', 'Raven Small', 'Valory N. Pavlik, PhD', 'Melissa Yu, MD', 'Ashley Alexander, MHSA']","['916-734-5485', '708-660-2808', '336-716-3733', '401-455-6403', '713-798-5452']",['21119']
0,124,['NCT02053506'],[],[],[],[],[],[],[],[],[],"['May 2, 2017']",['Actual'],"['May 1, 2017']",['FED'],['United States Army Research Institute of Environmental Medicine'],['Natick'],[],[],[],[]
0,125,['NCT03933215'],[],[],[],[],[],[],[],[],[],"['September 29, 2020']",['Actual'],"['September 28, 2020']",['INDUSTRY'],"['EMD Serono Research & Development Institute, Inc.']","['Mobile', 'Little Rock', 'West Hollywood', 'Basalt', 'Colorado Springs', 'Englewood', 'Fort Collins', 'Miami', 'Saint Petersburg', 'Sarasota', 'Tampa', 'Tampa', 'Springfield', 'Fort Wayne', 'Overland Park', 'Lexington', 'Lexington', 'Foxboro', 'Jamaica Plain', 'Wellesley', 'Worcester', 'Detroit', 'Owosso', 'West Bloomfield', 'Minneapolis', 'Las Vegas', 'Brooklyn', 'New Hyde Park', 'New York', 'Greensboro', 'Bellevue', 'Cincinnati', 'Dayton', 'Toledo', 'Westerville', 'Portland', 'Philadelphia', 'Philadelphia', 'Round Rock', 'San Antonio', 'Burlington', 'Christiansburg', 'Richmond', 'Richmond', 'Virginia Beach', 'Kirkland']","['lmbarganier2@uams.edu', 'reginaberkovichmd@gmail.com', 'allen@roaringforkneurology.com', 'aeadala@gmail.com', 'abneurocare@qwestoffice.net', 'amiravalle@yahoo.com', 'neetagarg@miami.edu', 'abvmd@aol.com', 'akeegan@roskampinstitute.org', 'mcascione.axiom@gmail.com', 'droberts@health.usf.edu', 'reuben.valenzuela@hshs.org', 'agupta@fwnc.com', 'jeffrey.kaplan@hcahealthcare.com', 'james.winkley@bhsi.com', 'javasarala@uky.edu', 'snapoli@myneurodr.com', 'jsloane@bidmc.harvard.edu', 'idanis.berriosmorales@umassmemorial.org', 'mcerghe1@hfhs.org', 'rob@paceneuro.com', 'steven.schechter@dcrc.us', 'jessica.stulc@mpls-clinic.com', 'sdixit@interspond.com', 'nada.abou-fayssal@nyulangone.org', 'tracydeangelis73@gmail.com', 'rs3648@cumc.columbia.edu', 'richard.sater@conehealth.com', 'bbauer@advneuroassoc.com', 'mbowman@riverhillsneuro.com', 'kmankowski@dcndinc.com', 'talal.derani@utoledo.edu', 'dhuang@mdhresearch.com', 'kyle.smoot@providence.org', 'rcs220@comcast.net', 'edward.gettings@tuhs.temple.edu', 'ctnc.research@gmail.com', 'annofb@hotmail.com', 'chantal.roy-hewitson@vtmednet.org', 'cramerj01@gmail.com', 'alan.schulman@hcahealthcare.com', 'wlfelton@vcu.edu', 'mbkuczma@sentara.com', 'trbrown@evergreenhealth.com']","['Laura Barganier', 'Regina Berkovich', 'Alison Brooke Allen', 'Aparna Komatineni', 'Allen C Bowling', 'Augusto A Miravalle', 'Neeta Garg', 'Alberto B Vasquez', 'Andrew P Keegan', 'Mark C Cascione Cascione', 'Derrick S Robertson', 'Reuben M Valenzuela', 'Ajay S Gupta', 'Jeffrey M Kaplan', 'James M Winkley Winkley', 'Jagannadha Avasarala', 'Salvatore Napoli', 'Jacob A Sloane', 'Joshua Katz, Dr.', 'Idanis Berrios Morales', 'Mirela Cerghet', 'Robert J Pace', 'Steven H Schechter', 'Jessica L Stulc', 'Shanker N Dixit', 'Nada G Abou-Fayssal', 'Teresa DeAngelis', 'Rebecca Farber', 'Richard Sater', 'Brendan W Bauer', 'Michelle Bowman', 'Kenneth A Mankowski', 'Talal Derani', 'Deren Huang', 'Kyle E Smoot', 'Robert C Sergott', 'Edward J Gettings', 'Edward J Fox', 'Ann D Bass', 'Chantal Roy-Hewitson', 'Jill Cramer', 'Alan E Schulman', 'Warren L Felton', 'Michelle B Kuczma', 'Theodore R Brown']",[],[]
0,126,['NCT03933202'],[],[],[],[],[],[],[],[],[],"['September 29, 2020']",['Actual'],"['September 28, 2020']",['INDUSTRY'],"['EMD Serono Research & Development Institute, Inc.']","['Cullman', 'Mobile', 'Little Rock', 'Fullerton', 'West Hollywood', 'Colorado Springs', 'Englewood', 'Fort Collins', 'Fairfield', 'Maitland', 'Miami', 'Saint Petersburg', 'Tampa', 'Tampa', 'Rolling Meadows', 'Springfield', 'Fort Wayne', 'Overland Park', 'Lexington', 'Bangor', 'Foxboro', 'Wellesley', 'Worcester', 'Farmington Hills', 'Owosso', 'Las Vegas', 'Brooklyn', 'New York', 'Greensboro', 'Raleigh', 'Bellevue', 'Cincinnati', 'Dayton', 'Toledo', 'Portland', 'Philadelphia', 'Nashville', 'Houston', 'Round Rock', 'San Antonio', 'Alexandria', 'Christiansburg', 'Norfolk', 'Richmond', 'Richmond', 'Vienna', 'Virginia Beach', 'Kirkland', 'Spokane', 'Milwaukee']","['claganke@prn-inc.net', 'wkilgo@health.southalabama.edu', 'lmbarganier2@uams.edu', 'jflorin@fullertonneuro.net', 'reginaberkovichmd@gmail.com', 'aeadala@gmail.com', 'abneurocare@qwestoffice.net', 'amiravalle@yahoo.com', 'jgross@anscneuro.com', 'neurologyassoc@hotmail.com', 'neetagarg@miami.edu', 'abvmd@aol.com', 'mcascione.axiom@gmail.com', 'droberts@health.usf.edu', 'georgekatsamakis@me.com', 'reuben.valenzuela@hshs.org', 'agupta@fwnc.com', 'jeffrey.kaplan@hcahealthcare.com', 'james.winkley@bhsi.com', 'welmalik@emhs.org', 'snapoli@myneurodr.com', 'idanis.berriosmorales@umassmemorial.org', 'steven.schechter@dcrc.us', 'rob@paceneuro.com', 'sdixit@interspond.com', 'nada.abou-fayssal@nyulangone.org', 'rs3648@cumc.columbia.edu', 'richard.sater@conehealth.com', 'scagnelliresearchmd@raleighneurology.com', 'bbauer@advneuroassoc.com', 'mbowman@riverhillsneuro.com', 'kmankowski@dcndinc.com', 'talal.derani@utoledo.edu', 'kyle.smoot@providence.org', 'rcs220@comcast.net', 'francesca.r.bagnato@vumc.org', 'ghutton@bcm.edu', 'ctnc.research@gmail.com', 'annofb@hotmail.com', 'sfishman@integratedneurologyservices.com', 'cramerj01@gmail.com', 'ilomamiller@mcrmed.com', 'alan.schulman@hcahealthcare.com', 'wlfelton@vcu.edu', 'msdoc1@hotmail.com', 'mbkuczma@sentara.com', 'trbrown@evergreenhealth.com', 'ypatel@multicare.org', 'milwaukee4145@gmail.com']","['Christopher C Laganke', 'William A K Kilgo', 'Laura Barganier', 'Jack H Florin', 'Regina Berkovich', 'Aparna Komatineni', 'Allen C Bowling', 'Augusto A Miravalle', 'Jeffrey L Gross', 'William D Honeycutt', 'Neeta Garg', 'Alberto B Vasquez', 'Mark C Cascione', 'Derrick S Robertson', 'George Katsamakis', 'Reuben M Valenzuela', 'Ajay S Gupta', 'Jeffrey Kaplan', 'James M Winkley', 'Wisam Elmalik', 'Salvatore Napoli', 'Joshua Katz, Dr.', 'Idanis Berrios Morales', 'Steven H Schechter Schechter', 'Robert J Pace', 'Shanker N Dixit', 'Nada G Abou-Fayssal', 'Rebecca Farber', 'Richard Sater', 'John Scagnelli', 'Brendan W Bauer', 'Michelle Bowman', 'Kenneth A Mankowski', 'Talal Derani', 'Kyle E Smoot', 'Robert C Sergott', 'Francesca R Bagnato', 'George J Hutton', 'Edward J Fox', 'Ann D Bass', 'Simon Fishman', 'Jill Cramer', 'Ingrid P Loma-Mille', 'Alan E Schulman', 'Warren L Felton', 'Heidi Crayton', 'Michelle B Kuczma', 'Theodore R Brown', 'Yashma Patel', 'Bhupendra O Khatri']",[],[]
0,127,['NCT00005171'],[],[],[],[],[],[],[],[],[],"['February 18, 2016']",['Estimate'],"['February 17, 2016']",['NIH'],"['National Heart, Lung, and Blood Institute (NHLBI)']",[],[],[],[],[]
0,128,['NCT01256164'],[],[],[],[],[],[],[],[],[],"['September 13, 2017']",['Actual'],"['August 14, 2017']",['INDUSTRY'],['Mallinckrodt'],['Indianapolis'],[],[],[],[]
0,129,['NCT03631472'],[],[],[],[],[],[],[],[],[],"['November 26, 2019']",['Actual'],"['November 23, 2019']",['INDUSTRY'],"['Gala Therapeutics, Inc.']","['Birmingham', 'Jacksonville', 'Chicago', 'Iowa City', 'Baltimore', 'Boston', 'Philadelphia', 'Pittsburgh']",[],[],[],[]
0,130,['NCT03699709'],[],[],[],[],[],[],[],[],[],"['October 19, 2020']",['Actual'],"['October 14, 2020']",['OTHER'],['University of Washington'],['Eagle Butte'],[],[],[],[]
0,131,['NCT00237263'],[],[],[],[],[],[],[],[],[],"['February 23, 2017']",['Actual'],"['February 21, 2017']",['INDUSTRY'],['Novartis'],['East Hanover'],[],[],[],[]
