,Rank,NCTId,ConditionAncestorTerm,ConditionBrowseBranchAbbrev,ConditionBrowseBranchName,ConditionBrowseLeafAsFound,ConditionBrowseLeafId,ConditionBrowseLeafName,ConditionBrowseLeafRelevance,ConditionMeshId,ConditionMeshTerm,DelayedPosting,DesignAllocation,DesignInterventionModel,DesignInterventionModelDescription,DesignMasking,DesignMaskingDescription,DesignObservationalModel,DesignPrimaryPurpose,DesignTimePerspective,DesignWhoMasked
0,71,['NCT00412568'],"['Refractive Errors', 'Eye Diseases']","['BC11', 'All']","['Eye Diseases', 'All Conditions']",['Myopia'],"['M10751', 'M3139', 'M13455', 'M6854']","['Myopia', 'Astigmatism', 'Refractive Errors', 'Eye Diseases']","['high', 'low', 'low', 'low']",['D000009216'],['Myopia'],[],['Non-Randomized'],['Single Group Assignment'],[],['None (Open Label)'],[],[],['Treatment'],[],[]
0,72,['NCT03353480'],[],[],[],[],[],[],[],[],[],[],['Randomized'],['Crossover Assignment'],"['This is an open-label, randomized, single-dose, 3-way crossover, reference scaled bioequivalence study under fasted and fed conditions in healthy Chinese subjects.\n\nUnder each condition, subjects will be randomized to one of the 3 treatment sequences. Each treatment sequence will consist of 3 periods, separated by a washout period of at least 14 days between each period. For sequence 1, first localized originator, then originator and finally originator will be administered. The order for sequence 2 is originator, localized originator and originator. The order for sequence 3 is originator, originator and localized originator.']",['None (Open Label)'],[],[],['Basic Science'],[],[]
0,73,['NCT00800267'],"['Vascular Diseases', 'Cardiovascular Diseases', 'Eye Diseases']","['BC11', 'All', 'BC14']","['Eye Diseases', 'All Conditions', 'Heart and Blood Diseases']","['Glaucoma', 'Ocular Hypertension', 'Hypertension']","['M7596', 'M11314', 'M8607', 'M15983', 'M6854']","['Glaucoma', 'Ocular Hypertension', 'Hypertension', 'Vascular Diseases', 'Eye Diseases']","['high', 'high', 'high', 'low', 'low']","['D000005901', 'D000009798', 'D000006973']","['Glaucoma', 'Ocular Hypertension', 'Hypertension']",[],['Randomized'],['Parallel Assignment'],[],['Double'],[],[],['Treatment'],[],"['Participant', 'Investigator']"
0,74,['NCT00601835'],"['Clostridium Infections', 'Gram-Positive Bacterial Infections', 'Bacterial Infections', 'Neuromuscular Manifestations', 'Neurologic Manifestations', 'Nervous System Diseases', 'Hypocalcemia', 'Calcium Metabolism Disorders', 'Metabolic Diseases', 'Corynebacterium Infections', 'Actinomycetales Infections']","['BC01', 'All', 'BC10', 'BC18', 'BC23', 'Rare']","['Bacterial and Fungal Diseases', 'All Conditions', 'Nervous System Diseases', 'Nutritional and Metabolic Diseases', 'Symptoms and General Pathology', 'Rare Diseases']","['Diphtheria', 'Tetanus', 'Tetanus', 'Diphtheria', 'Tetanus']","['M5930', 'M15094', 'M15098', 'M8866', 'M4951', 'M4830', 'M3303', 'M17835', 'M21203', 'M10987', 'M8629', 'M10222', 'M3973', 'M5157', 'T1891', 'T5618']","['Diphtheria', 'Tetanus', 'Tetany', 'Infection', 'Communicable Diseases', 'Clostridium Infections', 'Bacterial Infections', 'Gram-Positive Bacterial Infections', 'Neuromuscular Manifestations', 'Neurologic Manifestations', 'Hypocalcemia', 'Metabolic Diseases', 'Calcium Metabolism Disorders', 'Corynebacterium Infections', 'Diphtheria', 'Tetanus']","['high', 'high', 'high', 'low', 'low', 'low', 'low', 'low', 'low', 'low', 'low', 'low', 'low', 'low', 'high', 'high']","['D000013742', 'D000004165', 'D000013746']","['Tetanus', 'Diphtheria', 'Tetany']",[],['Randomized'],['Parallel Assignment'],[],['Quadruple'],[],[],['Prevention'],[],"['Participant', 'Care Provider', 'Investigator', 'Outcomes Assessor']"
0,75,['NCT01087905'],[],[],[],[],[],[],[],[],[],[],['Randomized'],['Factorial Assignment'],[],['Single'],[],[],['Treatment'],[],['Outcomes Assessor']
0,76,['NCT02616198'],"['Tooth Demineralization', 'Tooth Diseases', 'Stomatognathic Diseases']","['BC07', 'All']","['Mouth and Tooth Diseases', 'All Conditions']",['Dental Caries'],"['M5511', 'M17922', 'M15414', 'M10600']","['Dental Caries', 'Tooth Demineralization', 'Tooth Diseases', 'Stomatognathic Diseases']","['high', 'low', 'low', 'low']",['D000003731'],['Dental Caries'],[],['Randomized'],['Crossover Assignment'],[],['Single'],[],[],['Treatment'],[],['Participant']
0,77,['NCT00007540'],"['Genital Neoplasms, Male', 'Urogenital Neoplasms', 'Neoplasms by Site', 'Neoplasms', 'Prostatic Diseases']","['BC04', 'BXS', 'All']","['Cancers and Other Neoplasms', 'Urinary Tract, Sexual Organs, and Pregnancy Conditions', 'All Conditions']",['Prostate Cancer'],"['M12918', 'M7529', 'M15898', 'M12916']","['Prostatic Neoplasms', 'Genital Neoplasms, Male', 'Urogenital Neoplasms', 'Prostatic Diseases']","['high', 'low', 'low', 'low']",['D000011471'],['Prostatic Neoplasms'],[],[],[],[],[],[],[],[],[],[]
0,78,['NCT02163525'],"['Neoplasms, Muscle Tissue', 'Neoplasms, Connective and Soft Tissue', 'Neoplasms by Histologic Type', 'Neoplasms']","['BC04', 'All', 'BC17', 'BXS', 'BC23']","['Cancers and Other Neoplasms', 'All Conditions', 'Skin and Connective Tissue Diseases', 'Urinary Tract, Sexual Organs, and Pregnancy Conditions', 'Symptoms and General Pathology']",['Uterine Fibroids'],"['M9484', 'M24433', 'M10161', 'M10749', 'M18933', 'M10898']","['Leiomyoma', 'Myofibroma', 'Menorrhagia', 'Myoma', 'Neoplasms, Connective and Soft Tissue', 'Neoplasms by Histologic Type']","['high', 'low', 'low', 'low', 'low', 'low']",['D000007889'],['Leiomyoma'],[],['Randomized'],['Parallel Assignment'],[],['None (Open Label)'],[],[],['Treatment'],[],[]
0,79,['NCT03310112'],"['Behavioral Symptoms', 'Trauma and Stressor Related Disorders', 'Mental Disorders']","['BXM', 'All', 'BC26']","['Behaviors and Mental Disorders', 'All Conditions', 'Wounds and Injuries']","['Psychological Stress', 'Post Traumatic Stress Disorder', 'Traumatic Stress Disorder']","['M5641', 'M5644', 'M2905', 'M14688', 'M14686', 'M23503', 'M3399', 'M16268', 'M222', 'M3396', 'M13056']","['Depression', 'Depressive Disorder', 'Anxiety Disorders', 'Stress, Psychological', 'Stress Disorders, Post-Traumatic', 'Stress Disorders, Traumatic', 'Behavioral Symptoms', 'Wounds and Injuries', 'Trauma and Stressor Related Disorders', 'Mental Disorders', 'Psychotic Disorders']","['low', 'low', 'low', 'high', 'high', 'high', 'low', 'low', 'low', 'low', 'low']","['D000040921', 'D000013313', 'D000013315']","['Stress Disorders, Traumatic', 'Stress Disorders, Post-Traumatic', 'Stress, Psychological']",[],['Non-Randomized'],['Parallel Assignment'],"['Participants will be assigned into three groups: (i) a 4-week MT group (MT4, n = 40) that will receive MBAT in 4, 2-hour sessions over 4 weeks; (ii) a 2-week MT group (MT2, n = 40) that will receive MBAT in 4, 2-hour sessions over 2 weeks; (iii) a no-training control group that will be tested before and after a no-training interval (NTC4, n = 40). After the end of the course sessions, participants from the training groups will still be assigned homework exercises until third testing session (T3). Hence, the MBAT program consists of delivery of the MBAT course, including homework mindfulness practice, and followed by an interval of homework mindfulness practice without course meetings.\n\nThe design relies on group randomization at the level of individual military cohort units. This is due to the military requirement that organic unit structure can be maintained during testing and course session scheduling.']",['None (Open Label)'],[],[],['Basic Science'],[],[]
0,80,['NCT02766634'],"['Agranulocytosis', 'Leukocyte Disorders', 'Hematologic Diseases']","['BC15', 'All', 'Rare']","['Blood and Lymph Conditions', 'All Conditions', 'Rare Diseases']","['Neutropenia', 'Low White Blood Cell Count']","['M11026', 'M9556', 'M2311', 'M9546', 'M8073', 'T2612']","['Neutropenia', 'Leukopenia', 'Agranulocytosis', 'Leukocyte Disorders', 'Hematologic Diseases', 'Granulocytopenia']","['high', 'high', 'low', 'low', 'low', 'low']","['D000009503', 'D000007970']","['Neutropenia', 'Leukopenia']",[],['Randomized'],['Crossover Assignment'],[],['None (Open Label)'],[],[],['Basic Science'],[],[]
0,81,['NCT02971709'],"['Neoplasms by Site', 'Neoplasms', 'Skin Diseases']","['BC04', 'BC17', 'All']","['Cancers and Other Neoplasms', 'Skin and Connective Tissue Diseases', 'All Conditions']",['Skin Cancer'],"['M14264', 'M14257']","['Skin Neoplasms', 'Skin Diseases']","['high', 'low']",['D000012878'],['Skin Neoplasms'],[],['Randomized'],['Parallel Assignment'],[],['None (Open Label)'],[],[],['Prevention'],[],[]
0,82,['NCT03801928'],"['Gastroenteritis', 'Gastrointestinal Diseases', 'Digestive System Diseases', 'Colitis', 'Colonic Diseases']","['BC06', 'All', 'BC23']","['Digestive System Diseases', 'All Conditions', 'Symptoms and General Pathology']","['Ulcerative Colitis', ""Crohn's Disease"", 'Bowel Disease', 'Inflammatory Bowel Disease']","['M4903', 'M4904', 'M15789', 'M5221', 'M9027', 'M16500', 'M7458', 'M7466', 'M5838', 'M4919']","['Colitis', 'Colitis, Ulcerative', 'Ulcer', 'Crohn Disease', 'Intestinal Diseases', 'Inflammatory Bowel Diseases', 'Gastroenteritis', 'Gastrointestinal Diseases', 'Digestive System Diseases', 'Colonic Diseases']","['low', 'high', 'low', 'high', 'high', 'high', 'low', 'low', 'low', 'low']","['D000003424', 'D000003093', 'D000007410', 'D000015212']","['Crohn Disease', 'Colitis, Ulcerative', 'Intestinal Diseases', 'Inflammatory Bowel Diseases']",[],[],[],[],[],[],['Case-Only'],[],['Prospective'],[]
0,83,['NCT01641029'],"['Disease Attributes', 'Pathologic Processes', 'Nephritis, Interstitial', 'Nephritis', 'Kidney Diseases', 'Urologic Diseases', 'Pyelitis']","['BC23', 'All', 'BXS']","['Symptoms and General Pathology', 'All Conditions', 'Urinary Tract, Sexual Organs, and Pregnancy Conditions']","['Emergency', 'Pyelonephritis']","['M6379', 'M13140', 'M21284', 'M10921', 'M10923', 'M9281', 'M15902']","['Emergencies', 'Pyelonephritis', 'Disease Attributes', 'Nephritis', 'Nephritis, Interstitial', 'Kidney Diseases', 'Urologic Diseases']","['high', 'high', 'low', 'low', 'low', 'low', 'low']","['D000011704', 'D000004630']","['Pyelonephritis', 'Emergencies']",[],[],[],[],[],[],['Case-Only'],[],['Prospective'],[]
0,84,['NCT02128542'],"['Hepatitis', 'Liver Diseases', 'Digestive System Diseases', 'Hepatitis, Viral, Human', 'Virus Diseases', 'Flaviviridae Infections', 'RNA Virus Infections']","['BC02', 'BC06', 'All', 'BC01']","['Viral Diseases', 'Digestive System Diseases', 'All Conditions', 'Bacterial and Fungal Diseases']",['Hepatitis C Virus Infection'],"['M8175', 'M8194', 'M8174', 'M8866', 'M4951', 'M9686', 'M16105', 'M9690', 'M7466', 'M5838', 'M8193', 'M18907', 'M13732']","['Hepatitis A', 'Hepatitis C', 'Hepatitis', 'Infection', 'Communicable Diseases', 'Liver Cirrhosis', 'Virus Diseases', 'Liver Diseases', 'Gastrointestinal Diseases', 'Digestive System Diseases', 'Hepatitis, Viral, Human', 'Flaviviridae Infections', 'RNA Virus Infections']","['low', 'high', 'low', 'low', 'low', 'low', 'low', 'low', 'low', 'low', 'low', 'low', 'low']",['D000006526'],['Hepatitis C'],[],['N/A'],['Single Group Assignment'],[],['None (Open Label)'],[],[],['Treatment'],[],[]
0,85,['NCT00573976'],"['Spinal Cord Diseases', 'Central Nervous System Diseases', 'Nervous System Diseases', 'Trauma, Nervous System', 'Wounds and Injuries']","['BC10', 'BC26', 'All']","['Nervous System Diseases', 'Wounds and Injuries', 'All Conditions']",['Spinal Cord Injury'],"['M14499', 'M14498', 'M4325', 'M16268', 'M20607']","['Spinal Cord Injuries', 'Spinal Cord Diseases', 'Central Nervous System Diseases', 'Wounds and Injuries', 'Trauma, Nervous System']","['high', 'low', 'low', 'low', 'low']",['D000013119'],['Spinal Cord Injuries'],[],[],[],[],[],[],['Case-Control'],[],['Prospective'],[]
0,86,['NCT00306007'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],['Cohort'],[],['Prospective'],[]
0,87,['NCT02766647'],"['Agranulocytosis', 'Leukocyte Disorders', 'Hematologic Diseases']","['BC15', 'All', 'Rare']","['Blood and Lymph Conditions', 'All Conditions', 'Rare Diseases']","['Neutropenia', 'Low White Blood Cell Count']","['M11026', 'M9556', 'M2311', 'M9546', 'M8073', 'T2612']","['Neutropenia', 'Leukopenia', 'Agranulocytosis', 'Leukocyte Disorders', 'Hematologic Diseases', 'Granulocytopenia']","['high', 'high', 'low', 'low', 'low', 'low']","['D000009503', 'D000007970']","['Neutropenia', 'Leukopenia']",[],['Randomized'],['Crossover Assignment'],[],['None (Open Label)'],[],[],['Basic Science'],[],[]
0,88,['NCT04460898'],"['Neoplasms by Site', 'Neoplasms', 'Breast Diseases', 'Skin Diseases']","['BC04', 'BC17', 'All']","['Cancers and Other Neoplasms', 'Skin and Connective Tissue Diseases', 'All Conditions']",['Breast Cancer'],"['M3802', 'M3800', 'M14257']","['Breast Neoplasms', 'Breast Diseases', 'Skin Diseases']","['high', 'low', 'low']",['D000001943'],['Breast Neoplasms'],[],[],[],[],[],[],['Cohort'],[],['Retrospective'],[]
0,89,['NCT00413517'],"['Refractive Errors', 'Eye Diseases']","['BC11', 'All']","['Eye Diseases', 'All Conditions']",['Myopia'],"['M10751', 'M3139', 'M13455', 'M6854']","['Myopia', 'Astigmatism', 'Refractive Errors', 'Eye Diseases']","['high', 'low', 'low', 'low']",['D000009216'],['Myopia'],[],['Non-Randomized'],['Single Group Assignment'],[],['None (Open Label)'],[],[],['Treatment'],[],[]
0,90,['NCT02882100'],"['Orthomyxoviridae Infections', 'RNA Virus Infections', 'Virus Diseases', 'Respiratory Tract Infections', 'Respiratory Tract Diseases']","['BC02', 'BC08', 'All', 'BC01']","['Viral Diseases', 'Respiratory Tract (Lung and Bronchial) Diseases', 'All Conditions', 'Bacterial and Fungal Diseases']",['Influenza'],"['M8878', 'M8866', 'M4951', 'M11485', 'M16105', 'M13732', 'M13561', 'M13560']","['Influenza, Human', 'Infection', 'Communicable Diseases', 'Orthomyxoviridae Infections', 'Virus Diseases', 'RNA Virus Infections', 'Respiratory Tract Infections', 'Respiratory Tract Diseases']","['high', 'low', 'low', 'low', 'low', 'low', 'low', 'low']",['D000007251'],"['Influenza, Human']",[],['Randomized'],['Parallel Assignment'],[],['Single'],[],[],['Prevention'],[],['Outcomes Assessor']
0,91,['NCT00533975'],"['Colorectal Neoplasms', 'Intestinal Neoplasms', 'Gastrointestinal Neoplasms', 'Digestive System Neoplasms', 'Neoplasms by Site', 'Neoplasms', 'Digestive System Diseases', 'Gastrointestinal Diseases', 'Colonic Diseases', 'Intestinal Diseases']","['BC04', 'BC06', 'All']","['Cancers and Other Neoplasms', 'Digestive System Diseases', 'All Conditions']",['Colon Cancer'],"['M4921', 'M16473', 'M9031', 'M7469', 'M5839', 'M7466', 'M5838', 'M4919', 'M9027']","['Colonic Neoplasms', 'Colorectal Neoplasms', 'Intestinal Neoplasms', 'Gastrointestinal Neoplasms', 'Digestive System Neoplasms', 'Gastrointestinal Diseases', 'Digestive System Diseases', 'Colonic Diseases', 'Intestinal Diseases']","['high', 'low', 'low', 'low', 'low', 'low', 'low', 'low', 'low']",['D000003110'],['Colonic Neoplasms'],[],[],[],[],[],[],['Defined Population'],[],['Prospective'],[]
0,92,['NCT02109757'],"['Hearing Disorders', 'Ear Diseases', 'Otorhinolaryngologic Diseases', 'Sensation Disorders', 'Neurologic Manifestations', 'Nervous System Diseases']","['BC09', 'BC10', 'BC23', 'All']","['Ear, Nose, and Throat Diseases', 'Nervous System Diseases', 'Symptoms and General Pathology', 'All Conditions']",['Hearing Loss'],"['M23007', 'M5423', 'M7983', 'M6184', 'M11544', 'M14073', 'M10987']","['Hearing Loss', 'Deafness', 'Hearing Disorders', 'Ear Diseases', 'Otorhinolaryngologic Diseases', 'Sensation Disorders', 'Neurologic Manifestations']","['high', 'low', 'low', 'low', 'low', 'low', 'low']",['D000034381'],['Hearing Loss'],[],['Randomized'],['Parallel Assignment'],[],['Single'],[],[],['Prevention'],[],['Participant']
0,93,['NCT00959933'],"['Hepatitis', 'Liver Diseases', 'Digestive System Diseases', 'Hepatitis, Viral, Human', 'Virus Diseases', 'Flaviviridae Infections', 'RNA Virus Infections', 'Hepatitis, Chronic']","['BC02', 'BC06', 'All', 'BC01']","['Viral Diseases', 'Digestive System Diseases', 'All Conditions', 'Bacterial and Fungal Diseases']","['Hepatitis C', 'Chronic Hepatitis C']","['M8175', 'M8194', 'M20197', 'M8174', 'M8190', 'M9690', 'M7466', 'M5838', 'M8193', 'M16105', 'M8866', 'M4951', 'M18907', 'M13732']","['Hepatitis A', 'Hepatitis C', 'Hepatitis C, Chronic', 'Hepatitis', 'Hepatitis, Chronic', 'Liver Diseases', 'Gastrointestinal Diseases', 'Digestive System Diseases', 'Hepatitis, Viral, Human', 'Virus Diseases', 'Infection', 'Communicable Diseases', 'Flaviviridae Infections', 'RNA Virus Infections']","['low', 'high', 'high', 'low', 'low', 'low', 'low', 'low', 'low', 'low', 'low', 'low', 'low', 'low']","['D000006526', 'D000019698']","['Hepatitis C', 'Hepatitis C, Chronic']",[],['Randomized'],['Crossover Assignment'],[],['None (Open Label)'],[],[],['Treatment'],[],[]
0,94,['NCT00960479'],"['Hepatitis', 'Liver Diseases', 'Digestive System Diseases', 'Hepatitis, Viral, Human', 'Virus Diseases', 'Flaviviridae Infections', 'RNA Virus Infections', 'Hepatitis, Chronic']","['BC02', 'BC06', 'All', 'BC01']","['Viral Diseases', 'Digestive System Diseases', 'All Conditions', 'Bacterial and Fungal Diseases']","['Hepatitis C', 'Chronic Hepatitis C']","['M8175', 'M8194', 'M20197', 'M8174', 'M8190', 'M9690', 'M7466', 'M5838', 'M8193', 'M16105', 'M8866', 'M4951', 'M18907', 'M13732']","['Hepatitis A', 'Hepatitis C', 'Hepatitis C, Chronic', 'Hepatitis', 'Hepatitis, Chronic', 'Liver Diseases', 'Gastrointestinal Diseases', 'Digestive System Diseases', 'Hepatitis, Viral, Human', 'Virus Diseases', 'Infection', 'Communicable Diseases', 'Flaviviridae Infections', 'RNA Virus Infections']","['low', 'high', 'high', 'low', 'low', 'low', 'low', 'low', 'low', 'low', 'low', 'low', 'low', 'low']","['D000006526', 'D000019698']","['Hepatitis C', 'Hepatitis C, Chronic']",[],['Randomized'],['Crossover Assignment'],[],['None (Open Label)'],[],[],['Treatment'],[],[]
0,95,['NCT03266497'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],['Other'],[],['Cross-Sectional'],[]
0,96,['NCT02207569'],"['Heart Valve Diseases', 'Heart Diseases', 'Cardiovascular Diseases', 'Ventricular Outflow Obstruction']","['BC14', 'All', 'BC23', 'Rare']","['Heart and Blood Diseases', 'All Conditions', 'Symptoms and General Pathology', 'Rare Diseases']",['Aortic Stenosis'],"['M2921', 'M5058', 'M8020', 'M8002', 'M16023', 'T449']","['Aortic Valve Stenosis', 'Constriction, Pathologic', 'Heart Valve Diseases', 'Heart Diseases', 'Ventricular Outflow Obstruction', 'Aortic Valve Stenosis']","['high', 'low', 'low', 'low', 'low', 'low']",['D000001024'],['Aortic Valve Stenosis'],[],['N/A'],['Single Group Assignment'],[],['None (Open Label)'],[],[],['Treatment'],[],[]
0,97,['NCT02569632'],"['Neisseriaceae Infections', 'Gram-Negative Bacterial Infections', 'Bacterial Infections', 'Central Nervous System Diseases', 'Nervous System Diseases']","['BC01', 'All', 'BC10', 'Rare']","['Bacterial and Fungal Diseases', 'All Conditions', 'Nervous System Diseases', 'Rare Diseases']","['Meningococcal Infections', 'Meningococcal Infections', 'Meningococcal Infections']","['M8866', 'M4951', 'M10155', 'M10147', 'M17801', 'M3303', 'M17832', 'M4325', 'T3714', 'T4068']","['Infection', 'Communicable Diseases', 'Meningococcal Infections', 'Meningitis', 'Neisseriaceae Infections', 'Bacterial Infections', 'Gram-Negative Bacterial Infections', 'Central Nervous System Diseases', 'Meningococcal Infection', 'Neisseria Meningitidis Infection']","['low', 'low', 'high', 'high', 'low', 'low', 'low', 'low', 'high', 'low']","['D000008589', 'D000008581']","['Meningococcal Infections', 'Meningitis']",[],['N/A'],['Single Group Assignment'],[],['None (Open Label)'],[],[],[],[],[]
0,98,['NCT02069925'],['Schizophrenia Spectrum and Other Psychotic Disorders'],"['BXM', 'All']","['Behaviors and Mental Disorders', 'All Conditions']","['Psychosis', 'Psychosis', 'Schizophrenia']","['M3396', 'M13056', 'M13959', 'M20422']","['Mental Disorders', 'Psychotic Disorders', 'Schizophrenia', 'Schizophrenia Spectrum and Other Psychotic Disorders']","['high', 'high', 'high', 'low']","['D000012559', 'D000011618', 'D000001523']","['Schizophrenia', 'Psychotic Disorders', 'Mental Disorders']",[],['Non-Randomized'],['Parallel Assignment'],[],['None (Open Label)'],[],[],['Treatment'],[],[]
0,99,['NCT03433131'],"['Disorders of Excessive Somnolence', 'Sleep Disorders, Intrinsic', 'Dyssomnias', 'Sleep Wake Disorders', 'Nervous System Diseases', 'Mental Disorders']","['BC10', 'BXM', 'All', 'BC23', 'Rare']","['Nervous System Diseases', 'Behaviors and Mental Disorders', 'All Conditions', 'Symptoms and General Pathology', 'Rare Diseases']","['Narcolepsy', 'Sleepiness', 'Cataplexy', 'Narcolepsy']","['M10824', 'M1717', 'M4220', 'M8604', 'M20826', 'M21238', 'M21239', 'M14279', 'M3396', 'M13056', 'T4055']","['Narcolepsy', 'Sleepiness', 'Cataplexy', 'Disorders of Excessive Somnolence', 'Parasomnias', 'Sleep Disorders, Intrinsic', 'Dyssomnias', 'Sleep Wake Disorders', 'Mental Disorders', 'Psychotic Disorders', 'Narcolepsy']","['high', 'high', 'high', 'low', 'low', 'low', 'low', 'low', 'low', 'low', 'high']","['D000009290', 'D000002385', 'D000077260']","['Narcolepsy', 'Cataplexy', 'Sleepiness']",[],[],[],[],[],[],[],[],[],[]
0,100,['NCT02746809'],"['Heart Valve Diseases', 'Heart Diseases', 'Cardiovascular Diseases', 'Ventricular Outflow Obstruction']","['BC14', 'All', 'BC23', 'Rare']","['Heart and Blood Diseases', 'All Conditions', 'Symptoms and General Pathology', 'Rare Diseases']","['Aortic Valve Stenosis', 'Aortic Valve Stenosis']","['M2921', 'M5058', 'M8020', 'M8002', 'M16023', 'T449']","['Aortic Valve Stenosis', 'Constriction, Pathologic', 'Heart Valve Diseases', 'Heart Diseases', 'Ventricular Outflow Obstruction', 'Aortic Valve Stenosis']","['high', 'low', 'low', 'low', 'low', 'high']",['D000001024'],['Aortic Valve Stenosis'],[],['N/A'],['Single Group Assignment'],[],['None (Open Label)'],[],[],['Treatment'],[],[]
0,101,['NCT00328380'],"['Signs and Symptoms, Digestive']","['BC23', 'All']","['Symptoms and General Pathology', 'All Conditions']",['Diarrhea'],"['M5742', 'M14205']","['Diarrhea', 'Signs and Symptoms, Digestive']","['high', 'low']",['D000003967'],['Diarrhea'],[],['Randomized'],['Parallel Assignment'],[],['Double'],[],[],['Prevention'],[],[]
0,102,['NCT04552535'],"['Carcinoma', 'Neoplasms, Glandular and Epithelial', 'Neoplasms by Histologic Type', 'Neoplasms', 'Respiratory Tract Neoplasms', 'Thoracic Neoplasms', 'Neoplasms by Site', 'Lung Diseases', 'Respiratory Tract Diseases', 'Neoplasms, Squamous Cell']","['BC04', 'BC08', 'All']","['Cancers and Other Neoplasms', 'Respiratory Tract (Lung and Bronchial) Diseases', 'All Conditions']","['Carcinoma of the Lung', 'Squamous Cell Carcinoma']","['M9755', 'M4116', 'M4128', 'M4132', 'M10903', 'M10898', 'M13562', 'M15241', 'M9751', 'M13560', 'M19035']","['Lung Neoplasms', 'Carcinoma', 'Carcinoma, Non-Small-Cell Lung', 'Carcinoma, Squamous Cell', 'Neoplasms, Glandular and Epithelial', 'Neoplasms by Histologic Type', 'Respiratory Tract Neoplasms', 'Thoracic Neoplasms', 'Lung Diseases', 'Respiratory Tract Diseases', 'Neoplasms, Squamous Cell']","['high', 'low', 'low', 'high', 'low', 'low', 'low', 'low', 'low', 'low', 'low']","['D000002294', 'D000008175']","['Carcinoma, Squamous Cell', 'Lung Neoplasms']",[],[],[],[],[],[],['Cohort'],[],['Retrospective'],[]
0,103,['NCT03293875'],[],[],[],[],[],[],[],[],[],[],['Non-Randomized'],['Single Group Assignment'],['Quasi experimental design repeated time series analysis'],['None (Open Label)'],[],[],['Prevention'],[],[]
0,104,['NCT01235260'],"['Glucose Metabolism Disorders', 'Metabolic Diseases', 'Endocrine System Diseases', 'Diabetic Angiopathies', 'Vascular Diseases', 'Cardiovascular Diseases', 'Leg Ulcer', 'Skin Ulcer', 'Skin Diseases', 'Diabetes Complications', 'Foot Diseases', 'Peripheral Nervous System Diseases', 'Neuromuscular Diseases', 'Nervous System Diseases']","['BC10', 'BC19', 'All', 'BC18', 'BC23', 'BC14', 'BC17', 'BC05']","['Nervous System Diseases', 'Gland and Hormone Related Diseases', 'All Conditions', 'Nutritional and Metabolic Diseases', 'Symptoms and General Pathology', 'Heart and Blood Diseases', 'Skin and Connective Tissue Diseases', 'Muscle, Bone, and Cartilage Diseases']","['Diabetic Neuropathy', 'Diabetes', 'Diabetic Foot', 'Foot Ulcers']","['M5707', 'M5698', 'M15789', 'M18516', 'M17502', 'M10222', 'M23990', 'M6445', 'M5703', 'M15983', 'M9466', 'M14269', 'M14257', 'M24591', 'M7241', 'M12015', 'M10994']","['Diabetic Neuropathies', 'Diabetes Mellitus', 'Ulcer', 'Diabetic Foot', 'Foot Ulcer', 'Metabolic Diseases', 'Glucose Metabolism Disorders', 'Endocrine System Diseases', 'Diabetic Angiopathies', 'Vascular Diseases', 'Leg Ulcer', 'Skin Ulcer', 'Skin Diseases', 'Diabetes Complications', 'Foot Diseases', 'Peripheral Nervous System Diseases', 'Neuromuscular Diseases']","['high', 'high', 'low', 'high', 'high', 'low', 'low', 'low', 'low', 'low', 'low', 'low', 'low', 'low', 'low', 'low', 'low']","['D000003929', 'D000017719', 'D000016523', 'D000003920']","['Diabetic Neuropathies', 'Diabetic Foot', 'Foot Ulcer', 'Diabetes Mellitus']",[],[],[],[],[],[],['Cohort'],[],['Retrospective'],[]
0,105,['NCT03390660'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],['Cohort'],[],['Retrospective'],[]
0,106,['NCT00837499'],"['Neoplasms by Site', 'Neoplasms', 'Breast Diseases', 'Skin Diseases']","['BC04', 'BC17', 'All']","['Cancers and Other Neoplasms', 'Skin and Connective Tissue Diseases', 'All Conditions']",['Breast Cancer'],"['M3802', 'M3800', 'M14257']","['Breast Neoplasms', 'Breast Diseases', 'Skin Diseases']","['high', 'low', 'low']",['D000001943'],['Breast Neoplasms'],[],[],[],[],[],[],['Case-Control'],[],['Prospective'],[]
0,107,['NCT01629537'],"['Pathologic Processes', 'Trauma and Stressor Related Disorders', 'Mental Disorders']","['BXM', 'All', 'BC04', 'BC17', 'BC26']","['Behaviors and Mental Disorders', 'All Conditions', 'Cancers and Other Neoplasms', 'Skin and Connective Tissue Diseases', 'Wounds and Injuries']","['Post Traumatic Stress Disorder', 'Traumatic Stress Disorder']","['M14686', 'M23503', 'M24190', 'M14941', 'M16268', 'M222', 'M3396', 'M13056']","['Stress Disorders, Post-Traumatic', 'Stress Disorders, Traumatic', 'Ganglion Cysts', 'Synovial Cyst', 'Wounds and Injuries', 'Trauma and Stressor Related Disorders', 'Mental Disorders', 'Psychotic Disorders']","['high', 'high', 'low', 'low', 'low', 'low', 'low', 'low']","['D000004194', 'D000040921', 'D000013313']","['Disease', 'Stress Disorders, Traumatic', 'Stress Disorders, Post-Traumatic']",[],['Randomized'],['Crossover Assignment'],[],['Double'],[],[],['Treatment'],[],"['Participant', 'Outcomes Assessor']"
