,Rank,NCTId,OtherEventSourceVocabulary,OtherEventStatsGroupId,OtherEventStatsNumAffected,OtherEventStatsNumAtRisk,OtherEventStatsNumEvents,OtherEventTerm,OtherOutcomeDescription,OtherOutcomeMeasure,OtherOutcomeTimeFrame,OutcomeAnalysisCILowerLimit,OutcomeAnalysisCILowerLimitComment,OutcomeAnalysisCINumSides,OutcomeAnalysisCIPctValue,OutcomeAnalysisCIUpperLimit,OutcomeAnalysisCIUpperLimitComment,OutcomeAnalysisDispersionType,OutcomeAnalysisDispersionValue,OutcomeAnalysisEstimateComment,OutcomeAnalysisGroupId
0,66,['NCT00385047'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
0,67,['NCT02993120'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
0,68,['NCT03045120'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
0,69,['NCT01154296'],[],[],[],[],[],[],[],[],[],"['0.94', '0.90', '0.86', '0.82', '0.90', '0.89']",[],"['2-Sided', '2-Sided', '2-Sided', '2-Sided', '2-Sided']","['95', '95', '95', '95', '95', '95']","['1.33', '1.09', '1.13', '0.94', '1.05', '1.46']",[],[],[],"['In the statistical tests of all hypotheses and calculation of the presented IRR, we used multiple imputations of data sets with all 5012 cases. The adjusted IRRs reported are based on multiply imputed data. Counts are based on the observed data.', 'In the statistical tests of all hypotheses and calculation of the presented IRR, we used multiple imputations of data sets with all 5012 cases. The adjusted IRRs reported are based on multiply imputed data. Counts are based on the observed data.', 'In the statistical tests of all hypotheses and calculation of the presented IRR, we used multiple imputations of data sets with all 5012 cases. The adjusted IRRs reported are based on multiply imputed data. Counts are based on the observed data.', 'In the statistical tests of all hypotheses and calculation of the presented IRR, we used multiple imputations of data sets with all 5012 cases. The adjusted IRRs reported are based on multiply imputed data. Counts are based on the observed data.']","['OG000', 'OG001', 'OG000', 'OG001', 'OG000', 'OG001', 'OG000', 'OG001', 'OG000', 'OG001', 'OG000', 'OG001']"
0,70,['NCT02857764'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
0,71,['NCT00412568'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
0,72,['NCT03353480'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
0,73,['NCT00800267'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
0,74,['NCT00601835'],"['MedDRA 8.0', 'MedDRA 8.0', 'MedDRA 8.0', 'MedDRA 8.0', 'MedDRA 8.0', 'MedDRA 8.0', 'MedDRA 8.0', 'MedDRA 8.0', 'MedDRA 8.0', 'MedDRA 8.0', 'MedDRA 8.0']","['EG000', 'EG001', 'EG000', 'EG001', 'EG000', 'EG001', 'EG000', 'EG001', 'EG000', 'EG001', 'EG000', 'EG001', 'EG000', 'EG001', 'EG000', 'EG001', 'EG000', 'EG001', 'EG000', 'EG001', 'EG000', 'EG001']","['832', '209', '299', '132', '205', '93', '80', '32', '152', '53', '95', '40', '380', '122', '226', '90', '267', '61', '106', '34', '201', '74']","['1434', '693', '1434', '693', '1434', '693', '1434', '693', '1434', '693', '1427', '687', '1434', '693', '1433', '692', '1434', '692', '1434', '692', '1434', '693']","['832', '209', '299', '132', '205', '93', '80', '32', '152', '53', '95', '40', '380', '122', '226', '90', '267', '61', '106', '34', '201', '74']","['Injection site pain', 'Injection site redness', 'Injection site swelling', 'Chills', 'Diarrhea', 'Pyrexia', 'Headache', 'Malaise', 'Muscle weakness', 'Nausea', 'Pains in joints']","['Solicited injection site reactions: Pain, Redness, and Swelling. Solicited systemic reactions: Chills, Diarrhea, Fever (temperature), Headache, Malaise, Muscle weakness, Nausea, Pain in joints, Rash, and Vomiting.']",['Number of Participants Reporting Solicited Injection Site and Systemic Reactions Post-vaccination With Canadian-Manufactured or US-Manufactured Tetanus and Diphtheria Toxoids Adsorbed Vaccine.'],['0-14 days post-vaccination'],[],[],[],[],[],[],[],[],[],[]
0,75,['NCT01087905'],[],[],[],[],[],[],[],[],[],"['0.98', '1.06', '0.69', '1.04', '0.96', '1.20']",[],"['2-Sided', '2-Sided', '2-Sided', '2-Sided', '2-Sided', '2-Sided']","['95', '95', '95', '95', '95', '95', '95', '95', '95']","['1.61', '1.75', '1.14', '2.14', '1.97', '2.45']",[],[],[],"['Inclusion of the Cognitive Medication Adherence Counseling (CMAC) factor (No CMAC versus CMAC) as a control variable did not change the results of this analysis.', 'Inclusion of the Cognitive Medication Adherence Counseling (CMAC) factor (No CMAC versus CMAC) as a control variable did not change the results of this analysis.', 'Inclusion of the Cognitive Medication Adherence Counseling (CMAC) factor (No CMAC versus CMAC) as a control variable did not change the results of this analysis.']","['OG000', 'OG002', 'OG002', 'OG003', 'OG004', 'OG005', 'OG000', 'OG001', 'OG000', 'OG002', 'OG000', 'OG003', 'OG000', 'OG001', 'OG000', 'OG002', 'OG000', 'OG003']"
0,76,['NCT02616198'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
0,77,['NCT00007540'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
0,78,['NCT02163525'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
0,79,['NCT03310112'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
0,80,['NCT02766634'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
0,81,['NCT02971709'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
0,82,['NCT03801928'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
0,83,['NCT01641029'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
0,84,['NCT02128542'],"['MedDRA Version 18.0', 'MedDRA Version 18.0', 'MedDRA Version 18.0', 'MedDRA Version 18.0', 'MedDRA Version 18.0', 'MedDRA Version 18.0', 'MedDRA Version 18.0', 'MedDRA Version 18.0', 'MedDRA Version 18.0', 'MedDRA Version 18.0', 'MedDRA Version 18.0', 'MedDRA Version 18.0', 'MedDRA Version 18.0']","['EG000', 'EG000', 'EG000', 'EG000', 'EG000', 'EG000', 'EG000', 'EG000', 'EG000', 'EG000', 'EG000', 'EG000', 'EG000']","['16', '4', '4', '12', '4', '22', '4', '6', '11', '4', '4', '5', '5']","['66', '66', '66', '66', '66', '66', '66', '66', '66', '66', '66', '66', '66']",[],"['Anaemia', 'Diarrhoea', 'Dyspepsia', 'Nausea', 'Vomiting', 'Fatigue', 'Musculoskeletal pain', 'Dizziness', 'Headache', 'Depression', 'Insomnia', 'Dyspnoea', 'Rash']",[],[],[],[],[],[],[],[],[],[],[],[],[]
0,85,['NCT00573976'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
0,86,['NCT00306007'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
0,87,['NCT02766647'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
0,88,['NCT04460898'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
0,89,['NCT00413517'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
0,90,['NCT02882100'],[],[],[],[],[],[],['Difference in occurrence of documented influenza outbreaks'],['Influenza outbreaks'],['up to 1 year'],[],[],[],[],[],[],[],[],[],[]
0,91,['NCT00533975'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
0,92,['NCT02109757'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
0,93,['NCT00959933'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
0,94,['NCT00960479'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
0,95,['NCT03266497'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
0,96,['NCT02207569'],"['MedDRA 10.0', 'MedDRA 10.0', 'MedDRA 10.0', 'MedDRA 10.0', 'MedDRA 10.0', 'MedDRA 10.0', 'MedDRA 10.0', 'MedDRA 10.0', 'MedDRA 10.0', 'MedDRA 10.0', 'MedDRA 10.0', 'MedDRA 10.0', 'MedDRA 10.0', 'MedDRA 10.0', 'MedDRA 10.0', 'MedDRA 10.0', 'MedDRA 10.0', 'MedDRA 10.0', 'MedDRA 10.0', 'MedDRA 10.0', 'MedDRA 10.0']","['EG000', 'EG000', 'EG000', 'EG000', 'EG000', 'EG000', 'EG000', 'EG000', 'EG000', 'EG000', 'EG000', 'EG000', 'EG000', 'EG000', 'EG000', 'EG000', 'EG000', 'EG000', 'EG000', 'EG000', 'EG000']","['48', '19', '37', '19', '39', '79', '13', '16', '13', '13', '32', '18', '16', '20', '14', '17', '13', '14', '27', '40', '20']","['241', '241', '241', '241', '241', '241', '241', '241', '241', '241', '241', '241', '241', '241', '241', '241', '241', '241', '241', '241', '241']","['49', '19', '37', '21', '40', '82', '13', '17', '13', '14', '38', '25', '18', '20', '16', '17', '13', '14', '29', '44', '21']","['Anaemia', 'Leukocytosis', 'Thrombocytopenia', 'Atrial Fibrillation', 'Atrioventricular Block First Degree', 'Bundle Branch Block Left', 'Bundle Branch Block Right', 'Cardiac Failure Congestive', 'Ventricular Extrasystoles', 'Chest Pain', 'Urinary Tract Infection', 'Fall', 'Incision Site Haematoma', 'Hypokalaemia', 'Hyponatraemia', 'Acute Kidney Injury', 'Renal Failure', 'Dyspnoea', 'Pleural Effusion', 'Hypertension', 'Hypotension']",[],[],[],[],[],[],[],[],[],[],[],[],[]
0,97,['NCT02569632'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
0,98,['NCT02069925'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
0,99,['NCT03433131'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
0,100,['NCT02746809'],"['MedDRA 10.0', 'MedDRA 10.0', 'MedDRA 10.0', 'MedDRA 10.0', 'MedDRA 10.0', 'MedDRA 10.0', 'MedDRA 10.0', 'MedDRA 10.0', 'MedDRA 10.0', 'MedDRA 10.0', 'MedDRA 10.0', 'MedDRA 10.0', 'MedDRA 10.0', 'MedDRA 10.0', 'MedDRA 10.0', 'MedDRA 10.0', 'MedDRA 10.0']","['EG000', 'EG000', 'EG000', 'EG000', 'EG000', 'EG000', 'EG000', 'EG000', 'EG000', 'EG000', 'EG000', 'EG000', 'EG000', 'EG000', 'EG000', 'EG000', 'EG000']","['4', '8', '15', '6', '12', '17', '4', '4', '6', '4', '5', '12', '5', '4', '4', '6', '4']","['60', '60', '60', '60', '60', '60', '60', '60', '60', '60', '60', '60', '60', '60', '60', '60', '60']","['4', '8', '15', '6', '13', '17', '4', '4', '6', '4', '5', '12', '5', '4', '4', '6', '4']","['Anaemia', 'Leukocytosis', 'Thrombocytopenia', 'Atrial Fibrillation', 'Atrioventricular Block First Degree', 'Bundle Branch Block Left', 'Extrasystoles', 'Sinus Bradycardia', 'Urinary Tract Infection', 'Myocardial Necrosis Marker Increased', 'Hyperglycaemia', 'Hypervolaemia', 'Haematuria', 'Renal Failure', 'Urinary Retention', 'Hypertension', 'Hypotension']",[],[],[],[],[],[],[],[],[],[],[],[],[]
0,101,['NCT00328380'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
0,102,['NCT04552535'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
0,103,['NCT03293875'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
0,104,['NCT01235260'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
0,105,['NCT03390660'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
0,106,['NCT00837499'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
0,107,['NCT01629537'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
0,108,['NCT00351741'],[],"['EG000', 'EG001']","['2', '0']","['31', '31']","['2', '0']",['Ventilator Associated Tracheobronchitis'],[],[],[],[],[],[],[],[],[],[],[],[],[]
0,109,['NCT01965561'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
0,110,['NCT01927835'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
0,111,['NCT01704235'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
0,112,['NCT01306266'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
0,113,['NCT00796315'],"['Medra', 'Medra', 'Medra', 'Medra', 'Medra']","['EG000', 'EG001', 'EG002', 'EG000', 'EG001', 'EG002', 'EG000', 'EG001', 'EG002', 'EG000', 'EG001', 'EG002', 'EG000', 'EG001', 'EG002']","['0', '1', '0', '4', '3', '5', '1', '0', '2', '0', '0', '1', '0', '0', '1']","['9', '17', '15', '9', '17', '15', '9', '17', '15', '9', '17', '15', '9', '17', '15']","['0', '1', '0', '5', '3', '5', '1', '0', '2', '0', '0', '1', '0', '0', '1']","['Otitis media acute', 'Sedation', 'Somnolence', 'Headache', 'Dizziness']",[],[],[],[],[],[],[],[],[],[],[],[],[]
0,114,['NCT00005463'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
0,115,['NCT03382418'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
0,116,['NCT00054743'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
0,117,['NCT00730964'],[],['EG000'],['69'],['1039'],['288'],['Dyspnea'],[],[],[],[],[],[],[],[],[],[],[],[],[]
0,118,['NCT02886689'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
0,119,['NCT00005455'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
0,120,['NCT01150695'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
0,121,['NCT00245076'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
0,122,['NCT00935623'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
0,123,['NCT03688126'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
0,124,['NCT02053506'],[],[],[],[],[],[],['Leukocyte migration is measured from the blisters after formation and before the top layer of the blister is removed.'],['Leukocyte migration'],['When blisters are formed (~90 minutes after suction application)'],[],[],[],[],[],[],[],[],[],[]
0,125,['NCT03933215'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
0,126,['NCT03933202'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
0,127,['NCT00005171'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
0,128,['NCT01256164'],[],"['EG000', 'EG001', 'EG000', 'EG001', 'EG000', 'EG001', 'EG000', 'EG001', 'EG000', 'EG001', 'EG000', 'EG001', 'EG000', 'EG001', 'EG000', 'EG001', 'EG000', 'EG001', 'EG000', 'EG001', 'EG000', 'EG001', 'EG000', 'EG001', 'EG000', 'EG001', 'EG000', 'EG001', 'EG000', 'EG001', 'EG000', 'EG001', 'EG000', 'EG001', 'EG000', 'EG001', 'EG000', 'EG001']","['12', '5', '15', '9', '8', '2', '6', '2', '3', '5', '3', '2', '25', '12', '0', '3', '3', '0', '9', '4', '4', '0', '7', '2', '6', '1', '4', '0', '1', '2', '3', '1', '1', '2', '3', '1', '2', '2']","['47', '23', '47', '23', '47', '23', '47', '23', '47', '23', '47', '23', '47', '23', '47', '23', '47', '23', '47', '23', '47', '23', '47', '23', '47', '23', '47', '23', '47', '23', '47', '23', '47', '23', '47', '23', '47', '23']","['12', '5', '15', '9', '8', '2', '6', '2', '3', '5', '3', '2', '25', '12', '0', '3', '3', '0', '9', '4', '4', '0', '7', '26', '6', '1', '4', '0', '1', '2', '3', '1', '1', '2', '3', '1', '2', '2']","['Constipation', 'Nausea', 'Vomiting', 'Oedema peripheral', 'Pyrexia', 'Incision site pain', 'Procedural pain', 'Wound dehiscence', 'Hypokalaemia', 'Back pain', 'Muscle spasms', 'Pain in extremity', 'Headache', 'Hypoaesthesia', 'Anxiety', 'Insomnia', 'Oropharyngeal pain', 'Pruritus', 'Hypotension']",[],[],[],[],[],[],"['95', '95', '95', '95', '95']",[],[],[],[],[],"['OG000', 'OG001', 'OG000', 'OG001', 'OG000', 'OG001', 'OG000', 'OG001', 'OG000', 'OG001']"
0,129,['NCT03631472'],[],[],[],[],[],[],['The rate of hospitalizations'],['Clinical Utility - Hospitalization Rates'],['12 months'],[],[],[],[],[],[],[],[],[],[]
0,130,['NCT03699709'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
0,131,['NCT00237263'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
0,132,['NCT02939131'],"['MedDRA 23.0', 'MedDRA 23.0', 'MedDRA 23.0', 'MedDRA 23.0', 'MedDRA 23.0', 'MedDRA 23.0', 'MedDRA 23.0', 'MedDRA 23.0', 'MedDRA 23.0', 'MedDRA 23.0', 'MedDRA 23.0', 'MedDRA 23.0', 'MedDRA 23.0', 'MedDRA 23.0', 'MedDRA 23.0']","['EG000', 'EG001', 'EG000', 'EG001', 'EG000', 'EG001', 'EG000', 'EG001', 'EG000', 'EG001', 'EG000', 'EG001', 'EG000', 'EG001', 'EG000', 'EG001', 'EG000', 'EG001', 'EG000', 'EG001', 'EG000', 'EG001', 'EG000', 'EG001', 'EG000', 'EG001', 'EG000', 'EG001', 'EG000', 'EG001']","['4', '5', '0', '4', '1', '6', '0', '4', '1', '4', '0', '10', '0', '8', '5', '2', '3', '11', '25', '12', '1', '10', '0', '11', '22', '25', '7', '10', '4', '5']","['81', '75', '81', '75', '81', '75', '81', '75', '81', '75', '81', '75', '81', '75', '81', '75', '81', '75', '81', '75', '81', '75', '81', '75', '81', '75', '81', '75', '81', '75']",[],"['Abdominal pain', 'Diarrhoea', 'Fatigue', 'Pneumonia bacterial', 'Decreased appetite', 'Disturbance in attention', 'Lethargy', 'Anxiety', 'Depressed mood', 'Depression', 'Insomnia', 'Irritability', 'Major depression', 'Persistent depressive disorder', 'Suicidal ideation']",[],[],[],"['-6.79', '23.1', '8.9', '-223', '-0.65', '-14.04', '-7.85', '-2.21']",[],"['2-Sided', '2-Sided', '2-Sided', '2-Sided', '2-Sided', '2-Sided', '2-Sided', '2-Sided']","['95', '95', '95', '95', '95', '95', '95', '95']","['-0.94', '65.5', '52.9', '262', '0.99', '14.36', '12.98', '11.02']",[],[],[],"['We subtracted the mean of the ESC group from the mean of the COMB-R group. Because a lower score indicated less severe depressive symptoms, a negative value indicated superiority.', 'We subtracted the group mean of the site percents with response for the ESC group from that of the COMB-R group. A positive value indicates the COMB-R group had a higher mean percent of participants with response compared to the ESC group.', 'We subtracted the group mean of the site percents with remission for the ESC group from the COMB-R group so a positive value indicates the COMB-R group has more participants with remission.', 'Group mean for ESC is subtracted from the group mean for COMB-R. The group means are the means of the site mean CD4 cell counts.', 'We subtracted the group mean for the ESC group from the group mean of the COMB-R group. The group means are the means of the site mean log10 HIV RNA copies/mL.', 'We subtract group mean for ESC from group mean for COMB-R. The group means are the means of the site-level percentages of participants with events.', 'We subtracted the group mean for the ESC group from that of the COMB-R group. The group mean is the mean of the site-specific percentages of participants with events.', 'The ESC group mean percent of participants reporting a trigger event was subtracted from the COMB-R group mean.']","['OG000', 'OG001', 'OG000', 'OG001', 'OG000', 'OG001', 'OG000', 'OG001', 'OG000', 'OG001', 'OG000', 'OG001', 'OG000', 'OG001', 'OG000', 'OG001']"
0,133,['NCT03488264'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
0,134,['NCT01873482'],[],[],[],[],[],[],[],['Encounter group discussion'],['During the first hour after the intervention'],[],[],[],[],[],[],[],[],[],[]
0,135,['NCT02829073'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
0,136,['NCT01369030'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],['Standard Deviation'],['6.3'],[],['OG000']
0,137,['NCT01568424'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
0,138,['NCT02406599'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
0,139,['NCT03965195'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
0,140,['NCT01368549'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
0,141,['NCT01370954'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
0,142,['NCT01339546'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
0,143,['NCT02252159'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
0,144,['NCT04072289'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
0,145,['NCT04423770'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
0,146,['NCT01358552'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
0,147,['NCT02856646'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
0,148,['NCT01940679'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
0,149,['NCT02951598'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
0,150,['NCT02988934'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
0,151,['NCT01028300'],[],"['EG000', 'EG000', 'EG000', 'EG000']","['1', '1', '1', '1']","['4', '4', '4', '4']","['1', '1', '1', '1']","['Back Pain', 'Paresthesia', 'Emesis', 'Pain-abdomen']",[],[],[],[],[],[],[],[],[],[],[],[],[]
0,152,['NCT01034865'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
0,153,['NCT02352532'],[],[],[],[],[],[],['The global rating of change (GRC) assesses subjective perception of overall change and the importance of that change. A 15-point Likert type scale ranging from -7 (very great deal worse) to +7 (a very great deal better) and a 6-point Likert type scale ranging from 1 (a tiny bit important) to 6 (a very great important) will be used.'],['Global Rate of Change'],['7 days'],[],[],[],[],[],[],[],[],[],[]
0,154,['NCT03198793'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
0,155,['NCT01112917'],[],"['EG000', 'EG000', 'EG000', 'EG000', 'EG000']","['1', '1', '11', '1', '70']","['149', '149', '149', '149', '149']","['1', '1', '15', '1', '166']","['Access site thrombosis', 'Caval Thrombosis or Caval Occlusion', 'Deep Vein Thrombosis (DVT)', 'Infection, including access site infection', 'Other']",[],[],[],[],[],[],[],[],[],[],[],[],[]
0,156,['NCT01764269'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
0,157,['NCT03346603'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
0,158,['NCT04281290'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
0,159,['NCT04601103'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
0,160,['NCT04600856'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
0,161,['NCT04599907'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
0,162,['NCT04593875'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
0,163,['NCT04589507'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
0,164,['NCT04586205'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
0,165,['NCT04585646'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
0,166,['NCT04584788'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
0,167,['NCT04584099'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
0,168,['NCT04577898'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
0,169,['NCT04577456'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
0,170,['NCT04569253'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
0,171,['NCT04567186'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
0,172,['NCT04562532'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
0,173,['NCT04558970'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
0,174,['NCT04558632'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
0,175,['NCT04558047'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
0,176,['NCT04557917'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
0,177,['NCT04557891'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
0,178,['NCT04556968'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
0,179,['NCT04556474'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
0,180,['NCT04547920'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
0,181,['NCT04547712'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
0,182,['NCT04544670'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
0,183,['NCT04542525'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
0,184,['NCT04540913'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
0,185,['NCT04537013'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
0,186,['NCT04536168'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
0,187,['NCT04534764'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
0,188,['NCT04532099'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
0,189,['NCT04529616'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
0,190,['NCT04529109'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
0,191,['NCT04524247'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
0,192,['NCT04523545'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
0,193,['NCT04513574'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
0,194,['NCT04510857'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
0,195,['NCT04508335'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
0,196,['NCT04502758'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
0,197,['NCT04501146'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
0,198,['NCT04500821'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
0,199,['NCT04499521'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
0,200,['NCT04496752'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
0,201,['NCT04493021'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
