,Rank,NCTId,DetailedDescription,DispFirstPostDate,DispFirstPostDateType,DispFirstSubmitDate,DispFirstSubmitQCDate,EligibilityCriteria,EnrollmentCount,EnrollmentType,EventGroupDeathsNumAffected,EventGroupDeathsNumAtRisk,EventGroupDescription,EventGroupId,EventGroupOtherNumAffected,EventGroupOtherNumAtRisk,EventGroupSeriousNumAffected,EventGroupSeriousNumAtRisk,EventGroupTitle,EventsDescription,EventsFrequencyThreshold
0,143,['NCT02252159'],[],[],[],[],[],"['Inclusion Criteria:\n\nAge ≥18 years\nDiagnosis of Polycythemia Vera (PV)\nWilling and able to provide written informed consent\nWilling and able to complete patient assessment questionnaires either alone or with minimal assistance from a caregiver and/or trained site personnel\nUnder the supervision of a physician for the current care of PV including but not limited to watchful waiting, acetylsalicylic acid (ASA) 81mg or greater, antithrombotic therapy, Phlebotomy (PHL), Hydroxyurea (HU), interferon (recombinant or pegylated), busulfan, anagrelide\n\nExclusion Criteria:\n\nParticipation in an active clinical trial in which the study treatment is blinded\nLife expectancy <6 months\nDiagnosis of myelofibrosis (MF) [including primary MF, post-PV MF, or post-essential thrombocythemia MF (post-ET MF)]\nDiagnosis of secondary Acute Myeloid Leukemia (AML)\nDiagnosis of Myelodysplastic Syndrome (MDS)\nHistory of or active plan to proceed to allogeneic hematopoietic stem cell transplant in next 3 months\nSplenectomy']",['2544'],['Actual'],[],[],[],[],[],[],[],[],[],[],[]
0,144,['NCT04072289'],"['Prospective, multicenter, open-label, non-randomized clinical trial with bilateral commercial treatment for FDA approved indications and unilateral treatments for investigational refractive errors. Data from each treated eye of subjects will be treated independently. Monovision treatments and retreatments of the study eye will not be allowed during the course of the study. Successful bilateral treatment is required for performance based testing and patient reported outcome testing. Subjects will be randomized into the 0.25 and 0.50 sphere only and spherical cylinder bins using a sequential alternating randomization with an equal number assigned to both bins. Other subjects will be assigned to the bins they qualify for as they are enrolled into the study. Appointments are given to patients requesting refractive surgery randomly.\n\nThree military sites in the U.S.A.: Navy Refractive Surgery Center, Naval Medical Center San Diego, CA in collaboration with the U.S. Air Force 59th Medical Wing, Wilford Hall Eye Center, TX, and the U.S. Army Warfighter Refractive Eye Surgery Program and Research Center, Fort Belvoir Community Hospital, VA.']",[],[],[],[],"['Inclusion Criteria:\n\nMale and female subjects age 22 years of age and older either active duty or dependents who are eligible for care;\n\nMyopia from ≥ 0 D to ≤ -10.00 D with ≤ -3.00 D cylinder and MRSE ≥ -1.00 D to\n\n≤ -11.50 D in the eye(s) to be treated;\n\nA stable refraction for the past year, as demonstrated by a change in MRSE of ≤ 0.50 D in the eyes to be treated;\n\nA difference between cycloplegic and manifest refractions of\n\n≤ 0.75 D spherical equivalent in both eye(s);\n\nUCVA 2 lines worse than BCVA in the treated eye(s);\nBSCVA at least 20/20 in the treated eye(s);\nDiscontinue use of contact lenses for at least 4 weeks (for hard lenses) or 2 weeks (for soft lenses) prior to the preoperative examination, and through entire study. The subject shall not be considered a contact lens wearer if they are not wearing hard contact lenses for 4 weeks or soft contact lenses for 2 weeks.\nAll contact lens wearers must demonstrate a stable refraction (within ±0.5 D), as determined by MRSE, on two consecutive examinations at least 7 days apart, in the eye(s) to be treated;\nCentral corneal thickness of at least 500 microns in the both eye(s);\nWilling and able to return for scheduled follow-up examinations;\nAble to provide written informed consent and follow study instructions in English.\nPermission of the Commanding Officer for active duty subjects to receive refractive surgery and participate in the study.\n\nExclusion Criteria:\n\nManifest cylinder of more than -3.00 D;\nEstimated treatment depth is less than 250 microns from the corneal endothelium;\nEye to be treated is targeted for monovision;\nKeratometry readings via Sim-K values less than 40.00 D;\nAbnormal corneal topographic findings, e.g. keratoconus, pellucid marginal degeneration in either eye;\nHistory of or current anterior segment pathology, including cataracts in the eye to be treated;\nClinically significant dry eye syndrome unresolved by treatment in either eye;\nResidual, recurrent, active ocular or uncontrolled eyelid disease, corneal scars or other corneal abnormality such as recurrent corneal erosion or severe basement membrane disease in the either eye;\nOphthalmoscopic signs of progressive or unstable myopia or keratoconus (or keratoconus suspect) in either eye;\nIrregular or unstable (distorted/not clear) corneal mires on central keratometry images in either eye;\nHistory of ocular herpes zoster or herpes simplex keratitis;\nDeep orbits, strong blink, anxiety, pterygium, or any other finding suggesting difficulty in achieving or maintaining suction;\nDifficulty following directions or unable to fixate;\nPrevious intraocular or corneal surgery of any kind in the eye to be treated, including any type of surgery for either refractive or therapeutic purposes;\nHistory of steroid-responsive rise in intraocular pressure, glaucoma, or preoperative IOP > 21 mmHg in either eye;\nHistory of diabetes, diagnosed autoimmune disease, connective tissue disease or clinically significant atopic syndrome;\nImmunocompromised or requires chronic systemic corticosteroids or other immunosuppressive therapy that may affect wound healing;\nHistory of known sensitivity to planned study medications;\nParticipating in any other ophthalmic drug or device clinical trial during the time of this clinical investigation;\nPregnant or lactating;\nAnyone who has the potential to deploy or relocate during the follow-up period.\nSystemic Medications that may confound the outcome of the study or increase risk to the subject, including but not limited to steroids, antimetabolites, etc.\nEvidence of retinal vascular disease.\nGlaucoma suspects by exam findings or family history.']",['180'],['Anticipated'],[],[],[],[],[],[],[],[],[],[],[]
0,145,['NCT04423770'],[],[],[],[],[],"['Inclusion Criteria:\n\nPrimary dental practice is in United States\n18 years of age or older\nDentist\n\nExclusion Criteria:\n\n•Answered ""no"" to ADA survey sent May 2020 that read ""As part of ongoing efforts to monitor the effect of COVID-19 on the dental team, the ADA is interested in collecting data related to infection rates. Would you also be willing to participate in a separate, longitudinal study that would require you to report whether you or your staff have exhibited symptoms of COVID-19, and whether you have been tested or diagnosed? The study would be anonymous and under IRB protocols.""']",['4000'],['Anticipated'],[],[],[],[],[],[],[],[],[],[],[]
0,146,['NCT01358552'],"[""Surveys used to conduct this study will be administered via telephone or online by InfoMedics, Inc., a company with a system for developing such patient-physician feedback programs. Participating physicians will ask their patients to participate in the program after Néevo®/NéevoDHA® has been prescribed and provide them with a patient brochure containing an introduction to the program and instructions on how to enroll. Patients interested in participating self-enroll, take a brief survey before starting their Néevo®/NéevoDHA® prescription, and then a follow-up survey 4 weeks after they have started taking Néevo®/NéevoDHA®. As patients complete surveys within the study, their physician will receive individualized feedback reports outlining their patient's treatment experience and progress. Patients will also receive a copy of their own reports, to help encourage them to continue taking Néevo®/NéevoDHA® as directed. Patients will also receive educational materials about diet and nutrition during pregnancy.""]",[],[],[],[],"['Inclusion Criteria:\n\nNew Néevo®/NéevoDHA® Start.\nOnly for women who are pregnant and taking brand name Néevo®/ NéevoDHA® under a physicians care.\n\nExclusion Criteria:\n\nPatients who are not pregnant.\nIf participant indicates that she did not get a prescription for Néevo®/ NéevoDHA®, she will not be able to complete the survey(s).\nFor the follow-up survey, if the participant indicates that she has not been taking Néevo®/NéevoDHA®, she will not be able to complete the survey( (s).']",['53'],['Actual'],[],[],[],[],[],[],[],[],[],[],[]
0,147,['NCT02856646'],[],[],[],[],[],"['For more information regarding Bristol-Myers Squibb Clinical Trial participation, please visit www.BMSStudyConnect.com\n\nInclusion Criteria:\n\nHistologically confirmed diagnosis of Classical Hodgkin Lymphoma (cHL)\nPatients who are treatment-naïve, or are within ± 2 weeks beginning any line of therapy at time of enrollment\nPatients must be within ± 2 weeks of Day 1 of the first cycle of any line of therapy to enroll; a cycle is practice-defined for chemotherapy, targeted therapy, or immunotherapy-based regimens.\nAny Eastern Cooperative Oncology Group (ECOG) or Karnofsky performance status (PS)\nPatients must have available medical records for the date of diagnosis of cHL and available medical records documenting any prior treatment and treatment dates for the Hodgkin lymphoma, including chemotherapy, radiation, surgery and other anti-cancer therapy received.\nPatients must consent for use of their FFPE tissue blocks for exploratory analyses\n\nExclusion Criteria:\n\nPatients on supportive care only and not receiving anti-cancer therapy are not eligible to enroll\nPatients with unknown date of diagnosis of cHL\nPatients whose prior cHL therapy, and dates of therapy (eg, surgery, radiation, or drug therapy) are unknown\nAny other non-HL (non-Hodgkin Lymphoma) active malignancy for which the patient is receiving treatment\nPatients participating in a clinical study that does not allow enrollment into a non-interventional study\nPatients enrolled who go on to receive only supportive, palliative, hospice, or end-of-life care remain on study and should not be discontinued from follow-up.\n\nOther protocol defined inclusion/exclusion criteria could apply']",['500'],['Anticipated'],[],[],[],[],[],[],[],[],[],[],[]
0,148,['NCT01940679'],[],[],[],[],[],"['Inclusion Criteria:\n\nbetween 18 and 45 years old\nleave status and have approval from your supervisor (for DoD Civilians)\n\nExclusion Criteria:\n\nunder the age of 18 or over the age of 45\nbleeding disorder (von Willebrand disease, hemophilia) or taking medications that impair ability to stop bleeding (heparin)\nconsumed ≥1 serving (equivalent to a deck of cards) of salmon, herring, mackerel, anchovies, sardines, halibut or tuna or omega-3 enriched eggs per week over the previous past month\nregularly consume dietary supplements (for example, capsules) containing omega-3 fatty acids']",['14'],['Anticipated'],[],[],[],[],[],[],[],[],[],[],[]
0,149,['NCT02951598'],[],[],[],[],[],"['Inclusion Criteria:\n\nPresents within normal course of outpatient care for whom the physician deems to meet clinical criteria for MCI due to AD or mild AD dementia.\nFully informed written consent of the participant (or his/her legal representative).\nStudy partner who has frequent contact with the participant is willing to accompany the participant at the study observations.\nFully informed written consent of the study partner; this person must be willing to serve as study partner for at least 6 months of the year.\nAble to communicate in English and/or US Spanish.\nAble to provide evidence of amyloid testing.\nHas an Mini-Mental State Examination (MMSE) score of 20 or greater.\n\nExclusion Criteria:\n\nAre currently enrolled in any other clinical trial involving an investigational product or any other type of medical research judged not to be scientifically or medically compatible with this study at baseline.\nAre investigator site personnel directly affiliated with this study and/or their immediate families. Immediate family is defined as a spouse, parent, child, or sibling, whether biological or legally adopted.\nLack of evidence of amyloid positivity through pre-study test. Note: After baseline assessment, participants with amyloid negativity identified as part of the study will not continue in post-baseline assessments.\nAre Lilly employees or are employees of any third-party organization (TPO) involved in study who require exclusion of their employees.']",['1400'],['Anticipated'],[],[],[],[],[],[],[],[],[],[],[]
0,150,['NCT02988934'],[],[],[],[],[],"['Inclusion Criteria:\n\nEnglish speaking\nAble to read, comprehend, and complete the consent form\nAged 18 to 80, and,\nMeet one of the following:\nPatients with heartburn or regurgitation undergoing a screening EGD, who undergo WATS3D sampling and forceps biopsies for suspicion of BE, or\nPatients with known BE with or without dysplasia undergoing a surveillance EGD with WATS3D biopsies and forceps biopsies, or\nPatients who have undergone endoscopic eradication therapy(including, but not limited to endoscopic mucosal resection, endoscopic submucosal dissection, radiofrequency ablation and/orcryoablation/spray cryotherapy)who are undergoing surveillance EGD following the establishment of complete eradication of intestinal metaplasia (CEIM) with accompanying WATS3D sampling and forceps biopsies.\n\nExclusion Criteria:\n\nPatients meeting any of the following criteria will be excluded from this study:\nPatients who on their enrollment endoscopy have a visible highly suspicious lesion, such as a nodule or ulcer, (noted while undergoing endoscopy) that requires targeted biopsy will be excluded from the study.Patients requiring a targeted biopsy on follow-up endoscopies will be allowed to remain in the study.\nPatients who do not undergo both biopsy forceps and WATS3D biopsy of the esophagus on their initial evaluationfor routine care will be excluded from this study. Subsequent endoscopicevaluation may include forceps biopsies alone, WATS3D biopsies alone, or both forceps and WATS3D biopsies.']",['10000'],['Anticipated'],[],[],[],[],[],[],[],[],[],[],[]
0,151,['NCT01028300'],[],[],[],[],[],"[""Inclusion Criteria:\n\nDegenerative Disc Disease (DDD) in one vertebral level between L3 and S1, where a diagnosis of DDD requires:\n\nBack and/or leg (radicular) pain; and\nRadiographic confirmation of any one of the following by CT, MRI, discography, plain film, myelography, and/or flexion/extension films:\n\ni. Decreased disc height > 2 mm; ii. Scarring/thickening of annulus fibrosis; iii. Herniated nucleus pulposus; or iv. Vacuum phenomenon.\n\nSkeletally mature adult between the ages of 18 and 50 years at time of surgery.\nFailed at least 6 months of conservative therapy.\nOswestry Low Back Pain Disability Questionnaire score ≥ 20/50 (40%) (Interpreted as moderate/severe disability).\nPsychosocially, mentally and physically able to fully comply with this protocol including adhering to scheduled visits, treatment plan, completing forms, and other study procedures.\nPlans to remain on active duty for a minimum of two (2) years.\nPersonally signed and dated the informed consent document prior to any study-related procures indicating that the subject has been informed of all pertinent aspects of the study.\n\nExclusion Criteria:\n\nMore than one vertebral level to be treated.\nThe involved vertebral endplates dimensionally smaller than 34.5 mm in the medial-lateral direction and/or 27 mm in the anterior-posterior direction.\nKnown allergy to polyethylene, cobalt chromium, or molybdenum\nPrior fusion surgery at any lumbar vertebral level.\nClinically compromised vertebral body at the affected level due to current or past trauma.\nRadiographic confirmation of facet joint disease or degeneration.\nLytic spondylolisthesis or spinal stenosis.\nDegenerative spondylolisthesis > Grade 1.\nOsteoporosis: A screening questionnaire for osteoporosis, SCORE (Simple Calculated Osteoporosis Risk Estimation), will be used to screen patients who require a DEXA bone mineral density measurement. If DEXA is required, exclusion will be defined as a DEXA bone density measured T score </= -2.5.\nKnown history of Paget's disease, osteomalacia, or any other metabolic bone disease.\nMorbid obesity defined as a body mass index > 40 kg/m2 or weight more than 100 pounds over ideal body weight.""]",['4'],['Actual'],[],[],"['ProDisc™-L Total Disc Replacement (TDR): The design is based on a ball and socket articulation, one surface being metal and the other an ultra-high molecular weight polyethylene (UHMWPE). Three components comprise this modular prosthesis.']",['EG000'],['2'],['4'],['1'],['4'],['ProDisc L'],[],['5']
0,152,['NCT01034865'],[],[],[],[],[],"['Inclusion Criteria:\n\nFor both experimental subjects and controls:\n\nPatients between older than 18 years of age of all ethnic backgrounds and genders.\nPatients with chronic liver disease\n\nFor Experimental Subjects Only:\n\nPatients with HCC with a hepatic mass larger or equal to 5cm\nPatients with HCC with a hepatic mass lesion confirmed by fine needle aspirate (FNA) or by pathology in the cases of surgical resection\nPatients with HCC with a hepatic mass lesion with characteristic CT or MRI or angiographic appearance.\nFor Controls Only:\n\nPatients with chronic liver disease without evidence of HCC confirmed by either :\n\n1. A normal AFP level\n\n2. a negative imaging study (ultrasound, CT, or MR imaging).\n\n3. Negative liver cancer on explants.\n\n*Exclusion Criteria:\n\nPatients who declined to participate in the study\nPatients with a history of HIV infection\nPatients with concurrent advanced malignancy of non-hepatic origin.\nPatients with significant use of androgenic steroid.\nPatients with exposure to vinyl chloride.']",['750'],['Actual'],[],[],[],[],[],[],[],[],[],[],[]
0,153,['NCT02352532'],"[""Low back pain (LBP) is the second most frequent reason for health care visits and a leading cause of medical evacuation from theater. Traditional medical diagnosis based on static imaging strategies (e.g. MRI) has failed to improve management of this epidemic. Functional assessment of lumbar musculature using ultrasound imaging provides evidence of clinically relevant deficits in the lumbar multifidus (LM) muscle of patients with LBP, however such procedures are likely only valid within a narrow range of assessment conditions. Shear-Wave Elastography (SWE) is an evolving non-invasive ultrasound imaging technology capable of quantifying tissue stiffness (i.e., elasticity). Originally developed to improve diagnosis of soft tissue tumors, SWE is beginning to be used to as an alternative and more stable method of functional assessment of muscles.\n\nThis study will be the second project in a line of research aimed at improving the diagnosis, management, and treatment of patients with LBP using a new structural health monitoring technique called shear wave elastography (SWE). Since no previous studies had used SWE in the lumbar multifidus muscle, the initial project developed the measurement technique to be used with this device. We also established normative parameters, variance, and reliability estimates of SWE outcomes in asymptomatic individuals. A previous study, also performed at AMEDDC&S, found that individuals with LBP whom received dry needling to the lumbar multifidus muscle exhibited a reduction in pain and disability that was associated with an improved ability to contract the lumbar multifidus. The focus of this second project is to evaluate the diagnostic utility of SWE in individuals after routine low back injury and begin an initial investigation of it's ability to effectively guide physical therapy treatment with dry-needling as a relevant treatment intervention.""]",[],[],[],[],"['Inclusion Criteria:\n\nBetween the age of 18 - 65 years\nRead and speak English well enough to provide informed consent and follow study instructions\nActive duty military or DOD beneficiary\nHistory of prior surgery to the lumbosacral spine\nReceived manual therapy, acupuncture, or dry-needling interventions to the lumbosacral spine within the past 4 weeks\nCurrently taking anticoagulant medications or those individuals with a medical history of bleeding disorder\nHistory of systemic inflammatory disease or other serious spinal pathology (e.g. annular tears of the intervertebral disc, spinal stenosis, fracture)\nKnown pregnancy and/or inability to lie prone and fully elevate bilateral arms\nPresence of neurogenic LBP defined by either a positive ipsilateral or contralateral straight leg raise (reproduction of symptoms at <45°) or reflex, sensation, or strength deficits in a pattern consistent with nerve root compression\nMedical ""red flags"" of a potentially serious condition including cauda equina syndrome, major or rapidly progressing neurological deficit, fracture, cancer, infection, or systemic disease\n\nExclusion Criteria:\n\nHistory of prior surgery to the lumbosacral spine\nReceived manual therapy, acupuncture, or dry-needling interventions to the lumbosacral spine within the past 4 weeks\nCurrently taking anticoagulant medications or those individuals with a medical history of bleeding disorder\nHistory of systemic inflammatory disease or other serious spinal pathology (e.g. annular tears of the intervertebral disc, spinal stenosis, fracture)\nKnown pregnancy and/or inability to lie prone and fully elevate bilateral arms\nPresence of neurogenic LBP defined by either a positive ipsilateral or contralateral straight leg raise (reproduction of symptoms at <45°) or reflex, sensation, or strength deficits in a pattern consistent with nerve root compression\nMedical ""red flags"" of a potentially serious condition including cauda equina syndrome, major or rapidly progressing neurological deficit, fracture, cancer, infection, or systemic disease']",['90'],['Actual'],[],[],[],[],[],[],[],[],[],[],[]
0,154,['NCT03198793'],"[""QGC001 is a prodrug of the specific and selective APA inhibitor, EC33, and is the prototype of a new class of centrally-acting anti-hypertensive agents called brain APA inhibitors. Inhibition of brain APA, which converts Ang II into Ang III, has emerged as a novel anti hypertensive treatment, as demonstrated in several experimental animal models. QGC001's anti-hypertensive effect is in part due to: 1) a decrease in arginine vasopressin release in the blood circulation, increasing diuresis, which reduces the size of body fluid compartment; and 2) a reduction in the sympathetic tone, leading to subsequent decreases in vascular resistances.\n\nThis study is an open-label, dose-titrating safety and efficacy study of QGC001 administered PO, BID, over 8 weeks in hypertensive overweight subjects of multiple ethnic and racial groups in the United States.\n\nThe primary objective of this study is to assess the effects of twice daily (BID) administration of oral (PO) QGC001 (250 mg BID, 500 mg BID, and 500 mg BID + hydrochlorothiazide (HCTZ) 25 mg once daily [QD]) on blood pressure (BP) over 8 weeks in hypertensive overweight/obese subjects of multiple races/ethnicities.""]",[],[],[],[],"[""Inclusion Criteria:\n\nSubject must provide signed written informed consent;\nMen and women greater than or equal to 18 years of age at Screening;\n\nDiagnosis of primary (essential) hypertension (HTN) for at least 3 months prior to Screening and have an office SBP:\n\nBetween 145 mmHg and 170 mmHg at Screening and are treatment-naïve; or\nBetween 130 mmHg and 150 mmHg at Screening and are treated with less than or equal to 2 anti hypertensive medications. Anti-hypertensive medications must be stable for greater than or equal to 8 weeks prior to Screening;\nSBP between 145 mmHg and 170 mmHg, inclusive, and DBP less than or equal to 105 mmHg at the Inclusion Visit after 2-week Run In Period;\nBody mass index between 25 kg/m2 and 45 kg/m2 with the ability to fit the ambulatory blood pressure monitoring (ABPM) cuff per the manufacturer;\nSubject must have a successful ABPM measurement prior to receiving the study drug.\nWomen of childbearing potential and non-surgically sterile male subjects who are sexually active must agree to use an approved highly effective form of contraception from the time of informed consent until 30 days post-dose.\nWomen of childbearing potential must have a negative serum pregnancy test result at Screening and a negative urine pregnancy test result at the Inclusion Visit (Day 0).\n\nExclusion Criteria:\n\nKnown or suspected secondary HTN (eg, renal artery stenosis, pheochromocytoma, Cushing's disease);\nOffice SBP greater than or equal to 171 mmHg and/or office diastolic blood pressure (DBP) greater than or equal to 105 mmHg at the Inclusion Visit (Day 0) and confirmed by a second measurement (not on the same day), preferably within 1 day;\nKnown hypertensive retinopathy (Keith-Wagener Grade 3 or Grade 4) and/or hypertensive encephalopathy;\nHistory of spontaneous or drug-induced angioedema;\nClinically significant valvular heart disease or severe aortic stenosis;\nSubjects with symptomatic heart failure (New York Heart Association Class II to Class IV);\nHistory of acute coronary syndrome (non-ST elevation myocardial infarction, ST elevation myocardial infarction, and unstable angina pectoris), stroke, or transient ischemic attack within 6 months prior to Screening;\nKnown history of malabsorption syndrome, or has undergone gastrointestinal surgery, including bariatric procedures, that induce chronic malabsorption, within 2 years of Screening;\nTreatment with anti-obesity drugs or procedures 3 months prior to Screening (ie, surgery, aggressive diet regimen, etc.), leading to unstable body weight;\nFemale who is breast feeding, pregnant, or planning to become pregnant during the study period;\nMedical history of cancer (except for basal cell carcinoma) and/or treatment for cancer within the last 5 years;\nSubject with an upper arm circumference that exceeds the upper circumference level (48.3 cm) of the cuff size of either the ABPM and/or office BP (OBP) measurement device used in the study;\nNight shift workers who routinely sleep during the daytime and/or whose work hours include midnight;\nAlanine aminotransferase, aspartate aminotransferase, or alkaline phosphatase >3 x upper limit of normal (ULN) or a total bilirubin greater than or equal to 2 x ULN (unless secondary to Gilbert's syndrome) at Screening or the Inclusion Visit (Day 0);\nEstimated glomerular filtration rate <45mL/min/1.73m2, as calculated using the Chronic Kidney Disease Epidemiology Collaboration formula at Screening or the Inclusion Visit (Day 0);\nHistory of any blood disorder, other than sickle cell trait, causing hemolysis or unstable red blood cells (eg, malaria, babesiosis, hemolytic anemia, thalassemia, sickle cell anemia);\nSubjects with type 1 diabetes mellitus;\n\nSubjects with type 2 diabetes mellitus who:\n\nAre poorly controlled, defined as hemoglobin A1c >8% at Screening; or\nAre taking short-acting insulin or sodium-glucose co transporter 2 inhibitors. Use of a stable dose (greater than or equal to 12 weeks prior to Screening) of medications listed in Appendix C is permitted;\nRoutine or anticipated treatment with all systemic corticosteroids. Use of topical, inhaled, or nasal corticosteroids is permitted;\n\nClinical evidence of thyroid disease, thyroid hormone therapy that is not stable greater than or equal to 4 weeks prior to Screening, or subjects with the following thyroid-stimulating hormone (TSH) levels at Screening:\n\nFor subjects on replacement therapy: TSH 0.75 to 1.5 x ULN; or\nFor subjects not on replacement therapy: TSH >1.5 x ULN;\nHistory of alcohol or drug abuse within the 3 months prior to Screening that would interfere with study participation or lead to decreased compliance to study procedures or study drug intake in the Investigator's opinion;\nParticipation in another clinical study involving an investigational drug within 30 days prior to Screening, or plans to participate in another clinical study within 30 days of discontinuation of study drug;\nAny condition, in the opinion of the Investigator, that would interfere with study participation, may pose a risk to the subject, or would make study participation not in the best interest of the subject;\nSubjects with a life expectancy of less than 1 year per Investigator's discretion; or\nAny subject who, in the opinion of the Investigator, will not be able to follow the protocol.""]",['256'],['Actual'],[],[],[],[],[],[],[],[],[],[],[]
0,155,['NCT01112917'],"[""The investigation was designed as a multi-center, prospective, single-arm, historical (literature) controlled clinical study of VenaTech Convertible filter safety and performance in 75 subjects in whom the filter has been implanted, converted, and followed for 6-months. The study could enroll up to 323 patients to ensure 75 converted subjects with 6 months of follow-up data. Converted subjects were followed at 30-days, 3-months, and 6-months post conversion. Subjects that were unable to undergo conversion were followed at 6-months post filter implant (permanent filtration subjects).\n\nStudy subjects were to be identified from the pool of candidates with a time-limited risk for pulmonary embolism. Subjects who signed the informed consent were evaluated to determine eligibility for the study based on the inclusion and exclusion criteria. Following completion of baseline procedures including a bilateral Doppler ultrasound of the legs to assess for baseline DVT and contrast venacavography to assess baseline IVC diameter, subjects underwent implantation of the VenaTech Convertible filter.\n\nAfter device implant, a clinical assessment was completed to determine eligibility for filter conversion. This assessment was done at an interval post-implant and frequency per the investigator's discretion, often with input from the primary care physician. If the clinician determined the subject was no longer at risk for pulmonary embolism, there was no thrombus in or below the filter, and there was no clinically significant deep vein thrombosis (DVT) in the legs, the filter could be converted. After conversion, subjects were followed at 30 days and 3-months by telephone, and at a 6-months post-conversion office visit with imaging (KUB or spot film and Doppler or CT).\n\nIf during the conversion clinical assessment(s), the subject remained at risk for pulmonary embolism, additional conversion assessment(s) were completed per the investigator's discretion until the filter was either converted or the subject was determined to require permanent filtration.\n\nAt 6-months post-implant, if a study subject's filter had not been converted, no further conversion assessments were to be performed and no attempts were to be made to convert the filter as part of the study. The 6-month post filter implant visit was the final follow-up for nonconverted subjects, which also included imaging (KUB or spot film and Doppler or CT). The study protocol allowed the investigators flexibility as to the best IVC imaging modality based on the condition and anatomy of the subject.\n\nThe core laboratory reviewed all screening/baseline, filter implantation, conversion eligibility assessment, conversion, and 6-month follow-up images, with the exception of the ultrasounds. (The core laboratory recommended ultrasound images be evaluated by the expert sonographers at the sites). Additionally, any images taken as a result of a suspected filter-related adverse event or technical complication, with the exception of ultrasounds, were also sent to the core laboratory for review.""]",[],[],[],[],"[""Inclusion Criteria:\n\nThe subject is 18 years of age or older\nThe subject is at a time-limited risk of pulmonary embolism as judged by the implanting or referring physician\nIn the physician's judgment, the subject requires prevention of pulmonary embolism and placement of a vena cava filter is indicated because anticoagulants are contraindicated, or the subject has experienced failure of anticoagulant therapy in thromboembolic diseases in the past, or the subject requires emergency treatment following massive pulmonary embolism where anticipated benefits of conventional therapy are reduced\nThe subject, or their legal representative, is willing and able to provide informed consent\nThe subject is willing and able to comply with the requirements of the study protocol, including the predefined follow-up visit evaluations\nThe subject's vena cava diameter is ≤ 28 mm as evaluated by contrast venacavography and corrected for magnification\n\nExclusion Criteria:\n\nThe subject is a female of childbearing potential and known to be, or suspected to be, pregnant (verified with a urine/blood pregnancy test), or unwilling to use an acceptable form of birth control for as long as the device is implanted\nThe subject is severely disabled and his/her life expectancy appears limited according to the investigator's opinion (≤ 6 months)\nThe subject already has an implanted vena cava filter\nThe subject has contrast allergy to both iodinated contrast and non-iodinated contrast materials\nThe subject has a duplicated IVC\nThe subject is bacteremic\nThe subject has an active malignancy with associated hypercoagulability or mortality likely preventing the VenaTech Convertible filter from being converted within 6 months of implant\nThe subject would be unavailable for follow-up\nFilter implantation using the right internal jugular or femoral veins is not possible\nThere is no location available in the infrarenal inferior vena cava for placement of the VenaTech Convertible vena cava filter (assessed using contrast venacavography)\nThe subject is currently participating in another clinical study or has participated in one within the last 30 days or plans to participate in one during the next 6 months""]",['149'],['Actual'],[],[],['VenaTech Convertible Vena Cava Filter: Prevention of Pulmonary Embolism\n\nVena Cava Filter Conversion: Conversion of VenaTech Convertible filter to open configuration.'],['EG000'],['77'],['149'],['63'],['149'],['VenaTech Convertible Filter'],"['The ""Other"" adverse events were not broken down into separate specific Adverse Events, so are presented all under the ""Other"" category.']",['0']
0,156,['NCT01764269'],[],[],[],[],[],"[""Inclusion Criteria:\n\nare 24 through 59 months of age,\nhave a visit at a study site anytime during the study period,\nreceive first dose LAIV or IIV in the season,\nthe parent has a cell phone with text messaging capabilities, and\nthe parent speaks English or Spanish.\n\nExclusion criteria:\n\nany chronic medical condition in the child that precludes receipt of LAIV (except for history of asthma or a wheezing episode within the past 12 months noted in the medical record),\ncurrently on oral or other systemic steroids or used in the past month,\ncurrently on inhaled steroids or used in the past 2 weeks,\npresence of fever >=100.4 at time of vaccination,\nadministration of any antipyretic in the 6-hour period prior to vaccination,\nstated intent, at time of vaccination, to use prophylactic antipyretics before the development of a fever,\nparent only speaks a language other than English or Spanish,\nparent's inability to read text messages,\nchild receiving the second dose of influenza vaccine in the current season.""]",['656'],['Actual'],[],[],[],[],[],[],[],[],[],[],[]
0,157,['NCT03346603'],[],[],[],[],[],"[""Inclusion Criteria:\n\nAge greater than or equal to 18 years;\nAdmitted to the hospital through the ED;\nPrimary reason for admission is treatment of UTI with or without sepsis (i.e., ED diagnosis of UTI and/or sepsis); and\nProvide verbal or written consent to participate in the study or if patient is unable to provide consent (e.g., altered mental status), consent obtained from a legal authorized representative.\n\nExclusion Criteria:\n\npatients will be later excluded if :\n\nthey are unable to provide a urine specimen for culture; or\ntheir urine culture yields no growth or is contaminated (see definition of positive urine culture below). Note: If participant's urine culture is contaminated but their blood culture is positive for a uropathogen, they will not be excluded.""]",['650'],['Anticipated'],[],[],[],[],[],[],[],[],[],[],[]
