,Rank,NCTId,InterventionArmGroupLabel,InterventionBrowseBranchAbbrev,InterventionBrowseBranchName,InterventionBrowseLeafAsFound,InterventionBrowseLeafId,InterventionBrowseLeafName,InterventionBrowseLeafRelevance,InterventionDescription,InterventionMeshId,InterventionMeshTerm,InterventionName,InterventionOtherName,InterventionType,IsFDARegulatedDevice,IsFDARegulatedDrug,IsPPSD,IsUSExport,IsUnapprovedDevice,Keyword
0,57,['NCT01287247'],"['Blepharospasm', 'Cervical Dystonia']","['All', 'VaDiAg']","['All Drugs and Chemicals', 'Vasodilator Agents']","['Interval', 'Clinical Decision Support']","['M3765', 'M258642', 'M2054', 'M19342', 'M19088']","['Botulinum Toxins', 'incobotulinumtoxinA', 'Acetylcholine', 'Cholinergic Agents', 'Neurotransmitter Agents']","['high', 'high', 'low', 'low', 'low']",['Xeomin® (incobotulinumtoxinA) at a dose determined by the physician based upon his/her clinical experience with botulinum toxin.'],"['D000001905', 'C000545476']","['Botulinum Toxins', 'incobotulinumtoxinA']",['Xeomin®'],"['incobotulinumtoxinA', 'botulinum toxin']",['Biological'],[],[],[],[],[],"['Cervical dystonia', 'Blepharospasm']"
0,58,['NCT04163341'],['CETA protocol'],[],[],[],[],[],[],"['The intervention is a transdiagnostic cognitive behavioral therapy approach to treating any combination of depression, anxiety, post-traumatic stress, or substance use disorder that has been adapted the needs of adults with HIV and to additionally address HIV care engagement.']",[],[],['Adapted Common Elements Treatment Approach'],[],['Behavioral'],['No'],['No'],[],[],[],[]
0,59,['NCT02987335'],"['Lean Diabetes Subjects', 'Nondiabetic Subjects', 'Type 1 Diabetes Mellitus Subjects', 'Type 2 Diabetes Mellitus Subjects']",['All'],['All Drugs and Chemicals'],[],['M8372'],['Hormones'],['low'],['We are not performing any interventions; we are only characterizing participants using tests. The hormones that we are administering are not a treatment but are typically used in context of routine care.'],[],[],['Pancreatic Clamp'],['Clamp'],['Drug'],['No'],['Yes'],[],[],[],"['Diabetes', 'Malnutrition']"
0,60,['NCT02867722'],['Daylight PDT'],"['Derm', 'All']","['Dermatologic Agents', 'All Drugs and Chemicals']",['Lupus Erythematosus'],"['M2541', 'M18191', 'M5657']","['Aminolevulinic Acid', 'Photosensitizing Agents', 'Dermatologic Agents']","['high', 'low', 'low']",['Drug will be administered to consented patients'],['D000000622'],['Aminolevulinic Acid'],['aminolevulinic acid HCl'],['Levulan'],['Drug'],[],[],[],[],[],[]
0,61,['NCT03276637'],['Healthy Active-Duty Airmen Cohort'],"['Infe', 'ANeo', 'All']","['Anti-Infective Agents', 'Antineoplastic Agents', 'All Drugs and Chemicals']",[],['M242928'],['Acivicin'],['low'],"[""Whole exome sequencing at 125x coverage (i.e., at least 125 sequencing reads covering each position within the exome region of interest) performed at the Laboratory of Molecular Medicine's CLIA certified laboratory on 75 enrolled individuals""]",[],[],['Whole exome sequencing'],[],['Genetic'],['No'],['No'],[],[],[],"['Genome Sequencing', 'Exome Sequencing', 'Military', 'Air Force']"
0,62,['NCT03192891'],[],[],[],[],[],[],[],['Gadolinium-enhanced stress CMR perfusion imaging is a tool increasingly used for the risk assessment and diagnosis of coronary artery disease.'],[],[],['Stress cardiac magnetic resonance (CMR) perfusion imaging'],[],['Diagnostic Test'],['No'],['No'],[],[],[],[]
0,63,['NCT03373045'],[],['All'],['All Drugs and Chemicals'],[],"['M8767', 'M2806', 'M2811']","['Immunoglobulins', 'Antibodies', 'Antibodies, Monoclonal']","['low', 'low', 'low']",[],[],[],[],[],[],['No'],['No'],[],[],[],"['Severe asthma', 'Monoclonal antibody', 'Corticosteroid', 'Non-interventional']"
0,64,['NCT04229212'],['Drainage'],"['Gast', 'All']","['Gastrointestinal Agents', 'All Drugs and Chemicals']",['Lowest'],"['M4748', 'M2769', 'M2800', 'M7464', 'M8291', 'M219111', 'M8294', 'M8292', 'M19088', 'M29124']","['Cimetidine', 'Antacids', 'Anti-Ulcer Agents', 'Gastrointestinal Agents', 'Histamine', 'Histamine phosphate', 'Histamine H2 Antagonists', 'Histamine Antagonists', 'Neurotransmitter Agents', 'Cytochrome P-450 Enzyme Inhibitors']","['high', 'low', 'low', 'low', 'low', 'low', 'low', 'low', 'low', 'low']","['In the drained group, a hemovac drain (Zimmer Biomet, Autotransfusion System [HAS], United State) was placed beneath the fascia of the gluteus muscle, surrounding the entry point of the nail at the fracture site.']",['D000002927'],['Cimetidine'],"['hemovac drain (Zimmer Biomet, Autotransfusion System [HAS], United State)']",[],['Device'],['No'],['No'],[],[],[],"['Intertrochanteric Fractures', 'Proximal Femoral Nail Antirotation (PFNA)', 'closed suction drainage system']"
0,65,['NCT02848781'],"['ICD Only', 'ICD with Ablation', 'Ablation Only (Registry)', 'ICD with Ablation']",[],[],[],[],[],[],"['An ICD is a battery-powered device placed under the skin that keeps track of heart rate. Thin wires connect the ICD to the heart. If an abnormal heart rhythm is detected, the device will deliver an electric shock to restore a normal heartbeat.', ""Catheter ablation is a procedure that uses radiofrequency energy to destroy a small area of heart tissue that is causing rapid and irregular heartbeats. Destroying this tissue helps restore the heart's regular rhythm.""]",[],[],"['Implantable Cardioverter Defibrillator (ICD)', 'Catheter Ablation']",[],"['Device', 'Procedure']",[],[],[],[],[],"['Sudden Cardiac Death', 'ICD Therapy', 'VT Ablation']"
0,66,['NCT00385047'],"['Group A', 'Group B']",['All'],['All Drugs and Chemicals'],[],['M15943'],['Vaccines'],['low'],[],[],[],"['Group A FMP2.1/AS01B', 'Group B FMP2.1/AS02A']","['FMP 2.1 50 μg FMP2.1/AS01B', 'FMP 2.1 50 μg FMP2.1/AS02A']","['Biological', 'Biological']",[],[],[],[],[],"['malaria', 'vaccine', 'AMA-1 (apical membrane antigen-1)', 'efficacy']"
0,67,['NCT02993120'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
0,68,['NCT03045120'],[],"['ANeo', 'All', 'AA']","['Antineoplastic Agents', 'All Drugs and Chemicals', 'Amino Acids']",[],"['M410', 'M324', 'T22']","['Dasatinib', 'Imatinib Mesylate', 'Tyrosine']","['low', 'low', 'low']",[],[],[],[],[],[],[],[],[],[],[],[]
0,69,['NCT01154296'],['Rapid HIV Testing w/ Counseling (Group 1)'],[],[],[],[],[],[],"['Specifically designed for use with the rapid HIV test, involves a brief (approximately 20-40 minute) counseling session which includes an orientation to the rapid testing procedure, an explanation of the testing window period, routes of HIV transmission and the meaning of test results, a personalized exploration of risk, the creation of a risk-reduction plan, identification of sources for support and referrals, and HIV test results.']",[],[],['RESPECT-2 Counseling'],['RESPECT-2 Protocol'],['Behavioral'],[],[],[],[],[],"['HIV', 'Rapid Testing', 'Counseling', 'STD', 'U.S.']"
0,70,['NCT02857764'],[],"['Hypo', 'All', 'Gast']","['Hypoglycemic Agents', 'All Drugs and Chemicals', 'Gastrointestinal Agents']",[],"['M8948', 'M178017', 'M266956', 'M7626', 'M1691', 'M25584', 'M331', 'M252914']","['Insulin', 'Insulin, Globin Zinc', 'Empagliflozin', 'Glucagon', 'Sodium-Glucose Transporter 2 Inhibitors', 'Glucagon-Like Peptide 1', 'Canagliflozin', '2,4-thiazolidinedione']","['low', 'low', 'low', 'low', 'low', 'low', 'low', 'low']",[],[],[],[],[],[],[],[],[],[],[],[]
0,71,['NCT00412568'],['1'],[],[],[],[],[],[],['vision correction with PRK'],[],[],['Photorefractive Keratectomy (PRK)'],[],['Procedure'],[],[],[],[],[],['Naturally occuring myopia with or without astigmatism.']
0,72,['NCT03353480'],"['Experimental', 'Reference']","['Infe', 'All']","['Anti-Infective Agents', 'All Drugs and Chemicals']",['Repeat'],"['M18715', 'M2803', 'M2795']","['Azithromycin', 'Anti-Bacterial Agents', 'Anti-Infective Agents']","['high', 'low', 'low']","['250 mg Azithromycin Tablet manufactured in China', '250 mg Azithromycin Tablet manufactured in US']",['D000017963'],['Azithromycin'],"['Azithromycin Tablet manufactured in China', 'Azithromycin Tablet manufactured in US']","['The localized originator, Experimental', 'The originator, Reference']","['Drug', 'Drug']",['No'],['Yes'],[],['Yes'],[],"['Azithromycin tablet, Bioequivalence, Phase I, Chinese, Healthy Subjects']"
0,73,['NCT00800267'],"['latanoprost 0.005%', 'Fixed combination of latanoprost 0.005% and timolol 0.5%', 'Timolol - 0.5%']","['AnAg', 'All', 'AnArAg']","['Antihypertensive Agents', 'All Drugs and Chemicals', 'Anti-Arrhythmia Agents']","['Assay', 'Influence']","['M1775', 'M15340', 'M2252', 'M19330', 'M19339', 'M19088', 'M2794', 'M2858']","['Latanoprost', 'Timolol', 'Adrenergic beta-Antagonists', 'Adrenergic Agents', 'Adrenergic Antagonists', 'Neurotransmitter Agents', 'Anti-Arrhythmia Agents', 'Antihypertensive Agents']","['high', 'high', 'low', 'low', 'low', 'low', 'low', 'low']","['placebo in the morning and latanoprost .005% in the evening', 'one drop in the morning and placebo in the evening', 'one drop in the morning and evening']","['D000013999', 'D000077338']","['Timolol', 'Latanoprost']","['latanoprost 0.005%', 'fixed combination latanoprost-timolol', 'timolol 0.5%']",[],"['Drug', 'Drug', 'Drug']",[],[],[],[],[],"['glaucoma', 'ocular hypertension', 'Fixed combination latanoprost-timolol', 'latanoprost', 'timolol']"
0,74,['NCT00601835'],"['Canadian Td Vaccine Group', 'United States Td Vaccine Group']",['All'],['All Drugs and Chemicals'],['Group'],"['M15943', 'M8784']","['Vaccines', 'Immunologic Factors']","['high', 'low']","['0.5 mL, Intramuscular, single dose', '0.5 mL, Intramuscular, Single dose']",['D000014612'],['Vaccines'],"['Tetanus and Diphtheria Toxoids Adsorbed (Td) Vaccine', 'Tetanus and Diphtheria Toxoids Adsorbed (Td) Vaccine']","['TENIVAC™', 'DECAVAC®']","['Biological', 'Biological']",[],[],[],[],[],"['Diphtheria', 'Tetanus']"
0,75,['NCT01087905'],"['2 Weeks of Nicotine Patch Only plus CMAC', '2 Weeks of Nicotine Patch Only, No CMAC', '2 Wks Nicotine Patch+Nic Gum plus CMAC', '2 Wks Nicotine Patch+Nic Gum, No CMAC', '6 Weeks of Nicotine Patch Only plus CMAC', '6 Weeks of Nicotine Patch Only, No CMAC', '6 Wks Nicotine Patch+Nic Gum plus CMAC', '6 Wks Nicotine Patch+Nic Gum, No CMAC', '2 Wks Nicotine Patch+Nic Gum plus CMAC', '2 Wks Nicotine Patch+Nic Gum, No CMAC', '6 Wks Nicotine Patch+Nic Gum plus CMAC', '6 Wks Nicotine Patch+Nic Gum, No CMAC', '2 Weeks of Nicotine Patch Only plus CMAC', '2 Wks Nicotine Patch+Nic Gum plus CMAC', '6 Weeks of Nicotine Patch Only plus CMAC', '6 Wks Nicotine Patch+Nic Gum plus CMAC']","['All', 'CNSSti']","['All Drugs and Chemicals', 'Central Nervous System Stimulants']",['Individual'],"['M11061', 'M2610', 'M19380', 'M19342', 'M19088']","['Nicotine', 'Central Nervous System Stimulants', 'Nicotinic Agonists', 'Cholinergic Agents', 'Neurotransmitter Agents']","['high', 'low', 'low', 'low', 'low']","['If > 10 cigs/day: one 21 mg nicotine patch per day\n\nIf < or = 10 cigs/day: one 14 mg nicotine patch per day', 'If < 25 cigs/day, 2 mg nicotine gum, at least 5 pieces of oral NRT per day (maximum of 1 piece every 1-2 hours), unless this amount of use produces nicotine toxicity effects.\n\nIf ≥ 25 cigs/day, 4 mg nicotine gum, at least 5 pieces of oral NRT per day (maximum of 1 piece every 1-2 hours), unless this amount of use produces nicotine toxicity effects.', 'CMAC consists of tailored cessation counseling to improve medication adherence during the counseling calls. The CMAC protocol was developed by study investigators and involved: (1) pre-quit assessment of beliefs that might undermine NRT adherence; (2) on-going medication adherence assessment by quitline Quit Coaches; and (3) tailored coaching based on the ongoing assessments.']",['D000009538'],['Nicotine'],"['Nicotine patch', 'Nicotine gum', 'CMAC']","['Nicotine polacrilex', 'Cognitive Medication Adherence Counseling']","['Drug', 'Drug', 'Behavioral']",[],[],[],[],[],"['Smoking', 'Smoking cessation', 'Medication adherence']"
0,76,['NCT02616198'],"['EquiaFil Fuji Varnish', 'Riva SC Fuji Varnish', 'Riva SC G-coat', 'EquiaFil G-coat', 'Riva SC Fuji Varnish', 'Riva SC G-coat', 'EquiaFil Fuji Varnish', 'EquiaFil G-coat', 'Riva SC Fuji Varnish', 'EquiaFil Fuji Varnish', 'EquiaFil G-coat', 'Riva SC G-coat']","['CNSDep', 'All', 'PhSol']","['Central Nervous System Depressants', 'All Drugs and Chemicals', 'Pharmaceutical Solutions']",[],"['M2688', 'M20444']","['Anesthetics', 'Pharmaceutical Solutions']","['low', 'low']","['The old restorations or new caries were removed with anaesthetic solutions when necessary, a matrix was applied for two surface cavities and the restoration was performed with EquiaFil in bulk after mixing 10 sec. in the mixing machine. After 2min 30 sec, the restoration was contoured and the occlusion adjusted.Then the surface was coated with G-coat and light cured for 10 sec. The restorations were controlled by 2 independent examiners at baseline, 6-12-18 months and 6 years according to the United State Public Health Service criteria.', 'The old restorations or carious lesions were removed with anaesthetic solutions when necessary, a matrix was applied for two surface cavities and the restoration was performed with EquiaFil in bulk after mixing in the mixing machine. After 2min 30 sec, the restoration was contoured and the occlusion adjusted.Then the surface was coated in 2 layers of Fuji Varnish. The restorations were controlled by 2 independent examiners at baseline, 6-12-18 months and 6 years according to the United State Public Health Service criteria.', 'The old restorations or carious lesions were removed and a sectional matrix was applied for two surface cavities and the restoration was performed with Riva SC in bulk after mixing 10 sec. in the mixing machine. The glass ionomer was packed with hand instruments in the cavities and 2min after the first setting the restoration was contoured and the occlusion adjusted.Then the surface was coated with G-coat resin and light cured for 10 sec. The restorations were controlled by 2 independent examiners at baseline, 6-12-18 months and 6 years according to the United State Public Health Service criteria.', 'The caries lesions were removed with diamond and stainless steel burs, a sectional matrix was applied for restoring two surface cavities and the restoration was performed with Riva SC in bulk after mixing 10 sec. in the mixing machine. After the first setting of 2min, the restoration was contoured and the occlusion adjusted.Then the surface was coated in 2 layers with Fuji Varnish. The restorations were controlled by 2 independent examiners at baseline, 6-12-18 months and 6 years according to the United State Public Health Service criteria.']",[],[],"['EquiaFil G-coat', 'EquiaFil Fuji Varnish', 'Riva SC G-coat', 'Riva SC Fuji Varnish']",[],"['Other', 'Other', 'Other', 'Other']",[],[],[],[],[],"['glass ionomers', 'surface coating', 'clinical trial']"
0,77,['NCT00007540'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],"['Prostate cancer', 'CAG repeat sequence']"
0,78,['NCT02163525'],"['Ablation vs Embolization', 'Ablation vs Myomectomy', 'Ablation vs Myomectomy', 'Ablation vs Embolization']",[],[],[],[],[],[],"['GFA is radiofrequency ablation of fibroids. This is a laparoscopic procedure whereby a radiofrequency probe is inserted into the fibroid under laparoscopic and ultrasound guidance. Each fibroid is heated to temperatures averaging 95 deg C. The fibroid undergoes coagulative necrosis and shrinks and/or disappears.', 'Myomectomy is a procedure in which an incision is made into the uterus and the fibroids are surgically removed from the uterus. The uterine incision is closed with sutures. This procedure can be performed through an abdominal incision or via laparoscopy.', 'UAE is a minimally invasive surgical procedure used to treat uterine fibroids. An embolic material is injected into the uterine artery(ies) to block blood flow to one or more fibroids. This procedure is performed by an interventional radiologist.']",[],[],"['Global Fibroid Ablation (GFA)', 'Abdominal or Laparoscopic Myomectomy', 'Uterine Artery Embolization (UAE)']","['GFA', 'Radiofrequency ablation', 'RFA', 'Radiofrequency volumetric fibroid ablation', 'Acessa procedure', 'Acessa treatment', 'Myomectomy', 'UAE', 'Uterine Fibroid Embolization', 'UFE']","['Procedure', 'Procedure', 'Procedure']",[],[],[],[],[],"['Fibroids', 'Myomas', 'leiomyomata', 'menorrhagia', 'Acessa Procedure', 'Radiofrequency Ablation (RFA)', 'GFA', 'Acessa']"
0,79,['NCT03310112'],"['4-week MBAT', '2-week MBAT']",[],[],[],[],[],[],"['The training is known as Mindfulness-Based Attention Training, or MBAT. The MBAT program is based on the principles of Mindfulness-Based Stress Reduction, but contextualized for military personnel using themes relevant to military life. The training content is comprised of four central themes: concentration, body awareness, open monitoring, and compassion. This content will be delivered in 4, 2-hour sessions over 4 weeks. Participants will be assigned homework mindfulness practice during the interval of course delivery as well as for the few weeks following the end of the course.', 'The training is known as Mindfulness-Based Attention Training, or MBAT. The MBAT program is based on the principles of Mindfulness-Based Stress Reduction, but contextualized for military personnel using themes relevant to military life. The training content is comprised of four central themes: concentration, body awareness, open monitoring, and compassion. This content will be delivered in 4, 2-hour sessions over 2 weeks. Participants will be assigned homework mindfulness practice during the interval of course delivery as well as for the few weeks following the end of the course.']",[],[],"['4-week MBAT', '2-week MBAT']",[],"['Behavioral', 'Behavioral']",['No'],['No'],[],[],[],[]
0,80,['NCT02766634'],"['Filgrastim Hospira (US) followed by U.S.-approved Neupogen®', 'U.S.-approved Neupogen® followed by Filgrastim Hospira (US)', 'Filgrastim Hospira (US) followed by U.S.-approved Neupogen®', 'U.S.-approved Neupogen® followed by Filgrastim Hospira (US)']",['All'],['All Drugs and Chemicals'],['Follow-up'],"['M1945', 'M2209', 'M8784']","['Lenograstim', 'Adjuvants, Immunologic', 'Immunologic Factors']","['high', 'low', 'low']","['5 micrograms/kilogram (ug/kg) subcutaneous (SC) injection once a day for 5 days', '5 micrograms/kilogram (ug/kg) subcutaneous (SC) injection once a day for 5 days']",['D000078224'],['Lenograstim'],"['Filgrastim Hospira (US)', 'U.S.-approved Neupogen®']",[],"['Biological', 'Biological']",[],[],[],[],[],['filgrastim']
0,81,['NCT02971709'],['Shade Sail'],"['VaCoAg', 'CNSDep', 'All']","['Vasoconstrictor Agents', 'Central Nervous System Depressants', 'All Drugs and Chemicals']",[],['M4854'],['Cocaine'],['low'],"['Shade sails had powder-coated or gout galvanized steel poles and a lighter colored shade cloth to transmit visual light. The shade cloth met Ultraviolet Protection Factor (UPF) ratings to reduce UV under the shade cloth by 94%. The final shade sail designs and sizes were determined with input from parks department staff and complied with all local engineering, building, and planning codes. Shade sails exceeded the minimum safety requirements for strength (for wind and snow load), resistance to light degradation, and UV transmission. The design minimized climbing access points and hazards to adjacent activities.']",[],[],['Shade Sail'],[],['Behavioral'],[],[],[],[],[],[]
0,82,['NCT03801928'],"[""Crohn's Disease"", 'Ulcerative Colitis']","['ARhu', 'Derm', 'Gast', 'All']","['Antirheumatic Agents', 'Dermatologic Agents', 'Gastrointestinal Agents', 'All Drugs and Chemicals']",['Epidural'],"['M375', 'M5657', 'M7464', 'M19188']","['Infliximab', 'Dermatologic Agents', 'Gastrointestinal Agents', 'Antirheumatic Agents']","['high', 'low', 'low', 'low']",['The study plans to recruit 300 subjects in the United States and Canada initiating or switching to treatment with INFLECTRA over an 8 month period. The decision to start INFLECTRA will be entirely a clinical decision made by the participating physician irrespective of this study.'],['D000069285'],['Infliximab'],['Inflectra'],['Infliximab'],['Drug'],[],[],[],[],[],"['Inflectra', 'Remicade']"
0,83,['NCT01641029'],['pyelonephritis'],"['Infe', 'All']","['Anti-Infective Agents', 'All Drugs and Chemicals']",[],"['M2803', 'M2795']","['Anti-Bacterial Agents', 'Anti-Infective Agents']","['low', 'low']",['There is no intervention'],[],[],['No intervention'],[],['Other'],[],[],[],[],[],[]
0,84,['NCT02128542'],"['Sofosbuvir+RBV 12 weeks', 'Sofosbuvir+RBV 12 weeks']","['Infe', 'All']","['Anti-Infective Agents', 'All Drugs and Chemicals']",['Bortezomib'],"['M13666', 'M443', 'M2895', 'M2795']","['Ribavirin', 'Sofosbuvir', 'Antiviral Agents', 'Anti-Infective Agents']","['low', 'high', 'low', 'low']","['Sofosbuvir 400 mg tablet administered orally once daily', 'Ribavirin (RBV) tablets administered orally in a divided daily dose according to package insert weight-based dosing recommendations (< 75 kg = 1000 mg and ≥ 75 kg = 1200 mg)']",['D000069474'],['Sofosbuvir'],"['Sofosbuvir', 'RBV']","['Sovaldi®', 'GS-7977', 'PSI-7977']","['Drug', 'Drug']",[],[],[],[],[],['Veterans HCV']
0,85,['NCT00573976'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],"['SCIM', 'SCIM III', 'Multi-Center', 'United States']"
0,86,['NCT00306007'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],"['Pregnancy', 'Unplanned pregnancy', 'Psychosocial', 'Measure']"
0,87,['NCT02766647'],"['Filgrastim Hospira (US) followed by U.S.-approved Neupogen®', 'U.S.-approved Neupogen® followed by Filgrastim Hospira (US)', 'Filgrastim Hospira (US) followed by U.S.-approved Neupogen®', 'U.S.-approved Neupogen® followed by Filgrastim Hospira (US)']",['All'],['All Drugs and Chemicals'],['Follow-up'],"['M1945', 'M2209', 'M8784']","['Lenograstim', 'Adjuvants, Immunologic', 'Immunologic Factors']","['high', 'low', 'low']","['5 micrograms/kilogram (ug/kg) subcutaneous (SC) injection', '5 micrograms/kilogram (ug/kg) subcutaneous (SC) injection']",['D000078224'],['Lenograstim'],"['Filgrastim Hospira (US)', 'US-approved Neupogen®']",[],"['Biological', 'Biological']",[],[],[],[],[],['Filgrastim']
0,88,['NCT04460898'],[],"['ANeo', 'All']","['Antineoplastic Agents', 'All Drugs and Chemicals']",[],"['M1743', 'M231444', 'M10483', 'M8372']","['Letrozole', 'Palbociclib', 'Mitogens', 'Hormones']","['low', 'low', 'low', 'low']",[],[],[],[],[],[],[],[],[],[],[],[]
0,89,['NCT00413517'],[],[],[],[],[],[],[],['A vision correcting surgery'],[],[],['Epi-Lasik'],[],['Procedure'],[],[],[],[],[],['Naturally occurring myopia with or without astigmatism']
0,90,['NCT02882100'],"['aTIV', 'TIV', 'aTIV']",['All'],['All Drugs and Chemicals'],['Group'],"['M15943', 'M8784']","['Vaccines', 'Immunologic Factors']","['high', 'low']","['Nursing home residents over 65 years are allocated to receive adjuvanted trivalent vaccine. Residents under 65 years are provided standard trivalent vaccine (TIV-Fluvirin).', 'Nursing home residents are allocated to receive standard trivalent vaccine (TIV).']",['D000014612'],['Vaccines'],"['adjuvanted trivalent influenza vaccine', 'trivalent influenza vaccine']","['Fluad', 'aTIV', 'Fluvirin', 'TIV']","['Biological', 'Biological']",[],[],[],[],[],"['influenza', 'vaccine', 'vaccination', 'nursing home', 'cluster randomized trial', 'respiratory-related hospitalization']"
0,91,['NCT00533975'],[],"['HB', 'All']","['Herbal and Botanical', 'All Drugs and Chemicals']",[],['T120'],['Cola'],['low'],[],[],[],[],[],[],[],[],[],[],[],"['Colon Cancer screening', 'immunofecal occult blood test', 'colonoscopy', 'diagnostic validity']"
0,92,['NCT02109757'],"['Software intervention and education', 'Education only']",[],[],[],[],[],[],['Personal attenuation rating measurements will be taken before and after educating the patient using software program'],[],[],"['Software intervention and education', 'Education only']",[],"['Other', 'Other']",[],[],[],[],[],"['Hearing conservation', 'Personal attenuation rating', 'earplug']"
0,93,['NCT00959933'],"['1', '2']","['Infe', 'All']","['Anti-Infective Agents', 'All Drugs and Chemicals']",['May'],"['M13666', 'M2862', 'M2895', 'M2795']","['Ribavirin', 'Antimetabolites', 'Antiviral Agents', 'Anti-Infective Agents']","['high', 'low', 'low', 'low']",[],['D000012254'],['Ribavirin'],"['Ribavirin 200 Capsules (Geneva Pharmaceutical, U.S.A.)', 'Rebetol 200 Capsules (Schering Corporation, U.S.A.)']",[],"['Drug', 'Drug']",[],[],[],[],[],[]
0,94,['NCT00960479'],"['1', '2']","['Infe', 'All']","['Anti-Infective Agents', 'All Drugs and Chemicals']",['May'],"['M13666', 'M2862', 'M2895', 'M2795']","['Ribavirin', 'Antimetabolites', 'Antiviral Agents', 'Anti-Infective Agents']","['high', 'low', 'low', 'low']",[],['D000012254'],['Ribavirin'],"['Ribavirin 200 mg Oral Capsule (Geneva Pharmaceutical, U.S.A.)', 'Rebetol 200 mg Oral Capsule (Schering Corporation, U.S.A.)']",[],"['Drug', 'Drug']",[],[],[],[],[],[]
0,95,['NCT03266497'],[],[],[],[],[],[],[],[],[],[],[],[],[],['No'],['No'],[],[],[],"['diet quality', 'health disparities', 'immigrants', 'foreign-born', 'Blacks/African Americans', 'place of birth/nativity', 'length of residency', 'NHANES', 'acculturation']"
0,96,['NCT02207569'],['CoreValve Evolut R TAVR system'],[],[],[],[],[],[],[],[],[],['CoreValve Evolut R TAVR system'],[],['Device'],[],[],[],[],[],[]
0,97,['NCT02569632'],['Open Label: MenB-FHbp'],"['All', 'AA']","['All Drugs and Chemicals', 'Amino Acids']",[],"['M15943', 'M18123', 'T8']","['Vaccines', 'Complement Factor H', 'Histidine']","['low', 'low', 'low']","['All subjects will receive three doses of a Trumenba, a U.S.-licensed meningococcal vaccine. Each 0.5 mL dose contains 60 micrograms of each FHbp variant (total of 120 micrograms of protein), 0.018 mg of PS80 and 0.25 mg of Al³+ as AlPO4 in 10 mM histidine buffered saline at pH 6.0. Trumenba is administered as a three dose series (0.5 mL each) according to a 0-, 2-, and 6-month schedule.']",[],[],['Trumenba Vaccine (Wyeth/Pfizer Pharmaceuticals)'],['MenB-FHbp'],['Biological'],[],[],[],[],[],"['Meningococcal Vaccines', 'Neisseria Meningitidis', 'Factor H-binding Protein']"
0,98,['NCT02069925'],"['Early Detection (ED)', 'Early Detection (ED)', 'Usual Detection']",[],[],[],[],[],[],"['This intervention consists of educational campaigns directed at patients & families (who have yet to seek care) and professionals in educational and clinical settings to hasten referral of individuals with new onset psychosis to an established, best-practice first-episode service (i.e. STEP). Interleaved with this educational campaign will be procedures to make the STEP clinic more rapidly responsive to referrals to further shorten the duration of untreated psychosis', 'This intervention will provide equivalent best practice care without the benefit of an early detection campaign']",[],[],"['Early Detection (ED)', 'Usual Detection']",[],"['Behavioral', 'Behavioral']",[],[],[],[],[],[]
0,99,['NCT03433131'],[],[],[],[],[],[],[],['Tablets'],[],[],['Pitolisant'],['Wakix'],['Drug'],[],[],[],[],[],[]
0,100,['NCT02746809'],['CoreValve Evolut 34R TAVR system'],[],[],[],[],[],[],['The CoreValve Evolut 34R System is a transcatheter aortic valve implantation system comprised of the following three components:\n\nEvolut 34R Transcatheter Aortic Valve (TAV)\nEnVeo R Delivery Catheter System (DCS) with EnVeo R InLine Sheath\nEnVeo R Loading System (LS)'],[],[],['CoreValve Evolut 34R TAVR system'],[],['Device'],[],[],[],[],[],[]
0,101,['NCT00328380'],[],"['Infe', 'Gast', 'All']","['Anti-Infective Agents', 'Gastrointestinal Agents', 'All Drugs and Chemicals']",['PAD'],"['M1946', 'M2803', 'M2795', 'M7464']","['Rifaximin', 'Anti-Bacterial Agents', 'Anti-Infective Agents', 'Gastrointestinal Agents']","['high', 'low', 'low', 'low']",[],['D000078262'],['Rifaximin'],['Rifaximin'],[],['Drug'],[],[],[],[],[],"[""Travelers' Diarrhea"", 'Xifaxan', 'Rifaximin', 'Escherichia coli', 'E coli', 'EAEC', 'Enteroaggregative E coli', 'ETEC', 'Enterotoxigenic E coli']"
0,102,['NCT04552535'],"['Second line (2L) afatinib', 'Second line (2L) chemotherapy']","['ANeo', 'All']","['Antineoplastic Agents', 'All Drugs and Chemicals']",['GM-CSF'],"['M262566', 'M1882', 'M24407']","['Pembrolizumab', 'Afatinib', 'Protein Kinase Inhibitors']","['low', 'high', 'low']","['Afatinib', 'Chemotherapy']",['D000077716'],['Afatinib'],"['Second line (2L) afatinib', 'Second line chemotherapy']",[],"['Drug', 'Drug']",['No'],['No'],[],[],[],[]
0,103,['NCT03293875'],"['HIV testing promoted by members of the social network', 'Peer network behavioral intervention']",[],[],[],[],[],[],['a behavioral intervention designed to increase HIV testing rates and reduce behaviors that place individuals who use drugs at risk of contracting HIV'],[],[],['Encuentro'],[],['Behavioral'],[],[],[],[],[],[]
