NCTId,Attribute,Value
NCT01101932,Drug,1
NCT01102088,Radiation,1
NCT01102114,Biological,1
NCT01102140,Drug,1
NCT01102218,Drug,1
NCT01102244,Drug,1
NCT01102257,Drug,1
NCT01102270,Drug,1
NCT01102374,DietarySupplement,1
NCT01102374,Drug,1
NCT01102426,Drug,1
NCT01102660,Drug,1
NCT01102673,Drug,1
NCT01102764,Behavioral,1
NCT01102777,Behavioral,1
NCT01102777,Other,1
NCT01102803,Behavioral,1
NCT01102803,Drug,1
NCT01102881,DietarySupplement,1
NCT01102894,Device,1
NCT01102907,Other,1
NCT01102972,Drug,1
NCT01102985,Behavioral,1
NCT01103024,Biological,1
NCT01103037,Drug,1
NCT01103102,Drug,1
NCT01103141,Device,1
NCT01103180,Drug,1
NCT01103245,Drug,1
NCT01103271,Other,1
NCT01103284,Drug,1
NCT01103310,Drug,1
NCT01103323,Drug,1
NCT01103323,Other,1
NCT01103349,Drug,1
NCT01103362,Drug,1
NCT01103375,Drug,1
NCT01103375,Genetic,1
NCT01103375,Other,1
NCT01103388,Drug,1
NCT01103414,Drug,1
NCT01103440,Drug,1
NCT01103479,Behavioral,1
NCT01103492,Device,1
NCT01103505,DiagnosticTest,1
NCT01103531,Behavioral,1
NCT01103622,Drug,1
NCT01103635,Biological,1
NCT01103635,Other,1
NCT01103661,Device,1
NCT01103674,Device,1
NCT01103687,Biological,1
NCT01103726,Drug,1
NCT01103778,Drug,1
NCT01103843,Drug,1
NCT01103856,Behavioral,1
NCT01103908,Device,1
NCT01103921,Other,1
NCT01103934,Drug,1
NCT01103947,Device,1
NCT01103973,Behavioral,1
NCT01103986,Behavioral,1
NCT01104025,Drug,1
NCT01104064,Device,1
NCT01104090,Device,1
NCT01104103,Device,1
NCT01104116,Radiation,1
NCT01104142,Device,1
NCT01104155,Drug,1
NCT01104181,Device,1
NCT01104207,Device,1
NCT01104220,Other,1
NCT01104246,Drug,1
NCT01104259,Drug,1
NCT01104259,Other,1
NCT01104350,Other,1
NCT01104376,Drug,1
NCT01104402,Device,1
NCT01104493,Biological,1
NCT01104493,Other,1
NCT01104532,Drug,1
NCT01104584,Drug,1
NCT01104662,Drug,1
NCT01104675,Drug,1
NCT01104701,Drug,1
NCT01104766,Drug,1
NCT01104779,Drug,1
NCT01104792,Drug,1
NCT01104805,Behavioral,1
NCT01104844,Drug,1
NCT01104870,Drug,1
NCT01104961,Device,1
NCT01105065,Drug,1
NCT01105091,Drug,1
NCT01105104,Device,1
NCT01105117,Drug,1
NCT01105130,Drug,1
NCT01105130,Other,1
NCT01105169,DietarySupplement,1
NCT01105195,Other,1
NCT01105247,Drug,1
NCT01105312,Drug,1
NCT01105312,Genetic,1
NCT01105312,Other,1
NCT01105377,Drug,1
NCT01105377,Other,1
NCT01105416,Behavioral,1
NCT01105429,Drug,1
NCT01105533,Drug,1
NCT01105546,Drug,1
NCT01105572,Device,1
NCT01105572,Other,1
NCT01105585,Device,1
NCT01105598,Drug,1
NCT01105624,Drug,1
NCT01105637,Behavioral,1
NCT01105650,Biological,1
NCT01105650,Drug,1
NCT01105663,Other,1
NCT01105676,Procedure,1
NCT01105702,Drug,1
NCT01105702,Radiation,1
NCT01105754,Behavioral,1
NCT01105767,Drug,1
NCT01105767,Other,1
NCT01105780,Drug,1
NCT01105806,Behavioral,1
NCT01105871,Drug,1
NCT01105923,Other,1
NCT01105975,Drug,1
NCT01106014,Drug,1
NCT01106027,Drug,1
NCT01106040,Drug,1
NCT01106157,Drug,1
NCT01106170,Drug,1
NCT01106170,Other,1
NCT01106183,DietarySupplement,1
NCT01106235,Biological,1
NCT01106235,Drug,1
NCT01106235,Procedure,1
NCT01106326,Behavioral,1
NCT01106352,Drug,1
NCT01106404,Device,1
NCT01106430,Drug,1
NCT01106456,Behavioral,1
NCT01106456,Drug,1
NCT01106508,Drug,1
NCT01106534,Device,1
NCT01106534,Drug,1
NCT01106586,Drug,1
NCT01106599,Drug,1
NCT01106612,Procedure,1
NCT01106625,Drug,1
NCT01106638,Behavioral,1
NCT01106651,Drug,1
NCT01106664,Drug,1
NCT01106677,Drug,1
NCT01106690,Drug,1
NCT01106807,Drug,1
NCT01106833,Drug,1
NCT01106846,Drug,1
NCT01106872,Drug,1
NCT01106885,Behavioral,1
NCT01106898,Biological,1
NCT01106898,Drug,1
NCT01106898,Other,1
NCT01106950,Biological,1
NCT01106950,Drug,1
NCT01106950,Procedure,1
NCT01106989,Drug,1
NCT01107015,Device,1
NCT01107028,Other,1
NCT01107041,Behavioral,1
NCT01107106,Drug,1
NCT01107236,Drug,1
NCT01107249,Device,1
NCT01107314,Other,1
NCT01107353,Drug,1
NCT01107379,Device,1
NCT01107392,Drug,1
NCT01107405,Drug,1
NCT01107418,Drug,1
NCT01107431,DietarySupplement,1
NCT01107444,Drug,1
NCT01107457,Biological,1
NCT01107457,Drug,1
NCT01107496,Drug,1
NCT01107522,Drug,1
NCT01107574,Drug,1
NCT01107574,Other,1
NCT01107574,Procedure,1
NCT01107626,Biological,1
NCT01107626,Drug,1
NCT01107665,Drug,1
NCT01107678,Other,1
NCT01107691,Other,1
NCT01107704,Behavioral,1
NCT01107717,Drug,1
NCT01107860,Device,1
NCT01107886,Drug,1
NCT01107912,Drug,1
NCT01107925,Drug,1
NCT01107964,Drug,1
NCT01107977,Behavioral,1
NCT01108003,Drug,1
NCT01108003,Other,1
NCT01108055,Drug,1
NCT01108068,Drug,1
NCT01108081,Behavioral,1
NCT01108094,Drug,1
NCT01108237,Device,1
NCT01108237,Other,1
NCT01108263,Drug,1
NCT01108315,Other,1
NCT01108341,Drug,1
NCT01108406,Device,1
NCT01108432,Other,1
NCT01108445,Drug,1
NCT01108458,Drug,1
NCT01108510,Drug,1
NCT01108523,Device,1
NCT01108536,Device,1
NCT01108575,Other,1
NCT01108666,Drug,1
NCT01108718,Other,1
NCT01108731,Drug,1
NCT01108744,Drug,1
NCT01108757,Drug,1
NCT01108757,Other,1
NCT01108848,Biological,1
NCT01108991,Behavioral,1
NCT01108991,Other,1
NCT01109004,Drug,1
NCT01109056,Drug,1
NCT01109069,Drug,1
NCT01109082,Procedure,1
NCT01109095,Biological,1
NCT01109121,Drug,1
NCT01109173,Drug,1
NCT01109173,Other,1
NCT01109316,Drug,1
NCT01109329,Biological,1
NCT01109459,Other,1
NCT01109524,Drug,1
NCT01109576,Behavioral,1
NCT01109602,Other,1
NCT01109797,Behavioral,1
NCT01109849,Behavioral,1
NCT01109849,DietarySupplement,1
NCT01109849,Drug,1
NCT01109849,Other,1
NCT01109940,Biological,1
NCT01109953,Other,1
NCT01109979,Drug,1
NCT01109992,Drug,1
NCT01110005,Other,1
NCT01110031,Biological,1
NCT01110083,Drug,1
NCT01110135,Biological,1
NCT01110135,Drug,1
NCT01110135,Other,1
NCT01110135,Procedure,1
NCT01110148,Other,1
NCT01110174,DiagnosticTest,1
NCT01110187,Drug,1
NCT01110200,Drug,1
NCT01110213,Behavioral,1
NCT01110226,Drug,1
NCT01110343,Behavioral,1
NCT01110382,Drug,1
NCT01110395,DiagnosticTest,1
NCT01110408,Drug,1
NCT01110421,Drug,1
NCT01110434,Drug,1
NCT01110473,Drug,1
NCT01110486,Drug,1
NCT01110499,Drug,1
NCT01110551,Biological,1
NCT01110551,Drug,1
NCT01110655,Other,1
NCT01110720,Drug,1
NCT01110746,Drug,1
NCT01110876,Drug,1
NCT01110889,Drug,1
NCT01110902,Drug,1
NCT01110915,Device,1
NCT01111045,Drug,1
NCT01111058,Drug,1
NCT01111058,Other,1
NCT01111097,Drug,1
NCT01111110,Device,1
NCT01111123,Drug,1
NCT01111136,Behavioral,1
NCT01111149,Drug,1
NCT01111149,Other,1
NCT01111162,Biological,1
NCT01111188,Drug,1
NCT01111201,Behavioral,1
NCT01111292,Drug,1
NCT01111292,Other,1
NCT01111305,Drug,1
NCT01111305,Other,1
NCT01111461,Drug,1
NCT01111526,Drug,1
NCT01111539,Drug,1
NCT01111552,Drug,1
NCT01111565,Drug,1
NCT01111604,Biological,1
NCT01111604,Drug,1
NCT01111617,Procedure,1
NCT01111682,Drug,1
NCT01111721,Behavioral,1
NCT01111734,DietarySupplement,1
NCT01111734,Drug,1
NCT01111773,Drug,1
NCT01111825,Drug,1
NCT01111838,Drug,1
NCT01111942,Other,1
NCT01111942,Procedure,1
NCT01111955,Drug,1
NCT01112020,Device,1
NCT01112059,Drug,1
NCT01112059,Other,1
NCT01112072,Drug,1
NCT01112098,Behavioral,1
NCT01112293,Drug,1
NCT01112306,Drug,1
NCT01112397,Drug,1
NCT01112423,Drug,1
NCT01112449,DietarySupplement,1
NCT01112449,Other,1
NCT01112514,Drug,1
NCT01112527,Drug,1
NCT01112579,Device,1
NCT01112670,Drug,1
NCT01112683,Drug,1
NCT01112696,Device,1
NCT01112709,Behavioral,1
NCT01112709,Other,1
NCT01112722,Biological,1
NCT01112735,Biological,1
NCT01112735,Procedure,1
NCT01112761,Device,1
NCT01112774,Device,1
NCT01112787,Drug,1
NCT01112839,Behavioral,1
NCT01112878,Drug,1
NCT01112917,Device,1
NCT01112917,Procedure,1
NCT01112982,Drug,1
NCT01112982,Other,1
NCT01112995,DietarySupplement,1
NCT01113034,Drug,1
NCT01113086,Device,1
NCT01113099,Other,1
NCT01113164,Drug,1
NCT01113190,Behavioral,1
NCT01113385,Drug,1
NCT01113398,Drug,1
NCT01113463,Drug,1
NCT01113476,Drug,1
NCT01113502,Drug,1
NCT01113515,Drug,1
NCT01113554,Behavioral,1
NCT01113554,Other,1
NCT01113554,Procedure,1
NCT01113593,Drug,1
NCT01113606,Other,1
NCT01113619,Drug,1
NCT01113632,Drug,1
NCT01113658,Device,1
NCT01113723,Device,1
NCT01113736,Biological,1
NCT01113749,Other,1
NCT01113801,Drug,1
NCT01113827,DietarySupplement,1
NCT01113840,Behavioral,1
NCT01113879,Behavioral,1
NCT01113892,Device,1
NCT01113931,Drug,1
NCT01113944,Behavioral,1
NCT01113957,Drug,1
NCT01113970,Drug,1
NCT01114139,Drug,1
NCT01114139,Other,1
NCT01114152,Drug,1
NCT01114191,Drug,1
NCT01114217,Drug,1
NCT01114230,Drug,1
NCT01114256,Procedure,1
NCT01114282,Drug,1
NCT01114308,Drug,1
NCT01114334,Behavioral,1
NCT01114360,Drug,1
NCT01114373,Drug,1
NCT01114451,Procedure,1
NCT01114516,Drug,1
NCT01114555,Drug,1
NCT01114581,Drug,1
NCT01114607,Drug,1
NCT01114646,Device,1
NCT01114672,Drug,1
NCT01114685,DietarySupplement,1
NCT01114698,Drug,1
NCT01114724,Device,1
NCT01114737,Drug,1
NCT01114802,Behavioral,1
NCT01114841,Drug,1
NCT01114854,Drug,1
NCT01114893,Drug,1
NCT01114945,Device,1
NCT01114958,Drug,1
NCT01114971,Drug,1
NCT01114997,Drug,1
NCT01115036,Drug,1
NCT01115062,Drug,1
NCT01115075,Behavioral,1
NCT01115075,Other,1
NCT01115088,DietarySupplement,1
NCT01115114,Behavioral,1
NCT01115244,Drug,1
NCT01115270,Other,1
NCT01115283,Behavioral,1
NCT01115309,Device,1
NCT01115322,Drug,1
NCT01115387,Other,1
NCT01115452,Drug,1
NCT01115452,Other,1
NCT01115465,Device,1
NCT01115517,Drug,1
NCT01115530,DietarySupplement,1
NCT01115530,Other,1
NCT01115556,Drug,1
NCT01115569,Drug,1
NCT01115582,Drug,1
NCT01115660,Behavioral,1
NCT01115673,Drug,1
NCT01115699,Device,1
NCT01115777,Other,1
NCT01115790,Drug,1
NCT01115803,Drug,1
NCT01115894,Behavioral,1
NCT01115894,Drug,1
NCT01115907,Device,1
NCT01115920,Drug,1
NCT01115998,Other,1
NCT01116037,Device,1
NCT01116102,Drug,1
NCT01116154,Drug,1
NCT01116154,Other,1
NCT01116232,Biological,1
NCT01116232,Drug,1
NCT01116232,Other,1
NCT01116232,Procedure,1
NCT01116245,Biological,1
NCT01116245,Drug,1
NCT01116258,Drug,1
NCT01116271,Drug,1
NCT01116284,Procedure,1
NCT01116297,Device,1
NCT01116336,DietarySupplement,1
NCT01116336,Drug,1
NCT01116388,Other,1
NCT01116401,Drug,1
NCT01116427,Biological,1
NCT01116427,Drug,1
NCT01116440,Drug,1
NCT01116544,Device,1
NCT01116622,Drug,1
NCT01116648,Drug,1
NCT01116661,Drug,1
NCT01116687,Drug,1
NCT01116687,Other,1
NCT01116726,Behavioral,1
NCT01116739,Behavioral,1
NCT01116739,Device,1
NCT01116739,Other,1
NCT01116752,Other,1
NCT01116830,Drug,1
NCT01116882,Procedure,1
NCT01116921,Device,1
NCT01116921,Drug,1
NCT01116973,Other,1
NCT01116986,Behavioral,1
NCT01116986,Drug,1
NCT01117012,Drug,1
NCT01117025,Procedure,1
NCT01117038,Drug,1
NCT01117064,Device,1
NCT01117116,Drug,1
NCT01117181,Drug,1
NCT01117181,Other,1
NCT01117311,Device,1
NCT01117350,Drug,1
NCT01117428,Drug,1
NCT01117454,Drug,1
NCT01117545,Behavioral,1
NCT01117571,Device,1
NCT01117584,Drug,1
NCT01117623,Drug,1
NCT01117636,Drug,1
NCT01117714,Procedure,1
NCT01117727,Device,1
NCT01117740,Behavioral,1
NCT01117753,Behavioral,1
NCT01117779,Device,1
NCT01117805,Behavioral,1
NCT01117844,Radiation,1
NCT01117857,Drug,1
NCT01117896,Other,1
NCT01117909,Other,1
NCT01117922,Other,1
NCT01117935,Radiation,1
NCT01117974,Procedure,1
NCT01117987,Drug,1
NCT01118013,Biological,1
NCT01118013,Drug,1
NCT01118013,Other,1
NCT01118013,Procedure,1
NCT01118026,Drug,1
NCT01118026,Radiation,1
NCT01118052,Biological,1
NCT01118052,Other,1
NCT01118078,Genetic,1
NCT01118078,Other,1
NCT01118091,Biological,1
NCT01118117,Device,1
NCT01118156,Other,1
NCT01118208,Other,1
NCT01118221,Behavioral,1
NCT01118273,Drug,1
NCT01118299,Device,1
NCT01118312,Drug,1
NCT01118312,Other,1
NCT01118338,Device,1
NCT01118351,Drug,1
NCT01118351,Other,1
NCT01118377,Drug,1
NCT01118377,Radiation,1
NCT01118416,Behavioral,1
NCT01118585,Procedure,1
NCT01118624,DietarySupplement,1
NCT01118624,Drug,1
NCT01118637,Behavioral,1
NCT01118663,Drug,1
NCT01118689,Drug,1
NCT01118715,Device,1
NCT01118728,Drug,1
NCT01118754,Drug,1
NCT01118780,Drug,1
NCT01118793,Drug,1
NCT01118819,Biological,1
NCT01118910,Drug,1
NCT01118949,Drug,1
NCT01118962,Drug,1
NCT01118975,Drug,1
NCT01118988,Behavioral,1
NCT01119001,Device,1
NCT01119040,Procedure,1
NCT01119066,Drug,1
NCT01119066,Procedure,1
NCT01119066,Radiation,1
NCT01119079,Other,1
NCT01119079,Procedure,1
NCT01119092,Other,1
NCT01119105,Drug,1
NCT01119118,Drug,1
NCT01119131,DietarySupplement,1
NCT01119131,Drug,1
NCT01119131,Other,1
NCT01119183,Behavioral,1
NCT01119196,Other,1
NCT01119248,Other,1
NCT01119287,Drug,1
NCT01119287,Other,1
NCT01119326,Procedure,1
NCT01119365,Other,1
NCT01119378,Other,1
NCT01119391,Behavioral,1
NCT01119417,Drug,1
NCT01119456,Biological,1
NCT01119508,Drug,1
NCT01119521,Biological,1
NCT01119521,Drug,1
NCT01119560,Other,1
NCT01119599,Drug,1
NCT01119599,Other,1
NCT01119599,Procedure,1
NCT01119599,Radiation,1
NCT01119651,Drug,1
NCT01119664,Drug,1
NCT01119677,Drug,1
NCT01119794,Drug,1
NCT01119807,Device,1
NCT01119820,Other,1
NCT01119833,Drug,1
NCT01119846,Drug,1
NCT01119859,Drug,1
NCT01119898,Drug,1
NCT01119950,Drug,1
NCT01119963,Drug,1
NCT01119976,Behavioral,1
NCT01120041,Behavioral,1
NCT01120067,Behavioral,1
NCT01120080,Behavioral,1
NCT01120132,Drug,1
NCT01120184,Drug,1
NCT01120236,Biological,1
NCT01120236,Drug,1
NCT01120236,Other,1
NCT01120249,Drug,1
NCT01120249,Other,1
NCT01120275,Drug,1
NCT01120275,Other,1
NCT01120301,Device,1
NCT01120314,Drug,1
NCT01120379,Device,1
NCT01120418,Drug,1
NCT01120457,Drug,1
NCT01120470,Drug,1
NCT01120509,Device,1
NCT01120613,Drug,1
NCT01120626,Drug,1
NCT01120639,Drug,1
NCT01120639,Procedure,1
NCT01120652,Behavioral,1
NCT01120691,Drug,1
NCT01120704,Behavioral,1
NCT01120704,Drug,1
NCT01120756,Behavioral,1
NCT01120769,Drug,1
NCT01120782,Device,1
NCT01120808,Procedure,1
NCT01120821,Drug,1
NCT01120834,Drug,1
NCT01120899,Drug,1
NCT01120964,Drug,1
NCT01121107,Device,1
NCT01121120,Drug,1
NCT01121146,Device,1
NCT01121159,Procedure,1
NCT01121185,Biological,1
NCT01121185,Other,1
NCT01121211,Drug,1
NCT01121224,Device,1
NCT01121224,Drug,1
NCT01121250,Behavioral,1
NCT01121276,Drug,1
NCT01121302,Drug,1
NCT01121354,Drug,1
NCT01121406,Drug,1
NCT01121445,Device,1
NCT01121471,DietarySupplement,1
NCT01121484,Drug,1
NCT01121523,Behavioral,1
NCT01121536,Drug,1
NCT01121575,Drug,1
NCT01121588,Drug,1
NCT01121640,Procedure,1
NCT01121718,Drug,1
NCT01121757,Drug,1
NCT01121770,Drug,1
NCT01121874,Procedure,1
NCT01121939,Drug,1
NCT01122030,Drug,1
NCT01122108,Drug,1
NCT01122160,Drug,1
NCT01122173,Device,1
NCT01122186,Behavioral,1
NCT01122199,Drug,1
NCT01122238,Behavioral,1
NCT01122238,Drug,1
NCT01122238,Other,1
NCT01122316,Drug,1
NCT01122329,DietarySupplement,1
NCT01122342,Drug,1
NCT01122381,Drug,1
NCT01122381,Other,1
NCT01122394,Behavioral,1
NCT01122407,Drug,1
NCT01122420,Other,1
NCT01122511,Biological,1
NCT01122511,Drug,1
NCT01122511,Other,1
NCT01122576,Device,1
NCT01122589,Behavioral,1
NCT01122589,Other,1
NCT01122602,Drug,1
NCT01122615,Drug,1
NCT01122680,Drug,1
NCT01122784,Biological,1
NCT01122823,Behavioral,1
NCT01122836,Other,1
NCT01122849,Device,1
NCT01122862,Drug,1
NCT01122862,Other,1
NCT01122875,Drug,1
NCT01122888,Drug,1
NCT01122888,Other,1
NCT01122901,Drug,1
NCT01122901,Other,1
NCT01122901,Procedure,1
NCT01122927,Drug,1
NCT01123005,Drug,1
NCT01123005,Procedure,1
NCT01123018,Behavioral,1
NCT01123096,Other,1
NCT01123096,Procedure,1
NCT01123109,Procedure,1
NCT01123135,Drug,1
NCT01123161,Device,1
NCT01123161,Drug,1
NCT01123200,Device,1
NCT01123239,Behavioral,1
NCT01123265,Drug,1
NCT01123304,Drug,1
NCT01123317,Drug,1
NCT01123330,Behavioral,1
NCT01123343,Device,1
NCT01123356,Drug,1
NCT01123382,Device,1
NCT01123382,Other,1
NCT01123395,Drug,1
NCT01123408,Drug,1
NCT01123486,Drug,1
NCT01123512,Device,1
NCT01123577,Other,1
NCT01123655,Drug,1
NCT01123694,Other,1
NCT01123707,Drug,1
NCT01123759,Other,1
NCT01123772,Drug,1
NCT01123772,Other,1
NCT01123785,Drug,1
NCT01123798,Device,1
NCT01123837,Other,1
NCT01123850,Device,1
NCT01123863,Other,1
NCT01123876,Drug,1
NCT01123889,Biological,1
NCT01123889,Drug,1
NCT01123967,Other,1
NCT01124006,Drug,1
NCT01124006,Other,1
NCT01124045,Drug,1
NCT01124110,Behavioral,1
NCT01124110,Other,1
NCT01124136,Device,1
NCT01124136,Drug,1
NCT01124149,Drug,1
NCT01124188,Behavioral,1
NCT01124188,Drug,1
NCT01124214,Procedure,1
NCT01124292,Device,1
NCT01124292,Procedure,1
NCT01124305,Device,1
NCT01124370,Device,1
NCT01124422,Drug,1
NCT01124474,Other,1
NCT01124513,Procedure,1
NCT01124539,Drug,1
NCT01124552,Drug,1
NCT01124552,Other,1
NCT01124565,Drug,1
NCT01124591,Behavioral,1
NCT01124630,Drug,1
NCT01124643,Biological,1
NCT01124708,Drug,1
NCT01124721,Behavioral,1
NCT01124734,Drug,1
NCT01124747,Drug,1
NCT01124760,Drug,1
NCT01124786,Drug,1
NCT01124825,Device,1
NCT01124851,Drug,1
NCT01124864,Drug,1
NCT01124903,Procedure,1
NCT01124916,Procedure,1
NCT01125046,Biological,1
NCT01125059,Drug,1
NCT01125072,Other,1
NCT01125124,Drug,1
NCT01125137,Procedure,1
NCT01125163,DietarySupplement,1
NCT01125176,Biological,1
NCT01125176,Drug,1
NCT01125189,Drug,1
NCT01125202,Behavioral,1
NCT01125267,Behavioral,1
NCT01125293,Drug,1
NCT01125371,Behavioral,1
NCT01125397,Behavioral,1
NCT01125423,Drug,1
NCT01125423,Procedure,1
NCT01125436,DietarySupplement,1
NCT01125449,Drug,1
NCT01125501,DietarySupplement,1
NCT01125553,Drug,1
NCT01125566,Drug,1
NCT01125722,Device,1
NCT01125748,Drug,1
NCT01125787,Drug,1
NCT01125800,Drug,1
NCT01125878,DietarySupplement,1
NCT01125891,Drug,1
NCT01125904,Drug,1
NCT01125917,Drug,1
NCT01125930,Drug,1
NCT01125956,Behavioral,1
NCT01125969,Behavioral,1
NCT01126021,Behavioral,1
NCT01126034,Other,1
NCT01126047,Other,1
NCT01126086,Drug,1
NCT01126099,Drug,1
NCT01126151,Behavioral,1
NCT01126164,Behavioral,1
NCT01126229,DietarySupplement,1
NCT01126229,Drug,1
NCT01126268,Drug,1
NCT01126346,Behavioral,1
NCT01126346,Other,1
NCT01126359,Drug,1
NCT01126398,Procedure,1
NCT01126437,Drug,1
NCT01126450,Biological,1
NCT01126450,Drug,1
NCT01126450,Genetic,1
NCT01126450,Other,1
NCT01126476,Other,1
NCT01126502,Drug,1
NCT01126502,Other,1
NCT01126515,Procedure,1
NCT01126567,Other,1
NCT01126580,Drug,1
NCT01126593,Drug,1
NCT01126671,Drug,1
NCT01126697,Drug,1
NCT01126723,Other,1
NCT01126736,Drug,1
NCT01126749,Drug,1
NCT01126762,Behavioral,1
NCT01126801,Drug,1
NCT01126801,Other,1
NCT01126827,Behavioral,1
NCT01126840,Behavioral,1
NCT01126879,DietarySupplement,1
NCT01126879,Other,1
NCT01126879,Procedure,1
NCT01126918,Behavioral,1
NCT01126957,Drug,1
NCT01126970,Drug,1
NCT01126970,Other,1
NCT01126983,Device,1
NCT01127009,Drug,1
NCT01127009,Other,1
NCT01127022,DietarySupplement,1
NCT01127061,Behavioral,1
NCT01127087,Drug,1
NCT01127178,Drug,1
NCT01127282,Drug,1
NCT01127321,Biological,1
NCT01127321,Other,1
NCT01127373,Behavioral,1
NCT01127373,Radiation,1
NCT01127438,Drug,1
NCT01127451,Drug,1
NCT01127464,Drug,1
NCT01127503,Drug,1
NCT01127529,Biological,1
NCT01127581,Drug,1
NCT01127607,Drug,1
NCT01127633,Drug,1
NCT01127659,Drug,1
NCT01127672,Biological,1
NCT01127672,Drug,1
NCT01127737,Behavioral,1
NCT01127763,Drug,1
NCT01127880,Drug,1
NCT01127919,Behavioral,1
NCT01127919,Other,1
NCT01127932,Behavioral,1
NCT01128023,Other,1
NCT01128049,Behavioral,1
NCT01128049,Drug,1
NCT01128049,Procedure,1
NCT01128140,Behavioral,1
NCT01128166,Device,1
NCT01128192,Drug,1
NCT01128218,Drug,1
NCT01128244,DietarySupplement,1
NCT01128244,Procedure,1
NCT01128270,Drug,1
NCT01128296,Drug,1
NCT01128309,Behavioral,1
NCT01128335,Drug,1
NCT01128348,Behavioral,1
NCT01128361,Behavioral,1
NCT01128374,Procedure,1
NCT01128387,Drug,1
NCT01128413,Behavioral,1
NCT01128413,Biological,1
NCT01128413,Device,1
NCT01128426,Other,1
NCT01128439,Other,1
NCT01128452,Drug,1
NCT01128530,Drug,1
NCT01128556,Drug,1
NCT01128582,Drug,1
NCT01128608,Procedure,1
NCT01128621,Drug,1
NCT01128673,Device,1
NCT01128712,Drug,1
NCT01128764,Behavioral,1
NCT01128777,Behavioral,1
NCT01128816,Device,1
NCT01128829,Other,1
NCT01128855,Drug,1
NCT01128855,Other,1
NCT01128894,Biological,1
NCT01128894,Drug,1
NCT01128920,Behavioral,1
NCT01128920,Other,1
NCT01128946,Drug,1
NCT01128959,Drug,1
NCT01128972,Drug,1
NCT01128985,Drug,1
NCT01129024,Drug,1
NCT01129050,DietarySupplement,1
NCT01129089,DietarySupplement,1
NCT01129115,Behavioral,1
NCT01129128,Biological,1
NCT01129141,Procedure,1
NCT01129180,Drug,1
NCT01129180,Procedure,1
NCT01129193,Drug,1
NCT01129193,Other,1
NCT01129206,Drug,1
NCT01129206,Procedure,1
NCT01129206,Radiation,1
NCT01129245,Drug,1
NCT01129258,Drug,1
NCT01129271,Drug,1
NCT01129284,Drug,1
NCT01129336,Drug,1
NCT01129349,Drug,1
NCT01129362,Biological,1
NCT01129375,Drug,1
NCT01129388,Drug,1
NCT01129401,Behavioral,1
NCT01129414,Drug,1
NCT01129427,Drug,1
NCT01129440,Device,1
NCT01129453,Biological,1
NCT01129453,Other,1
NCT01129466,DietarySupplement,1
NCT01129531,Drug,1
NCT01129544,Biological,1
NCT01129557,Drug,1
NCT01129570,Drug,1
NCT01129583,Drug,1
NCT01129635,Procedure,1
NCT01129648,Drug,1
NCT01129674,Drug,1
NCT01129687,Procedure,1
NCT01129713,Drug,1
NCT01129752,Other,1
NCT01129765,Device,1
NCT01129778,Drug,1
NCT01129778,Procedure,1
NCT01129791,Behavioral,1
NCT01129804,Behavioral,1
NCT01129830,DietarySupplement,1
NCT01129856,Drug,1
NCT01129882,Drug,1
NCT01129921,Device,1
NCT01129947,Drug,1
NCT01129986,Device,1
NCT01130051,Drug,1
NCT01130064,Biological,1
NCT01130064,Drug,1
NCT01130077,Biological,1
NCT01130103,Behavioral,1
NCT01130103,Drug,1
NCT01130142,Drug,1
NCT01130194,Other,1
NCT01130220,Other,1
NCT01130246,Drug,1
NCT01130272,Drug,1
NCT01130285,Genetic,1
NCT01130324,Drug,1
NCT01130454,Device,1
NCT01130493,Drug,1
NCT01130506,Drug,1
NCT01130506,Other,1
NCT01130519,Drug,1
NCT01130532,Drug,1
NCT01130558,Other,1
NCT01130649,Device,1
NCT01130662,Drug,1
NCT01130675,Other,1
NCT01130688,Drug,1
NCT01130714,Behavioral,1
NCT01130740,Behavioral,1
NCT01130844,Drug,1
NCT01130974,Device,1
NCT01130987,Behavioral,1
NCT01130987,Other,1
NCT01131000,Drug,1
NCT01131000,Other,1
NCT01131013,Drug,1
NCT01131052,Drug,1
NCT01131091,Drug,1
NCT01131104,Drug,1
NCT01131130,Device,1
NCT01131143,Behavioral,1
NCT01131169,Drug,1
NCT01131247,Drug,1
NCT01131260,Device,1
NCT01131299,Drug,1
NCT01131299,Other,1
NCT01131312,Device,1
NCT01131312,Procedure,1
NCT01131325,Drug,1
NCT01131455,Biological,1
NCT01131481,Device,1
NCT01131507,Drug,1
NCT01131520,Behavioral,1
NCT01131559,Drug,1
NCT01131572,Drug,1
NCT01131611,Behavioral,1
NCT01131611,Other,1
NCT01131676,Drug,1
NCT01131832,DietarySupplement,1
NCT01131845,Drug,1
NCT01131871,Behavioral,1
NCT01131884,Drug,1
NCT01131897,Drug,1
NCT01131923,Drug,1
NCT01131936,Drug,1
NCT01131949,Drug,1
NCT01131975,Drug,1
NCT01132066,Other,1
NCT01132118,Drug,1
NCT01132313,Drug,1
NCT01132352,Drug,1
NCT01132365,Device,1
NCT01132378,Procedure,1
NCT01132482,Drug,1
NCT01132495,Other,1
NCT01132547,Drug,1
NCT01132547,Other,1
NCT01132573,Drug,1
NCT01132573,Other,1
NCT01132586,Drug,1
NCT01132586,Other,1
NCT01132612,Drug,1
NCT01132651,Other,1
NCT01132664,Drug,1
NCT01132703,Drug,1
NCT01132755,Procedure,1
